ISO,Year,Item,FPi
CHL,2014,"Offals, edible, goats",0.9430000000000001
CHL,2014,"Offals, horses",0.863
CHL,2014,"Offals, liver duck",0.0
CHL,2014,"Offals, pigs, edible",39.475
CHL,2014,"Offals, sheep,edible",2.189
CHL,2014,Olives,103.47
CHL,2014,"Onions, dry",324.072
CHL,2014,Oranges,136.113
CHL,2014,Papayas,3.7920000000000003
CHL,2014,Peaches and nectarines,355.957
CHL,2014,Pears,245.023
CHL,2014,"Peas, dry",0.713
CHL,2014,"Peas, green",15.191
CHL,2014,Pepper (piper spp.),0.0
CHL,2014,Persimmons,0.588
CHL,2014,Pigeon peas,0.0
CHL,2014,Pineapples,0.0
CHL,2014,Pistachios,0.0
CHL,2014,Plantains and others,0.0
CHL,2014,Plums and sloes,267.0
CHL,2014,Poppy seed,0.0
CHL,2014,Potatoes,1061.324
CHL,2014,Pulses nes,0.0
CHL,2014,"Pumpkins, squash and gourds",92.892
CHL,2014,Quinces,0.5
CHL,2014,Quinoa,0.0
CHL,2014,Rapeseed,136.331
CHL,2014,Raspberries,13.496
CHL,2014,"Rice, paddy",134.88400000000001
CHL,2014,Rye,3.653
CHL,2014,Safflower seed,0.0
CHL,2014,Sesame seed,0.0
CHL,2014,"Snails, not sea",0.0
CHL,2014,Sorghum,0.0
CHL,2014,Soybeans,0.0
CHL,2014,Spices nes,0.0
CHL,2014,Spinach,0.0
CHL,2014,Strawberries,35.303
CHL,2014,Sugar beet,1732.032
CHL,2014,Sunflower seed,6.047
CHL,2014,Sweet corn frozen,0.0
CHL,2014,Sweet corn prep or preserved,0.0
CHL,2014,Sweet potatoes,14.363
CHL,2014,"Tangerines, mandarins, clementines, satsumas",61.4
CHL,2014,Tea,0.0
CHL,2014,Tomatoes,909.025
CHL,2014,Triticale,103.684
CHL,2014,Vanilla,0.0
CHL,2014,"Vegetables, fresh nes",127.132
CHL,2014,"Vegetables, leguminous nes",17.346
CHL,2014,"Walnuts, with shell",70.0
CHL,2014,Watermelons,51.04
CHL,2014,Wheat,1358.128
CHL,2014,Yautia (cocoyam),0.0
CHL,2015,"Almonds, with shell",30.954
CHL,2015,"Anise, badian, fennel, coriander",0.0
CHL,2015,Apples,1722.4940000000001
CHL,2015,Apricots,9.018
CHL,2015,Artichokes,10.209
CHL,2015,Asparagus,10.457
CHL,2015,Avocados,160.0
CHL,2015,Bambara beans,0.0
CHL,2015,Bananas,0.0
CHL,2015,Barley,49.574
CHL,2015,"Beans, dry",14.888
CHL,2015,"Beans, green",34.156
CHL,2015,"Broad beans, horse beans, dry",0.0
CHL,2015,Buckwheat,0.0
CHL,2015,Cabbages and other brassicas,39.621
CHL,2015,Canary seed,0.0
CHL,2015,Carobs,0.0
CHL,2015,Carrots and turnips,140.071
CHL,2015,"Cashew nuts, with shell",0.0
CHL,2015,Castor oil seed,0.0
CHL,2015,Cauliflowers and broccoli,22.509
CHL,2015,Cereals nes,0.0
CHL,2015,Cherries,117.0
CHL,2015,"Cherries, sour",0.5690000000000001
CHL,2015,Chestnut,2.945
CHL,2015,Chick peas,0.137
CHL,2015,Chicory roots,0.0
CHL,2015,"Chillies and peppers, dry",0.0
CHL,2015,"Chillies and peppers, green",22.001
CHL,2015,Cinnamon (cannella),0.0
CHL,2015,Cloves,0.0
CHL,2015,"Cocoa, beans",0.0
CHL,2015,Coconuts,0.0
CHL,2015,"Coffee, green",0.0
CHL,2015,"Cow peas, dry",0.0
CHL,2015,Cranberries,93.0
CHL,2015,Cucumbers and gherkins,35.477000000000004
CHL,2015,Currants,0.092
CHL,2015,Dates,0.0
CHL,2015,Eggplants (aubergines),0.0
CHL,2015,"Eggs, hen, in shell",225.701
CHL,2015,"Eggs, other bird, in shell",0.0
CHL,2015,"Fat, cattle",7.355
CHL,2015,"Fat, goats",0.383
CHL,2015,"Fat, pigs",23.352
CHL,2015,"Fat, sheep",0.873
CHL,2015,Figs,0.15
CHL,2015,Fonio,0.0
CHL,2015,"Fruit, citrus nes",0.0
CHL,2015,"Fruit, fresh nes",14.442
CHL,2015,"Fruit, tropical fresh nes",0.0
CHL,2015,Garlic,13.155000000000001
CHL,2015,Ginger,0.0
CHL,2015,Grapefruit (inc. pomelos),1.039
CHL,2015,Grapes,2855.0
CHL,2015,"Groundnuts, with shell",0.0
CHL,2015,"Hazelnuts, with shell",8.75
CHL,2015,Hempseed,1.484
CHL,2015,"Honey, natural",11.271
CHL,2015,Kiwi fruit,248.828
CHL,2015,"Leeks, other alliaceous vegetables",0.0
CHL,2015,Lemons and limes,154.5
CHL,2015,Lentils,0.398
CHL,2015,Lettuce and chicory,84.783
CHL,2015,Linseed,1.307
CHL,2015,Lupins,20.562
CHL,2015,Maize,1538.755
CHL,2015,"Maize, green",134.792
CHL,2015,Maté,0.0
CHL,2015,Meat nes,0.0
CHL,2015,"Meat, cattle",225.261
CHL,2015,"Meat, chicken",607.182
CHL,2015,"Meat, duck",0.0
CHL,2015,"Meat, goat",4.906
CHL,2015,"Meat, horse",8.489
CHL,2015,"Meat, pig",523.831
CHL,2015,"Meat, rabbit",0.0
CHL,2015,"Meat, sheep",9.056000000000001
CHL,2015,"Meat, turkey",103.581
CHL,2015,"Melons, other (inc.cantaloupes)",39.833
CHL,2015,Melonseed,0.0
CHL,2015,"Milk, whole fresh cow",2028.825
CHL,2015,"Milk, whole fresh goat",7.7010000000000005
CHL,2015,Millet,0.0
CHL,2015,Mushrooms and truffles,0.001
CHL,2015,Mustard seed,0.0
CHL,2015,"Nutmeg, mace and cardamoms",0.0
CHL,2015,Nuts nes,0.0
CHL,2015,Oats,421.048
CHL,2015,Offals nes,0.378
CHL,2015,"Offals, edible, cattle",28.043
CHL,2015,"Offals, edible, goats",0.8140000000000001
CHL,2015,"Offals, horses",0.97
CHL,2015,"Offals, liver duck",0.0
CHL,2015,"Offals, pigs, edible",45.0
CHL,2015,"Offals, sheep,edible",1.976
CHL,2015,Olives,120.075
CHL,2015,"Onions, dry",314.124
CHL,2015,Oranges,120.074
CHL,2015,Papayas,2.749
CHL,2015,Peaches and nectarines,334.736
CHL,2015,Pears,280.135
CHL,2015,"Peas, dry",0.254
CHL,2015,"Peas, green",10.814
CHL,2015,Pepper (piper spp.),0.0
CHL,2015,Persimmons,0.449
CHL,2015,Pigeon peas,0.0
CHL,2015,Pineapples,0.0
CHL,2015,Pistachios,0.0
CHL,2015,Plantains and others,0.0
CHL,2015,Plums and sloes,312.0
CHL,2015,Poppy seed,0.0
CHL,2015,Potatoes,960.5020000000001
CHL,2015,Pulses nes,0.0
CHL,2015,"Pumpkins, squash and gourds",84.781
CHL,2015,Quinces,0.508
CHL,2015,Quinoa,0.0
CHL,2015,Rapeseed,201.48000000000002
CHL,2015,Raspberries,18.498
CHL,2015,"Rice, paddy",163.56
CHL,2015,Rye,4.722
CHL,2015,Safflower seed,0.0
CHL,2015,Sesame seed,0.0
CHL,2015,Sorghum,0.0
CHL,2015,Soybeans,0.0
CHL,2015,Spices nes,0.0
CHL,2015,Spinach,0.0
CHL,2015,Strawberries,27.464000000000002
CHL,2015,Sugar beet,2069.8740000000003
CHL,2015,Sugar cane,0.0
CHL,2015,Sunflower seed,4.4750000000000005
CHL,2015,Sweet corn frozen,0.0
CHL,2015,Sweet corn prep or preserved,0.0
CHL,2015,Sweet potatoes,15.722
CHL,2015,"Tangerines, mandarins, clementines, satsumas",83.8
CHL,2015,Tea,0.0
CHL,2015,Tomatoes,934.931
CHL,2015,Triticale,128.953
CHL,2015,Vanilla,0.0
CHL,2015,"Vegetables, fresh nes",130.895
CHL,2015,"Vegetables, leguminous nes",15.933
CHL,2015,"Walnuts, with shell",90.0
CHL,2015,Watermelons,43.369
CHL,2015,Wheat,1482.31
CHL,2016,"Almonds, with shell",31.161
CHL,2016,"Anise, badian, fennel, coriander",0.0
CHL,2016,Apples,1751.057
CHL,2016,Apricots,9.024000000000001
CHL,2016,Artichokes,11.374
CHL,2016,Asparagus,10.664
CHL,2016,Avocados,179.0
CHL,2016,Bambara beans,0.0
CHL,2016,Bananas,0.0
CHL,2016,Barley,108.269
CHL,2016,"Beans, dry",18.024
CHL,2016,"Beans, green",39.224000000000004
CHL,2016,"Broad beans, horse beans, dry",0.0
CHL,2016,Buckwheat,0.0
CHL,2016,Cabbages and other brassicas,42.32
CHL,2016,Canary seed,0.0
CHL,2016,Carobs,0.0
CHL,2016,Carrots and turnips,141.88400000000001
CHL,2016,"Cashew nuts, with shell",0.0
CHL,2016,Castor oil seed,0.0
CHL,2016,Cauliflowers and broccoli,22.224
CHL,2016,Cereals nes,0.0
CHL,2016,Cherries,155.0
CHL,2016,"Cherries, sour",0.181
CHL,2016,Chestnut,2.718
CHL,2016,Chick peas,0.364
CHL,2016,Chicory roots,0.0
CHL,2016,"Chillies and peppers, dry",0.0
CHL,2016,"Chillies and peppers, green",35.427
CHL,2016,Cinnamon (cannella),0.0
CHL,2016,Cloves,0.0
CHL,2016,"Cocoa, beans",0.0
CHL,2016,Coconuts,0.0
CHL,2016,"Coffee, green",0.0
CHL,2016,"Cow peas, dry",0.0
CHL,2016,Cranberries,116.0
CHL,2016,Cucumbers and gherkins,36.139
CHL,2016,Currants,0.08700000000000001
CHL,2016,Dates,0.0
CHL,2016,Eggplants (aubergines),0.0
CHL,2016,"Eggs, hen, in shell",229.205
CHL,2016,"Eggs, other bird, in shell",0.0
CHL,2016,"Fat, cattle",7.021
CHL,2016,"Fat, goats",0.40700000000000003
CHL,2016,"Fat, pigs",23.206
CHL,2016,"Fat, sheep",0.796
CHL,2016,Figs,0.14400000000000002
CHL,2016,"Fruit, citrus nes",0.0
CHL,2016,"Fruit, fresh nes",14.521
CHL,2016,"Fruit, tropical fresh nes",0.0
CHL,2016,Garlic,16.342
CHL,2016,Ginger,0.0
CHL,2016,Grapefruit (inc. pomelos),2.06
CHL,2016,Grapes,2420.0
CHL,2016,"Groundnuts, with shell",0.0
CHL,2016,"Hazelnuts, with shell",14.25
CHL,2016,Hempseed,1.496
CHL,2016,"Honey, natural",11.367
CHL,2016,Kiwi fruit,227.798
CHL,2016,"Leeks, other alliaceous vegetables",0.0
CHL,2016,Lemons and limes,155.0
CHL,2016,Lentils,0.788
CHL,2016,Lettuce and chicory,84.031
CHL,2016,Linseed,1.324
CHL,2016,Lupins,27.507
CHL,2016,Maize,1174.487
CHL,2016,"Maize, green",145.298
CHL,2016,Maté,0.0
CHL,2016,Meat nes,0.0
CHL,2016,"Meat, cattle",215.023
CHL,2016,"Meat, chicken",630.985
CHL,2016,"Meat, duck",0.0
CHL,2016,"Meat, goat",5.224
CHL,2016,"Meat, horse",8.008000000000001
CHL,2016,"Meat, pig",520.567
CHL,2016,"Meat, rabbit",0.0
CHL,2016,"Meat, sheep",8.265
CHL,2016,"Meat, turkey",110.747
CHL,2016,"Melons, other (inc.cantaloupes)",43.481
CHL,2016,Melonseed,0.0
CHL,2016,"Milk, whole fresh cow",1991.007
CHL,2016,"Milk, whole fresh goat",7.8740000000000006
CHL,2016,Millet,0.0
CHL,2016,Mushrooms and truffles,0.023
CHL,2016,Mustard seed,0.0
CHL,2016,"Nutmeg, mace and cardamoms",0.0
CHL,2016,Nuts nes,0.0
CHL,2016,Oats,533.08
CHL,2016,Offals nes,0.271
CHL,2016,"Offals, edible, cattle",26.768
CHL,2016,"Offals, edible, goats",0.867
CHL,2016,"Offals, horses",0.915
CHL,2016,"Offals, liver duck",0.0
CHL,2016,"Offals, pigs, edible",47.0
CHL,2016,"Offals, sheep,edible",1.803
CHL,2016,Olives,114.22500000000001
CHL,2016,"Onions, dry",348.588
CHL,2016,Oranges,121.683
CHL,2016,Papayas,2.723
CHL,2016,Peaches and nectarines,335.161
CHL,2016,Pears,294.213
CHL,2016,"Peas, dry",1.508
CHL,2016,"Peas, green",16.427
CHL,2016,Pepper (piper spp.),0.0
CHL,2016,Persimmons,0.514
CHL,2016,Pigeon peas,0.0
CHL,2016,Pineapples,0.0
CHL,2016,Pistachios,0.0
CHL,2016,Plantains and others,0.0
CHL,2016,Plums and sloes,353.0
CHL,2016,Poppy seed,0.0
CHL,2016,Potatoes,1166.025
CHL,2016,Pulses nes,0.0
CHL,2016,"Pumpkins, squash and gourds",93.254
CHL,2016,Quinces,0.509
CHL,2016,Quinoa,0.0
CHL,2016,Rapeseed,212.016
CHL,2016,Raspberries,19.132
CHL,2016,"Rice, paddy",174.008
CHL,2016,Rye,4.601
CHL,2016,Safflower seed,0.0
CHL,2016,Sesame seed,0.0
CHL,2016,"Snails, not sea",0.0
CHL,2016,Sorghum,0.0
CHL,2016,Soybeans,0.0
CHL,2016,Spices nes,0.0
CHL,2016,Spinach,0.0
CHL,2016,Strawberries,25.724
CHL,2016,Sugar beet,1646.681
CHL,2016,Sunflower seed,2.251
CHL,2016,Sweet corn frozen,0.0
CHL,2016,Sweet corn prep or preserved,0.0
CHL,2016,Sweet potatoes,16.487000000000002
CHL,2016,"Tangerines, mandarins, clementines, satsumas",103.3
CHL,2016,Tea,0.0
CHL,2016,Tomatoes,910.3100000000001
CHL,2016,Triticale,146.023
CHL,2016,Vanilla,0.0
CHL,2016,"Vegetables, fresh nes",133.409
CHL,2016,"Vegetables, leguminous nes",19.72
CHL,2016,"Walnuts, with shell",90.0
CHL,2016,Watermelons,47.115
CHL,2016,Wheat,1731.935
CHL,2017,"Almonds, with shell",32.974000000000004
CHL,2017,"Anise, badian, fennel, coriander",0.0
CHL,2017,Apples,1773.701
CHL,2017,Apricots,7.656000000000001
CHL,2017,Artichokes,11.119
CHL,2017,Asparagus,9.705
CHL,2017,Avocados,200.0
CHL,2017,Bambara beans,0.0
CHL,2017,Bananas,0.0
CHL,2017,Barley,95.482
CHL,2017,"Beans, dry",17.442
CHL,2017,"Beans, green",40.182
CHL,2017,"Broad beans, horse beans, dry",0.0
CHL,2017,Buckwheat,0.0
CHL,2017,Cabbages and other brassicas,49.68
CHL,2017,Canary seed,0.0
CHL,2017,Carobs,0.0
CHL,2017,Carrots and turnips,156.918
CHL,2017,"Cashew nuts, with shell",0.0
CHL,2017,Castor oil seed,0.0
CHL,2017,Cauliflowers and broccoli,26.713
CHL,2017,Cereals nes,0.0
CHL,2017,Cherries,120.0
CHL,2017,"Cherries, sour",0.127
CHL,2017,Chestnut,2.108
CHL,2017,Chick peas,0.245
CHL,2017,Chicory roots,0.0
CHL,2017,"Chillies and peppers, dry",0.0
CHL,2017,"Chillies and peppers, green",51.819
CHL,2017,Cinnamon (cannella),0.0
CHL,2017,Cloves,0.0
CHL,2017,"Cocoa, beans",0.0
CHL,2017,Coconuts,0.0
CHL,2017,"Coffee, green",0.0
CHL,2017,"Cow peas, dry",0.0
CHL,2017,Cranberries,95.0
CHL,2017,Cucumbers and gherkins,36.658
CHL,2017,Currants,0.088
CHL,2017,Dates,0.0
CHL,2017,Eggplants (aubergines),0.0
CHL,2017,"Eggs, hen, in shell",227.687
CHL,2017,"Eggs, other bird, in shell",0.0
CHL,2017,"Fat, cattle",6.632000000000001
CHL,2017,"Fat, goats",0.427
CHL,2017,"Fat, pigs",21.859
CHL,2017,"Fat, sheep",0.851
CHL,2017,Figs,0.155
CHL,2017,"Fruit, citrus nes",0.0
CHL,2017,"Fruit, fresh nes",14.654
CHL,2017,"Fruit, tropical fresh nes",0.0
CHL,2017,Garlic,20.133
CHL,2017,Ginger,0.0
CHL,2017,Grapefruit (inc. pomelos),2.05
CHL,2017,Grapes,2305.0
CHL,2017,"Groundnuts, with shell",0.0
CHL,2017,"Hazelnuts, with shell",16.8
CHL,2017,Hempseed,1.5150000000000001
CHL,2017,"Honey, natural",12.0
CHL,2017,Kiwi fruit,227.69400000000002
CHL,2017,"Leeks, other alliaceous vegetables",0.0
CHL,2017,Lemons and limes,165.0
CHL,2017,Lentils,1.153
CHL,2017,Lettuce and chicory,87.706
CHL,2017,Linseed,1.343
CHL,2017,Lupins,45.436
CHL,2017,Maize,1062.589
CHL,2017,"Maize, green",138.092
CHL,2017,Maté,0.0
CHL,2017,Meat nes,0.0
CHL,2017,"Meat, cattle",203.104
CHL,2017,"Meat, chicken",626.1270000000001
CHL,2017,"Meat, duck",0.0
CHL,2017,"Meat, goat",5.479
CHL,2017,"Meat, goose and guinea fowl",0.0
CHL,2017,"Meat, horse",7.477
CHL,2017,"Meat, pig",490.342
CHL,2017,"Meat, rabbit",0.0
CHL,2017,"Meat, sheep",8.836
CHL,2017,"Meat, turkey",76.905
CHL,2017,"Melons, other (inc.cantaloupes)",35.277
CHL,2017,Melonseed,0.0
CHL,2017,"Milk, whole fresh cow",1990.519
CHL,2017,"Milk, whole fresh goat",8.111
CHL,2017,Millet,0.0
CHL,2017,Mushrooms and truffles,0.005
CHL,2017,Mustard seed,0.0
CHL,2017,"Nutmeg, mace and cardamoms",0.0
CHL,2017,Nuts nes,0.0
CHL,2017,Oats,713.102
CHL,2017,Offals nes,0.202
CHL,2017,"Offals, edible, cattle",25.284
CHL,2017,"Offals, edible, goats",0.909
CHL,2017,"Offals, horses",0.855
CHL,2017,"Offals, liver duck",0.0
CHL,2017,"Offals, pigs, edible",47.4
CHL,2017,"Offals, sheep,edible",1.928
CHL,2017,Olives,129.57
CHL,2017,"Onions, dry",352.374
CHL,2017,Oranges,120.175
CHL,2017,Papayas,2.567
CHL,2017,Peaches and nectarines,326.773
CHL,2017,Pears,293.458
CHL,2017,"Peas, dry",0.8250000000000001
CHL,2017,"Peas, green",16.257
CHL,2017,Pepper (piper spp.),0.0
CHL,2017,Persimmons,0.556
CHL,2017,Pigeon peas,0.0
CHL,2017,Pineapples,0.0
CHL,2017,Pistachios,0.0
CHL,2017,Plantains and others,0.0
CHL,2017,Plums and sloes,357.6
CHL,2017,Poppy seed,0.0
CHL,2017,Potatoes,1426.479
CHL,2017,Pulses nes,0.0
CHL,2017,"Pumpkins, squash and gourds",84.098
CHL,2017,Quinces,0.535
CHL,2017,Quinoa,0.0
CHL,2017,Rapeseed,183.191
CHL,2017,Raspberries,19.286
CHL,2017,"Rice, paddy",127.866
CHL,2017,Rye,3.576
CHL,2017,Safflower seed,0.0
CHL,2017,Sesame seed,0.0
CHL,2017,Sorghum,0.0
CHL,2017,Soybeans,0.0
CHL,2017,Spices nes,0.0
CHL,2017,Spinach,0.0
CHL,2017,Strawberries,24.704
CHL,2017,Sugar beet,1770.497
CHL,2017,Sugar cane,0.0
CHL,2017,Sunflower seed,10.763
CHL,2017,Sweet corn frozen,0.0
CHL,2017,Sweet corn prep or preserved,0.0
CHL,2017,Sweet potatoes,15.524000000000001
CHL,2017,"Tangerines, mandarins, clementines, satsumas",124.75
CHL,2017,Taro (cocoyam),0.0
CHL,2017,Tea,0.0
CHL,2017,Tomatoes,993.076
CHL,2017,Triticale,118.903
CHL,2017,Vanilla,0.0
CHL,2017,"Vegetables, fresh nes",134.333
CHL,2017,"Vegetables, leguminous nes",21.327
CHL,2017,"Walnuts, with shell",100.0
CHL,2017,Watermelons,48.753
CHL,2017,Wheat,1349.492
CHL,2018,"Almonds, with shell",36.033
CHL,2018,"Anise, badian, fennel, coriander",0.0
CHL,2018,Apples,1727.277
CHL,2018,Apricots,6.757000000000001
CHL,2018,Artichokes,12.198
CHL,2018,Asparagus,10.65
CHL,2018,Avocados,135.0
CHL,2018,Bambara beans,0.0
CHL,2018,Bananas,0.0
CHL,2018,Barley,170.65200000000002
CHL,2018,"Beans, dry",14.252
CHL,2018,"Beans, green",41.493
CHL,2018,"Broad beans, horse beans, dry",0.0
CHL,2018,Buckwheat,0.0
CHL,2018,Cabbages and other brassicas,53.909
CHL,2018,Canary seed,0.0
CHL,2018,Carobs,0.0
CHL,2018,Carrots and turnips,164.968
CHL,2018,"Cashew nuts, with shell",0.0
CHL,2018,Castor oil seed,0.0
CHL,2018,Cauliflowers and broccoli,31.047
CHL,2018,Cereals nes,0.0
CHL,2018,Cherries,228.0
CHL,2018,"Cherries, sour",0.3
CHL,2018,Chestnut,2.0
CHL,2018,Chick peas,0.654
CHL,2018,"Chillies and peppers, dry",0.0
CHL,2018,"Chillies and peppers, green",60.911
CHL,2018,Cinnamon (cannella),0.0
CHL,2018,Cloves,0.0
CHL,2018,"Cocoa, beans",0.0
CHL,2018,Coconuts,0.0
CHL,2018,"Coffee, green",0.0
CHL,2018,"Cow peas, dry",0.0
CHL,2018,Cranberries,119.0
CHL,2018,Cucumbers and gherkins,37.176
CHL,2018,Currants,0.08600000000000001
CHL,2018,Dates,0.0
CHL,2018,Eggplants (aubergines),0.0
CHL,2018,"Eggs, hen, in shell",247.05700000000002
CHL,2018,"Eggs, other bird, in shell",0.0
CHL,2018,"Fat, cattle",6.508
CHL,2018,"Fat, goats",0.424
CHL,2018,"Fat, pigs",32.5
CHL,2018,"Fat, sheep",0.9420000000000001
CHL,2018,Figs,0.14
CHL,2018,"Fruit, citrus nes",0.014
CHL,2018,"Fruit, fresh nes",14.786
CHL,2018,"Fruit, tropical fresh nes",0.0
CHL,2018,Garlic,19.111
CHL,2018,Ginger,0.0
CHL,2018,Grapefruit (inc. pomelos),1.5
CHL,2018,Grapes,2825.0
CHL,2018,"Groundnuts, with shell",0.0
CHL,2018,"Hazelnuts, with shell",20.330000000000002
CHL,2018,Hempseed,1.5330000000000001
CHL,2018,"Honey, natural",12.0
CHL,2018,Kiwi fruit,230.267
CHL,2018,"Leeks, other alliaceous vegetables",0.001
CHL,2018,Lemons and limes,170.0
CHL,2018,Lentils,1.849
CHL,2018,Lettuce and chicory,95.872
CHL,2018,Linseed,1.362
CHL,2018,Lupins,45.453
CHL,2018,Maize,1110.608
CHL,2018,"Maize, green",142.848
CHL,2018,Maté,0.0
CHL,2018,Meat nes,0.0
CHL,2018,"Meat, cattle",199.314
CHL,2018,"Meat, chicken",667.243
CHL,2018,"Meat, duck",0.0
CHL,2018,"Meat, goat",5.439
CHL,2018,"Meat, goose and guinea fowl",0.0
CHL,2018,"Meat, horse",6.917
CHL,2018,"Meat, pig",520.8580000000001
CHL,2018,"Meat, rabbit",0.0
CHL,2018,"Meat, sheep",9.778
CHL,2018,"Meat, turkey",95.075
CHL,2018,"Melons, other (inc.cantaloupes)",40.679
CHL,2018,Melonseed,0.0
CHL,2018,"Milk, whole fresh cow",1992.0
CHL,2018,"Milk, whole fresh goat",8.129
CHL,2018,Millet,0.0
CHL,2018,Mushrooms and truffles,0.0
CHL,2018,Mustard seed,0.0
CHL,2018,"Nutmeg, mace and cardamoms",0.0
CHL,2018,Nuts nes,0.0
CHL,2018,Oats,571.471
CHL,2018,Offals nes,0.074
CHL,2018,"Offals, edible, cattle",24.813
CHL,2018,"Offals, edible, goats",0.903
CHL,2018,"Offals, horses",0.791
CHL,2018,"Offals, liver duck",0.0
CHL,2018,"Offals, pigs, edible",47.9
CHL,2018,"Offals, sheep,edible",2.133
CHL,2018,Olives,126.0
CHL,2018,"Onions, dry",368.37600000000003
CHL,2018,Oranges,140.0
CHL,2018,Papayas,2.2960000000000003
CHL,2018,Peaches and nectarines,319.047
CHL,2018,Pears,280.867
CHL,2018,"Peas, dry",0.862
CHL,2018,"Peas, green",15.492
CHL,2018,Pepper (piper spp.),0.0
CHL,2018,Persimmons,0.596
CHL,2018,Pigeon peas,0.0
CHL,2018,Pineapples,0.0
CHL,2018,Pistachios,0.0
CHL,2018,Plantains and others,0.0
CHL,2018,Plums and sloes,359.0
CHL,2018,Poppy seed,0.0
CHL,2018,Potatoes,1183.357
CHL,2018,Pulses nes,0.0
CHL,2018,"Pumpkins, squash and gourds",91.937
CHL,2018,Quinces,0.532
CHL,2018,Quinoa,0.0
CHL,2018,Rapeseed,219.781
CHL,2018,Raspberries,19.681
CHL,2018,"Rice, paddy",192.808
CHL,2018,Rye,4.3
CHL,2018,Safflower seed,0.0
CHL,2018,Sesame seed,0.0
CHL,2018,Sorghum,0.0
CHL,2018,Soybeans,0.0
CHL,2018,Spices nes,0.0
CHL,2018,Spinach,0.0
CHL,2018,Strawberries,25.171
CHL,2018,Sugar beet,2374.496
CHL,2018,Sunflower seed,8.301
CHL,2018,Sweet corn frozen,0.0
CHL,2018,Sweet corn prep or preserved,0.0
CHL,2018,Sweet potatoes,14.758000000000001
CHL,2018,"Tangerines, mandarins, clementines, satsumas",180.41
CHL,2018,Tea,0.0
CHL,2018,Tomatoes,951.666
CHL,2018,Triticale,142.592
CHL,2018,Vanilla,0.0
CHL,2018,"Vegetables, fresh nes",135.256
CHL,2018,"Vegetables, leguminous nes",24.431
CHL,2018,"Walnuts, with shell",110.0
CHL,2018,Watermelons,53.314
CHL,2018,Wheat,1469.003
CHN,2014,"Almonds, with shell",43.96
CHN,2014,"Anise, badian, fennel, coriander",47.887
CHN,2014,Apples,40923.200000000004
CHN,2014,Apricots,52.53
CHN,2014,Areca nuts,0.0
CHN,2014,Artichokes,78.106
CHN,2014,Asparagus,6890.584
CHN,2014,Avocados,116.0
CHN,2014,Bananas,11791.9
CHN,2014,Barley,1812.0
CHN,2014,"Beans, dry",1050.0
CHN,2014,"Beans, green",17009.247
CHN,2014,Berries nes,55.244
CHN,2014,"Brazil nuts, with shell",0.0
CHN,2014,"Broad beans, horse beans, dry",1428.7
CHN,2014,Buckwheat,564.9
CHN,2014,Cabbages and other brassicas,32265.862
CHN,2014,Canary seed,0.0
CHN,2014,Carobs,0.0
CHN,2014,Carrots and turnips,17340.406
CHN,2014,"Cashew nuts, with shell",0.266
CHN,2014,Cassava,4670.159
CHN,2014,Castor oil seed,40.0
CHN,2014,Cauliflowers and broccoli,9268.297
CHN,2014,Cereals nes,44.1
CHN,2014,Cherries,34.293
CHN,2014,Chestnut,1685.758
CHN,2014,Chick peas,10.0
CHN,2014,Chicory roots,0.0
CHN,2014,"Chillies and peppers, dry",307.241
CHN,2014,"Chillies and peppers, green",16107.791000000001
CHN,2014,Cinnamon (cannella),71.184
CHN,2014,Cloves,1.2570000000000001
CHN,2014,"Cocoa, beans",0.0
CHN,2014,Coconuts,387.5
CHN,2014,"Coffee, green",91.425
CHN,2014,"Cow peas, dry",13.5
CHN,2014,Cucumbers and gherkins,56879.08
CHN,2014,Dates,153.049
CHN,2014,Eggplants (aubergines),29467.02
CHN,2014,"Eggs, hen, in shell",24598.0
CHN,2014,"Eggs, other bird, in shell",4340.9
CHN,2014,"Fat, buffaloes",43.785000000000004
CHN,2014,"Fat, camels",0.709
CHN,2014,"Fat, cattle",270.91700000000003
CHN,2014,"Fat, goats",83.815
CHN,2014,"Fat, pigs",3327.215
CHN,2014,"Fat, sheep",93.468
CHN,2014,Figs,12.832
CHN,2014,"Fruit, citrus nes",5030.3
CHN,2014,"Fruit, fresh nes",2510.853
CHN,2014,"Fruit, stone nes",147.975
CHN,2014,"Fruit, tropical fresh nes",3727.4
CHN,2014,Garlic,19987.755
CHN,2014,Ginger,459.399
CHN,2014,Grapefruit (inc. pomelos),3702.15
CHN,2014,Grapes,11731.0
CHN,2014,"Groundnuts, with shell",16481.7
CHN,2014,"Hazelnuts, with shell",23.743000000000002
CHN,2014,Hempseed,15.595
CHN,2014,"Honey, natural",462.028
CHN,2014,Karite nuts (sheanuts),0.0
CHN,2014,Kiwi fruit,1840.0
CHN,2014,Kola nuts,0.0
CHN,2014,"Leeks, other alliaceous vegetables",113.956
CHN,2014,Lemons and limes,2130.5
CHN,2014,Lentils,125.0
CHN,2014,Lettuce and chicory,13659.166000000001
CHN,2014,Linseed,387.0
CHN,2014,Maize,215646.30000000002
CHN,2014,"Maize, green",105.846
CHN,2014,"Mangoes, mangosteens, guavas",4472.7
CHN,2014,Maté,0.0
CHN,2014,Meat nes,3.478
CHN,2014,"Meat, ass",193.0
CHN,2014,"Meat, buffalo",615.72
CHN,2014,"Meat, camel",15.473
CHN,2014,"Meat, cattle",5541.4800000000005
CHN,2014,"Meat, chicken",12257.0
