ISO,Year,Item,FLOi
EGY,2014,"Meat, turkey",0.0
EGY,2014,"Melons, other (inc.cantaloupes)",87.923
EGY,2014,Melonseed,0.0
EGY,2014,"Milk, whole fresh buffalo",146.151
EGY,2014,"Milk, whole fresh camel",0.0
EGY,2014,"Milk, whole fresh cow",229.379
EGY,2014,"Milk, whole fresh goat",1.506
EGY,2014,"Milk, whole fresh sheep",4.8420000000000005
EGY,2014,Millet,0.0
EGY,2014,Mushrooms and truffles,0.0
EGY,2014,Mustard seed,0.0
EGY,2014,"Nutmeg, mace and cardamoms",0.0
EGY,2014,Nuts nes,1.0010000000000001
EGY,2014,Oats,0.0
EGY,2014,Offals nes,0.0
EGY,2014,"Offals, edible, buffaloes",0.0
EGY,2014,"Offals, edible, camels",0.0
EGY,2014,"Offals, edible, cattle",5.107
EGY,2014,"Offals, edible, goats",0.784
EGY,2014,"Offals, liver duck",0.0
EGY,2014,"Offals, pigs, edible",0.004
EGY,2014,"Offals, sheep,edible",0.0
EGY,2014,Oilseeds nes,0.0
EGY,2014,Okra,0.0
EGY,2014,Olives,8.4
EGY,2014,"Onions, dry",209.806
EGY,2014,"Onions, shallots, green",0.0
EGY,2014,Oranges,262.63
EGY,2014,Papayas,0.0
EGY,2014,Peaches and nectarines,24.287
EGY,2014,Pears,4.886
EGY,2014,"Peas, dry",0.001
EGY,2014,"Peas, green",15.411
EGY,2014,Pepper (piper spp.),0.0
EGY,2014,Persimmons,0.0
EGY,2014,Pigeon peas,0.0
EGY,2014,Pineapples,0.0
EGY,2014,Pistachios,0.0
EGY,2014,Plantains and others,0.0
EGY,2014,Plums and sloes,1.191
EGY,2014,Poppy seed,0.0
EGY,2014,Potatoes,939.0
EGY,2014,Pulses nes,0.377
EGY,2014,"Pumpkins, squash and gourds",37.239000000000004
EGY,2014,Quinces,0.004
EGY,2014,Quinoa,0.0
EGY,2014,Rapeseed,0.0
EGY,2014,Raspberries,0.0
EGY,2014,"Rice, paddy",114.0
EGY,2014,Roots and tubers nes,0.645
EGY,2014,Rye,6.779
EGY,2014,Safflower seed,0.0
EGY,2014,Sesame seed,4.0
EGY,2014,Sorghum,38.0
EGY,2014,Soybeans,31.0
EGY,2014,Spices nes,0.0
EGY,2014,Spinach,2.374
EGY,2014,Strawberries,23.740000000000002
EGY,2014,String beans,0.0
EGY,2014,Sugar beet,82.775
EGY,2014,Sugar cane,139.447
EGY,2014,Sunflower seed,4.0
EGY,2014,Sweet corn frozen,0.0
EGY,2014,Sweet corn prep or preserved,0.0
EGY,2014,Sweet potatoes,40.0
EGY,2014,"Tangerines, mandarins, clementines, satsumas",80.14
EGY,2014,Taro (cocoyam),21.0
EGY,2014,Tea,0.0
EGY,2014,Tomatoes,694.111
EGY,2014,Vanilla,0.0
EGY,2014,"Vegetables, fresh nes",59.821
EGY,2014,"Vegetables, leguminous nes",3.37
EGY,2014,Vetches,0.08600000000000001
EGY,2014,"Walnuts, with shell",1.3
EGY,2014,Watermelons,168.73
EGY,2014,Wheat,2029.857
EGY,2014,Yams,0.0
EGY,2015,"Almonds, with shell",0.0
EGY,2015,"Anise, badian, fennel, coriander",2.869
EGY,2015,Apples,58.27
EGY,2015,Apricots,7.942
EGY,2015,Artichokes,22.075
EGY,2015,Asparagus,0.0
EGY,2015,Avocados,0.0
EGY,2015,Bambara beans,0.0
EGY,2015,Bananas,110.06
EGY,2015,Barley,8.0
EGY,2015,"Beans, dry",1.0
EGY,2015,"Beans, green",22.934
EGY,2015,Berries nes,0.0
EGY,2015,Blueberries,0.0
EGY,2015,"Brazil nuts, with shell",0.0
EGY,2015,"Broad beans, horse beans, dry",19.0
EGY,2015,Buckwheat,0.0
EGY,2015,Cabbages and other brassicas,47.187
EGY,2015,Canary seed,0.0
EGY,2015,Carobs,0.0
EGY,2015,Carrots and turnips,16.076
EGY,2015,"Cashew nuts, with shell",0.0
EGY,2015,Cauliflowers and broccoli,15.294
EGY,2015,Cereals nes,0.0
EGY,2015,Cherries,0.0
EGY,2015,"Cherries, sour",0.0
EGY,2015,Chestnut,0.0
EGY,2015,Chick peas,1.0
EGY,2015,Chicory roots,0.0
EGY,2015,"Chillies and peppers, dry",3.097
EGY,2015,"Chillies and peppers, green",51.447
EGY,2015,Cinnamon (cannella),0.0
EGY,2015,Cloves,0.0
EGY,2015,"Cocoa, beans",0.0
EGY,2015,Coconuts,0.0
EGY,2015,"Coffee, green",0.0
EGY,2015,"Cow peas, dry",0.296
EGY,2015,Cranberries,0.0
EGY,2015,Cucumbers and gherkins,41.538000000000004
EGY,2015,Currants,0.0
EGY,2015,Dates,169.53900000000002
EGY,2015,Eggplants (aubergines),100.58
EGY,2015,"Eggs, hen, in shell",18.375
EGY,2015,"Eggs, other bird, in shell",0.0
EGY,2015,"Fat, buffaloes",0.0
EGY,2015,"Fat, camels",0.0
EGY,2015,"Fat, cattle",1.031
EGY,2015,"Fat, goats",0.0
EGY,2015,"Fat, pigs",0.0
EGY,2015,"Fat, sheep",0.0
EGY,2015,Figs,14.444
EGY,2015,"Fruit, citrus nes",0.464
EGY,2015,"Fruit, fresh nes",42.467
EGY,2015,"Fruit, stone nes",0.0
EGY,2015,"Fruit, tropical fresh nes",0.0
EGY,2015,Garlic,24.362000000000002
EGY,2015,Ginger,0.0
EGY,2015,Gooseberries,0.0
EGY,2015,"Grain, mixed",0.0
EGY,2015,Grapefruit (inc. pomelos),0.178
EGY,2015,Grapes,141.25900000000001
EGY,2015,"Groundnuts, with shell",13.0
EGY,2015,"Hazelnuts, with shell",0.0
EGY,2015,Hempseed,0.0
EGY,2015,"Honey, natural",0.266
EGY,2015,Kiwi fruit,0.0
EGY,2015,"Leeks, other alliaceous vegetables",0.0
EGY,2015,Lemons and limes,29.523
EGY,2015,Lentils,3.0
EGY,2015,Lettuce and chicory,8.66
EGY,2015,Linseed,1.0
EGY,2015,Lupins,0.0
EGY,2015,Maize,1398.0
EGY,2015,"Maize, green",0.0
EGY,2015,"Mangoes, mangosteens, guavas",101.691
EGY,2015,Maté,0.0
EGY,2015,Meat nes,0.0
EGY,2015,"Meat, bird nes",0.0
EGY,2015,"Meat, buffalo",0.0
EGY,2015,"Meat, camel",0.0
EGY,2015,"Meat, cattle",0.0
EGY,2015,"Meat, chicken",0.0
EGY,2015,"Meat, duck",0.0
EGY,2015,"Meat, game",0.0
EGY,2015,"Meat, goat",0.0
EGY,2015,"Meat, goose and guinea fowl",0.0
EGY,2015,"Meat, horse",0.0
EGY,2015,"Meat, pig",0.0
EGY,2015,"Meat, rabbit",0.0
EGY,2015,"Meat, sheep",0.0
EGY,2015,"Meat, turkey",0.0
EGY,2015,"Melons, other (inc.cantaloupes)",85.999
EGY,2015,Melonseed,0.0
EGY,2015,"Milk, whole fresh buffalo",119.708
EGY,2015,"Milk, whole fresh camel",0.0
EGY,2015,"Milk, whole fresh cow",245.26
EGY,2015,"Milk, whole fresh goat",1.095
EGY,2015,"Milk, whole fresh sheep",4.82
EGY,2015,Millet,0.0
EGY,2015,Mushrooms and truffles,0.0
EGY,2015,Mustard seed,0.0
EGY,2015,"Nutmeg, mace and cardamoms",0.0
EGY,2015,Nuts nes,0.727
EGY,2015,Oats,0.0
EGY,2015,Offals nes,0.0
EGY,2015,"Offals, edible, buffaloes",0.0
EGY,2015,"Offals, edible, camels",0.0
EGY,2015,"Offals, edible, cattle",5.22
EGY,2015,"Offals, edible, goats",0.753
EGY,2015,"Offals, horses",0.0
EGY,2015,"Offals, pigs, edible",0.003
EGY,2015,"Offals, sheep,edible",0.0
EGY,2015,Oilseeds nes,0.0
EGY,2015,Okra,0.0
EGY,2015,Olives,104.0
EGY,2015,"Onions, dry",255.4
EGY,2015,"Onions, shallots, green",0.0
EGY,2015,Oranges,280.66700000000003
EGY,2015,Papayas,0.0
EGY,2015,Peaches and nectarines,22.576
EGY,2015,Pears,5.511
EGY,2015,"Peas, dry",0.04
EGY,2015,"Peas, green",14.386000000000001
EGY,2015,Pepper (piper spp.),0.0
EGY,2015,Persimmons,0.0
EGY,2015,Pigeon peas,0.0
EGY,2015,Pineapples,0.0
EGY,2015,Pistachios,0.0
EGY,2015,Plantains and others,0.0
EGY,2015,Plums and sloes,1.168
EGY,2015,Poppy seed,0.0
EGY,2015,Potatoes,1029.0
EGY,2015,Pulses nes,0.354
EGY,2015,"Pumpkins, squash and gourds",38.375
EGY,2015,Quinces,0.004
EGY,2015,Quinoa,0.0
EGY,2015,Rapeseed,0.0
EGY,2015,Raspberries,0.0
EGY,2015,"Rice, paddy",169.0
EGY,2015,Roots and tubers nes,0.642
EGY,2015,Rye,6.902
EGY,2015,Safflower seed,0.0
EGY,2015,Sesame seed,3.0
EGY,2015,"Snails, not sea",0.0
EGY,2015,Sorghum,40.0
EGY,2015,Soybeans,11.0
EGY,2015,Spices nes,0.0
EGY,2015,Spinach,3.423
EGY,2015,Strawberries,36.459
EGY,2015,String beans,0.0
EGY,2015,Sugar beet,90.0
EGY,2015,Sugar cane,138.148
EGY,2015,Sunflower seed,5.0
EGY,2015,Sweet corn frozen,0.0
EGY,2015,Sweet corn prep or preserved,0.0
EGY,2015,Sweet potatoes,48.0
EGY,2015,"Tangerines, mandarins, clementines, satsumas",82.359
EGY,2015,Taro (cocoyam),17.0
EGY,2015,Tea,0.0
EGY,2015,Tomatoes,648.032
EGY,2015,Vanilla,0.0
EGY,2015,"Vegetables, fresh nes",57.259
EGY,2015,"Vegetables, leguminous nes",4.41
EGY,2015,Vetches,0.08600000000000001
EGY,2015,"Walnuts, with shell",1.292
EGY,2015,Watermelons,126.46300000000001
EGY,2015,Wheat,2061.407
EGY,2015,Yams,0.0
EGY,2016,"Almonds, with shell",0.0
EGY,2016,"Anise, badian, fennel, coriander",3.854
EGY,2016,Apples,63.217
EGY,2016,Apricots,7.5200000000000005
EGY,2016,Artichokes,17.331
EGY,2016,Asparagus,0.0
EGY,2016,Avocados,0.0
EGY,2016,Bambara beans,0.0
EGY,2016,Bananas,101.677
EGY,2016,Barley,8.0
EGY,2016,"Beans, dry",1.0
EGY,2016,"Beans, green",23.928
EGY,2016,Berries nes,0.038
EGY,2016,Blueberries,0.0
EGY,2016,"Brazil nuts, with shell",0.0
EGY,2016,"Broad beans, horse beans, dry",28.0
EGY,2016,Buckwheat,0.0
EGY,2016,Cabbages and other brassicas,43.424
EGY,2016,Canary seed,0.0
EGY,2016,Carrots and turnips,21.136
EGY,2016,"Cashew nuts, with shell",0.0
EGY,2016,Cauliflowers and broccoli,8.662
EGY,2016,Cereals nes,0.0
EGY,2016,Cherries,0.0
EGY,2016,"Cherries, sour",0.0
EGY,2016,Chestnut,0.0
EGY,2016,Chick peas,1.0
EGY,2016,Chicory roots,0.0
EGY,2016,"Chillies and peppers, dry",3.16
EGY,2016,"Chillies and peppers, green",51.444
EGY,2016,Cinnamon (cannella),0.0
EGY,2016,Cloves,0.0
EGY,2016,"Cocoa, beans",0.0
EGY,2016,Coconuts,0.0
EGY,2016,"Coffee, green",0.0
EGY,2016,"Cow peas, dry",0.296
EGY,2016,Cranberries,0.0
EGY,2016,Cucumbers and gherkins,40.532000000000004
EGY,2016,Currants,0.0
EGY,2016,Dates,155.32500000000002
EGY,2016,Eggplants (aubergines),108.895
EGY,2016,"Eggs, hen, in shell",17.008
EGY,2016,"Eggs, other bird, in shell",0.0
EGY,2016,"Fat, buffaloes",0.0
EGY,2016,"Fat, camels",0.0
EGY,2016,"Fat, cattle",1.081
EGY,2016,"Fat, goats",0.0
EGY,2016,"Fat, pigs",0.0
EGY,2016,"Fat, sheep",0.0
EGY,2016,Figs,15.392
EGY,2016,"Fruit, citrus nes",0.47600000000000003
EGY,2016,"Fruit, fresh nes",43.885
EGY,2016,"Fruit, stone nes",0.0
EGY,2016,"Fruit, tropical fresh nes",0.0
EGY,2016,Garlic,22.844
EGY,2016,Ginger,0.0
EGY,2016,Gooseberries,0.0
EGY,2016,"Grain, mixed",0.0
EGY,2016,Grapefruit (inc. pomelos),0.135
EGY,2016,Grapes,141.635
EGY,2016,"Groundnuts, with shell",11.0
EGY,2016,"Hazelnuts, with shell",0.0
EGY,2016,Hempseed,0.0
EGY,2016,"Honey, natural",0.23500000000000001
EGY,2016,Kiwi fruit,0.0
EGY,2016,"Leeks, other alliaceous vegetables",0.0
EGY,2016,Lemons and limes,29.155
EGY,2016,Lentils,5.0
EGY,2016,Lettuce and chicory,5.91
EGY,2016,Linseed,1.0
EGY,2016,Lupins,0.0
EGY,2016,Maize,1352.0
EGY,2016,"Maize, green",0.0
EGY,2016,"Mangoes, mangosteens, guavas",109.303
EGY,2016,Maté,0.0
EGY,2016,Meat nes,0.0
EGY,2016,"Meat, bird nes",0.0
EGY,2016,"Meat, buffalo",0.0
EGY,2016,"Meat, camel",0.0
EGY,2016,"Meat, cattle",0.0
EGY,2016,"Meat, chicken",0.0
EGY,2016,"Meat, duck",0.0
EGY,2016,"Meat, game",0.0
EGY,2016,"Meat, goat",0.0
EGY,2016,"Meat, goose and guinea fowl",0.0
EGY,2016,"Meat, horse",0.0
EGY,2016,"Meat, pig",0.0
EGY,2016,"Meat, rabbit",0.0
EGY,2016,"Meat, sheep",0.0
EGY,2016,"Meat, turkey",0.0
EGY,2016,"Melons, other (inc.cantaloupes)",89.34400000000001
EGY,2016,Melonseed,0.0
EGY,2016,"Milk, whole fresh buffalo",116.715
EGY,2016,"Milk, whole fresh camel",0.0
EGY,2016,"Milk, whole fresh cow",236.345
EGY,2016,"Milk, whole fresh goat",1.119
EGY,2016,"Milk, whole fresh sheep",4.8790000000000004
EGY,2016,Millet,0.0
EGY,2016,Mushrooms and truffles,0.0
EGY,2016,Mustard seed,0.0
EGY,2016,"Nutmeg, mace and cardamoms",0.0
EGY,2016,Nuts nes,0.663
EGY,2016,Oats,0.0
EGY,2016,Offals nes,0.0
EGY,2016,"Offals, edible, buffaloes",0.0
EGY,2016,"Offals, edible, camels",0.0
EGY,2016,"Offals, edible, cattle",5.4750000000000005
EGY,2016,"Offals, edible, goats",0.783
EGY,2016,"Offals, horses",0.0
EGY,2016,"Offals, liver duck",0.0
EGY,2016,"Offals, pigs, edible",0.003
EGY,2016,"Offals, sheep,edible",0.0
EGY,2016,Oilseeds nes,0.0
EGY,2016,Okra,0.0
EGY,2016,Olives,130.0
EGY,2016,"Onions, dry",205.906
EGY,2016,"Onions, shallots, green",0.0
EGY,2016,Oranges,246.144
EGY,2016,Papayas,0.0
EGY,2016,Peaches and nectarines,27.502
EGY,2016,Pears,5.8420000000000005
EGY,2016,"Peas, dry",0.041
EGY,2016,"Peas, green",15.35
EGY,2016,Pepper (piper spp.),0.0
EGY,2016,Persimmons,0.0
EGY,2016,Pigeon peas,0.0
EGY,2016,Pineapples,0.0
EGY,2016,Pistachios,0.0
EGY,2016,Plantains and others,0.0
EGY,2016,Plums and sloes,2.172
EGY,2016,Poppy seed,0.0
EGY,2016,Potatoes,893.0
EGY,2016,Pulses nes,0.35000000000000003
EGY,2016,"Pumpkins, squash and gourds",36.696
EGY,2016,Quinces,0.004
EGY,2016,Quinoa,0.0
EGY,2016,Rapeseed,0.0
EGY,2016,Raspberries,0.0
EGY,2016,"Rice, paddy",153.0
EGY,2016,Roots and tubers nes,0.649
EGY,2016,Rye,7.236
EGY,2016,Safflower seed,0.0
EGY,2016,Sesame seed,4.0
EGY,2016,"Snails, not sea",0.0
EGY,2016,Sorghum,36.0
EGY,2016,Soybeans,52.0
EGY,2016,Spices nes,0.0
EGY,2016,Spinach,2.008
EGY,2016,Strawberries,31.737000000000002
EGY,2016,String beans,0.0
EGY,2016,Sugar beet,84.0
EGY,2016,Sugar cane,135.123
EGY,2016,Sugar crops nes,0.0
EGY,2016,Sunflower seed,5.0
EGY,2016,Sweet corn frozen,0.0
EGY,2016,Sweet corn prep or preserved,0.0
EGY,2016,Sweet potatoes,53.0
EGY,2016,"Tangerines, mandarins, clementines, satsumas",85.45
EGY,2016,Taro (cocoyam),14.0
EGY,2016,Tea,0.0
EGY,2016,Tomatoes,613.099
EGY,2016,Vanilla,0.0
EGY,2016,"Vegetables, fresh nes",57.269
EGY,2016,"Vegetables, leguminous nes",4.417
EGY,2016,Vetches,0.08600000000000001
EGY,2016,"Walnuts, with shell",1.298
EGY,2016,Watermelons,137.852
EGY,2016,Wheat,2082.949
EGY,2016,Yams,0.0
EGY,2017,"Almonds, with shell",0.0
EGY,2017,"Anise, badian, fennel, coriander",1.909
EGY,2017,Apples,59.987
EGY,2017,Apricots,8.07
EGY,2017,Artichokes,33.92
EGY,2017,Asparagus,0.0
EGY,2017,Avocados,0.0
EGY,2017,Bambara beans,0.0
EGY,2017,Bananas,114.363
EGY,2017,Barley,7.0
EGY,2017,"Beans, dry",1.0
EGY,2017,"Beans, green",23.655
EGY,2017,Berries nes,0.047
EGY,2017,"Brazil nuts, with shell",0.0
EGY,2017,"Broad beans, horse beans, dry",27.0
EGY,2017,Buckwheat,0.0
EGY,2017,Cabbages and other brassicas,40.68
EGY,2017,Canary seed,0.0
EGY,2017,Carobs,0.0
EGY,2017,Carrots and turnips,24.667
EGY,2017,"Cashew nuts, with shell",0.0
EGY,2017,Cauliflowers and broccoli,9.108
EGY,2017,Cereals nes,0.0
EGY,2017,Cherries,0.0
EGY,2017,"Cherries, sour",0.0
EGY,2017,Chestnut,0.0
EGY,2017,Chick peas,2.0
EGY,2017,Chicory roots,0.0
EGY,2017,"Chillies and peppers, dry",3.1270000000000002
EGY,2017,"Chillies and peppers, green",56.649
EGY,2017,Cinnamon (cannella),0.0
EGY,2017,Cloves,0.0
EGY,2017,"Cocoa, beans",0.0
EGY,2017,Coconuts,0.0
EGY,2017,"Coffee, green",0.0
EGY,2017,"Cow peas, dry",0.296
EGY,2017,Cranberries,0.0
EGY,2017,Cucumbers and gherkins,32.949
EGY,2017,Currants,0.0
EGY,2017,Dates,154.341
EGY,2017,Eggplants (aubergines),115.263
EGY,2017,"Eggs, hen, in shell",20.971
EGY,2017,"Fat, buffaloes",0.0
EGY,2017,"Fat, camels",0.0
EGY,2017,"Fat, cattle",0.932
EGY,2017,"Fat, goats",0.0
EGY,2017,"Fat, pigs",0.0
EGY,2017,"Fat, sheep",0.0
EGY,2017,Figs,16.264
EGY,2017,"Fruit, citrus nes",0.484
EGY,2017,"Fruit, fresh nes",45.037
EGY,2017,"Fruit, stone nes",0.0
EGY,2017,"Fruit, tropical fresh nes",0.0
EGY,2017,Garlic,24.267
EGY,2017,Ginger,0.0
EGY,2017,"Grain, mixed",0.0
EGY,2017,Grapefruit (inc. pomelos),0.145
EGY,2017,Grapes,145.255
EGY,2017,"Groundnuts, with shell",9.0
EGY,2017,"Hazelnuts, with shell",0.0
EGY,2017,Hempseed,0.0
EGY,2017,"Honey, natural",0.223
EGY,2017,Kiwi fruit,0.0
EGY,2017,"Leeks, other alliaceous vegetables",0.0
EGY,2017,Lemons and limes,30.614
EGY,2017,Lentils,6.0
EGY,2017,Lettuce and chicory,7.28
EGY,2017,Linseed,0.848
EGY,2017,Lupins,0.015
EGY,2017,Maize,1621.0
EGY,2017,"Mangoes, mangosteens, guavas",117.602
EGY,2017,Maté,0.0
EGY,2017,Meat nes,0.0
EGY,2017,"Meat, bird nes",0.0
EGY,2017,"Meat, buffalo",0.0
EGY,2017,"Meat, camel",0.0
EGY,2017,"Meat, cattle",0.0
EGY,2017,"Meat, chicken",0.0
EGY,2017,"Meat, duck",0.0
EGY,2017,"Meat, game",0.0
