ISO,Year,FL
DZA,1985,0.0
DZA,1986,0.0
DZA,1987,0.0
DZA,1988,0.0
DZA,1989,0.0
DZA,1990,1667.0
DZA,1991,1658.2
DZA,1992,1649.4
DZA,1993,1640.6
DZA,1994,1631.8
DZA,1995,1623.0
DZA,1996,1614.2
DZA,1997,1605.4
DZA,1998,1596.6
DZA,1999,1587.8
DZA,2000,1579.0
DZA,2001,1612.9
DZA,2002,1646.8
DZA,2003,1680.7
DZA,2004,1714.6
DZA,2005,1748.5
DZA,2006,1782.4
DZA,2007,1816.3
DZA,2008,1850.2
DZA,2009,1884.1
DZA,2010,1918.0
DZA,2011,1925.6
DZA,2012,1933.2
DZA,2013,1940.8
DZA,2014,1948.4
DZA,2015,1956.0
DZA,2016,1956.0
DZA,2017,1943.0
DZA,2018,1930.0
ECU,1961,0.0
ECU,1962,0.0
ECU,1963,0.0
ECU,1964,0.0
ECU,1965,0.0
ECU,1966,0.0
ECU,1967,0.0
ECU,1968,0.0
ECU,1969,0.0
ECU,1970,0.0
ECU,1971,0.0
ECU,1972,0.0
ECU,1973,0.0
ECU,1974,0.0
ECU,1975,0.0
ECU,1976,0.0
ECU,1977,0.0
ECU,1978,0.0
ECU,1979,0.0
ECU,1980,0.0
ECU,1981,0.0
ECU,1982,0.0
ECU,1983,0.0
ECU,1984,0.0
ECU,1985,0.0
ECU,1986,0.0
ECU,1987,0.0
ECU,1988,0.0
ECU,1989,0.0
ECU,1990,14632.21
ECU,1991,14542.039
ECU,1992,14451.868
ECU,1993,14361.697
ECU,1994,14271.526
ECU,1995,14181.355
ECU,1996,14091.184
ECU,1997,14001.013
ECU,1998,13910.842
ECU,1999,13820.671
ECU,2000,13730.5
ECU,2001,13660.269
ECU,2002,13590.038
ECU,2003,13519.807
ECU,2004,13449.576
ECU,2005,13379.345
ECU,2006,13309.114
ECU,2007,13238.883
ECU,2008,13168.652
ECU,2009,13098.421
ECU,2010,13028.19
ECU,2011,12986.388
ECU,2012,12944.586
ECU,2013,12902.784
ECU,2014,12860.982
ECU,2015,12819.18
ECU,2016,12754.91
ECU,2017,12690.64
ECU,2018,12626.37
EGY,1961,0.0
EGY,1962,0.0
EGY,1963,0.0
EGY,1964,0.0
EGY,1965,0.0
EGY,1966,0.0
EGY,1967,0.0
EGY,1968,0.0
EGY,1969,0.0
EGY,1970,0.0
EGY,1971,0.0
EGY,1972,0.0
EGY,1973,0.0
EGY,1974,0.0
EGY,1975,0.0
EGY,1976,0.0
EGY,1977,0.0
EGY,1978,0.0
EGY,1979,0.0
EGY,1980,0.0
EGY,1981,0.0
EGY,1982,0.0
EGY,1983,0.0
EGY,1984,0.0
EGY,1985,0.0
EGY,1986,0.0
EGY,1987,0.0
EGY,1988,0.0
EGY,1989,0.0
EGY,1990,43.81
EGY,1991,45.35
EGY,1992,46.89
EGY,1993,48.43
EGY,1994,49.97
EGY,1995,51.51
EGY,1996,53.05
EGY,1997,54.59
EGY,1998,56.13
EGY,1999,57.67
EGY,2000,59.21
EGY,2001,59.853
EGY,2002,60.496
EGY,2003,61.139
EGY,2004,61.782
EGY,2005,62.425
EGY,2006,63.068
EGY,2007,63.711
EGY,2008,64.354
EGY,2009,64.997
EGY,2010,65.64
EGY,2011,62.196
EGY,2012,58.752
EGY,2013,55.308
EGY,2014,51.864
EGY,2015,48.42
EGY,2016,44.98
EGY,2017,44.98
EGY,2018,44.98
ERI,1993,1140.58
ERI,1994,1137.42
ERI,1995,1134.26
ERI,1996,1131.1
ERI,1997,1127.94
ERI,1998,1124.78
ERI,1999,1121.62
ERI,2000,1118.46
ERI,2001,1115.3
ERI,2002,1112.14
ERI,2003,1108.98
ERI,2004,1105.82
ERI,2005,1102.66
ERI,2006,1099.5
ERI,2007,1096.34
ERI,2008,1093.18
ERI,2009,1090.02
ERI,2010,1086.86
ERI,2011,1083.7
ERI,2012,1080.54
ERI,2013,1077.38
ERI,2014,1074.22
ERI,2015,1071.06
ERI,2016,1067.9
ERI,2017,1064.74
ERI,2018,1061.58
ESH,1961,0.0
ESH,1962,0.0
ESH,1963,0.0
ESH,1964,0.0
ESH,1965,0.0
ESH,1966,0.0
ESH,1967,0.0
ESH,1968,0.0
ESH,1969,0.0
ESH,1970,0.0
ESH,1971,0.0
ESH,1972,0.0
ESH,1973,0.0
ESH,1974,0.0
ESH,1975,0.0
ESH,1976,0.0
ESH,1977,0.0
ESH,1978,0.0
ESH,1979,0.0
ESH,1980,0.0
ESH,1981,0.0
ESH,1982,0.0
ESH,1983,0.0
ESH,1984,0.0
ESH,1985,0.0
ESH,1986,0.0
ESH,1987,0.0
ESH,1988,0.0
ESH,1989,0.0
ESH,1990,665.1
ESH,1991,665.521
ESH,1992,665.942
ESH,1993,666.363
ESH,1994,666.784
ESH,1995,667.205
ESH,1996,667.626
ESH,1997,668.047
ESH,1998,668.468
ESH,1999,668.889
ESH,2000,669.31
ESH,2001,668.89
ESH,2002,668.47
ESH,2003,668.05
ESH,2004,667.63
ESH,2005,667.21
ESH,2006,666.79
ESH,2007,666.37
ESH,2008,665.95
ESH,2009,665.53
ESH,2010,665.11
ESH,2011,665.028
ESH,2012,664.946
ESH,2013,664.864
ESH,2014,664.782
ESH,2015,664.7
ESH,2016,665.11
ESH,2017,664.7
ESH,2018,665.14
ESP,1961,0.0
ESP,1962,0.0
ESP,1963,0.0
ESP,1964,0.0
ESP,1965,0.0
ESP,1966,0.0
ESP,1967,0.0
ESP,1968,0.0
ESP,1969,0.0
ESP,1970,0.0
ESP,1971,0.0
ESP,1972,0.0
ESP,1973,0.0
ESP,1974,0.0
ESP,1975,0.0
ESP,1976,0.0
ESP,1977,0.0
ESP,1978,0.0
ESP,1979,0.0
ESP,1980,0.0
ESP,1981,0.0
ESP,1982,0.0
ESP,1983,0.0
ESP,1984,0.0
ESP,1985,0.0
ESP,1986,0.0
ESP,1987,0.0
ESP,1988,0.0
ESP,1989,0.0
ESP,1990,13904.66
ESP,1991,14223.587
ESP,1992,14542.514
ESP,1993,14861.441
ESP,1994,15180.368
ESP,1995,15499.295
ESP,1996,15818.222
ESP,1997,16137.149
ESP,1998,16456.076
ESP,1999,16775.003
ESP,2000,17093.93
ESP,2001,17239.071
ESP,2002,17384.212
ESP,2003,17529.353
ESP,2004,17674.494
ESP,2005,17819.635
ESP,2006,17964.776
ESP,2007,18109.917
ESP,2008,18255.058
ESP,2009,18400.199
ESP,2010,18545.34
ESP,2011,18546.508
ESP,2012,18547.676
ESP,2013,18548.844
ESP,2014,18550.012
ESP,2015,18551.18
ESP,2016,18555.24
ESP,2017,18559.3
ESP,2018,18563.59
EST,1992,2212.498
EST,1993,2215.797
EST,1994,2219.096
EST,1995,2222.395
EST,1996,2225.694
EST,1997,2228.993
EST,1998,2232.292
EST,1999,2235.591
EST,2000,2238.89
EST,2001,2248.603
EST,2002,2258.316
EST,2003,2268.029
EST,2004,2277.742
EST,2005,2287.455
EST,2006,2297.168
EST,2007,2306.881
EST,2008,2316.594
EST,2009,2326.307
EST,2010,2336.02
EST,2011,2353.018
EST,2012,2370.016
EST,2013,2387.014
EST,2014,2404.012
EST,2015,2421.01
EST,2016,2421.25
EST,2017,2438.4
EST,2018,2438.4
ETH,1993,19039.5
ETH,1994,18966.5
ETH,1995,18893.5
ETH,1996,18820.5
ETH,1997,18747.5
ETH,1998,18674.5
ETH,1999,18601.5
ETH,2000,18528.5
ETH,2001,18455.5
ETH,2002,18382.5
ETH,2003,18309.5
ETH,2004,18236.5
ETH,2005,18163.5
ETH,2006,18090.5
ETH,2007,18017.5
ETH,2008,17944.5
ETH,2009,17871.5
ETH,2010,17798.5
ETH,2011,17725.5
ETH,2012,17652.5
ETH,2013,17579.5
ETH,2014,17506.5
ETH,2015,17433.5
ETH,2016,17360.5
ETH,2017,17287.5
ETH,2018,17214.5
FIN,1961,0.0
FIN,1962,0.0
FIN,1963,0.0
FIN,1964,0.0
FIN,1965,0.0
FIN,1966,0.0
FIN,1967,0.0
FIN,1968,0.0
FIN,1969,0.0
FIN,1970,0.0
FIN,1971,0.0
FIN,1972,0.0
FIN,1973,0.0
FIN,1974,0.0
FIN,1975,0.0
FIN,1976,0.0
FIN,1977,0.0
FIN,1978,0.0
FIN,1979,0.0
FIN,1980,0.0
FIN,1981,0.0
FIN,1982,0.0
FIN,1983,0.0
FIN,1984,0.0
FIN,1985,0.0
FIN,1986,0.0
FIN,1987,0.0
FIN,1988,0.0
FIN,1989,0.0
FIN,1990,21875.33
FIN,1991,21932.361
FIN,1992,21989.392
FIN,1993,22046.423
FIN,1994,22103.454
FIN,1995,22160.485
FIN,1996,22217.516
FIN,1997,22274.547
FIN,1998,22331.578
FIN,1999,22388.609
FIN,2000,22445.64
FIN,2001,22425.276
FIN,2002,22404.912
FIN,2003,22384.548
FIN,2004,22364.184
FIN,2005,22343.82
FIN,2006,22323.456
FIN,2007,22303.092
FIN,2008,22282.728
FIN,2009,22262.364
FIN,2010,22242.0
FIN,2011,22275.4
FIN,2012,22308.8
FIN,2013,22342.2
FIN,2014,22375.6
FIN,2015,22409.0
FIN,2016,22409.0
FIN,2017,22409.0
FIN,2018,22409.0
FJI,1961,0.0
FJI,1962,0.0
FJI,1963,0.0
FJI,1964,0.0
FJI,1965,0.0
FJI,1966,0.0
FJI,1967,0.0
FJI,1968,0.0
FJI,1969,0.0
FJI,1970,0.0
FJI,1971,0.0
FJI,1972,0.0
FJI,1973,0.0
FJI,1974,0.0
FJI,1975,0.0
FJI,1976,0.0
FJI,1977,0.0
FJI,1978,0.0
FJI,1979,0.0
FJI,1980,0.0
FJI,1981,0.0
FJI,1982,0.0
FJI,1983,0.0
FJI,1984,0.0
FJI,1985,0.0
FJI,1986,0.0
FJI,1987,0.0
FJI,1988,0.0
FJI,1989,0.0
FJI,1990,939.69
FJI,1991,946.368
FJI,1992,953.046
FJI,1993,959.724
FJI,1994,966.402
FJI,1995,973.08
FJI,1996,979.758
FJI,1997,986.436
FJI,1998,993.114
FJI,1999,999.792
FJI,2000,1006.47
FJI,2001,1013.147
FJI,2002,1019.824
FJI,2003,1026.501
FJI,2004,1033.178
FJI,2005,1039.855
FJI,2006,1046.532
FJI,2007,1053.209
FJI,2008,1059.886
FJI,2009,1066.563
FJI,2010,1073.24
FJI,2011,1079.916
FJI,2012,1086.592
FJI,2013,1093.268
FJI,2014,1099.944
FJI,2015,1106.62
FJI,2016,1113.3
FJI,2017,1119.98
FJI,2018,1126.66
FLK,1961,0.0
FLK,1962,0.0
FLK,1963,0.0
FLK,1964,0.0
FLK,1965,0.0
FLK,1966,0.0
FLK,1967,0.0
FLK,1968,0.0
FLK,1969,0.0
FLK,1970,0.0
FLK,1971,0.0
FLK,1972,0.0
FLK,1973,0.0
FLK,1974,0.0
FLK,1975,0.0
FLK,1976,0.0
FLK,1977,0.0
FLK,1978,0.0
FLK,1979,0.0
FLK,1980,0.0
FLK,1981,0.0
FLK,1982,0.0
FLK,1983,0.0
FLK,1984,0.0
FLK,1985,0.0
FLK,1986,0.0
FLK,1987,0.0
FLK,1988,0.0
FLK,1989,0.0
FLK,1990,0.0
FLK,1991,0.0
FLK,1992,0.0
FLK,1993,0.0
FLK,1994,0.0
FLK,1995,0.0
FLK,1996,0.0
FLK,1997,0.0
FLK,1998,0.0
FLK,1999,0.0
FLK,2000,0.0
FLK,2001,0.0
FLK,2002,0.0
FLK,2003,0.0
FLK,2004,0.0
FLK,2005,0.0
FLK,2006,0.0
FLK,2007,0.0
FLK,2008,0.0
FLK,2009,0.0
FLK,2010,0.0
FLK,2011,0.0
FLK,2012,0.0
FLK,2013,0.0
FLK,2014,0.0
FLK,2015,0.0
FLK,2016,0.0
FLK,2017,0.0
FLK,2018,0.0
FRA,1961,0.0
FRA,1962,0.0
FRA,1963,0.0
FRA,1964,0.0
FRA,1965,0.0
FRA,1966,0.0
FRA,1967,0.0
FRA,1968,0.0
FRA,1969,0.0
FRA,1970,0.0
FRA,1971,0.0
FRA,1972,0.0
FRA,1973,0.0
FRA,1974,0.0
FRA,1975,0.0
FRA,1976,0.0
FRA,1977,0.0
FRA,1978,0.0
FRA,1979,0.0
FRA,1980,0.0
FRA,1981,0.0
FRA,1982,0.0
FRA,1983,0.0
FRA,1984,0.0
FRA,1985,0.0
FRA,1986,0.0
FRA,1987,0.0
FRA,1988,0.0
FRA,1989,0.0
FRA,1990,14436.0
FRA,1991,14521.2
FRA,1992,14606.4
FRA,1993,14691.6
FRA,1994,14776.8
FRA,1995,14862.0
FRA,1996,14947.2
FRA,1997,15032.4
FRA,1998,15117.6
FRA,1999,15202.8
FRA,2000,15288.0
FRA,2001,15401.1
FRA,2002,15514.2
FRA,2003,15627.3
FRA,2004,15740.4
FRA,2005,15853.5
FRA,2006,15966.6
FRA,2007,16079.7
FRA,2008,16192.8
FRA,2009,16305.9
FRA,2010,16419.0
FRA,2011,16502.4
FRA,2012,16585.8
FRA,2013,16669.2
FRA,2014,16752.6
FRA,2015,16836.0
FRA,2016,16919.4
FRA,2017,17002.8
FRA,2018,17086.2
FRO,1961,0.0
FRO,1962,0.0
FRO,1963,0.0
FRO,1964,0.0
FRO,1965,0.0
FRO,1966,0.0
FRO,1967,0.0
FRO,1968,0.0
FRO,1969,0.0
FRO,1970,0.0
FRO,1971,0.0
FRO,1972,0.0
FRO,1973,0.0
FRO,1974,0.0
FRO,1975,0.0
FRO,1976,0.0
FRO,1977,0.0
FRO,1978,0.0
FRO,1979,0.0
FRO,1980,0.0
FRO,1981,0.0
FRO,1982,0.0
FRO,1983,0.0
FRO,1984,0.0
FRO,1985,0.0
FRO,1986,0.0
FRO,1987,0.0
FRO,1988,0.0
FRO,1989,0.0
FRO,1990,0.08
FRO,1991,0.08
FRO,1992,0.08
FRO,1993,0.08
FRO,1994,0.08
FRO,1995,0.08
FRO,1996,0.08
FRO,1997,0.08
FRO,1998,0.08
FRO,1999,0.08
FRO,2000,0.08
FRO,2001,0.08
FRO,2002,0.08
FRO,2003,0.08
FRO,2004,0.08
FRO,2005,0.08
FRO,2006,0.08
FRO,2007,0.08
FRO,2008,0.08
FRO,2009,0.08
FRO,2010,0.08
FRO,2011,0.08
FRO,2012,0.08
FRO,2013,0.08
FRO,2014,0.08
FRO,2015,0.08
FRO,2016,0.08
FRO,2017,0.08
FRO,2018,0.08
FSM,1991,63.608
FSM,1992,63.636
FSM,1993,63.664
FSM,1994,63.692
FSM,1995,63.72
FSM,1996,63.748
FSM,1997,63.776
FSM,1998,63.804
FSM,1999,63.832
FSM,2000,63.86
FSM,2001,63.887
FSM,2002,63.914
FSM,2003,63.941
FSM,2004,63.968
FSM,2005,63.995
FSM,2006,64.022
FSM,2007,64.049
FSM,2008,64.076
FSM,2009,64.103
FSM,2010,64.13
FSM,2011,64.158
FSM,2012,64.186
FSM,2013,64.214
FSM,2014,64.242
FSM,2015,64.27
FSM,2016,64.3
FSM,2017,64.33
FSM,2018,64.36
GAB,1961,0.0
GAB,1962,0.0
GAB,1963,0.0
GAB,1964,0.0
GAB,1965,0.0
GAB,1966,0.0
GAB,1967,0.0
GAB,1968,0.0
GAB,1969,0.0
GAB,1970,0.0
GAB,1971,0.0
GAB,1972,0.0
GAB,1973,0.0
GAB,1974,0.0
GAB,1975,0.0
GAB,1976,0.0
GAB,1977,0.0
GAB,1978,0.0
GAB,1979,0.0
GAB,1980,0.0
GAB,1981,0.0
GAB,1982,0.0
GAB,1983,0.0
GAB,1984,0.0
GAB,1985,0.0
GAB,1986,0.0
GAB,1987,0.0
GAB,1988,0.0
GAB,1989,0.0
GAB,1990,23761.62
GAB,1991,23755.458
GAB,1992,23749.296
GAB,1993,23743.134
GAB,1994,23736.972
GAB,1995,23730.81
GAB,1996,23724.648
GAB,1997,23718.486
GAB,1998,23712.324
GAB,1999,23706.162
GAB,2000,23700.0
GAB,2001,23694.941
GAB,2002,23689.882
GAB,2003,23684.823
GAB,2004,23679.764
GAB,2005,23674.705
GAB,2006,23669.646
GAB,2007,23664.587
GAB,2008,23659.528
GAB,2009,23654.469
GAB,2010,23649.41
GAB,2011,23637.528
GAB,2012,23625.646
GAB,2013,23613.764
GAB,2014,23601.882
GAB,2015,23590.0
GAB,2016,23578.12
GAB,2017,23566.24
GAB,2018,23554.36
GBR,1961,0.0
GBR,1962,0.0
GBR,1963,0.0
GBR,1964,0.0
GBR,1965,0.0
GBR,1966,0.0
GBR,1967,0.0
GBR,1968,0.0
GBR,1969,0.0
GBR,1970,0.0
GBR,1971,0.0
GBR,1972,0.0
GBR,1973,0.0
GBR,1974,0.0
GBR,1975,0.0
GBR,1976,0.0
GBR,1977,0.0
GBR,1978,0.0
GBR,1979,0.0
GBR,1980,0.0
GBR,1981,0.0
GBR,1982,0.0
GBR,1983,0.0
GBR,1984,0.0
GBR,1985,0.0
GBR,1986,0.0
GBR,1987,0.0
GBR,1988,0.0
GBR,1989,0.0
GBR,1990,2778.0
GBR,1991,2795.6
GBR,1992,2813.2
GBR,1993,2830.8
GBR,1994,2848.4
GBR,1995,2866.0
GBR,1996,2883.6
GBR,1997,2901.2
GBR,1998,2918.8
GBR,1999,2936.4
GBR,2000,2954.0
GBR,2001,2964.5
GBR,2002,2975.0
GBR,2003,2985.5
GBR,2004,2996.0
GBR,2005,3006.5
GBR,2006,3017.0
GBR,2007,3027.5
GBR,2008,3038.0
GBR,2009,3048.5
GBR,2010,3059.0
GBR,2011,3078.2
GBR,2012,3097.4
GBR,2013,3116.6
GBR,2014,3135.8
GBR,2015,3155.0
GBR,2016,3159.0
GBR,2017,3164.0
GBR,2018,3173.0
GEO,1992,2753.96
GEO,1993,2754.79
GEO,1994,2755.62
GEO,1995,2756.45
GEO,1996,2757.28
GEO,1997,2758.11
GEO,1998,2758.94
GEO,1999,2759.77
GEO,2000,2760.6
GEO,2001,2766.78
GEO,2002,2772.96
GEO,2003,2779.14
GEO,2004,2785.32
GEO,2005,2791.5
GEO,2006,2797.68
GEO,2007,2803.86
GEO,2008,2810.04
GEO,2009,2816.22
GEO,2010,2822.4
GEO,2011,2822.4
GEO,2012,2822.4
GEO,2013,2822.4
GEO,2014,2822.4
GEO,2015,2822.4
GEO,2016,2822.4
GEO,2017,2822.4
GEO,2018,2822.4
GHA,1961,0.0
GHA,1962,0.0
GHA,1963,0.0
GHA,1964,0.0
GHA,1965,0.0
GHA,1966,0.0
GHA,1967,0.0
GHA,1968,0.0
GHA,1969,0.0
GHA,1970,0.0
GHA,1971,0.0
GHA,1972,0.0
GHA,1973,0.0
GHA,1974,0.0
GHA,1975,0.0
GHA,1976,0.0
GHA,1977,0.0
GHA,1978,0.0
GHA,1979,0.0
GHA,1980,0.0
GHA,1981,0.0
GHA,1982,0.0
GHA,1983,0.0
GHA,1984,0.0
GHA,1985,0.0
GHA,1986,0.0
GHA,1987,0.0
GHA,1988,0.0
GHA,1989,0.0
GHA,1990,9924.26
GHA,1991,9816.695
GHA,1992,9709.13
GHA,1993,9601.565
GHA,1994,9494.0
GHA,1995,9386.435
GHA,1996,9278.87
GHA,1997,9171.305
GHA,1998,9063.74
GHA,1999,8956.175
GHA,2000,8848.61
GHA,2001,8758.042
GHA,2002,8667.474
GHA,2003,8576.906
GHA,2004,8486.338
GHA,2005,8395.77
GHA,2006,8305.202
GHA,2007,8214.634
GHA,2008,8124.066
GHA,2009,8033.498
GHA,2010,7942.93
GHA,2011,7930.432
GHA,2012,7917.934
GHA,2013,7905.436
GHA,2014,7892.938
GHA,2015,7880.44
GHA,2016,7922.24
GHA,2017,7964.04
GHA,2018,7971.26
GIB,1961,0.0
GIB,1962,0.0
GIB,1963,0.0
GIB,1964,0.0
GIB,1965,0.0
GIB,1966,0.0
GIB,1967,0.0
GIB,1968,0.0
GIB,1969,0.0
GIB,1970,0.0
GIB,1971,0.0
GIB,1972,0.0
GIB,1973,0.0
GIB,1974,0.0
GIB,1975,0.0
GIB,1976,0.0
GIB,1977,0.0
GIB,1978,0.0
GIB,1979,0.0
GIB,1980,0.0
GIB,1981,0.0
GIB,1982,0.0
GIB,1983,0.0
GIB,1984,0.0
GIB,1985,0.0
GIB,1986,0.0
GIB,1987,0.0
GIB,1988,0.0
GIB,1989,0.0
GIB,1990,0.0
GIB,1991,0.0
GIB,1992,0.0
GIB,1993,0.0
GIB,1994,0.0
GIB,1995,0.0
GIB,1996,0.0
GIB,1997,0.0
GIB,1998,0.0
GIB,1999,0.0
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIN,1961,0.0
GIN,1962,0.0
GIN,1963,0.0
GIN,1964,0.0
GIN,1965,0.0
GIN,1966,0.0
GIN,1967,0.0
GIN,1968,0.0
GIN,1969,0.0
GIN,1970,0.0
GIN,1971,0.0
GIN,1972,0.0
GIN,1973,0.0
GIN,1974,0.0
GIN,1975,0.0
GIN,1976,0.0
GIN,1977,0.0
GIN,1978,0.0
GIN,1979,0.0
GIN,1980,0.0
GIN,1981,0.0
GIN,1982,0.0
GIN,1983,0.0
GIN,1984,0.0
GIN,1985,0.0
GIN,1986,0.0
GIN,1987,0.0
GIN,1988,0.0
GIN,1989,0.0
GIN,1990,7276.0
GIN,1991,7241.3
GIN,1992,7206.6
GIN,1993,7171.9
GIN,1994,7137.2
GIN,1995,7102.5
GIN,1996,7067.8
GIN,1997,7033.1
GIN,1998,6998.4
GIN,1999,6963.7
GIN,2000,6929.0
GIN,2001,6893.0
GIN,2002,6857.0
GIN,2003,6821.0
GIN,2004,6785.0
GIN,2005,6749.0
GIN,2006,6713.0
GIN,2007,6677.0
GIN,2008,6641.0
GIN,2009,6605.0
GIN,2010,6569.0
GIN,2011,6533.0
GIN,2012,6497.0
GIN,2013,6461.0
GIN,2014,6425.0
GIN,2015,6389.0
GIN,2016,6349.0
GIN,2017,6309.0
GIN,2018,6269.0
GLP,1961,0.0
GLP,1962,0.0
GLP,1963,0.0
GLP,1964,0.0
GLP,1965,0.0
GLP,1966,0.0
GLP,1967,0.0
GLP,1968,0.0
GLP,1969,0.0
GLP,1970,0.0
GLP,1971,0.0
GLP,1972,0.0
GLP,1973,0.0
GLP,1974,0.0
GLP,1975,0.0
GLP,1976,0.0
GLP,1977,0.0
GLP,1978,0.0
GLP,1979,0.0
GLP,1980,0.0
GLP,1981,0.0
GLP,1982,0.0
GLP,1983,0.0
GLP,1984,0.0
GLP,1985,0.0
GLP,1986,0.0
GLP,1987,0.0
GLP,1988,0.0
GLP,1989,0.0
GLP,1990,74.58
GLP,1991,74.49
GLP,1992,74.4
GLP,1993,74.31
GLP,1994,74.22
GLP,1995,74.13
GLP,1996,74.04
GLP,1997,73.95
GLP,1998,73.86
GLP,1999,73.77
GLP,2000,73.68
GLP,2001,73.608
GLP,2002,73.536
GLP,2003,73.464
GLP,2004,73.392
GLP,2005,73.32
GLP,2006,73.248
GLP,2007,73.176
GLP,2008,73.104
GLP,2009,73.032
GLP,2010,72.96
GLP,2011,71.684
GLP,2012,71.818
GLP,2013,71.952
GLP,2014,72.086
GLP,2015,72.22
GLP,2016,72.16
GLP,2017,72.0996
GLP,2018,72.04
GMB,1961,0.0
GMB,1962,0.0
GMB,1963,0.0
GMB,1964,0.0
GMB,1965,0.0
GMB,1966,0.0
GMB,1967,0.0
GMB,1968,0.0
GMB,1969,0.0
GMB,1970,0.0
GMB,1971,0.0
GMB,1972,0.0
GMB,1973,0.0
GMB,1974,0.0
GMB,1975,0.0
GMB,1976,0.0
GMB,1977,0.0
GMB,1978,0.0
GMB,1979,0.0
GMB,1980,0.0
GMB,1981,0.0
GMB,1982,0.0
GMB,1983,0.0
GMB,1984,0.0
GMB,1985,0.0
GMB,1986,0.0
GMB,1987,0.0
GMB,1988,0.0
GMB,1989,0.0
GMB,1990,414.66
GMB,1991,408.927
GMB,1992,403.194
GMB,1993,397.461
GMB,1994,391.728
GMB,1995,385.995
GMB,1996,380.262
GMB,1997,374.529
GMB,1998,368.796
GMB,1999,363.063
GMB,2000,357.33
GMB,2001,351.597
GMB,2002,345.864
GMB,2003,340.131
GMB,2004,334.398
GMB,2005,328.665
GMB,2006,322.932
GMB,2007,317.199
GMB,2008,311.466
GMB,2009,305.733
GMB,2010,300.0
GMB,2011,294.268
GMB,2012,288.536
GMB,2013,282.804
GMB,2014,277.072
GMB,2015,271.34
GMB,2016,265.6
GMB,2017,259.87
GMB,2018,254.14
GNB,1961,0.0
GNB,1962,0.0
GNB,1963,0.0
GNB,1964,0.0
GNB,1965,0.0
GNB,1966,0.0
GNB,1967,0.0
GNB,1968,0.0
GNB,1969,0.0
GNB,1970,0.0
GNB,1971,0.0
GNB,1972,0.0
GNB,1973,0.0
GNB,1974,0.0
GNB,1975,0.0
GNB,1976,0.0
GNB,1977,0.0
GNB,1978,0.0
GNB,1979,0.0
GNB,1980,0.0
GNB,1981,0.0
GNB,1982,0.0
GNB,1983,0.0
GNB,1984,0.0
GNB,1985,0.0
GNB,1986,0.0
GNB,1987,0.0
GNB,1988,0.0
GNB,1989,0.0
GNB,1990,2233.33
GNB,1991,2224.885
GNB,1992,2216.44
GNB,1993,2207.995
GNB,1994,2199.55
GNB,1995,2191.105
GNB,1996,2182.66
GNB,1997,2174.215
GNB,1998,2165.77
GNB,1999,2157.325
GNB,2000,2148.88
GNB,2001,2140.435
GNB,2002,2131.99
GNB,2003,2123.545
GNB,2004,2115.1
GNB,2005,2106.655
GNB,2006,2098.21
GNB,2007,2089.765
GNB,2008,2081.32
GNB,2009,2072.875
GNB,2010,2064.43
GNB,2011,2055.986
GNB,2012,2047.542
GNB,2013,2039.098
GNB,2014,2030.654
GNB,2015,2022.21
GNB,2016,2013.77
GNB,2017,2005.33
GNB,2018,1996.89
GNQ,1961,0.0
GNQ,1962,0.0
GNQ,1963,0.0
GNQ,1964,0.0
GNQ,1965,0.0
GNQ,1966,0.0
GNQ,1967,0.0
GNQ,1968,0.0
GNQ,1969,0.0
GNQ,1970,0.0
GNQ,1971,0.0
GNQ,1972,0.0
GNQ,1973,0.0
GNQ,1974,0.0
GNQ,1975,0.0
GNQ,1976,0.0
GNQ,1977,0.0
GNQ,1978,0.0
GNQ,1979,0.0
GNQ,1980,0.0
GNQ,1981,0.0
GNQ,1982,0.0
GNQ,1983,0.0
GNQ,1984,0.0
GNQ,1985,0.0
GNQ,1986,0.0
GNQ,1987,0.0
GNQ,1988,0.0
GNQ,1989,0.0
GNQ,1990,2699.15
GNQ,1991,2690.793
GNQ,1992,2682.436
GNQ,1993,2674.079
GNQ,1994,2665.722
GNQ,1995,2657.365
GNQ,1996,2649.008
GNQ,1997,2640.651
GNQ,1998,2632.294
GNQ,1999,2623.937
GNQ,2000,2615.58
GNQ,2001,2607.223
GNQ,2002,2598.866
GNQ,2003,2590.509
GNQ,2004,2582.152
GNQ,2005,2573.795
GNQ,2006,2565.438
GNQ,2007,2557.081
GNQ,2008,2548.724
GNQ,2009,2540.367
GNQ,2010,2532.01
GNQ,2011,2523.652
GNQ,2012,2515.294
GNQ,2013,2506.936
GNQ,2014,2498.578
GNQ,2015,2490.22
GNQ,2016,2481.86
GNQ,2017,2473.5
GNQ,2018,2465.14
GRC,1961,0.0
GRC,1962,0.0
GRC,1963,0.0
GRC,1964,0.0
GRC,1965,0.0
GRC,1966,0.0
GRC,1967,0.0
GRC,1968,0.0
GRC,1969,0.0
GRC,1970,0.0
GRC,1971,0.0
GRC,1972,0.0
GRC,1973,0.0
GRC,1974,0.0
GRC,1975,0.0
GRC,1976,0.0
