ISO,Year,FL
LBR,1970,0.0
LBR,1971,0.0
LBR,1972,0.0
LBR,1973,0.0
LBR,1974,0.0
LBR,1975,0.0
LBR,1976,0.0
LBR,1977,0.0
LBR,1978,0.0
LBR,1979,0.0
LBR,1980,0.0
LBR,1981,0.0
LBR,1982,0.0
LBR,1983,0.0
LBR,1984,0.0
LBR,1985,0.0
LBR,1986,0.0
LBR,1987,0.0
LBR,1988,0.0
LBR,1989,0.0
LBR,1990,8525.24
LBR,1991,8494.98
LBR,1992,8464.72
LBR,1993,8434.46
LBR,1994,8404.2
LBR,1995,8373.94
LBR,1996,8343.68
LBR,1997,8313.42
LBR,1998,8283.16
LBR,1999,8252.9
LBR,2000,8222.64
LBR,2001,8192.38
LBR,2002,8162.12
LBR,2003,8131.86
LBR,2004,8101.6
LBR,2005,8071.34
LBR,2006,8041.08
LBR,2007,8010.82
LBR,2008,7980.56
LBR,2009,7950.3
LBR,2010,7920.04
LBR,2011,7889.78
LBR,2012,7859.52
LBR,2013,7829.26
LBR,2014,7799.0
LBR,2015,7768.74
LBR,2016,7738.48
LBR,2017,7708.22
LBR,2018,7677.96
LBY,1961,0.0
LBY,1962,0.0
LBY,1963,0.0
LBY,1964,0.0
LBY,1965,0.0
LBY,1966,0.0
LBY,1967,0.0
LBY,1968,0.0
LBY,1969,0.0
LBY,1970,0.0
LBY,1971,0.0
LBY,1972,0.0
LBY,1973,0.0
LBY,1974,0.0
LBY,1975,0.0
LBY,1976,0.0
LBY,1977,0.0
LBY,1978,0.0
LBY,1979,0.0
LBY,1980,0.0
LBY,1981,0.0
LBY,1982,0.0
LBY,1983,0.0
LBY,1984,0.0
LBY,1985,0.0
LBY,1986,0.0
LBY,1987,0.0
LBY,1988,0.0
LBY,1989,0.0
LBY,1990,217.0
LBY,1991,217.0
LBY,1992,217.0
LBY,1993,217.0
LBY,1994,217.0
LBY,1995,217.0
LBY,1996,217.0
LBY,1997,217.0
LBY,1998,217.0
LBY,1999,217.0
LBY,2000,217.0
LBY,2001,217.0
LBY,2002,217.0
LBY,2003,217.0
LBY,2004,217.0
LBY,2005,217.0
LBY,2006,217.0
LBY,2007,217.0
LBY,2008,217.0
LBY,2009,217.0
LBY,2010,217.0
LBY,2011,217.0
LBY,2012,217.0
LBY,2013,217.0
LBY,2014,217.0
LBY,2015,217.0
LBY,2016,217.0
LBY,2017,217.0
LBY,2018,217.0
LCA,1961,0.0
LCA,1962,0.0
LCA,1963,0.0
LCA,1964,0.0
LCA,1965,0.0
LCA,1966,0.0
LCA,1967,0.0
LCA,1968,0.0
LCA,1969,0.0
LCA,1970,0.0
LCA,1971,0.0
LCA,1972,0.0
LCA,1973,0.0
LCA,1974,0.0
LCA,1975,0.0
LCA,1976,0.0
LCA,1977,0.0
LCA,1978,0.0
LCA,1979,0.0
LCA,1980,0.0
LCA,1981,0.0
LCA,1982,0.0
LCA,1983,0.0
LCA,1984,0.0
LCA,1985,0.0
LCA,1986,0.0
LCA,1987,0.0
LCA,1988,0.0
LCA,1989,0.0
LCA,1990,21.27
LCA,1991,21.244
LCA,1992,21.218
LCA,1993,21.192
LCA,1994,21.166
LCA,1995,21.14
LCA,1996,21.114
LCA,1997,21.088
LCA,1998,21.062
LCA,1999,21.036
LCA,2000,21.01
LCA,2001,20.986
LCA,2002,20.962
LCA,2003,20.938
LCA,2004,20.914
LCA,2005,20.89
LCA,2006,20.866
LCA,2007,20.842
LCA,2008,20.818
LCA,2009,20.794
LCA,2010,20.77
LCA,2011,20.77
LCA,2012,20.77
LCA,2013,20.77
LCA,2014,20.77
LCA,2015,20.77
LCA,2016,20.77
LCA,2017,20.77
LCA,2018,20.77
LIE,1961,0.0
LIE,1962,0.0
LIE,1963,0.0
LIE,1964,0.0
LIE,1965,0.0
LIE,1966,0.0
LIE,1967,0.0
LIE,1968,0.0
LIE,1969,0.0
LIE,1970,0.0
LIE,1971,0.0
LIE,1972,0.0
LIE,1973,0.0
LIE,1974,0.0
LIE,1975,0.0
LIE,1976,0.0
LIE,1977,0.0
LIE,1978,0.0
LIE,1979,0.0
LIE,1980,0.0
LIE,1981,0.0
LIE,1982,0.0
LIE,1983,0.0
LIE,1984,0.0
LIE,1985,0.0
LIE,1986,0.0
LIE,1987,0.0
LIE,1988,0.0
LIE,1989,0.0
LIE,1990,6.5
LIE,1991,6.52
LIE,1992,6.54
LIE,1993,6.56
LIE,1994,6.58
LIE,1995,6.6
LIE,1996,6.62
LIE,1997,6.64
LIE,1998,6.66
LIE,1999,6.68
LIE,2000,6.7
LIE,2001,6.6999
LIE,2002,6.6998
LIE,2003,6.6998
LIE,2004,6.6997
LIE,2005,6.6996
LIE,2006,6.6995
LIE,2007,6.6994
LIE,2008,6.6994
LIE,2009,6.6993
LIE,2010,6.6992
LIE,2011,6.6994
LIE,2012,6.6995
LIE,2013,6.6997
LIE,2014,6.6998
LIE,2015,6.7
LIE,2016,6.7
LIE,2017,6.7
LIE,2018,6.7
LKA,1961,0.0
LKA,1962,0.0
LKA,1963,0.0
LKA,1964,0.0
LKA,1965,0.0
LKA,1966,0.0
LKA,1967,0.0
LKA,1968,0.0
LKA,1969,0.0
LKA,1970,0.0
LKA,1971,0.0
LKA,1972,0.0
LKA,1973,0.0
LKA,1974,0.0
LKA,1975,0.0
LKA,1976,0.0
LKA,1977,0.0
LKA,1978,0.0
LKA,1979,0.0
LKA,1980,0.0
LKA,1981,0.0
LKA,1982,0.0
LKA,1983,0.0
LKA,1984,0.0
LKA,1985,0.0
LKA,1986,0.0
LKA,1987,0.0
LKA,1988,0.0
LKA,1989,0.0
LKA,1990,2350.33
LKA,1991,2331.939
LKA,1992,2313.548
LKA,1993,2295.157
LKA,1994,2276.766
LKA,1995,2258.375
LKA,1996,2239.984
LKA,1997,2221.593
LKA,1998,2203.202
LKA,1999,2184.811
LKA,2000,2166.42
LKA,2001,2160.14
LKA,2002,2153.86
LKA,2003,2147.58
LKA,2004,2141.3
LKA,2005,2135.02
LKA,2006,2128.74
LKA,2007,2122.46
LKA,2008,2116.18
LKA,2009,2109.9
LKA,2010,2103.62
LKA,2011,2108.66
LKA,2012,2113.7
LKA,2013,2118.74
LKA,2014,2123.78
LKA,2015,2128.82
LKA,2016,2125.66
LKA,2017,2122.5
LKA,2018,2119.34
LSO,1961,0.0
LSO,1962,0.0
LSO,1963,0.0
LSO,1964,0.0
LSO,1965,0.0
LSO,1966,0.0
LSO,1967,0.0
LSO,1968,0.0
LSO,1969,0.0
LSO,1970,0.0
LSO,1971,0.0
LSO,1972,0.0
LSO,1973,0.0
LSO,1974,0.0
LSO,1975,0.0
LSO,1976,0.0
LSO,1977,0.0
LSO,1978,0.0
LSO,1979,0.0
LSO,1980,0.0
LSO,1981,0.0
LSO,1982,0.0
LSO,1983,0.0
LSO,1984,0.0
LSO,1985,0.0
LSO,1986,0.0
LSO,1987,0.0
LSO,1988,0.0
LSO,1989,0.0
LSO,1990,34.52
LSO,1991,34.52
LSO,1992,34.52
LSO,1993,34.52
LSO,1994,34.52
LSO,1995,34.52
LSO,1996,34.52
LSO,1997,34.52
LSO,1998,34.52
LSO,1999,34.52
LSO,2000,34.52
LSO,2001,34.52
LSO,2002,34.52
LSO,2003,34.52
LSO,2004,34.52
LSO,2005,34.52
LSO,2006,34.52
LSO,2007,34.52
LSO,2008,34.52
LSO,2009,34.52
LSO,2010,34.52
LSO,2011,34.52
LSO,2012,34.52
LSO,2013,34.52
LSO,2014,34.52
LSO,2015,34.52
LSO,2016,34.52
LSO,2017,34.52
LSO,2018,34.52
LTU,1992,1960.0
LTU,1993,1967.5
LTU,1994,1975.0
LTU,1995,1982.5
LTU,1996,1990.0
LTU,1997,1997.5
LTU,1998,2005.0
LTU,1999,2012.5
LTU,2000,2020.0
LTU,2001,2035.0
LTU,2002,2050.0
LTU,2003,2065.0
LTU,2004,2080.0
LTU,2005,2095.0
LTU,2006,2110.0
LTU,2007,2125.0
LTU,2008,2140.0
LTU,2009,2155.0
LTU,2010,2170.0
LTU,2011,2173.4
LTU,2012,2176.8
LTU,2013,2180.2
LTU,2014,2183.6
LTU,2015,2187.0
LTU,2016,2190.0
LTU,2017,2196.0
LTU,2018,2198.0
LUX,2000,86.7
LUX,2001,86.9
LUX,2002,87.1
LUX,2003,87.3
LUX,2004,87.5
LUX,2005,87.7
LUX,2006,87.9
LUX,2007,88.1
LUX,2008,88.3
LUX,2009,88.5
LUX,2010,88.7
LUX,2011,88.7
LUX,2012,88.7
LUX,2013,88.7
LUX,2014,88.7
LUX,2015,88.7
LUX,2016,88.7
LUX,2017,88.7
LUX,2018,88.7
LVA,1992,3186.6
LVA,1993,3193.4
LVA,1994,3200.2
LVA,1995,3207.0
LVA,1996,3213.8
LVA,1997,3220.6
LVA,1998,3227.4
LVA,1999,3234.2
LVA,2000,3241.0
LVA,2001,3254.112
LVA,2002,3267.224
LVA,2003,3280.336
LVA,2004,3293.448
LVA,2005,3306.56
LVA,2006,3319.672
LVA,2007,3332.784
LVA,2008,3345.896
LVA,2009,3359.008
LVA,2010,3372.12
LVA,2011,3375.984
LVA,2012,3379.848
LVA,2013,3383.712
LVA,2014,3387.576
LVA,2015,3391.44
LVA,2016,3395.31
LVA,2017,3399.18
LVA,2018,3403.05
MAC,1961,0.0
MAC,1962,0.0
MAC,1963,0.0
MAC,1964,0.0
MAC,1965,0.0
MAC,1966,0.0
MAC,1967,0.0
MAC,1968,0.0
MAC,1969,0.0
MAC,1970,0.0
MAC,1971,0.0
MAC,1972,0.0
MAC,1973,0.0
MAC,1974,0.0
MAC,1975,0.0
MAC,1976,0.0
MAC,1977,0.0
MAC,1978,0.0
MAC,1979,0.0
MAC,1980,0.0
MAC,1981,0.0
MAC,1982,0.0
MAC,1983,0.0
MAC,1984,0.0
MAC,1985,0.0
MAC,1986,0.0
MAC,1987,0.0
MAC,1988,0.0
MAC,1989,0.0
MAC,1990,0.0
MAC,1991,0.0
MAC,1992,0.0
MAC,1993,0.0
MAC,1994,0.0
MAC,1995,0.0
MAC,1996,0.0
MAC,1997,0.0
MAC,1998,0.0
MAC,1999,0.0
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAF,2011,1.24
MAF,2012,1.24
MAF,2013,1.24
MAF,2014,1.24
MAF,2015,1.24
MAF,2016,1.24
MAF,2017,1.24
MAF,2018,1.24
MAR,1961,0.0
MAR,1962,0.0
MAR,1963,0.0
MAR,1964,0.0
MAR,1965,0.0
MAR,1966,0.0
MAR,1967,0.0
MAR,1968,0.0
MAR,1969,0.0
MAR,1970,0.0
MAR,1971,0.0
MAR,1972,0.0
MAR,1973,0.0
MAR,1974,0.0
MAR,1975,0.0
MAR,1976,0.0
MAR,1977,0.0
MAR,1978,0.0
MAR,1979,0.0
MAR,1980,0.0
MAR,1981,0.0
MAR,1982,0.0
MAR,1983,0.0
MAR,1984,0.0
MAR,1985,0.0
MAR,1986,0.0
MAR,1987,0.0
MAR,1988,0.0
MAR,1989,0.0
MAR,1990,5485.29
MAR,1991,5487.415
MAR,1992,5489.54
MAR,1993,5491.665
MAR,1994,5493.79
MAR,1995,5495.915
MAR,1996,5498.04
MAR,1997,5500.165
MAR,1998,5502.29
MAR,1999,5504.415
MAR,2000,5506.54
MAR,2001,5523.343
MAR,2002,5540.146
MAR,2003,5556.949
MAR,2004,5573.752
MAR,2005,5590.555
MAR,2006,5607.358
MAR,2007,5624.161
MAR,2008,5640.964
MAR,2009,5657.767
MAR,2010,5674.57
MAR,2011,5676.594
MAR,2012,5678.618
MAR,2013,5680.642
MAR,2014,5682.666
MAR,2015,5684.69
MAR,2016,5699.79
MAR,2017,5711.59
MAR,2018,5721.59
MCO,1961,0.0
MCO,1962,0.0
MCO,1963,0.0
MCO,1964,0.0
MCO,1965,0.0
MCO,1966,0.0
MCO,1967,0.0
MCO,1968,0.0
MCO,1969,0.0
MCO,1970,0.0
MCO,1971,0.0
MCO,1972,0.0
MCO,1973,0.0
MCO,1974,0.0
MCO,1975,0.0
MCO,1976,0.0
MCO,1977,0.0
MCO,1978,0.0
MCO,1979,0.0
MCO,1980,0.0
MCO,1981,0.0
MCO,1982,0.0
MCO,1983,0.0
MCO,1984,0.0
MCO,1985,0.0
MCO,1986,0.0
MCO,1987,0.0
MCO,1988,0.0
MCO,1989,0.0
MCO,1990,0.0
MCO,1991,0.0
MCO,1992,0.0
MCO,1993,0.0
MCO,1994,0.0
MCO,1995,0.0
MCO,1996,0.0
MCO,1997,0.0
MCO,1998,0.0
MCO,1999,0.0
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MDA,1992,329.2
MDA,1993,331.1
MDA,1994,333.0
MDA,1995,334.9
MDA,1996,336.8
MDA,1997,338.7
MDA,1998,340.6
MDA,1999,342.5
MDA,2000,344.4
MDA,2001,347.41
MDA,2002,350.42
MDA,2003,353.43
MDA,2004,356.44
MDA,2005,359.45
MDA,2006,362.46
MDA,2007,365.47
MDA,2008,368.48
MDA,2009,371.49
MDA,2010,374.5
MDA,2011,376.88
MDA,2012,379.26
MDA,2013,381.64
MDA,2014,384.02
MDA,2015,386.4
MDA,2016,386.5
MDA,2017,386.5
MDA,2018,386.5
MDG,1961,0.0
MDG,1962,0.0
MDG,1963,0.0
MDG,1964,0.0
MDG,1965,0.0
MDG,1966,0.0
MDG,1967,0.0
MDG,1968,0.0
MDG,1969,0.0
MDG,1970,0.0
MDG,1971,0.0
MDG,1972,0.0
MDG,1973,0.0
MDG,1974,0.0
MDG,1975,0.0
MDG,1976,0.0
MDG,1977,0.0
MDG,1978,0.0
MDG,1979,0.0
MDG,1980,0.0
MDG,1981,0.0
MDG,1982,0.0
MDG,1983,0.0
MDG,1984,0.0
MDG,1985,0.0
MDG,1986,0.0
MDG,1987,0.0
MDG,1988,0.0
MDG,1989,0.0
MDG,1990,13693.45
MDG,1991,13627.172
MDG,1992,13560.894
MDG,1993,13494.616
MDG,1994,13428.338
MDG,1995,13362.06
MDG,1996,13295.782
MDG,1997,13229.504
MDG,1998,13163.226
MDG,1999,13096.948
MDG,2000,13030.67
MDG,2001,12983.801
MDG,2002,12936.932
MDG,2003,12890.063
MDG,2004,12843.194
MDG,2005,12796.325
MDG,2006,12749.456
MDG,2007,12702.587
MDG,2008,12655.718
MDG,2009,12608.849
MDG,2010,12561.98
MDG,2011,12548.762
MDG,2012,12535.544
MDG,2013,12522.326
MDG,2014,12509.108
MDG,2015,12495.89
MDG,2016,12482.68
MDG,2017,12469.46
MDG,2018,12456.24
MDV,1961,0.0
MDV,1962,0.0
MDV,1963,0.0
MDV,1964,0.0
MDV,1965,0.0
MDV,1966,0.0
MDV,1967,0.0
MDV,1968,0.0
MDV,1969,0.0
MDV,1970,0.0
MDV,1971,0.0
MDV,1972,0.0
MDV,1973,0.0
MDV,1974,0.0
MDV,1975,0.0
MDV,1976,0.0
MDV,1977,0.0
MDV,1978,0.0
MDV,1979,0.0
MDV,1980,0.0
MDV,1981,0.0
MDV,1982,0.0
MDV,1983,0.0
MDV,1984,0.0
MDV,1985,0.0
MDV,1986,0.0
MDV,1987,0.0
MDV,1988,0.0
MDV,1989,0.0
MDV,1990,0.82
MDV,1991,0.82
MDV,1992,0.82
MDV,1993,0.82
MDV,1994,0.82
MDV,1995,0.82
MDV,1996,0.82
MDV,1997,0.82
MDV,1998,0.82
MDV,1999,0.82
MDV,2000,0.82
MDV,2001,0.82
MDV,2002,0.82
MDV,2003,0.82
MDV,2004,0.82
MDV,2005,0.82
MDV,2006,0.82
MDV,2007,0.82
MDV,2008,0.82
MDV,2009,0.82
MDV,2010,0.82
MDV,2011,0.82
MDV,2012,0.82
MDV,2013,0.82
MDV,2014,0.82
MDV,2015,0.82
MDV,2016,0.82
MDV,2017,0.82
MDV,2018,0.82
MEX,1961,0.0
MEX,1962,0.0
MEX,1963,0.0
MEX,1964,0.0
MEX,1965,0.0
MEX,1966,0.0
MEX,1967,0.0
MEX,1968,0.0
MEX,1969,0.0
MEX,1970,0.0
MEX,1971,0.0
MEX,1972,0.0
MEX,1973,0.0
MEX,1974,0.0
MEX,1975,0.0
MEX,1976,0.0
MEX,1977,0.0
MEX,1978,0.0
MEX,1979,0.0
MEX,1980,0.0
MEX,1981,0.0
MEX,1982,0.0
MEX,1983,0.0
MEX,1984,0.0
MEX,1985,0.0
MEX,1986,0.0
MEX,1987,0.0
MEX,1988,0.0
MEX,1989,0.0
MEX,1990,70591.65
MEX,1991,70370.62
MEX,1992,70149.59
MEX,1993,69928.56
MEX,1994,69707.53
MEX,1995,69486.5
MEX,1996,69265.47
MEX,1997,69044.44
MEX,1998,68823.41
MEX,1999,68602.38
MEX,2000,68381.35
MEX,2001,68237.546
MEX,2002,68093.742
MEX,2003,67949.938
MEX,2004,67806.134
MEX,2005,67662.33
MEX,2006,67518.526
MEX,2007,67374.722
MEX,2008,67230.918
MEX,2009,67087.114
MEX,2010,66943.31
MEX,2011,66820.83
MEX,2012,66698.35
MEX,2013,66575.87
MEX,2014,66453.39
MEX,2015,66330.91
MEX,2016,66203.15
MEX,2017,66075.38
MEX,2018,65947.61
MHL,1991,9.4
MHL,1992,9.4
MHL,1993,9.4
MHL,1994,9.4
MHL,1995,9.4
MHL,1996,9.4
MHL,1997,9.4
MHL,1998,9.4
MHL,1999,9.4
MHL,2000,9.4
MHL,2001,9.4
MHL,2002,9.4
MHL,2003,9.4
MHL,2004,9.4
MHL,2005,9.4
MHL,2006,9.4
MHL,2007,9.4
MHL,2008,9.4
MHL,2009,9.4
MHL,2010,9.4
MHL,2011,9.4
MHL,2012,9.4
MHL,2013,9.4
MHL,2014,9.4
MHL,2015,9.4
MHL,2016,9.4
MHL,2017,9.4
MHL,2018,9.4
MKD,1992,921.11
MKD,1993,925.665
MKD,1994,930.22
MKD,1995,934.775
MKD,1996,939.33
MKD,1997,943.885
MKD,1998,948.44
MKD,1999,952.995
MKD,2000,957.55
MKD,2001,957.838
MKD,2002,958.126
MKD,2003,958.414
MKD,2004,958.702
MKD,2005,958.99
MKD,2006,959.278
MKD,2007,959.566
MKD,2008,959.854
MKD,2009,960.142
MKD,2010,960.43
MKD,2011,967.224
MKD,2012,974.018
MKD,2013,980.812
MKD,2014,987.606
MKD,2015,994.4
MKD,2016,1001.67
MKD,2017,1001.49
MKD,2018,1001.49
MLI,1961,0.0
MLI,1962,0.0
MLI,1963,0.0
MLI,1964,0.0
MLI,1965,0.0
MLI,1966,0.0
MLI,1967,0.0
MLI,1968,0.0
MLI,1969,0.0
MLI,1970,0.0
MLI,1971,0.0
MLI,1972,0.0
MLI,1973,0.0
MLI,1974,0.0
MLI,1975,0.0
MLI,1976,0.0
MLI,1977,0.0
MLI,1978,0.0
MLI,1979,0.0
MLI,1980,0.0
MLI,1981,0.0
MLI,1982,0.0
MLI,1983,0.0
MLI,1984,0.0
MLI,1985,0.0
MLI,1986,0.0
MLI,1987,0.0
MLI,1988,0.0
MLI,1989,0.0
MLI,1990,13296.0
MLI,1991,13296.0
MLI,1992,13296.0
MLI,1993,13296.0
MLI,1994,13296.0
MLI,1995,13296.0
MLI,1996,13296.0
MLI,1997,13296.0
MLI,1998,13296.0
MLI,1999,13296.0
MLI,2000,13296.0
MLI,2001,13296.0
MLI,2002,13296.0
MLI,2003,13296.0
MLI,2004,13296.0
MLI,2005,13296.0
MLI,2006,13296.0
MLI,2007,13296.0
MLI,2008,13296.0
MLI,2009,13296.0
MLI,2010,13296.0
MLI,2011,13296.0
MLI,2012,13296.0
MLI,2013,13296.0
MLI,2014,13296.0
MLI,2015,13296.0
MLI,2016,13296.0
MLI,2017,13296.0
MLI,2018,13296.0
MLT,1961,0.0
MLT,1962,0.0
MLT,1963,0.0
MLT,1964,0.0
MLT,1965,0.0
MLT,1966,0.0
MLT,1967,0.0
MLT,1968,0.0
MLT,1969,0.0
MLT,1970,0.0
MLT,1971,0.0
MLT,1972,0.0
MLT,1973,0.0
MLT,1974,0.0
MLT,1975,0.0
MLT,1976,0.0
MLT,1977,0.0
MLT,1978,0.0
MLT,1979,0.0
MLT,1980,0.0
MLT,1981,0.0
MLT,1982,0.0
MLT,1983,0.0
MLT,1984,0.0
MLT,1985,0.0
MLT,1986,0.0
MLT,1987,0.0
MLT,1988,0.0
MLT,1989,0.0
MLT,1990,0.35
MLT,1991,0.35
MLT,1992,0.35
MLT,1993,0.35
MLT,1994,0.35
MLT,1995,0.35
MLT,1996,0.35
MLT,1997,0.35
MLT,1998,0.35
MLT,1999,0.35
MLT,2000,0.35
MLT,2001,0.35
MLT,2002,0.35
MLT,2003,0.35
MLT,2004,0.35
MLT,2005,0.35
MLT,2006,0.35
MLT,2007,0.35
MLT,2008,0.35
MLT,2009,0.35
MLT,2010,0.35
MLT,2011,0.35
MLT,2012,0.35
MLT,2013,0.35
MLT,2014,0.35
MLT,2015,0.35
MLT,2016,0.38
MLT,2017,0.42
MLT,2018,0.46
MMR,1961,0.0
MMR,1962,0.0
MMR,1963,0.0
MMR,1964,0.0
MMR,1965,0.0
MMR,1966,0.0
MMR,1967,0.0
MMR,1968,0.0
MMR,1969,0.0
MMR,1970,0.0
MMR,1971,0.0
MMR,1972,0.0
MMR,1973,0.0
MMR,1974,0.0
MMR,1975,0.0
MMR,1976,0.0
MMR,1977,0.0
MMR,1978,0.0
MMR,1979,0.0
MMR,1980,0.0
MMR,1981,0.0
MMR,1982,0.0
MMR,1983,0.0
MMR,1984,0.0
MMR,1985,0.0
MMR,1986,0.0
MMR,1987,0.0
MMR,1988,0.0
MMR,1989,0.0
MMR,1990,39218.48
MMR,1991,38783.443
MMR,1992,38348.406
MMR,1993,37913.369
MMR,1994,37478.332
MMR,1995,37043.295
MMR,1996,36608.258
MMR,1997,36173.221
MMR,1998,35738.184
MMR,1999,35303.147
MMR,2000,34868.11
MMR,2001,34525.399
MMR,2002,34182.688
MMR,2003,33839.977
MMR,2004,33497.266
MMR,2005,33154.555
MMR,2006,32811.844
MMR,2007,32469.133
MMR,2008,32126.422
MMR,2009,31783.711
MMR,2010,31441.0
MMR,2011,31151.288
MMR,2012,30861.576
MMR,2013,30571.864
MMR,2014,30282.152
MMR,2015,29992.44
MMR,2016,29702.73
MMR,2017,29413.02
MMR,2018,29123.31
MNE,2006,746.6
MNE,2007,766.7
MNE,2008,786.8
MNE,2009,806.9
MNE,2010,827.0
MNE,2011,827.0
MNE,2012,827.0
MNE,2013,827.0
MNE,2014,827.0
MNE,2015,827.0
MNE,2016,827.0
MNE,2017,827.0
MNE,2018,827.0
MNG,1961,0.0
MNG,1962,0.0
MNG,1963,0.0
MNG,1964,0.0
MNG,1965,0.0
MNG,1966,0.0
MNG,1967,0.0
MNG,1968,0.0
MNG,1969,0.0
MNG,1970,0.0
MNG,1971,0.0
MNG,1972,0.0
MNG,1973,0.0
MNG,1974,0.0
MNG,1975,0.0
MNG,1976,0.0
MNG,1977,0.0
MNG,1978,0.0
MNG,1979,0.0
MNG,1980,0.0
MNG,1981,0.0
MNG,1982,0.0
MNG,1983,0.0
MNG,1984,0.0
MNG,1985,0.0
MNG,1986,0.0
MNG,1987,0.0
MNG,1988,0.0
MNG,1989,0.0
MNG,1990,14352.0
MNG,1991,14343.19
MNG,1992,14334.38
MNG,1993,14325.57
MNG,1994,14316.76
MNG,1995,14307.95
MNG,1996,14299.14
MNG,1997,14290.33
MNG,1998,14281.52
MNG,1999,14272.71
MNG,2000,14263.9
MNG,2001,14255.9
MNG,2002,14247.9
MNG,2003,14239.9
MNG,2004,14231.9
MNG,2005,14223.9
MNG,2006,14215.9
MNG,2007,14207.9
MNG,2008,14199.9
MNG,2009,14191.9
MNG,2010,14183.9
MNG,2011,14182.786
MNG,2012,14181.672
MNG,2013,14180.558
MNG,2014,14179.444
MNG,2015,14178.33
MNG,2016,14177.22
MNG,2017,14176.11
MNG,2018,14175.0
MNP,1991,33.445
MNP,1992,33.28
MNP,1993,33.115
MNP,1994,32.95
MNP,1995,32.785
MNP,1996,32.62
MNP,1997,32.455
MNP,1998,32.29
MNP,1999,32.125
MNP,2000,31.96
MNP,2001,31.796
MNP,2002,31.632
MNP,2003,31.468
MNP,2004,31.304
MNP,2005,31.14
MNP,2006,30.976
MNP,2007,30.812
MNP,2008,30.648
MNP,2009,30.484
MNP,2010,30.32
MNP,2011,30.154
MNP,2012,29.988
MNP,2013,29.822
MNP,2014,29.656
MNP,2015,29.49
MNP,2016,24.36
MNP,2017,24.36
MNP,2018,24.36
MOZ,1961,0.0
MOZ,1962,0.0
MOZ,1963,0.0
MOZ,1964,0.0
MOZ,1965,0.0
MOZ,1966,0.0
MOZ,1967,0.0
MOZ,1968,0.0
MOZ,1969,0.0
MOZ,1970,0.0
MOZ,1971,0.0
MOZ,1972,0.0
MOZ,1973,0.0
MOZ,1974,0.0
MOZ,1975,0.0
MOZ,1976,0.0
MOZ,1977,0.0
MOZ,1978,0.0
MOZ,1979,0.0
MOZ,1980,0.0
MOZ,1981,0.0
MOZ,1982,0.0
MOZ,1983,0.0
MOZ,1984,0.0
MOZ,1985,0.0
MOZ,1986,0.0
MOZ,1987,0.0
MOZ,1988,0.0
MOZ,1989,0.0
MOZ,1990,43378.0
MOZ,1991,43159.0
MOZ,1992,42940.0
MOZ,1993,42721.0
MOZ,1994,42502.0
MOZ,1995,42283.0
MOZ,1996,42064.0
MOZ,1997,41845.0
MOZ,1998,41626.0
MOZ,1999,41407.0
MOZ,2000,41188.0
MOZ,2001,40966.414
MOZ,2002,40744.828
MOZ,2003,40523.242
MOZ,2004,40301.656
MOZ,2005,40080.07
MOZ,2006,39858.484
MOZ,2007,39636.898
MOZ,2008,39415.312
MOZ,2009,39193.726
MOZ,2010,38972.14
MOZ,2011,38765.712
MOZ,2012,38559.284
MOZ,2013,38352.856
MOZ,2014,38146.428
MOZ,2015,37940.0
MOZ,2016,37628.29
MOZ,2017,37406.6
MOZ,2018,37224.168
MRT,1961,0.0
MRT,1962,0.0
MRT,1963,0.0
MRT,1964,0.0
MRT,1965,0.0
MRT,1966,0.0
MRT,1967,0.0
MRT,1968,0.0
MRT,1969,0.0
MRT,1970,0.0
MRT,1971,0.0
MRT,1972,0.0
MRT,1973,0.0
MRT,1974,0.0
MRT,1975,0.0
MRT,1976,0.0
MRT,1977,0.0
MRT,1978,0.0
MRT,1979,0.0
MRT,1980,0.0
MRT,1981,0.0
MRT,1982,0.0
MRT,1983,0.0
MRT,1984,0.0
MRT,1985,0.0
MRT,1986,0.0
MRT,1987,0.0
MRT,1988,0.0
MRT,1989,0.0
MRT,1990,476.04
MRT,1991,470.6
MRT,1992,465.16
MRT,1993,459.72
MRT,1994,454.28
MRT,1995,448.84
MRT,1996,443.4
MRT,1997,437.96
MRT,1998,432.52
MRT,1999,427.08
MRT,2000,421.64
MRT,2001,416.2
MRT,2002,410.76
MRT,2003,405.32
MRT,2004,399.88
MRT,2005,394.44
MRT,2006,389.0
MRT,2007,383.56
MRT,2008,378.12
MRT,2009,372.68
MRT,2010,367.24
MRT,2011,361.8
MRT,2012,356.36
MRT,2013,350.92
MRT,2014,345.48
MRT,2015,340.04
