ISO,Year,Item,FIi
BGD,2017,Tea,0.0
BGD,2017,Tomatoes,0.0
BGD,2017,Triticale,0.0
BGD,2017,Vanilla,0.135
BGD,2017,"Vegetables, fresh nes",0.73
BGD,2017,"Vegetables, leguminous nes",0.024
BGD,2017,Vetches,0.002
BGD,2017,"Walnuts, with shell",0.003
BGD,2017,Watermelons,0.002
BGD,2017,Wheat,6805.45
BGD,2017,Yams,0.0
BGD,2018,"Almonds, with shell",0.0
BGD,2018,"Anise, badian, fennel, coriander",32.933
BGD,2018,Apples,201.518
BGD,2018,Apricots,0.015
BGD,2018,Areca nuts,0.0
BGD,2018,Artichokes,0.0
BGD,2018,Asparagus,0.0
BGD,2018,Avocados,0.028
BGD,2018,Bananas,0.0
BGD,2018,Barley,0.106
BGD,2018,"Beans, dry",37.983000000000004
BGD,2018,"Beans, green",0.002
BGD,2018,Berries nes,0.0
BGD,2018,"Brazil nuts, with shell",0.0
BGD,2018,"Broad beans, horse beans, dry",0.0
BGD,2018,Buckwheat,0.001
BGD,2018,Cabbages and other brassicas,0.022
BGD,2018,Canary seed,0.077
BGD,2018,Carrots and turnips,6.774
BGD,2018,"Cashew nuts, with shell",0.008
BGD,2018,Castor oil seed,0.0
BGD,2018,Cauliflowers and broccoli,0.023
BGD,2018,Cereals nes,0.018000000000000002
BGD,2018,Cherries,0.0
BGD,2018,"Cherries, sour",0.0
BGD,2018,Chestnut,0.0
BGD,2018,Chick peas,231.33700000000002
BGD,2018,"Chillies and peppers, dry",3.743
BGD,2018,"Chillies and peppers, green",2.403
BGD,2018,Cinnamon (cannella),8.226
BGD,2018,Cloves,1.3800000000000001
BGD,2018,"Cocoa, beans",0.0
BGD,2018,Coconuts,0.156
BGD,2018,"Coffee, green",0.088
BGD,2018,"Cow peas, dry",0.01
BGD,2018,Cranberries,0.0
BGD,2018,Cucumbers and gherkins,0.001
BGD,2018,Currants,0.0
BGD,2018,Dates,30.288
BGD,2018,Eggplants (aubergines),0.0
BGD,2018,"Eggs, hen, in shell",0.0
BGD,2018,"Eggs, other bird, in shell",0.0
BGD,2018,"Fat, buffaloes",0.0
BGD,2018,"Fat, cattle",0.0
BGD,2018,"Fat, goats",0.0
BGD,2018,"Fat, sheep",0.0
BGD,2018,Figs,0.0
BGD,2018,"Fruit, citrus nes",1.055
BGD,2018,"Fruit, fresh nes",0.0
BGD,2018,"Fruit, stone nes",3.347
BGD,2018,"Fruit, tropical fresh nes",0.048
BGD,2018,Garlic,65.056
BGD,2018,Ginger,84.687
BGD,2018,Gooseberries,0.194
BGD,2018,"Grain, mixed",0.0
BGD,2018,Grapefruit (inc. pomelos),0.062
BGD,2018,Grapes,16.878
BGD,2018,"Groundnuts, with shell",0.254
BGD,2018,"Hazelnuts, with shell",0.0
BGD,2018,Hempseed,0.0
BGD,2018,"Honey, natural",0.597
BGD,2018,Kiwi fruit,0.021
BGD,2018,Kola nuts,0.0
BGD,2018,"Leeks, other alliaceous vegetables",0.009000000000000001
BGD,2018,Lemons and limes,0.006
BGD,2018,Lentils,369.27500000000003
BGD,2018,Lettuce and chicory,0.031
BGD,2018,Linseed,3.313
BGD,2018,Maize,1710.5
BGD,2018,"Maize, green",0.0
BGD,2018,"Mangoes, mangosteens, guavas",0.28200000000000003
BGD,2018,Maté,0.004
BGD,2018,Meat nes,0.0
BGD,2018,"Meat, buffalo",2.109
BGD,2018,"Meat, cattle",0.20800000000000002
BGD,2018,"Meat, chicken",0.221
BGD,2018,"Meat, duck",0.001
BGD,2018,"Meat, goat",0.0
BGD,2018,"Meat, pig",0.10200000000000001
BGD,2018,"Meat, sheep",0.014
BGD,2018,"Meat, turkey",0.004
BGD,2018,"Melons, other (inc.cantaloupes)",0.001
BGD,2018,Melonseed,0.003
BGD,2018,"Milk, whole fresh buffalo",0.0
BGD,2018,"Milk, whole fresh cow",0.462
BGD,2018,"Milk, whole fresh goat",0.0
BGD,2018,"Milk, whole fresh sheep",0.0
BGD,2018,Millet,0.042
BGD,2018,Mushrooms and truffles,0.003
BGD,2018,Mustard seed,21.312
BGD,2018,"Nutmeg, mace and cardamoms",1.183
BGD,2018,Nuts nes,1.84
BGD,2018,Oats,0.02
BGD,2018,Offals nes,0.0
BGD,2018,"Offals, edible, buffaloes",0.0
BGD,2018,"Offals, edible, cattle",0.223
BGD,2018,"Offals, edible, goats",0.0
BGD,2018,"Offals, liver chicken",0.0
BGD,2018,"Offals, liver geese",0.0
BGD,2018,"Offals, liver turkeys",0.0
BGD,2018,"Offals, sheep,edible",0.0
BGD,2018,Oilseeds nes,0.032
BGD,2018,Olives,0.0
BGD,2018,"Onions, dry",262.537
BGD,2018,"Onions, shallots, green",0.0
BGD,2018,Oranges,97.57600000000001
BGD,2018,Papayas,0.006
BGD,2018,Peaches and nectarines,0.0
BGD,2018,Pears,8.72
BGD,2018,"Peas, dry",418.21000000000004
BGD,2018,"Peas, green",32.954
BGD,2018,Pepper (piper spp.),0.233
BGD,2018,Persimmons,0.017
BGD,2018,Pigeon peas,1.485
BGD,2018,Pineapples,0.0
BGD,2018,Pistachios,0.027
BGD,2018,Plantains and others,0.0
BGD,2018,Plums and sloes,2.563
BGD,2018,Poppy seed,0.0
BGD,2018,Potatoes,4.359
BGD,2018,Pulses nes,1.806
BGD,2018,"Pumpkins, squash and gourds",0.0
BGD,2018,Quinces,0.047
BGD,2018,Quinoa,0.0
BGD,2018,Rapeseed,89.84700000000001
BGD,2018,Raspberries,0.0
BGD,2018,"Rice, paddy",50.0
BGD,2018,Roots and tubers nes,0.23900000000000002
BGD,2018,Rye,6.105
BGD,2018,Safflower seed,0.0
BGD,2018,Sesame seed,0.295
BGD,2018,"Snails, not sea",0.0
BGD,2018,Sorghum,3.609
BGD,2018,Soybeans,1346.146
BGD,2018,Spices nes,6.128
BGD,2018,Spinach,0.002
BGD,2018,Strawberries,0.0
BGD,2018,Sugar cane,0.027
BGD,2018,Sugar crops nes,0.0
BGD,2018,Sunflower seed,28.123
BGD,2018,Sweet corn frozen,0.039
BGD,2018,Sweet corn prep or preserved,0.226
BGD,2018,Sweet potatoes,0.006
BGD,2018,"Tangerines, mandarins, clementines, satsumas",26.934
BGD,2018,Taro (cocoyam),0.0
BGD,2018,Tea,0.0
BGD,2018,Tomatoes,1.294
BGD,2018,Triticale,0.0
BGD,2018,Vanilla,0.001
BGD,2018,"Vegetables, fresh nes",0.29
BGD,2018,"Vegetables, leguminous nes",0.0
BGD,2018,Vetches,0.0
BGD,2018,"Walnuts, with shell",0.039
BGD,2018,Watermelons,0.012
BGD,2018,Wheat,4839.308
BGD,2018,Yams,0.0
BGR,2014,"Almonds, with shell",0.035
BGR,2014,"Anise, badian, fennel, coriander",1.192
BGR,2014,Apples,34.666000000000004
BGR,2014,Apricots,2.001
BGR,2014,Areca nuts,0.002
BGR,2014,Artichokes,0.801
BGR,2014,Asparagus,0.013000000000000001
BGR,2014,Avocados,0.711
BGR,2014,Bambara beans,0.009000000000000001
BGR,2014,Bananas,38.414
BGR,2014,Barley,0.291
BGR,2014,"Beans, dry",20.595
BGR,2014,"Beans, green",0.192
BGR,2014,Berries nes,0.055
BGR,2014,Blueberries,0.001
BGR,2014,"Brazil nuts, with shell",0.0
BGR,2014,"Broad beans, horse beans, dry",0.0
BGR,2014,Buckwheat,0.116
BGR,2014,Cabbages and other brassicas,16.343
BGR,2014,Canary seed,0.23800000000000002
BGR,2014,Carobs,0.002
BGR,2014,Carrots and turnips,13.07
BGR,2014,"Cashew nuts, with shell",0.001
BGR,2014,Castor oil seed,0.0
BGR,2014,Cauliflowers and broccoli,1.243
BGR,2014,Cereals nes,0.244
BGR,2014,Cherries,1.809
BGR,2014,"Cherries, sour",0.502
BGR,2014,Chestnut,0.241
BGR,2014,Chick peas,0.34700000000000003
BGR,2014,Chicory roots,0.0
BGR,2014,"Chillies and peppers, dry",2.539
BGR,2014,"Chillies and peppers, green",23.295
BGR,2014,Cinnamon (cannella),0.166
BGR,2014,Cloves,0.013000000000000001
BGR,2014,"Cocoa, beans",0.013000000000000001
BGR,2014,Coconuts,0.106
BGR,2014,"Coffee, green",30.036
BGR,2014,"Cow peas, dry",0.001
BGR,2014,Cranberries,0.078
BGR,2014,Cucumbers and gherkins,16.024
BGR,2014,Currants,0.343
BGR,2014,Dates,0.986
BGR,2014,Eggplants (aubergines),3.071
BGR,2014,"Eggs, hen, in shell",4.101
BGR,2014,"Eggs, other bird, in shell",0.443
BGR,2014,"Fat, buffaloes",0.0
BGR,2014,"Fat, cattle",0.046
BGR,2014,"Fat, goats",0.0
BGR,2014,"Fat, pigs",13.637
BGR,2014,"Fat, sheep",0.0
BGR,2014,Figs,0.138
BGR,2014,"Fruit, citrus nes",0.18
BGR,2014,"Fruit, fresh nes",2.247
BGR,2014,"Fruit, stone nes",0.0
BGR,2014,Garlic,0.516
BGR,2014,Ginger,0.184
BGR,2014,Grapefruit (inc. pomelos),13.658
BGR,2014,Grapes,8.591
BGR,2014,"Groundnuts, with shell",0.436
BGR,2014,"Hazelnuts, with shell",0.021
BGR,2014,Hempseed,0.007
BGR,2014,"Honey, natural",1.147
BGR,2014,Kiwi fruit,3.378
BGR,2014,Kola nuts,0.0
BGR,2014,"Leeks, other alliaceous vegetables",1.625
BGR,2014,Lemons and limes,15.508000000000001
BGR,2014,Lentils,4.844
BGR,2014,Lettuce and chicory,0.769
BGR,2014,Linseed,0.594
BGR,2014,Maize,29.232
BGR,2014,"Maize, green",3.053
BGR,2014,"Mangoes, mangosteens, guavas",0.20400000000000001
BGR,2014,Maté,0.0
BGR,2014,Meat nes,0.011
BGR,2014,"Meat, ass",0.0
BGR,2014,"Meat, bird nes",0.0
BGR,2014,"Meat, buffalo",0.0
BGR,2014,"Meat, cattle",5.032
BGR,2014,"Meat, chicken",83.34100000000001
BGR,2014,"Meat, duck",0.015
BGR,2014,"Meat, game",0.03
BGR,2014,"Meat, goat",0.0
BGR,2014,"Meat, goose and guinea fowl",0.022
BGR,2014,"Meat, horse",1.107
BGR,2014,"Meat, pig",65.506
BGR,2014,"Meat, rabbit",0.551
BGR,2014,"Meat, sheep",0.505
BGR,2014,"Meat, turkey",8.405
BGR,2014,"Melons, other (inc.cantaloupes)",7.048
BGR,2014,Melonseed,0.001
BGR,2014,"Milk, whole fresh buffalo",0.0
BGR,2014,"Milk, whole fresh cow",22.761
BGR,2014,"Milk, whole fresh goat",0.0
BGR,2014,"Milk, whole fresh sheep",0.0
BGR,2014,Millet,0.314
BGR,2014,Mushrooms and truffles,3.615
BGR,2014,Mustard seed,0.044
BGR,2014,"Nutmeg, mace and cardamoms",0.02
BGR,2014,Nuts nes,0.08
BGR,2014,Oats,0.064
BGR,2014,Offals nes,0.0
BGR,2014,"Offals, edible, buffaloes",0.0
BGR,2014,"Offals, edible, cattle",1.621
BGR,2014,"Offals, edible, goats",0.0
BGR,2014,"Offals, horses",0.074
BGR,2014,"Offals, liver chicken",5.925
BGR,2014,"Offals, liver duck",0.403
BGR,2014,"Offals, liver geese",0.001
BGR,2014,"Offals, liver turkeys",0.021
BGR,2014,"Offals, pigs, edible",9.052
BGR,2014,"Offals, sheep,edible",0.852
BGR,2014,Oilseeds nes,0.519
BGR,2014,Olives,0.592
BGR,2014,"Onions, dry",27.475
BGR,2014,"Onions, shallots, green",0.855
BGR,2014,Oranges,36.687
BGR,2014,Papayas,0.032
BGR,2014,Peaches and nectarines,15.242
BGR,2014,Pears,2.621
BGR,2014,"Peas, dry",0.909
BGR,2014,"Peas, green",0.13
BGR,2014,Pepper (piper spp.),0.858
BGR,2014,Persimmons,0.783
BGR,2014,Pineapples,1.223
BGR,2014,Pistachios,0.32
BGR,2014,Plantains and others,3.795
BGR,2014,Plums and sloes,0.6910000000000001
BGR,2014,Poppy seed,0.043000000000000003
BGR,2014,Potatoes,34.045
BGR,2014,Pulses nes,0.016
BGR,2014,"Pumpkins, squash and gourds",3.5460000000000003
BGR,2014,Quinces,0.227
BGR,2014,Quinoa,0.078
BGR,2014,Rapeseed,2.306
BGR,2014,Raspberries,0.014
BGR,2014,"Rice, paddy",9.164
BGR,2014,Roots and tubers nes,0.003
BGR,2014,Rye,0.005
BGR,2014,Safflower seed,0.0
BGR,2014,Sesame seed,1.2730000000000001
BGR,2014,"Snails, not sea",0.032
BGR,2014,Sorghum,1.121
BGR,2014,Soybeans,1.205
BGR,2014,Spices nes,1.036
BGR,2014,Spinach,0.156
BGR,2014,Strawberries,3.391
BGR,2014,Sugar beet,0.002
BGR,2014,Sugar cane,0.002
BGR,2014,Sunflower seed,45.424
BGR,2014,Sweet corn frozen,2.383
BGR,2014,Sweet corn prep or preserved,2.22
BGR,2014,Sweet potatoes,0.056
BGR,2014,"Tangerines, mandarins, clementines, satsumas",21.137
BGR,2014,Tea,0.64
BGR,2014,Tomatoes,45.699
BGR,2014,Triticale,5.692
BGR,2014,Vanilla,0.007
BGR,2014,"Vegetables, fresh nes",0.91
BGR,2014,"Vegetables, leguminous nes",0.054
BGR,2014,Vetches,0.0
BGR,2014,"Walnuts, with shell",0.198
BGR,2014,Watermelons,31.316
BGR,2014,Wheat,23.1
BGR,2014,Yautia (cocoyam),0.157
BGR,2015,"Almonds, with shell",0.081
BGR,2015,"Anise, badian, fennel, coriander",0.652
BGR,2015,Apples,40.159
BGR,2015,Apricots,1.6260000000000001
BGR,2015,Areca nuts,0.0
BGR,2015,Artichokes,0.011
BGR,2015,Asparagus,0.035
BGR,2015,Avocados,0.851
BGR,2015,Bambara beans,0.068
BGR,2015,Bananas,33.178
BGR,2015,Barley,1.621
BGR,2015,"Beans, dry",20.232
BGR,2015,"Beans, green",0.029
BGR,2015,Berries nes,0.17
BGR,2015,Blueberries,0.005
BGR,2015,"Brazil nuts, with shell",0.012
BGR,2015,"Broad beans, horse beans, dry",0.0
BGR,2015,Buckwheat,0.156
BGR,2015,Cabbages and other brassicas,18.528
BGR,2015,Canary seed,0.126
BGR,2015,Carobs,0.003
BGR,2015,Carrots and turnips,15.482000000000001
BGR,2015,"Cashew nuts, with shell",0.001
BGR,2015,Castor oil seed,0.0
BGR,2015,Cauliflowers and broccoli,0.8290000000000001
BGR,2015,Cereals nes,0.025
BGR,2015,Cherries,1.54
BGR,2015,"Cherries, sour",1.2570000000000001
BGR,2015,Chestnut,0.113
BGR,2015,Chick peas,0.364
BGR,2015,Chicory roots,0.001
BGR,2015,"Chillies and peppers, dry",2.968
BGR,2015,"Chillies and peppers, green",28.483
BGR,2015,Cinnamon (cannella),0.153
BGR,2015,Cloves,0.007
BGR,2015,"Cocoa, beans",0.018000000000000002
BGR,2015,Coconuts,0.042
BGR,2015,"Coffee, green",29.645
BGR,2015,"Cow peas, dry",0.0
BGR,2015,Cranberries,0.14
BGR,2015,Cucumbers and gherkins,18.945
BGR,2015,Currants,0.14100000000000001
BGR,2015,Dates,1.248
BGR,2015,Eggplants (aubergines),3.537
BGR,2015,"Eggs, hen, in shell",6.005
BGR,2015,"Eggs, other bird, in shell",0.397
BGR,2015,"Fat, buffaloes",0.0
BGR,2015,"Fat, cattle",0.11900000000000001
BGR,2015,"Fat, goats",0.0
BGR,2015,"Fat, pigs",10.967
BGR,2015,"Fat, sheep",0.0
BGR,2015,Figs,0.059000000000000004
BGR,2015,"Fruit, citrus nes",1.685
BGR,2015,"Fruit, fresh nes",2.451
BGR,2015,"Fruit, stone nes",0.0
BGR,2015,Garlic,0.655
BGR,2015,Ginger,0.244
BGR,2015,Grapefruit (inc. pomelos),14.181000000000001
BGR,2015,Grapes,8.246
BGR,2015,"Groundnuts, with shell",0.546
BGR,2015,"Hazelnuts, with shell",0.0
BGR,2015,Hempseed,0.011
BGR,2015,"Honey, natural",1.4040000000000001
BGR,2015,Kiwi fruit,3.61
BGR,2015,Kola nuts,0.0
BGR,2015,"Leeks, other alliaceous vegetables",2.624
BGR,2015,Lemons and limes,21.398
BGR,2015,Lentils,4.029
BGR,2015,Lettuce and chicory,2.674
BGR,2015,Linseed,0.803
BGR,2015,Maize,60.632
BGR,2015,"Maize, green",3.42
BGR,2015,"Mangoes, mangosteens, guavas",0.156
BGR,2015,Maté,0.0
BGR,2015,Meat nes,0.013000000000000001
BGR,2015,"Meat, ass",0.0
BGR,2015,"Meat, bird nes",0.0
BGR,2015,"Meat, buffalo",0.0
BGR,2015,"Meat, cattle",3.1750000000000003
BGR,2015,"Meat, chicken",84.872
BGR,2015,"Meat, duck",0.084
BGR,2015,"Meat, game",0.074
BGR,2015,"Meat, goat",0.003
BGR,2015,"Meat, goose and guinea fowl",0.031
BGR,2015,"Meat, horse",1.433
BGR,2015,"Meat, pig",58.125
BGR,2015,"Meat, rabbit",0.481
BGR,2015,"Meat, sheep",0.737
BGR,2015,"Meat, turkey",9.377
BGR,2015,"Melons, other (inc.cantaloupes)",7.9590000000000005
BGR,2015,Melonseed,0.002
BGR,2015,"Milk, whole fresh buffalo",0.0
BGR,2015,"Milk, whole fresh cow",39.665
BGR,2015,"Milk, whole fresh goat",0.0
BGR,2015,"Milk, whole fresh sheep",0.0
BGR,2015,Millet,0.358
BGR,2015,Mushrooms and truffles,4.57
BGR,2015,Mustard seed,0.061
BGR,2015,"Nutmeg, mace and cardamoms",0.015
BGR,2015,Nuts nes,0.041
BGR,2015,Oats,0.214
BGR,2015,Offals nes,0.10300000000000001
BGR,2015,"Offals, edible, buffaloes",0.0
BGR,2015,"Offals, edible, cattle",1.7750000000000001
BGR,2015,"Offals, edible, goats",0.0
BGR,2015,"Offals, horses",0.14100000000000001
BGR,2015,"Offals, liver chicken",7.875
BGR,2015,"Offals, liver duck",0.47000000000000003
BGR,2015,"Offals, liver geese",0.001
BGR,2015,"Offals, liver turkeys",0.0
BGR,2015,"Offals, pigs, edible",8.365
BGR,2015,"Offals, sheep,edible",0.856
BGR,2015,Oilseeds nes,0.366
BGR,2015,Olives,0.76
BGR,2015,"Onions, dry",27.103
BGR,2015,"Onions, shallots, green",0.081
BGR,2015,Oranges,34.954
BGR,2015,Papayas,0.063
BGR,2015,Peaches and nectarines,18.367
BGR,2015,Pears,3.585
BGR,2015,"Peas, dry",1.5170000000000001
BGR,2015,"Peas, green",0.082
BGR,2015,Pepper (piper spp.),0.875
BGR,2015,Persimmons,0.22
BGR,2015,Pineapples,1.108
BGR,2015,Pistachios,0.125
BGR,2015,Plantains and others,6.679
BGR,2015,Plums and sloes,2.7
BGR,2015,Poppy seed,0.058
BGR,2015,Potatoes,38.448
BGR,2015,Pulses nes,0.018000000000000002
BGR,2015,"Pumpkins, squash and gourds",3.775
BGR,2015,Quinces,0.459
BGR,2015,Quinoa,0.08600000000000001
BGR,2015,Rapeseed,6.756
BGR,2015,Raspberries,0.019
BGR,2015,"Rice, paddy",6.168
BGR,2015,Roots and tubers nes,0.007
BGR,2015,Rye,0.017
BGR,2015,Safflower seed,0.075
BGR,2015,Sesame seed,1.711
BGR,2015,"Snails, not sea",0.019
BGR,2015,Sorghum,1.059
BGR,2015,Soybeans,40.432
BGR,2015,Spices nes,0.614
BGR,2015,Spinach,0.463
BGR,2015,Strawberries,1.838
BGR,2015,Sugar beet,0.0
BGR,2015,Sugar cane,0.001
BGR,2015,Sunflower seed,49.382
BGR,2015,Sweet corn frozen,2.037
BGR,2015,Sweet corn prep or preserved,2.0380000000000003
BGR,2015,Sweet potatoes,0.129
BGR,2015,"Tangerines, mandarins, clementines, satsumas",23.8
BGR,2015,Tea,0.436
BGR,2015,Tomatoes,59.882
BGR,2015,Triticale,0.552
BGR,2015,Vanilla,0.007
BGR,2015,"Vegetables, fresh nes",2.052
BGR,2015,"Vegetables, leguminous nes",0.014
BGR,2015,Vetches,0.0
BGR,2015,"Walnuts, with shell",0.20800000000000002
BGR,2015,Watermelons,34.67
BGR,2015,Wheat,21.402
BGR,2015,Yautia (cocoyam),0.002
BGR,2016,"Almonds, with shell",0.125
BGR,2016,"Anise, badian, fennel, coriander",0.901
BGR,2016,Apples,42.822
BGR,2016,Apricots,3.21
BGR,2016,Areca nuts,0.0
BGR,2016,Artichokes,0.013000000000000001
BGR,2016,Asparagus,0.062
BGR,2016,Avocados,1.256
BGR,2016,Bambara beans,0.003
BGR,2016,Bananas,35.316
BGR,2016,Barley,9.522
BGR,2016,"Beans, dry",17.534
BGR,2016,"Beans, green",0.166
BGR,2016,Berries nes,0.017
BGR,2016,Blueberries,0.007
BGR,2016,"Brazil nuts, with shell",0.008
BGR,2016,"Broad beans, horse beans, dry",0.001
BGR,2016,Buckwheat,0.135
BGR,2016,Cabbages and other brassicas,13.246
BGR,2016,Canary seed,0.382
BGR,2016,Carobs,0.005
BGR,2016,Carrots and turnips,17.271
BGR,2016,"Cashew nuts, with shell",0.042
BGR,2016,Castor oil seed,0.0
BGR,2016,Cauliflowers and broccoli,0.726
BGR,2016,Cereals nes,0.043000000000000003
BGR,2016,Cherries,1.419
BGR,2016,"Cherries, sour",2.9010000000000002
BGR,2016,Chestnut,0.161
BGR,2016,Chick peas,0.5650000000000001
BGR,2016,Chicory roots,0.0
BGR,2016,"Chillies and peppers, dry",2.629
BGR,2016,"Chillies and peppers, green",25.891000000000002
BGR,2016,Cinnamon (cannella),0.152
BGR,2016,Cloves,0.011
BGR,2016,"Cocoa, beans",0.046
BGR,2016,Coconuts,0.048
BGR,2016,"Coffee, green",32.483000000000004
BGR,2016,"Cow peas, dry",0.023
BGR,2016,Cranberries,0.164
BGR,2016,Cucumbers and gherkins,19.608
BGR,2016,Currants,0.23700000000000002
BGR,2016,Dates,1.6320000000000001
BGR,2016,Eggplants (aubergines),2.898
BGR,2016,"Eggs, hen, in shell",6.144
BGR,2016,"Eggs, other bird, in shell",0.482
BGR,2016,"Fat, buffaloes",0.0
BGR,2016,"Fat, cattle",0.17500000000000002
BGR,2016,"Fat, goats",0.0
BGR,2016,"Fat, pigs",14.558
BGR,2016,"Fat, sheep",0.0
BGR,2016,Figs,0.32
BGR,2016,"Fruit, citrus nes",0.124
BGR,2016,"Fruit, fresh nes",2.694
BGR,2016,"Fruit, stone nes",0.0
BGR,2016,Garlic,0.998
BGR,2016,Ginger,0.447
BGR,2016,Grapefruit (inc. pomelos),16.294
BGR,2016,Grapes,14.934000000000001
BGR,2016,"Groundnuts, with shell",0.28700000000000003
BGR,2016,"Hazelnuts, with shell",0.005
BGR,2016,Hempseed,0.04
BGR,2016,"Honey, natural",2.0100000000000002
BGR,2016,Kiwi fruit,3.996
BGR,2016,Kola nuts,0.0
BGR,2016,"Leeks, other alliaceous vegetables",1.989
BGR,2016,Lemons and limes,23.768
BGR,2016,Lentils,4.255
BGR,2016,Lettuce and chicory,3.483
BGR,2016,Linseed,0.963
BGR,2016,Maize,41.479
BGR,2016,"Maize, green",2.607
BGR,2016,"Mangoes, mangosteens, guavas",0.276
BGR,2016,Maté,0.011
BGR,2016,Meat nes,0.011
BGR,2016,"Meat, ass",0.0
BGR,2016,"Meat, bird nes",0.0
BGR,2016,"Meat, buffalo",0.0
BGR,2016,"Meat, cattle",5.814
BGR,2016,"Meat, chicken",84.947
BGR,2016,"Meat, duck",0.063
BGR,2016,"Meat, game",0.018000000000000002
BGR,2016,"Meat, goat",0.025
BGR,2016,"Meat, goose and guinea fowl",0.154
BGR,2016,"Meat, horse",1.973
BGR,2016,"Meat, pig",46.264
BGR,2016,"Meat, rabbit",0.322
BGR,2016,"Meat, sheep",1.161
BGR,2016,"Meat, turkey",9.783
BGR,2016,"Melons, other (inc.cantaloupes)",6.799
BGR,2016,Melonseed,0.003
BGR,2016,"Milk, whole fresh buffalo",0.0
BGR,2016,"Milk, whole fresh cow",63.446
BGR,2016,"Milk, whole fresh goat",0.0
BGR,2016,"Milk, whole fresh sheep",0.0
BGR,2016,Millet,0.874
BGR,2016,Mushrooms and truffles,6.652
BGR,2016,Mustard seed,0.113
BGR,2016,"Nutmeg, mace and cardamoms",0.034
BGR,2016,Nuts nes,0.042
BGR,2016,Oats,0.094
BGR,2016,Offals nes,0.055
BGR,2016,"Offals, edible, buffaloes",0.0
BGR,2016,"Offals, edible, cattle",1.702
BGR,2016,"Offals, edible, goats",0.0
BGR,2016,"Offals, horses",0.254
BGR,2016,"Offals, liver chicken",7.178
BGR,2016,"Offals, liver duck",0.029
BGR,2016,"Offals, liver geese",0.021
BGR,2016,"Offals, liver turkeys",0.015
BGR,2016,"Offals, pigs, edible",8.01
BGR,2016,"Offals, sheep,edible",0.9510000000000001
BGR,2016,Oilseeds nes,1.596
BGR,2016,Olives,1.324
BGR,2016,"Onions, dry",26.536
BGR,2016,"Onions, shallots, green",0.01
BGR,2016,Oranges,38.228
BGR,2016,Papayas,0.023
BGR,2016,Peaches and nectarines,22.202
BGR,2016,Pears,3.74
BGR,2016,"Peas, dry",0.846
BGR,2016,"Peas, green",0.002
BGR,2016,Pepper (piper spp.),0.737
BGR,2016,Persimmons,0.599
BGR,2016,Pigeon peas,0.001
BGR,2016,Pineapples,1.196
BGR,2016,Pistachios,0.188
BGR,2016,Plantains and others,7.0920000000000005
BGR,2016,Plums and sloes,1.556
BGR,2016,Poppy seed,0.033
BGR,2016,Potatoes,32.753
BGR,2016,Pulses nes,0.002
BGR,2016,"Pumpkins, squash and gourds",4.609
BGR,2016,Quinces,0.535
BGR,2016,Quinoa,0.23700000000000002
BGR,2016,Rapeseed,10.176
BGR,2016,Raspberries,0.009000000000000001
BGR,2016,"Rice, paddy",1.663
BGR,2016,Roots and tubers nes,0.0
BGR,2016,Rye,0.227
BGR,2016,Safflower seed,0.079
BGR,2016,Sesame seed,1.801
BGR,2016,"Snails, not sea",0.0
BGR,2016,Sorghum,0.784
BGR,2016,Soybeans,13.902000000000001
BGR,2016,Spices nes,0.642
BGR,2016,Spinach,0.772
BGR,2016,Strawberries,3.303
BGR,2016,Sugar beet,0.0
BGR,2016,Sugar cane,0.001
BGR,2016,Sunflower seed,93.33200000000001
BGR,2016,Sweet corn frozen,2.805
BGR,2016,Sweet corn prep or preserved,1.977
BGR,2016,Sweet potatoes,0.116
BGR,2016,"Tangerines, mandarins, clementines, satsumas",28.347
BGR,2016,Tea,0.714
BGR,2016,Tomatoes,70.514
BGR,2016,Triticale,1.925
BGR,2016,Vanilla,0.006
BGR,2016,"Vegetables, fresh nes",1.096
BGR,2016,"Vegetables, leguminous nes",0.018000000000000002
BGR,2016,Vetches,0.0
BGR,2016,"Walnuts, with shell",0.23
BGR,2016,Watermelons,36.997
BGR,2016,Wheat,27.881
BGR,2016,Yautia (cocoyam),0.003
BGR,2017,"Almonds, with shell",0.009000000000000001
BGR,2017,"Anise, badian, fennel, coriander",1.056
BGR,2017,Apples,37.768
BGR,2017,Apricots,5.413
BGR,2017,Areca nuts,0.0
BGR,2017,Artichokes,0.01
BGR,2017,Asparagus,0.056
BGR,2017,Avocados,1.641
BGR,2017,Bambara beans,0.0
BGR,2017,Bananas,38.236000000000004
BGR,2017,Barley,8.345
BGR,2017,"Beans, dry",17.14
BGR,2017,"Beans, green",0.188
BGR,2017,Berries nes,0.07200000000000001
BGR,2017,Blueberries,0.049
BGR,2017,"Brazil nuts, with shell",0.003
BGR,2017,"Broad beans, horse beans, dry",0.023
BGR,2017,Buckwheat,0.146
BGR,2017,Cabbages and other brassicas,9.159
BGR,2017,Canary seed,0.088
BGR,2017,Carobs,0.011
BGR,2017,Carrots and turnips,15.698
BGR,2017,"Cashew nuts, with shell",0.097
BGR,2017,Castor oil seed,0.0
BGR,2017,Cauliflowers and broccoli,0.769
BGR,2017,Cereals nes,0.01
BGR,2017,Cherries,1.8900000000000001
BGR,2017,"Cherries, sour",1.6360000000000001
BGR,2017,Chestnut,0.799
BGR,2017,Chick peas,1.663
BGR,2017,Chicory roots,0.0
BGR,2017,"Chillies and peppers, dry",2.839
BGR,2017,"Chillies and peppers, green",24.221
