ISO,Year,TFA
ESP,1988,111.5
ESP,1989,111.5
ESP,1990,111.5
ESP,1991,111.5
ESP,1992,111.5
ESP,1993,111.5
ESP,1994,111.5
ESP,1995,111.5
ESP,1996,111.5
ESP,1997,111.5
ESP,1998,111.5
ESP,1999,111.5
ESP,2000,111.5
ESP,2001,111.5
ESP,2002,111.5
ESP,2003,111.5
ESP,2004,111.5
ESP,2005,111.5
ESP,2006,111.5
ESP,2007,111.5
ESP,2008,111.5
ESP,2009,111.5
ESP,2010,111.5
ESP,2011,111.5
ESP,2012,111.5
ESP,2013,111.5
ESP,2014,111.5
ESP,2015,111.5
ESP,2016,111.5
ESP,2017,111.5
ESP,2018,111.5
ESP,2019,111.5
ESP,2020,111.5
ESP,2021,111.5
ESP,2022,111.5
ESP,2023,111.5
ESP,2024,111.5
ESP,2025,111.5
ESP,2026,111.5
ESP,2027,111.5
ESP,2028,111.5
ESP,2029,111.5
ESP,2030,111.5
ESP,2031,111.5
ESP,2032,111.5
ESP,2033,111.5
ESP,2034,111.5
ESP,2035,111.5
ESP,2036,111.5
ESP,2037,111.5
ESP,2038,111.5
ESP,2039,111.5
ESP,2040,111.5
ESP,2041,111.5
ESP,2042,111.5
ESP,2043,111.5
ESP,2044,111.5
ESP,2045,111.5
ESP,2046,111.5
ESP,2047,111.5
ESP,2048,111.5
ESP,2049,111.5
ESP,2050,111.5
EST,1980,12.81
EST,1981,12.81
EST,1982,12.81
EST,1983,12.81
EST,1984,12.81
EST,1985,12.81
EST,1986,12.81
EST,1987,12.81
EST,1988,12.81
EST,1989,12.81
EST,1990,12.81
EST,1991,12.81
EST,1992,12.81
EST,1993,12.81
EST,1994,12.81
EST,1995,12.81
EST,1996,12.81
EST,1997,12.81
EST,1998,12.81
EST,1999,12.81
EST,2000,12.81
EST,2001,12.81
EST,2002,12.81
EST,2003,12.81
EST,2004,12.81
EST,2005,12.81
EST,2006,12.81
EST,2007,12.81
EST,2008,12.81
EST,2009,12.81
EST,2010,12.81
EST,2011,12.81
EST,2012,12.81
EST,2013,12.81
EST,2014,12.81
EST,2015,12.81
EST,2016,12.81
EST,2017,12.81
EST,2018,12.81
EST,2019,12.81
EST,2020,12.81
EST,2021,12.81
EST,2022,12.81
EST,2023,12.81
EST,2024,12.81
EST,2025,12.81
EST,2026,12.81
EST,2027,12.81
EST,2028,12.81
EST,2029,12.81
EST,2030,12.81
EST,2031,12.81
EST,2032,12.81
EST,2033,12.81
EST,2034,12.81
EST,2035,12.81
EST,2036,12.81
EST,2037,12.81
EST,2038,12.81
EST,2039,12.81
EST,2040,12.81
EST,2041,12.81
EST,2042,12.81
EST,2043,12.81
EST,2044,12.81
EST,2045,12.81
EST,2046,12.81
EST,2047,12.81
EST,2048,12.81
EST,2049,12.81
EST,2050,12.81
ETH,1980,122.0
ETH,1981,122.0
ETH,1982,122.0
ETH,1983,122.0
ETH,1984,122.0
ETH,1985,122.0
ETH,1986,122.0
ETH,1987,122.0
ETH,1988,122.0
ETH,1989,122.0
ETH,1990,122.0
ETH,1991,122.0
ETH,1992,122.0
ETH,1993,122.0
ETH,1994,122.0
ETH,1995,122.0
ETH,1996,122.0
ETH,1997,122.0
ETH,1998,122.0
ETH,1999,122.0
ETH,2000,122.0
ETH,2001,122.0
ETH,2002,122.0
ETH,2003,122.0
ETH,2004,122.0
ETH,2005,122.0
ETH,2006,122.0
ETH,2007,122.0
ETH,2008,122.0
ETH,2009,122.0
ETH,2010,122.0
ETH,2011,122.0
ETH,2012,122.0
ETH,2013,122.0
ETH,2014,122.0
ETH,2015,122.0
ETH,2016,122.0
ETH,2017,122.0
ETH,2018,122.0
ETH,2019,122.0
ETH,2020,122.0
ETH,2021,122.0
ETH,2022,122.0
ETH,2023,122.0
ETH,2024,122.0
ETH,2025,122.0
ETH,2026,122.0
ETH,2027,122.0
ETH,2028,122.0
ETH,2029,122.0
ETH,2030,122.0
ETH,2031,122.0
ETH,2032,122.0
ETH,2033,122.0
ETH,2034,122.0
ETH,2035,122.0
ETH,2036,122.0
ETH,2037,122.0
ETH,2038,122.0
ETH,2039,122.0
ETH,2040,122.0
ETH,2041,122.0
ETH,2042,122.0
ETH,2043,122.0
ETH,2044,122.0
ETH,2045,122.0
ETH,2046,122.0
ETH,2047,122.0
ETH,2048,122.0
ETH,2049,122.0
ETH,2050,122.0
EUU,1980,0.0
EUU,1981,0.0
EUU,1982,0.0
EUU,1983,0.0
EUU,1984,0.0
EUU,1985,0.0
EUU,1986,0.0
EUU,1987,0.0
EUU,1988,0.0
EUU,1989,0.0
EUU,1990,0.0
EUU,1991,0.0
EUU,1992,0.0
EUU,1993,0.0
EUU,1994,0.0
EUU,1995,0.0
EUU,1996,0.0
EUU,1997,0.0
EUU,1998,0.0
EUU,1999,0.0
EUU,2000,0.0
EUU,2001,0.0
EUU,2002,0.0
EUU,2003,0.0
EUU,2004,0.0
EUU,2005,0.0
EUU,2006,0.0
EUU,2007,0.0
EUU,2008,0.0
EUU,2009,0.0
EUU,2010,0.0
EUU,2011,0.0
EUU,2012,0.0
EUU,2013,0.0
EUU,2014,0.0
EUU,2015,0.0
EUU,2016,0.0
EUU,2017,0.0
EUU,2018,0.0
EUU,2019,0.0
EUU,2020,0.0
EUU,2021,0.0
EUU,2022,0.0
EUU,2023,0.0
EUU,2024,0.0
EUU,2025,0.0
EUU,2026,0.0
EUU,2027,0.0
EUU,2028,0.0
EUU,2029,0.0
EUU,2030,0.0
EUU,2031,0.0
EUU,2032,0.0
EUU,2033,0.0
EUU,2034,0.0
EUU,2035,0.0
EUU,2036,0.0
EUU,2037,0.0
EUU,2038,0.0
EUU,2039,0.0
EUU,2040,0.0
EUU,2041,0.0
EUU,2042,0.0
EUU,2043,0.0
EUU,2044,0.0
EUU,2045,0.0
EUU,2046,0.0
EUU,2047,0.0
EUU,2048,0.0
EUU,2049,0.0
EUU,2050,0.0
FCS,1980,0.0
FCS,1981,0.0
FCS,1982,0.0
FCS,1983,0.0
FCS,1984,0.0
FCS,1985,0.0
FCS,1986,0.0
FCS,1987,0.0
FCS,1988,0.0
FCS,1989,0.0
FCS,1990,0.0
FCS,1991,0.0
FCS,1992,0.0
FCS,1993,0.0
FCS,1994,0.0
FCS,1995,0.0
FCS,1996,0.0
FCS,1997,0.0
FCS,1998,0.0
FCS,1999,0.0
FCS,2000,0.0
FCS,2001,0.0
FCS,2002,0.0
FCS,2003,0.0
FCS,2004,0.0
FCS,2005,0.0
FCS,2006,0.0
FCS,2007,0.0
FCS,2008,0.0
FCS,2009,0.0
FCS,2010,0.0
FCS,2011,0.0
FCS,2012,0.0
FCS,2013,0.0
FCS,2014,0.0
FCS,2015,0.0
FCS,2016,0.0
FCS,2017,0.0
FCS,2018,0.0
FCS,2019,0.0
FCS,2020,0.0
FCS,2021,0.0
FCS,2022,0.0
FCS,2023,0.0
FCS,2024,0.0
FCS,2025,0.0
FCS,2026,0.0
FCS,2027,0.0
FCS,2028,0.0
FCS,2029,0.0
FCS,2030,0.0
FCS,2031,0.0
FCS,2032,0.0
FCS,2033,0.0
FCS,2034,0.0
FCS,2035,0.0
FCS,2036,0.0
FCS,2037,0.0
FCS,2038,0.0
FCS,2039,0.0
FCS,2040,0.0
FCS,2041,0.0
FCS,2042,0.0
FCS,2043,0.0
FCS,2044,0.0
FCS,2045,0.0
FCS,2046,0.0
FCS,2047,0.0
FCS,2048,0.0
FCS,2049,0.0
FCS,2050,0.0
FIN,1980,110.0
FIN,1981,110.0
FIN,1982,110.0
FIN,1983,110.0
FIN,1984,110.0
FIN,1985,110.0
FIN,1986,110.0
FIN,1987,110.0
FIN,1988,110.0
FIN,1989,110.0
FIN,1990,110.0
FIN,1991,110.0
FIN,1992,110.0
FIN,1993,110.0
FIN,1994,110.0
FIN,1995,110.0
FIN,1996,110.0
FIN,1997,110.0
FIN,1998,110.0
FIN,1999,110.0
FIN,2000,110.0
FIN,2001,110.0
FIN,2002,110.0
FIN,2003,110.0
FIN,2004,110.0
FIN,2005,110.0
FIN,2006,110.0
FIN,2007,110.0
FIN,2008,110.0
FIN,2009,110.0
FIN,2010,110.0
FIN,2011,110.0
FIN,2012,110.0
FIN,2013,110.0
FIN,2014,110.0
FIN,2015,110.0
FIN,2016,110.0
FIN,2017,110.0
FIN,2018,110.0
FIN,2019,110.0
FIN,2020,110.0
FIN,2021,110.0
FIN,2022,110.0
FIN,2023,110.0
FIN,2024,110.0
FIN,2025,110.0
FIN,2026,110.0
FIN,2027,110.0
FIN,2028,110.0
FIN,2029,110.0
FIN,2030,110.0
FIN,2031,110.0
FIN,2032,110.0
FIN,2033,110.0
FIN,2034,110.0
FIN,2035,110.0
FIN,2036,110.0
FIN,2037,110.0
FIN,2038,110.0
FIN,2039,110.0
FIN,2040,110.0
FIN,2041,110.0
FIN,2042,110.0
FIN,2043,110.0
FIN,2044,110.0
FIN,2045,110.0
FIN,2046,110.0
FIN,2047,110.0
FIN,2048,110.0
FIN,2049,110.0
FIN,2050,110.0
FJI,1980,28.55
FJI,1981,28.55
FJI,1982,28.55
FJI,1983,28.55
FJI,1984,28.55
FJI,1985,28.55
FJI,1986,28.55
FJI,1987,28.55
FJI,1988,28.55
FJI,1989,28.55
FJI,1990,28.55
FJI,1991,28.55
FJI,1992,28.55
FJI,1993,28.55
FJI,1994,28.55
FJI,1995,28.55
FJI,1996,28.55
FJI,1997,28.55
FJI,1998,28.55
FJI,1999,28.55
FJI,2000,28.55
FJI,2001,28.55
FJI,2002,28.55
FJI,2003,28.55
FJI,2004,28.55
FJI,2005,28.55
FJI,2006,28.55
FJI,2007,28.55
FJI,2008,28.55
FJI,2009,28.55
FJI,2010,28.55
FJI,2011,28.55
FJI,2012,28.55
FJI,2013,28.55
FJI,2014,28.55
FJI,2015,28.55
FJI,2016,28.55
FJI,2017,28.55
FJI,2018,28.55
FJI,2019,28.55
FJI,2020,28.55
FJI,2021,28.55
FJI,2022,28.55
FJI,2023,28.55
FJI,2024,28.55
FJI,2025,28.55
FJI,2026,28.55
FJI,2027,28.55
FJI,2028,28.55
FJI,2029,28.55
FJI,2030,28.55
FJI,2031,28.55
FJI,2032,28.55
FJI,2033,28.55
FJI,2034,28.55
FJI,2035,28.55
FJI,2036,28.55
FJI,2037,28.55
FJI,2038,28.55
FJI,2039,28.55
FJI,2040,28.55
FJI,2041,28.55
FJI,2042,28.55
FJI,2043,28.55
FJI,2044,28.55
FJI,2045,28.55
FJI,2046,28.55
FJI,2047,28.55
FJI,2048,28.55
FJI,2049,28.55
FJI,2050,28.55
FLK,1980,28.55
FLK,1981,28.55
FLK,1982,28.55
FLK,1983,28.55
FLK,1984,28.55
FLK,1985,28.55
FLK,1986,28.55
FLK,1987,28.55
FLK,1988,28.55
FLK,1989,28.55
FLK,1990,28.55
FLK,1991,28.55
FLK,1992,28.55
FLK,1993,28.55
FLK,1994,28.55
FLK,1995,28.55
FLK,1996,28.55
FLK,1997,28.55
FLK,1998,28.55
FLK,1999,28.55
FLK,2000,28.55
FLK,2001,28.55
FLK,2002,28.55
FLK,2003,28.55
FLK,2004,28.55
FLK,2005,28.55
FLK,2006,28.55
FLK,2007,0.0
FLK,2008,0.0
FLK,2009,0.0
FLK,2010,0.0
FLK,2011,0.0
FLK,2012,0.0
FLK,2013,0.0
FLK,2014,0.0
FLK,2015,0.0
FLK,2016,0.0
FLK,2017,0.0
FLK,2018,0.0
FLK,2019,0.0
FLK,2020,0.0
FLK,2021,0.0
FLK,2022,0.0
FLK,2023,0.0
FLK,2024,0.0
FLK,2025,0.0
FLK,2026,0.0
FLK,2027,0.0
FLK,2028,0.0
FLK,2029,0.0
FLK,2030,0.0
FLK,2031,0.0
FLK,2032,0.0
FLK,2033,0.0
FLK,2034,0.0
FLK,2035,0.0
FLK,2036,0.0
FLK,2037,0.0
FLK,2038,0.0
FLK,2039,0.0
FLK,2040,0.0
FLK,2041,0.0
FLK,2042,0.0
FLK,2043,0.0
FLK,2044,0.0
FLK,2045,0.0
FLK,2046,0.0
FLK,2047,0.0
FLK,2048,0.0
FLK,2049,0.0
FLK,2050,0.0
FRA,1980,211.0
FRA,1981,211.0
FRA,1982,211.0
FRA,1983,211.0
FRA,1984,211.0
FRA,1985,211.0
FRA,1986,211.0
FRA,1987,211.0
FRA,1988,211.0
FRA,1989,211.0
FRA,1990,211.0
FRA,1991,211.0
FRA,1992,211.0
FRA,1993,211.0
FRA,1994,211.0
FRA,1995,211.0
FRA,1996,211.0
FRA,1997,211.0
FRA,1998,211.0
FRA,1999,211.0
FRA,2000,211.0
FRA,2001,211.0
FRA,2002,211.0
FRA,2003,211.0
FRA,2004,211.0
FRA,2005,211.0
FRA,2006,211.0
FRA,2007,211.0
FRA,2008,211.0
FRA,2009,211.0
FRA,2010,211.0
FRA,2011,211.0
FRA,2012,211.0
FRA,2013,211.0
FRA,2014,211.0
FRA,2015,211.0
FRA,2016,211.0
FRA,2017,211.0
FRA,2018,211.0
FRA,2019,211.0
FRA,2020,211.0
FRA,2021,211.0
FRA,2022,211.0
FRA,2023,211.0
FRA,2024,211.0
FRA,2025,211.0
FRA,2026,211.0
FRA,2027,211.0
FRA,2028,211.0
FRA,2029,211.0
FRA,2030,211.0
FRA,2031,211.0
FRA,2032,211.0
FRA,2033,211.0
FRA,2034,211.0
FRA,2035,211.0
FRA,2036,211.0
FRA,2037,211.0
FRA,2038,211.0
FRA,2039,211.0
FRA,2040,211.0
FRA,2041,211.0
FRA,2042,211.0
FRA,2043,211.0
FRA,2044,211.0
FRA,2045,211.0
FRA,2046,211.0
FRA,2047,211.0
FRA,2048,211.0
FRA,2049,211.0
FRA,2050,211.0
FRO,1980,0.0
FRO,1981,0.0
FRO,1982,0.0
FRO,1983,0.0
FRO,1984,0.0
FRO,1985,0.0
FRO,1986,0.0
FRO,1987,0.0
FRO,1988,0.0
FRO,1989,0.0
FRO,1990,0.0
FRO,1991,0.0
FRO,1992,0.0
FRO,1993,0.0
FRO,1994,0.0
FRO,1995,0.0
FRO,1996,0.0
FRO,1997,0.0
FRO,1998,0.0
FRO,1999,0.0
FRO,2000,0.0
FRO,2001,0.0
FRO,2002,0.0
FRO,2003,0.0
FRO,2004,0.0
FRO,2005,0.0
FRO,2006,0.0
FRO,2007,0.0
FRO,2008,0.0
FRO,2009,0.0
FRO,2010,0.0
FRO,2011,0.0
FRO,2012,0.0
FRO,2013,0.0
FRO,2014,0.0
FRO,2015,0.0
FRO,2016,0.0
FRO,2017,0.0
FRO,2018,0.0
FRO,2019,0.0
FRO,2020,0.0
FRO,2021,0.0
FRO,2022,0.0
FRO,2023,0.0
FRO,2024,0.0
FRO,2025,0.0
FRO,2026,0.0
FRO,2027,0.0
FRO,2028,0.0
FRO,2029,0.0
FRO,2030,0.0
FRO,2031,0.0
FRO,2032,0.0
FRO,2033,0.0
FRO,2034,0.0
FRO,2035,0.0
FRO,2036,0.0
FRO,2037,0.0
FRO,2038,0.0
FRO,2039,0.0
FRO,2040,0.0
FRO,2041,0.0
FRO,2042,0.0
FRO,2043,0.0
FRO,2044,0.0
FRO,2045,0.0
FRO,2046,0.0
FRO,2047,0.0
FRO,2048,0.0
FRO,2049,0.0
FRO,2050,0.0
FSM,1980,0.0
FSM,1981,0.0
FSM,1982,0.0
FSM,1983,0.0
FSM,1984,0.0
FSM,1985,0.0
FSM,1986,0.0
FSM,1987,0.0
FSM,1988,0.0
FSM,1989,0.0
FSM,1990,0.0
FSM,1991,0.0
FSM,1992,0.0
FSM,1993,0.0
FSM,1994,0.0
FSM,1995,0.0
FSM,1996,0.0
FSM,1997,0.0
FSM,1998,0.0
FSM,1999,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
FSM,2020,0.0
FSM,2021,0.0
FSM,2022,0.0
FSM,2023,0.0
FSM,2024,0.0
FSM,2025,0.0
FSM,2026,0.0
FSM,2027,0.0
FSM,2028,0.0
FSM,2029,0.0
FSM,2030,0.0
FSM,2031,0.0
FSM,2032,0.0
FSM,2033,0.0
FSM,2034,0.0
FSM,2035,0.0
FSM,2036,0.0
FSM,2037,0.0
FSM,2038,0.0
FSM,2039,0.0
FSM,2040,0.0
FSM,2041,0.0
FSM,2042,0.0
FSM,2043,0.0
FSM,2044,0.0
FSM,2045,0.0
FSM,2046,0.0
FSM,2047,0.0
FSM,2048,0.0
FSM,2049,0.0
FSM,2050,0.0
GAB,1980,166.0
GAB,1981,166.0
GAB,1982,166.0
GAB,1983,166.0
GAB,1984,166.0
GAB,1985,166.0
GAB,1986,166.0
GAB,1987,166.0
GAB,1988,166.0
GAB,1989,166.0
GAB,1990,166.0
GAB,1991,166.0
GAB,1992,166.0
GAB,1993,166.0
GAB,1994,166.0
GAB,1995,166.0
GAB,1996,166.0
GAB,1997,166.0
GAB,1998,166.0
GAB,1999,166.0
GAB,2000,166.0
GAB,2001,166.0
GAB,2002,166.0
GAB,2003,166.0
GAB,2004,166.0
GAB,2005,166.0
GAB,2006,166.0
GAB,2007,166.0
GAB,2008,166.0
GAB,2009,166.0
GAB,2010,166.0
GAB,2011,166.0
GAB,2012,166.0
GAB,2013,166.0
GAB,2014,166.0
GAB,2015,166.0
GAB,2016,166.0
GAB,2017,166.0
GAB,2018,166.0
GAB,2019,166.0
GAB,2020,166.0
GAB,2021,166.0
GAB,2022,166.0
GAB,2023,166.0
GAB,2024,166.0
GAB,2025,166.0
GAB,2026,166.0
GAB,2027,166.0
GAB,2028,166.0
GAB,2029,166.0
GAB,2030,166.0
GAB,2031,166.0
GAB,2032,166.0
GAB,2033,166.0
GAB,2034,166.0
GAB,2035,166.0
GAB,2036,166.0
GAB,2037,166.0
GAB,2038,166.0
GAB,2039,166.0
GAB,2040,166.0
GAB,2041,166.0
GAB,2042,166.0
GAB,2043,166.0
GAB,2044,166.0
GAB,2045,166.0
GAB,2046,166.0
GAB,2047,166.0
GAB,2048,166.0
GAB,2049,166.0
GAB,2050,166.0
GBR,1980,147.0
GBR,1981,147.0
GBR,1982,147.0
GBR,1983,147.0
GBR,1984,147.0
GBR,1985,147.0
GBR,1986,147.0
GBR,1987,147.0
GBR,1988,147.0
GBR,1989,147.0
GBR,1990,147.0
GBR,1991,147.0
GBR,1992,147.0
GBR,1993,147.0
GBR,1994,147.0
GBR,1995,147.0
GBR,1996,147.0
GBR,1997,147.0
GBR,1998,147.0
GBR,1999,147.0
GBR,2000,147.0
GBR,2001,147.0
GBR,2002,147.0
GBR,2003,147.0
GBR,2004,147.0
GBR,2005,147.0
GBR,2006,147.0
GBR,2007,147.0
GBR,2008,147.0
GBR,2009,147.0
GBR,2010,147.0
GBR,2011,147.0
GBR,2012,147.0
GBR,2013,147.0
GBR,2014,147.0
GBR,2015,147.0
GBR,2016,147.0
GBR,2017,147.0
GBR,2018,147.0
GBR,2019,147.0
GBR,2020,147.0
GBR,2021,147.0
GBR,2022,147.0
GBR,2023,147.0
GBR,2024,147.0
GBR,2025,147.0
GBR,2026,147.0
GBR,2027,147.0
GBR,2028,147.0
GBR,2029,147.0
GBR,2030,147.0
GBR,2031,147.0
GBR,2032,147.0
GBR,2033,147.0
GBR,2034,147.0
GBR,2035,147.0
GBR,2036,147.0
GBR,2037,147.0
GBR,2038,147.0
GBR,2039,147.0
GBR,2040,147.0
GBR,2041,147.0
GBR,2042,147.0
GBR,2043,147.0
GBR,2044,147.0
GBR,2045,147.0
GBR,2046,147.0
GBR,2047,147.0
GBR,2048,147.0
GBR,2049,147.0
GBR,2050,147.0
GEO,1980,63.33
GEO,1981,63.33
GEO,1982,63.33
GEO,1983,63.33
GEO,1984,63.33
GEO,1985,63.33
GEO,1986,63.33
GEO,1987,63.33
GEO,1988,63.33
GEO,1989,63.33
GEO,1990,63.33
GEO,1991,63.33
GEO,1992,63.33
GEO,1993,63.33
GEO,1994,63.33
GEO,1995,63.33
GEO,1996,63.33
GEO,1997,63.33
GEO,1998,63.33
GEO,1999,63.33
GEO,2000,63.33
GEO,2001,63.33
GEO,2002,63.33
GEO,2003,63.33
GEO,2004,63.33
GEO,2005,63.33
GEO,2006,63.33
GEO,2007,63.33
GEO,2008,63.33
GEO,2009,63.33
GEO,2010,63.33
GEO,2011,63.33
GEO,2012,63.33
GEO,2013,63.33
GEO,2014,63.33
GEO,2015,63.33
GEO,2016,63.33
GEO,2017,63.33
GEO,2018,63.33
GEO,2019,63.33
GEO,2020,63.33
GEO,2021,63.33
GEO,2022,63.33
GEO,2023,63.33
GEO,2024,63.33
GEO,2025,63.33
GEO,2026,63.33
GEO,2027,63.33
GEO,2028,63.33
GEO,2029,63.33
GEO,2030,63.33
GEO,2031,63.33
GEO,2032,63.33
GEO,2033,63.33
GEO,2034,63.33
GEO,2035,63.33
GEO,2036,63.33
GEO,2037,63.33
GEO,2038,63.33
GEO,2039,63.33
GEO,2040,63.33
GEO,2041,63.33
GEO,2042,63.33
GEO,2043,63.33
GEO,2044,63.33
GEO,2045,63.33
GEO,2046,63.33
GEO,2047,63.33
GEO,2048,63.33
GEO,2049,63.33
GEO,2050,63.33
GGY,1980,63.33
GGY,1981,63.33
GGY,1982,63.33
GGY,1983,63.33
GGY,1984,63.33
GGY,1985,63.33
GGY,1986,63.33
GGY,1987,63.33
GGY,1988,63.33
GGY,1989,63.33
GGY,1990,63.33
GGY,1991,63.33
GGY,1992,63.33
GGY,1993,63.33
GGY,1994,63.33
GGY,1995,63.33
GGY,1996,63.33
GGY,1997,63.33
GGY,1998,63.33
GGY,1999,63.33
GGY,2000,63.33
GGY,2001,63.33
GGY,2002,63.33
GGY,2003,63.33
GGY,2004,63.33
GGY,2005,63.33
GGY,2006,63.33
GGY,2007,0.0
GGY,2008,0.0
GGY,2009,0.0
GGY,2010,0.0
GGY,2011,0.0
GGY,2012,0.0
GGY,2013,0.0
GGY,2014,0.0
GGY,2015,0.0
GGY,2016,0.0
GGY,2017,0.0
GGY,2018,0.0
GGY,2019,0.0
GGY,2020,0.0
GGY,2021,0.0
GGY,2022,0.0
GGY,2023,0.0
GGY,2024,0.0
GGY,2025,0.0
GGY,2026,0.0
GGY,2027,0.0
GGY,2028,0.0
GGY,2029,0.0
GGY,2030,0.0
GGY,2031,0.0
GGY,2032,0.0
GGY,2033,0.0
GGY,2034,0.0
GGY,2035,0.0
GGY,2036,0.0
GGY,2037,0.0
GGY,2038,0.0
GGY,2039,0.0
GGY,2040,0.0
GGY,2041,0.0
GGY,2042,0.0
GGY,2043,0.0
GGY,2044,0.0
GGY,2045,0.0
GGY,2046,0.0
GGY,2047,0.0
GGY,2048,0.0
GGY,2049,0.0
GGY,2050,0.0
GHA,1980,56.2
GHA,1981,56.2
GHA,1982,56.2
GHA,1983,56.2
GHA,1984,56.2
GHA,1985,56.2
GHA,1986,56.2
GHA,1987,56.2
GHA,1988,56.2
GHA,1989,56.2
GHA,1990,56.2
GHA,1991,56.2
GHA,1992,56.2
GHA,1993,56.2
GHA,1994,56.2
GHA,1995,56.2
GHA,1996,56.2
GHA,1997,56.2
GHA,1998,56.2
GHA,1999,56.2
GHA,2000,56.2
GHA,2001,56.2
GHA,2002,56.2
GHA,2003,56.2
GHA,2004,56.2
GHA,2005,56.2
GHA,2006,56.2
GHA,2007,56.2
GHA,2008,56.2
GHA,2009,56.2
GHA,2010,56.2
GHA,2011,56.2
GHA,2012,56.2
GHA,2013,56.2
GHA,2014,56.2
GHA,2015,56.2
GHA,2016,56.2
GHA,2017,56.2
GHA,2018,56.2
GHA,2019,56.2
GHA,2020,56.2
GHA,2021,56.2
GHA,2022,56.2
GHA,2023,56.2
GHA,2024,56.2
GHA,2025,56.2
GHA,2026,56.2
GHA,2027,56.2
GHA,2028,56.2
GHA,2029,56.2
GHA,2030,56.2
GHA,2031,56.2
GHA,2032,56.2
GHA,2033,56.2
GHA,2034,56.2
GHA,2035,56.2
GHA,2036,56.2
GHA,2037,56.2
GHA,2038,56.2
GHA,2039,56.2
GHA,2040,56.2
GHA,2041,56.2
GHA,2042,56.2
GHA,2043,56.2
GHA,2044,56.2
GHA,2045,56.2
GHA,2046,56.2
GHA,2047,56.2
GHA,2048,56.2
GHA,2049,56.2
GHA,2050,56.2
GIB,1980,0.0
GIB,1981,0.0
GIB,1982,0.0
GIB,1983,0.0
GIB,1984,0.0
GIB,1985,0.0
GIB,1986,0.0
GIB,1987,0.0
GIB,1988,0.0
GIB,1989,0.0
GIB,1990,0.0
GIB,1991,0.0
GIB,1992,0.0
GIB,1993,0.0
GIB,1994,0.0
GIB,1995,0.0
GIB,1996,0.0
GIB,1997,0.0
GIB,1998,0.0
GIB,1999,0.0
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIB,2020,0.0
GIB,2021,0.0
GIB,2022,0.0
GIB,2023,0.0
GIB,2024,0.0
GIB,2025,0.0
GIB,2026,0.0
GIB,2027,0.0
GIB,2028,0.0
GIB,2029,0.0
GIB,2030,0.0
GIB,2031,0.0
GIB,2032,0.0
GIB,2033,0.0
GIB,2034,0.0
GIB,2035,0.0
GIB,2036,0.0
GIB,2037,0.0
GIB,2038,0.0
GIB,2039,0.0
GIB,2040,0.0
GIB,2041,0.0
GIB,2042,0.0
GIB,2043,0.0
GIB,2044,0.0
GIB,2045,0.0
GIB,2046,0.0
GIB,2047,0.0
GIB,2048,0.0
GIB,2049,0.0
GIB,2050,0.0
GIN,1980,226.0
GIN,1981,226.0
GIN,1982,226.0
GIN,1983,226.0
GIN,1984,226.0
GIN,1985,226.0
GIN,1986,226.0
GIN,1987,226.0
GIN,1988,226.0
GIN,1989,226.0
GIN,1990,226.0
GIN,1991,226.0
GIN,1992,226.0
GIN,1993,226.0
GIN,1994,226.0
GIN,1995,226.0
GIN,1996,226.0
GIN,1997,226.0
GIN,1998,226.0
GIN,1999,226.0
GIN,2000,226.0
GIN,2001,226.0
GIN,2002,226.0
GIN,2003,226.0
GIN,2004,226.0
GIN,2005,226.0
GIN,2006,226.0
GIN,2007,226.0
GIN,2008,226.0
GIN,2009,226.0
GIN,2010,226.0
GIN,2011,226.0
GIN,2012,226.0
GIN,2013,226.0
GIN,2014,226.0
GIN,2015,226.0
GIN,2016,226.0
GIN,2017,226.0
GIN,2018,226.0
GIN,2019,226.0
GIN,2020,226.0
GIN,2021,226.0
GIN,2022,226.0
GIN,2023,226.0
GIN,2024,226.0
GIN,2025,226.0
GIN,2026,226.0
GIN,2027,226.0
GIN,2028,226.0
GIN,2029,226.0
GIN,2030,226.0
GIN,2031,226.0
GIN,2032,226.0
GIN,2033,226.0
GIN,2034,226.0
GIN,2035,226.0
GIN,2036,226.0
GIN,2037,226.0
GIN,2038,226.0
GIN,2039,226.0
GIN,2040,226.0
GIN,2041,226.0
GIN,2042,226.0
GIN,2043,226.0
GIN,2044,226.0
GIN,2045,226.0
GIN,2046,226.0
GIN,2047,226.0
GIN,2048,226.0
GIN,2049,226.0
GIN,2050,226.0
GLP,1980,0.0
GLP,1981,0.0
GLP,1982,0.0
GLP,1983,0.0
GLP,1984,0.0
GLP,1985,0.0
GLP,1986,0.0
GLP,1987,0.0
