ISO,Item,Year,DMCi
CHN,Non-metallic minerals,1981,1277692947.16
CHN,Non-metallic minerals,1982,1347408087.37
CHN,Non-metallic minerals,1983,1613329891.24
CHN,Non-metallic minerals,1984,1876480372.99
CHN,Non-metallic minerals,1985,2198820471.66
CHN,Non-metallic minerals,1986,2632245323.79
CHN,Non-metallic minerals,1987,2828371949.56
CHN,Non-metallic minerals,1988,3287725331.96
CHN,Non-metallic minerals,1989,3291647981.43
CHN,Non-metallic minerals,1990,3086280241.76
CHN,Non-metallic minerals,1991,3423222286.34
CHN,Non-metallic minerals,1992,4339476098.06
CHN,Non-metallic minerals,1993,4991708652.6
CHN,Non-metallic minerals,1994,5611845470.38
CHN,Non-metallic minerals,1995,6154940008.12
CHN,Non-metallic minerals,1996,6269513223.51
CHN,Non-metallic minerals,1997,6466327444.29
CHN,Non-metallic minerals,1998,6672555630.14
CHN,Non-metallic minerals,1999,6959865843.33
CHN,Non-metallic minerals,2000,7164347120.11
CHN,Non-metallic minerals,2001,7609032303.13
CHN,Non-metallic minerals,2002,8065717569.06
CHN,Non-metallic minerals,2003,9044218613.59
CHN,Non-metallic minerals,2004,9876442402.05
CHN,Non-metallic minerals,2005,10468464111.1
CHN,Non-metallic minerals,2006,11532544648.8
CHN,Non-metallic minerals,2007,12447390962.6
CHN,Non-metallic minerals,2008,12736094173.6
CHN,Non-metallic minerals,2009,14592540711.0
CHN,Non-metallic minerals,2010,16581846020.4
CHN,Non-metallic minerals,2011,17891416569.1
CHN,Non-metallic minerals,2012,18700785766.3
CHN,Non-metallic minerals,2013,19499559935.7
CHN,Non-metallic minerals,2014,20246524817.3
CHN,Non-metallic minerals,2015,21048045118.6
CHN,Non-metallic minerals,2016,21849565420.0
CHN,Non-metallic minerals,2017,22651085721.3
CIV,Biomass,1970,17309383.809
CIV,Biomass,1971,18123941.1582
CIV,Biomass,1972,18483730.8021
CIV,Biomass,1973,19414569.8769
CIV,Biomass,1974,20088379.5697
CIV,Biomass,1975,21989917.323
CIV,Biomass,1976,22125146.1323
CIV,Biomass,1977,22557284.5716
CIV,Biomass,1978,23321590.1811
CIV,Biomass,1979,24646442.2488
CIV,Biomass,1980,27403007.9031
CIV,Biomass,1981,27977328.4915
CIV,Biomass,1982,28434466.8322
CIV,Biomass,1983,28445968.1985
CIV,Biomass,1984,29140970.8982
CIV,Biomass,1985,29213929.9423
CIV,Biomass,1986,29504787.1053
CIV,Biomass,1987,30419521.8437
CIV,Biomass,1988,30325431.5485
CIV,Biomass,1989,30801467.5978
CIV,Biomass,1990,32638941.1381
CIV,Biomass,1991,33149702.064
CIV,Biomass,1992,33872115.1764
CIV,Biomass,1993,34092357.777
CIV,Biomass,1994,35194497.2284
CIV,Biomass,1995,35680152.68
CIV,Biomass,1996,36306051.3283
CIV,Biomass,1997,36279078.1536
CIV,Biomass,1998,37544970.2812
CIV,Biomass,1999,38521758.3678
CIV,Biomass,2000,38940783.6423
CIV,Biomass,2001,37555965.774
CIV,Biomass,2002,38534507.9821
CIV,Biomass,2003,37582217.7353
CIV,Biomass,2004,38113350.8142
CIV,Biomass,2005,39332368.5893
CIV,Biomass,2006,40351431.189
CIV,Biomass,2007,39743930.8373
CIV,Biomass,2008,41273917.2918
CIV,Biomass,2009,41452105.0532
CIV,Biomass,2010,43675344.1336
CIV,Biomass,2011,44455954.4541
CIV,Biomass,2012,47996276.1264
CIV,Biomass,2013,48941765.4143
CIV,Biomass,2014,52099568.1779
CIV,Biomass,2015,53061467.1338
CIV,Biomass,2016,54014058.2446
CIV,Biomass,2017,54966649.3553
CIV,Fossil fuels,1970,717000.0
CIV,Fossil fuels,1971,808000.0
CIV,Fossil fuels,1972,930000.0
CIV,Fossil fuels,1973,1063000.0
CIV,Fossil fuels,1974,1059000.0
CIV,Fossil fuels,1975,1073000.0
CIV,Fossil fuels,1976,1161000.0
CIV,Fossil fuels,1977,1289000.0
CIV,Fossil fuels,1978,1301000.0
CIV,Fossil fuels,1979,1871000.0
CIV,Fossil fuels,1980,1540000.0
CIV,Fossil fuels,1981,1481000.0
CIV,Fossil fuels,1982,1342000.0
CIV,Fossil fuels,1983,945000.0
CIV,Fossil fuels,1984,1014000.0
CIV,Fossil fuels,1985,1184000.0
CIV,Fossil fuels,1986,1453000.0
CIV,Fossil fuels,1987,1473000.0
CIV,Fossil fuels,1988,1476000.0
CIV,Fossil fuels,1989,1430000.0
CIV,Fossil fuels,1990,1150000.0
CIV,Fossil fuels,1991,1237000.0
CIV,Fossil fuels,1992,1540000.0
CIV,Fossil fuels,1993,1611000.0
CIV,Fossil fuels,1994,1658000.0
CIV,Fossil fuels,1995,1458812.0
CIV,Fossil fuels,1996,1970308.0
CIV,Fossil fuels,1997,2009972.0
CIV,Fossil fuels,1998,1898366.0
CIV,Fossil fuels,1999,2870884.0
CIV,Fossil fuels,2000,2542884.0
CIV,Fossil fuels,2001,2243804.0
CIV,Fossil fuels,2002,2622330.0
CIV,Fossil fuels,2003,2139216.0
CIV,Fossil fuels,2004,2258440.0
CIV,Fossil fuels,2005,2546942.0
CIV,Fossil fuels,2006,2055582.0
CIV,Fossil fuels,2007,2289294.0
CIV,Fossil fuels,2008,2099572.0
CIV,Fossil fuels,2009,1895692.0
CIV,Fossil fuels,2010,2268816.0
CIV,Fossil fuels,2011,2237048.0
CIV,Fossil fuels,2012,2906462.0
CIV,Fossil fuels,2013,3343690.0
CIV,Fossil fuels,2014,3431084.0
CIV,Fossil fuels,2015,3432209.28572
CIV,Fossil fuels,2016,3435694.38571
CIV,Fossil fuels,2017,3441179.48571
CIV,Metal ores,1970,22121.252
CIV,Metal ores,1971,29002.465
CIV,Metal ores,1972,11002.025
CIV,Metal ores,1973,27071.763
CIV,Metal ores,1974,11985.691
CIV,Metal ores,1975,18152.669
CIV,Metal ores,1976,51812.599
CIV,Metal ores,1977,50326.071
CIV,Metal ores,1978,74040.304
CIV,Metal ores,1979,104448.475
CIV,Metal ores,1980,0.0
CIV,Metal ores,1981,48084.022
CIV,Metal ores,1982,51764.418
CIV,Metal ores,1983,32570.217
CIV,Metal ores,1984,0.0
CIV,Metal ores,1985,45026.914
CIV,Metal ores,1986,0.0
CIV,Metal ores,1987,0.0
CIV,Metal ores,1988,1500.0
CIV,Metal ores,1989,3250.0
CIV,Metal ores,1990,5000.0
CIV,Metal ores,1991,247250.0
CIV,Metal ores,1992,416250.0
CIV,Metal ores,1993,375000.0
CIV,Metal ores,1994,465000.0
CIV,Metal ores,1995,497775.1679999999
CIV,Metal ores,1996,472295.905
CIV,Metal ores,1997,756891.834
CIV,Metal ores,1998,1056291.156
CIV,Metal ores,1999,911913.6059999999
CIV,Metal ores,2000,980343.583
CIV,Metal ores,2001,1029809.276
CIV,Metal ores,2002,998883.8459999999
CIV,Metal ores,2003,396292.949
CIV,Metal ores,2004,336032.77
CIV,Metal ores,2005,530219.821
CIV,Metal ores,2006,497392.919
CIV,Metal ores,2007,498535.96
CIV,Metal ores,2008,1264095.689
CIV,Metal ores,2009,1922648.715
CIV,Metal ores,2010,1550805.962
CIV,Metal ores,2011,2145381.45567
CIV,Metal ores,2012,1844799.15267
CIV,Metal ores,2013,3520962.83767
CIV,Metal ores,2014,4507746.775
CIV,Metal ores,2015,4720933.98872
CIV,Metal ores,2016,4934121.20244
CIV,Metal ores,2017,5147308.41616
CIV,Non-metallic minerals,1970,6651033.1068
CIV,Non-metallic minerals,1971,7835909.0957
CIV,Non-metallic minerals,1972,9501038.4331
CIV,Non-metallic minerals,1973,10393997.8396
CIV,Non-metallic minerals,1974,10758736.0573
CIV,Non-metallic minerals,1975,11660636.0044
CIV,Non-metallic minerals,1976,13261275.8953
CIV,Non-metallic minerals,1977,17441390.0758
CIV,Non-metallic minerals,1978,18492934.029
CIV,Non-metallic minerals,1979,19709978.9261
CIV,Non-metallic minerals,1980,17918187.9988
CIV,Non-metallic minerals,1981,17696881.7126
CIV,Non-metallic minerals,1982,15543240.6658
CIV,Non-metallic minerals,1983,11247790.522
CIV,Non-metallic minerals,1984,13831441.6396
CIV,Non-metallic minerals,1985,10609448.9956
CIV,Non-metallic minerals,1986,13454958.2297
CIV,Non-metallic minerals,1987,14466887.9032
CIV,Non-metallic minerals,1988,12388009.7632
CIV,Non-metallic minerals,1989,11004701.6638
CIV,Non-metallic minerals,1990,7308707.531989999
CIV,Non-metallic minerals,1991,7528869.44948
CIV,Non-metallic minerals,1992,5603242.285780001
CIV,Non-metallic minerals,1993,5243469.48608
CIV,Non-metallic minerals,1994,5106100.5089
CIV,Non-metallic minerals,1995,8205447.4289
CIV,Non-metallic minerals,1996,9358094.2619
CIV,Non-metallic minerals,1997,13924520.2334
CIV,Non-metallic minerals,1998,11723502.3398
CIV,Non-metallic minerals,1999,12814352.0132
CIV,Non-metallic minerals,2000,10384434.0367
CIV,Non-metallic minerals,2001,10068708.3483
CIV,Non-metallic minerals,2002,10638536.6056
CIV,Non-metallic minerals,2003,9974845.131000001
CIV,Non-metallic minerals,2004,9907165.9733
CIV,Non-metallic minerals,2005,9154136.68215
CIV,Non-metallic minerals,2006,8029573.47315
CIV,Non-metallic minerals,2007,9860786.58585
CIV,Non-metallic minerals,2008,9555296.327
CIV,Non-metallic minerals,2009,8699642.00585
CIV,Non-metallic minerals,2010,9665630.94145
CIV,Non-metallic minerals,2011,8670126.25567
CIV,Non-metallic minerals,2012,8989941.67058
CIV,Non-metallic minerals,2013,9264889.6295
CIV,Non-metallic minerals,2014,8812681.79443
CIV,Non-metallic minerals,2015,8608022.04755
CIV,Non-metallic minerals,2016,8403362.30068
CIV,Non-metallic minerals,2017,8198702.5538
CMR,Biomass,1970,18415433.8091
CMR,Biomass,1971,18788604.8082
CMR,Biomass,1972,19564953.833
CMR,Biomass,1973,19399451.832
CMR,Biomass,1974,20904642.8081
CMR,Biomass,1975,22299455.5274
CMR,Biomass,1976,20976008.4636
CMR,Biomass,1977,21737493.4937
CMR,Biomass,1978,21713339.4007
CMR,Biomass,1979,22216495.5209
CMR,Biomass,1980,22755193.5088
CMR,Biomass,1981,22998804.7599
CMR,Biomass,1982,23986442.4523
CMR,Biomass,1983,23769503.3782
CMR,Biomass,1984,24866434.9956
CMR,Biomass,1985,26118488.5563
CMR,Biomass,1986,28873204.6738
CMR,Biomass,1987,27077404.541
CMR,Biomass,1988,28434911.7186
CMR,Biomass,1989,29469145.9141
CMR,Biomass,1990,31381821.2297
CMR,Biomass,1991,31748556.8797
CMR,Biomass,1992,32269555.2573
CMR,Biomass,1993,33156715.3377
CMR,Biomass,1994,33846555.9444
CMR,Biomass,1995,35609847.0747
CMR,Biomass,1996,36875344.0346
CMR,Biomass,1997,36293518.4094
CMR,Biomass,1998,36967528.8696
CMR,Biomass,1999,37347677.39
CMR,Biomass,2000,38002221.9211
CMR,Biomass,2001,38599313.1665
CMR,Biomass,2002,39745824.021
CMR,Biomass,2003,40877054.3679
CMR,Biomass,2004,41755591.8131
CMR,Biomass,2005,46962281.5194
CMR,Biomass,2006,49234590.8571
CMR,Biomass,2007,50809698.0031
CMR,Biomass,2008,51925292.4693
CMR,Biomass,2009,55501932.2757
CMR,Biomass,2010,60144910.7845
CMR,Biomass,2011,62350128.8428
CMR,Biomass,2012,64309798.5003
CMR,Biomass,2013,66278938.8832
CMR,Biomass,2014,67828463.2674
CMR,Biomass,2015,70117583.4523
CMR,Biomass,2016,72444447.4408
CMR,Biomass,2017,74771311.4293
CMR,Fossil fuels,1970,279000.0
CMR,Fossil fuels,1971,286000.0
CMR,Fossil fuels,1972,308000.0
CMR,Fossil fuels,1973,314000.0
CMR,Fossil fuels,1974,314000.0
CMR,Fossil fuels,1975,364000.0
CMR,Fossil fuels,1976,338000.0
CMR,Fossil fuels,1977,495000.0
CMR,Fossil fuels,1978,531000.0
CMR,Fossil fuels,1979,619000.0
CMR,Fossil fuels,1980,631000.0
CMR,Fossil fuels,1981,724000.0
CMR,Fossil fuels,1982,796000.0
CMR,Fossil fuels,1983,822000.0
CMR,Fossil fuels,1984,886000.0
CMR,Fossil fuels,1985,945000.0156319999
CMR,Fossil fuels,1986,920000.0156319999
CMR,Fossil fuels,1987,967000.0156319999
CMR,Fossil fuels,1988,842000.0156319999
CMR,Fossil fuels,1989,900000.0156319999
CMR,Fossil fuels,1990,822000.0156319999
CMR,Fossil fuels,1991,814000.0156319999
CMR,Fossil fuels,1992,850000.0156319999
CMR,Fossil fuels,1993,887000.0156319999
CMR,Fossil fuels,1994,1060000.01563
CMR,Fossil fuels,1995,921000.0156319999
CMR,Fossil fuels,1996,1110000.01563
CMR,Fossil fuels,1997,1111000.01563
CMR,Fossil fuels,1998,960000.0156319999
CMR,Fossil fuels,1999,902000.0156319999
CMR,Fossil fuels,2000,1059000.01563
CMR,Fossil fuels,2001,1040000.0
CMR,Fossil fuels,2002,1079000.0
CMR,Fossil fuels,2003,1207000.0
CMR,Fossil fuels,2004,1233000.0
CMR,Fossil fuels,2005,1038000.0
CMR,Fossil fuels,2006,1200000.0
CMR,Fossil fuels,2007,1561334.0
CMR,Fossil fuels,2008,1495658.0
CMR,Fossil fuels,2009,1798370.0
CMR,Fossil fuels,2010,1908260.0
CMR,Fossil fuels,2011,1848178.0
CMR,Fossil fuels,2012,1954210.0
CMR,Fossil fuels,2013,2166688.0
CMR,Fossil fuels,2014,2282516.0
CMR,Fossil fuels,2015,2533875.42857
CMR,Fossil fuels,2016,2655102.28571
CMR,Fossil fuels,2017,2776329.14285
CMR,Metal ores,1970,76392.25200000001
CMR,Metal ores,1971,77735.985
CMR,Metal ores,1972,68086.233
CMR,Metal ores,1973,50638.132667
CMR,Metal ores,1974,62525.789667
CMR,Metal ores,1975,45542.798333
CMR,Metal ores,1976,232949.302667
CMR,Metal ores,1977,141904.404667
CMR,Metal ores,1978,181829.714333
CMR,Metal ores,1979,136431.624
CMR,Metal ores,1980,180331.133
CMR,Metal ores,1981,4100.0
CMR,Metal ores,1982,182673.943
CMR,Metal ores,1983,3600.0
CMR,Metal ores,1984,3600.0
CMR,Metal ores,1985,3600.0
CMR,Metal ores,1986,288307.34
CMR,Metal ores,1987,297101.769
CMR,Metal ores,1988,0.0
CMR,Metal ores,1989,276964.249
CMR,Metal ores,1990,98938.79
CMR,Metal ores,1991,0.0
CMR,Metal ores,1992,2500.0
CMR,Metal ores,1993,2500.0
CMR,Metal ores,1994,2500.0
CMR,Metal ores,1995,344697.595
CMR,Metal ores,1996,384761.155
CMR,Metal ores,1997,483817.158
CMR,Metal ores,1998,547361.7220000001
CMR,Metal ores,1999,567500.088
CMR,Metal ores,2000,495696.141
CMR,Metal ores,2001,622551.52
CMR,Metal ores,2002,487553.932
CMR,Metal ores,2003,407478.182
CMR,Metal ores,2004,354850.508
CMR,Metal ores,2005,420803.775
CMR,Metal ores,2006,389869.643
CMR,Metal ores,2007,267375.372
CMR,Metal ores,2008,252008.476
CMR,Metal ores,2009,350392.929
CMR,Metal ores,2010,469419.3320000001
CMR,Metal ores,2011,494587.367
CMR,Metal ores,2012,407401.374
CMR,Metal ores,2013,150000.0
CMR,Metal ores,2014,476066.14
CMR,Metal ores,2015,472604.008036
CMR,Metal ores,2016,469141.876073
CMR,Metal ores,2017,465679.744109
CMR,Non-metallic minerals,1970,1255154.99055
CMR,Non-metallic minerals,1971,1976301.87255
CMR,Non-metallic minerals,1972,2464001.7476
CMR,Non-metallic minerals,1973,2464172.875
CMR,Non-metallic minerals,1974,2912841.2912
CMR,Non-metallic minerals,1975,3201524.3281
CMR,Non-metallic minerals,1976,3132113.6664
CMR,Non-metallic minerals,1977,4890863.21
CMR,Non-metallic minerals,1978,3469148.693
CMR,Non-metallic minerals,1979,6151402.37605
CMR,Non-metallic minerals,1980,5874939.2203
CMR,Non-metallic minerals,1981,5099026.492380001
CMR,Non-metallic minerals,1982,5270880.14445
CMR,Non-metallic minerals,1983,5774508.57845
CMR,Non-metallic minerals,1984,5832790.23825
CMR,Non-metallic minerals,1985,5957716.49725
CMR,Non-metallic minerals,1986,6456669.58625
CMR,Non-metallic minerals,1987,9502110.4516
CMR,Non-metallic minerals,1988,7181770.8974
CMR,Non-metallic minerals,1989,5859898.4792
CMR,Non-metallic minerals,1990,5844323.5644
CMR,Non-metallic minerals,1991,5045257.366719999
CMR,Non-metallic minerals,1992,5045599.01504
CMR,Non-metallic minerals,1993,5950182.16136
CMR,Non-metallic minerals,1994,5778992.648080001
CMR,Non-metallic minerals,1995,5930371.1209
CMR,Non-metallic minerals,1996,2960965.1682
CMR,Non-metallic minerals,1997,6494616.3198
CMR,Non-metallic minerals,1998,8879361.44955
CMR,Non-metallic minerals,1999,9525043.4119
CMR,Non-metallic minerals,2000,10055692.1944
CMR,Non-metallic minerals,2001,11829558.5789
CMR,Non-metallic minerals,2002,11055245.9677
CMR,Non-metallic minerals,2003,10622550.2042
CMR,Non-metallic minerals,2004,12664979.0305
CMR,Non-metallic minerals,2005,13385542.9791
CMR,Non-metallic minerals,2006,13861339.2275
CMR,Non-metallic minerals,2007,14386003.9861
CMR,Non-metallic minerals,2008,13144067.2942
CMR,Non-metallic minerals,2009,15086324.9523
CMR,Non-metallic minerals,2010,16922728.4775
CMR,Non-metallic minerals,2011,17606202.0648
CMR,Non-metallic minerals,2012,18399095.78
CMR,Non-metallic minerals,2013,17181273.8013
CMR,Non-metallic minerals,2014,20371822.4475
CMR,Non-metallic minerals,2015,21067319.3576
CMR,Non-metallic minerals,2016,21742286.6286
CMR,Non-metallic minerals,2017,22417253.8994
COD,Biomass,1970,48499105.2018
COD,Biomass,1971,48395191.3809
COD,Biomass,1972,49505070.9584
COD,Biomass,1973,51095048.3038
COD,Biomass,1974,52253649.6207
COD,Biomass,1975,53632503.9332
COD,Biomass,1976,54704425.3048
COD,Biomass,1977,55743215.5272
COD,Biomass,1978,55436516.8065
COD,Biomass,1979,58010837.6116
COD,Biomass,1980,60180038.5722
COD,Biomass,1981,61684660.7009
COD,Biomass,1982,64445834.643
COD,Biomass,1983,66250473.5155
COD,Biomass,1984,68432279.8531
COD,Biomass,1985,70725342.2932
COD,Biomass,1986,72694267.846
COD,Biomass,1987,75202542.0353
COD,Biomass,1988,77841302.9216
COD,Biomass,1989,80525421.58
COD,Biomass,1990,84407592.4258
COD,Biomass,1991,87194229.8741
COD,Biomass,1992,90615754.2104
COD,Biomass,1993,93044253.2422
COD,Biomass,1994,95918666.8127
COD,Biomass,1995,90851455.7664
COD,Biomass,1996,92059658.9761
COD,Biomass,1997,92259334.6996
COD,Biomass,1998,94336238.5666
COD,Biomass,1999,93622541.8836
COD,Biomass,2000,93564833.3488
COD,Biomass,2001,93344452.3973
COD,Biomass,2002,93311045.0482
COD,Biomass,2003,94697489.5634
COD,Biomass,2004,95849895.329
COD,Biomass,2005,96941271.7895
COD,Biomass,2006,98268295.7355
COD,Biomass,2007,99377476.811
COD,Biomass,2008,100331315.149
COD,Biomass,2009,101606357.189
COD,Biomass,2010,102656094.049
COD,Biomass,2011,105404174.37
COD,Biomass,2012,109455593.408
COD,Biomass,2013,111475957.409
COD,Biomass,2014,110944556.109
COD,Biomass,2015,111487183.653
COD,Biomass,2016,112837843.415
COD,Biomass,2017,114188503.177
COD,Fossil fuels,1970,1156000.0
COD,Fossil fuels,1971,1143000.0
COD,Fossil fuels,1972,1139000.0
COD,Fossil fuels,1973,1192000.0
COD,Fossil fuels,1974,1192000.0
COD,Fossil fuels,1975,1162000.0
COD,Fossil fuels,1976,1135000.0
COD,Fossil fuels,1977,1189000.0
COD,Fossil fuels,1978,923000.0
COD,Fossil fuels,1979,1262000.0
COD,Fossil fuels,1980,1132000.0
COD,Fossil fuels,1981,1338000.0
COD,Fossil fuels,1982,1134000.0
COD,Fossil fuels,1983,1413000.0
COD,Fossil fuels,1984,1610000.0
COD,Fossil fuels,1985,1314000.0
COD,Fossil fuels,1986,1214000.0
COD,Fossil fuels,1987,1333000.0
COD,Fossil fuels,1988,1415000.0
COD,Fossil fuels,1989,1278000.0
COD,Fossil fuels,1990,1545000.0
COD,Fossil fuels,1991,1150000.0
COD,Fossil fuels,1992,1060000.0
COD,Fossil fuels,1993,1018000.0
COD,Fossil fuels,1994,669000.0
COD,Fossil fuels,1995,798000.0
COD,Fossil fuels,1996,865000.0
COD,Fossil fuels,1997,741000.0
COD,Fossil fuels,1998,669000.0
COD,Fossil fuels,1999,545000.0
COD,Fossil fuels,2000,329000.0
COD,Fossil fuels,2001,325000.0
COD,Fossil fuels,2002,330000.0
COD,Fossil fuels,2003,411000.0
COD,Fossil fuels,2004,458000.0
COD,Fossil fuels,2005,567000.0
COD,Fossil fuels,2006,631399.66
COD,Fossil fuels,2007,664799.32
COD,Fossil fuels,2008,576799.32
COD,Fossil fuels,2009,512799.32
COD,Fossil fuels,2010,729799.32
COD,Fossil fuels,2011,889799.32
COD,Fossil fuels,2012,860000.0
COD,Fossil fuels,2013,1252000.0
COD,Fossil fuels,2014,1699470.4
COD,Fossil fuels,2015,1735750.45143
COD,Fossil fuels,2016,1801175.0
COD,Fossil fuels,2017,1867996.42858
COD,Metal ores,1970,13799222.0291
COD,Metal ores,1971,15014973.6183
COD,Metal ores,1972,13907969.8623
COD,Metal ores,1973,15466885.5404
COD,Metal ores,1974,15721884.6587
COD,Metal ores,1975,14823744.7374
COD,Metal ores,1976,13871450.7649
COD,Metal ores,1977,13993754.8928
COD,Metal ores,1978,14695494.1228
COD,Metal ores,1979,12884001.6084
COD,Metal ores,1980,14223416.1843
COD,Metal ores,1981,15307653.7608
COD,Metal ores,1982,15457611.5338
COD,Metal ores,1983,16219285.3583
COD,Metal ores,1984,15588110.7093
COD,Metal ores,1985,15447753.3162
COD,Metal ores,1986,15327916.123
COD,Metal ores,1987,15972390.1996
COD,Metal ores,1988,15722383.6602
COD,Metal ores,1989,13812294.3531
COD,Metal ores,1990,11997882.4676
COD,Metal ores,1991,8709739.24996
COD,Metal ores,1992,4762703.39073
COD,Metal ores,1993,2080349.60372
COD,Metal ores,1994,1321375.92823
COD,Metal ores,1995,1353640.53554
COD,Metal ores,1996,1410358.76918
COD,Metal ores,1997,1151498.9043
COD,Metal ores,1998,1046451.46754
COD,Metal ores,1999,922443.70355
COD,Metal ores,2000,986463.889916
COD,Metal ores,2001,1112563.26879
COD,Metal ores,2002,835158.19391
COD,Metal ores,2003,3074795.47127
COD,Metal ores,2004,3798869.95405
COD,Metal ores,2005,5013987.80149
COD,Metal ores,2006,7277451.6546
COD,Metal ores,2007,6352678.5766
COD,Metal ores,2008,9729620.2551
COD,Metal ores,2009,11021065.0014
COD,Metal ores,2010,13018000.6821
COD,Metal ores,2011,16236867.2931
COD,Metal ores,2012,21046301.7682
COD,Metal ores,2013,29225022.4155
COD,Metal ores,2014,36796994.8854
COD,Metal ores,2015,38944496.7485
COD,Metal ores,2016,41091998.6116
COD,Metal ores,2017,43239500.4747
COD,Non-metallic minerals,1970,24919674.843
COD,Non-metallic minerals,1971,25497830.175
COD,Non-metallic minerals,1972,24111855.8563
COD,Non-metallic minerals,1973,23709806.5142
COD,Non-metallic minerals,1974,24864132.6408
COD,Non-metallic minerals,1975,24035704.3733
COD,Non-metallic minerals,1976,22693233.6164
COD,Non-metallic minerals,1977,20699903.524
COD,Non-metallic minerals,1978,20626161.1737
COD,Non-metallic minerals,1979,16705689.921
COD,Non-metallic minerals,1980,16048844.415
COD,Non-metallic minerals,1981,12458230.385
COD,Non-metallic minerals,1982,13190113.369
COD,Non-metallic minerals,1983,22218400.565
COD,Non-metallic minerals,1984,32523466.494
COD,Non-metallic minerals,1985,34650370.2781
COD,Non-metallic minerals,1986,39329510.1891
COD,Non-metallic minerals,1987,33753814.503
COD,Non-metallic minerals,1988,31791827.278
COD,Non-metallic minerals,1989,30916121.54
COD,Non-metallic minerals,1990,33524654.076
COD,Non-metallic minerals,1991,29608376.07
COD,Non-metallic minerals,1992,22336754.424
COD,Non-metallic minerals,1993,25502770.584
COD,Non-metallic minerals,1994,28003350.539
COD,Non-metallic minerals,1995,28231154.31
COD,Non-metallic minerals,1996,33917994.196
COD,Non-metallic minerals,1997,35654480.95
COD,Non-metallic minerals,1998,41800595.354
COD,Non-metallic minerals,1999,32618317.534
COD,Non-metallic minerals,2000,28889139.804
COD,Non-metallic minerals,2001,30174340.7214
COD,Non-metallic minerals,2002,35933019.2209
COD,Non-metallic minerals,2003,44915789.609
COD,Non-metallic minerals,2004,49318912.98100001
COD,Non-metallic minerals,2005,58618423.006
COD,Non-metallic minerals,2006,48863669.84
COD,Non-metallic minerals,2007,47922559.8
COD,Non-metallic minerals,2008,36135601.532
COD,Non-metallic minerals,2009,36415681.673
COD,Non-metallic minerals,2010,34839338.077
COD,Non-metallic minerals,2011,33246054.843
COD,Non-metallic minerals,2012,36984050.5909
COD,Non-metallic minerals,2013,28001375.6387
COD,Non-metallic minerals,2014,27925545.3569
COD,Non-metallic minerals,2015,27849715.0752
COD,Non-metallic minerals,2016,27773884.7934
COD,Non-metallic minerals,2017,27698054.5117
COG,Biomass,1970,3209580.63973
COG,Biomass,1971,3178951.07479
COG,Biomass,1972,2795294.71562
COG,Biomass,1973,2979821.5211
COG,Biomass,1974,2943878.9311
COG,Biomass,1975,3016213.23521
COG,Biomass,1976,3050667.5174
COG,Biomass,1977,3002537.03918
COG,Biomass,1978,2909752.00986
COG,Biomass,1979,3026742.59425
COG,Biomass,1980,3061072.24575
COG,Biomass,1981,3163598.25068
COG,Biomass,1982,3463853.59918
COG,Biomass,1983,3364691.32507
COG,Biomass,1984,3587662.7126
COG,Biomass,1985,3841008.58356
COG,Biomass,1986,3770416.5852
COG,Biomass,1987,3687843.10219
COG,Biomass,1988,3895073.96164
COG,Biomass,1989,3864581.79014
COG,Biomass,1990,3948551.7163
COG,Biomass,1991,3860097.66274
COG,Biomass,1992,3948365.22356
COG,Biomass,1993,3899337.77466
COG,Biomass,1994,3993766.07178
COG,Biomass,1995,4337544.48068
COG,Biomass,1996,4511914.22014
COG,Biomass,1997,4661871.87027
COG,Biomass,1998,4908709.04151
COG,Biomass,1999,4810389.81068
COG,Biomass,2000,5047474.93178
COG,Biomass,2001,5329124.10178
COG,Biomass,2002,5477567.56384
COG,Biomass,2003,5879697.13822
COG,Biomass,2004,6232822.926030001
COG,Biomass,2005,6403275.73466
COG,Biomass,2006,6492490.73096
COG,Biomass,2007,6780394.108630001
COG,Biomass,2008,6782937.2711
COG,Biomass,2009,6897868.061919999
COG,Biomass,2010,6900077.65315
COG,Biomass,2011,7114709.09671
COG,Biomass,2012,7380476.500360001
COG,Biomass,2013,7505350.51612
COG,Biomass,2014,7471473.58655
COG,Biomass,2015,7582426.493589999
COG,Biomass,2016,7740037.608560001
COG,Biomass,2017,7897648.72352
COG,Fossil fuels,1970,186494.0
COG,Fossil fuels,1971,181512.0
COG,Fossil fuels,1972,233548.0
COG,Fossil fuels,1973,804602.0
COG,Fossil fuels,1974,217926.0
COG,Fossil fuels,1975,213710.0
COG,Fossil fuels,1976,508566.0
COG,Fossil fuels,1977,467972.0
COG,Fossil fuels,1978,436162.0
COG,Fossil fuels,1979,633054.0
COG,Fossil fuels,1980,262000.0
COG,Fossil fuels,1981,263054.0
COG,Fossil fuels,1982,536036.0
COG,Fossil fuels,1983,190054.0
COG,Fossil fuels,1984,306036.0
COG,Fossil fuels,1985,70036.0
COG,Fossil fuels,1986,155000.0
COG,Fossil fuels,1987,276000.0
COG,Fossil fuels,1988,153000.0
COG,Fossil fuels,1989,281000.0
COG,Fossil fuels,1990,311000.0
COG,Fossil fuels,1991,453000.0
COG,Fossil fuels,1992,246000.0
COG,Fossil fuels,1993,313000.0
COG,Fossil fuels,1994,405000.0
COG,Fossil fuels,1995,224000.0
COG,Fossil fuels,1996,242000.0
COG,Fossil fuels,1997,9000.0
