ISO,Item,Year,DMCi
AFG,Biomass,1970,33567718.1066
AFG,Biomass,1971,33214625.2875
AFG,Biomass,1972,32079594.3004
AFG,Biomass,1973,35108566.3408
AFG,Biomass,1974,36561111.5475
AFG,Biomass,1975,38010809.8005
AFG,Biomass,1976,41927329.5763
AFG,Biomass,1977,40313458.452
AFG,Biomass,1978,41779752.3261
AFG,Biomass,1979,41273875.9381
AFG,Biomass,1980,41330101.6697
AFG,Biomass,1981,41950478.3338
AFG,Biomass,1982,41710727.8815
AFG,Biomass,1983,39938860.3826
AFG,Biomass,1984,37853010.4261
AFG,Biomass,1985,34691878.2492
AFG,Biomass,1986,32236315.0105
AFG,Biomass,1987,34116442.996
AFG,Biomass,1988,34195692.9838
AFG,Biomass,1989,34806097.3405
AFG,Biomass,1990,37145156.7168
AFG,Biomass,1991,37552813.8283
AFG,Biomass,1992,36340693.8976
AFG,Biomass,1993,38730725.3706
AFG,Biomass,1994,40974938.0678
AFG,Biomass,1995,42793581.6223
AFG,Biomass,1996,45530781.1443
AFG,Biomass,1997,49930467.1157
AFG,Biomass,1998,53633707.1809
AFG,Biomass,1999,53673798.8646
AFG,Biomass,2000,45570426.5292
AFG,Biomass,2001,41133768.2111
AFG,Biomass,2002,45602989.0935
AFG,Biomass,2003,46413886.7173
AFG,Biomass,2004,46653865.1945
AFG,Biomass,2005,51403371.2444
AFG,Biomass,2006,45652105.7889
AFG,Biomass,2007,47767146.9796
AFG,Biomass,2008,47039881.9026
AFG,Biomass,2009,55311953.5043
AFG,Biomass,2010,55778838.5574
AFG,Biomass,2011,54198769.5756
AFG,Biomass,2012,58498430.2543
AFG,Biomass,2013,58163420.7233
AFG,Biomass,2014,59624398.8822
AFG,Biomass,2015,60795949.1084
AFG,Biomass,2016,62001256.844
AFG,Biomass,2017,63206564.5797
AFG,Fossil fuels,1970,1934318.3175
AFG,Fossil fuels,1971,1971455.3439
AFG,Fossil fuels,1972,2133746.8957
AFG,Fossil fuels,1973,2025973.027
AFG,Fossil fuels,1974,2179800.385
AFG,Fossil fuels,1975,2195664.8146
AFG,Fossil fuels,1976,1910883.2936
AFG,Fossil fuels,1977,1929967.5949
AFG,Fossil fuels,1978,1853614.2171
AFG,Fossil fuels,1979,1756295.7825
AFG,Fossil fuels,1980,2086842.0054
AFG,Fossil fuels,1981,2010590.1082
AFG,Fossil fuels,1982,1966240.4481
AFG,Fossil fuels,1983,2056942.4481
AFG,Fossil fuels,1984,2183692.495
AFG,Fossil fuels,1985,2289122.5509
AFG,Fossil fuels,1986,2300002.7007
AFG,Fossil fuels,1987,1536322.8192
AFG,Fossil fuels,1988,1272536.3296
AFG,Fossil fuels,1989,378934.1395
AFG,Fossil fuels,1990,256007.7684
AFG,Fossil fuels,1991,239561.58734
AFG,Fossil fuels,1992,140714.134128
AFG,Fossil fuels,1993,135340.118496
AFG,Fossil fuels,1994,128940.102864
AFG,Fossil fuels,1995,122900.087232
AFG,Fossil fuels,1996,115500.046896
AFG,Fossil fuels,1997,105500.031264
AFG,Fossil fuels,1998,98300.031264
AFG,Fossil fuels,1999,90100.01563200001
AFG,Fossil fuels,2000,82900.01563200001
AFG,Fossil fuels,2001,102500.44272
AFG,Fossil fuels,2002,221178.35549
AFG,Fossil fuels,2003,204974.59248
AFG,Fossil fuels,2004,117574.57685
AFG,Fossil fuels,2005,153798.55214
AFG,Fossil fuels,2006,155096.59248
AFG,Fossil fuels,2007,356080.098
AFG,Fossil fuels,2008,455869.8507
AFG,Fossil fuels,2009,599746.4329
AFG,Fossil fuels,2010,824750.2313
AFG,Fossil fuels,2011,838088.2313
AFG,Fossil fuels,2012,862386.6493
AFG,Fossil fuels,2013,1455709.401
AFG,Fossil fuels,2014,1626020.27174
AFG,Fossil fuels,2015,1726736.58691
AFG,Fossil fuels,2016,1827452.90209
AFG,Fossil fuels,2017,1928169.21726
AFG,Metal ores,1970,4124.531
AFG,Metal ores,1971,7782.496
AFG,Metal ores,1972,6698.446999999999
AFG,Metal ores,1973,3713.855
AFG,Metal ores,1974,4917.062
AFG,Metal ores,1975,6015.023
AFG,Metal ores,1976,4912.594
AFG,Metal ores,1977,5382.706999999999
AFG,Metal ores,1978,0.0
AFG,Metal ores,1979,0.0
AFG,Metal ores,1980,0.0
AFG,Metal ores,1981,0.0
AFG,Metal ores,1982,0.0
AFG,Metal ores,1983,0.0
AFG,Metal ores,1984,0.0
AFG,Metal ores,1985,0.0
AFG,Metal ores,1986,0.0
AFG,Metal ores,1987,0.0
AFG,Metal ores,1988,0.0
AFG,Metal ores,1989,0.0
AFG,Metal ores,1990,0.0
AFG,Metal ores,1991,0.0
AFG,Metal ores,1992,0.0
AFG,Metal ores,1993,0.0
AFG,Metal ores,1994,0.0
AFG,Metal ores,1995,0.0
AFG,Metal ores,1996,0.0
AFG,Metal ores,1997,0.0
AFG,Metal ores,1998,0.0
AFG,Metal ores,1999,4318.0
AFG,Metal ores,2000,5345.0
AFG,Metal ores,2001,5682.0
AFG,Metal ores,2002,6136.0
AFG,Metal ores,2003,6364.0
AFG,Metal ores,2004,6591.0
AFG,Metal ores,2005,6818.0
AFG,Metal ores,2006,7273.0
AFG,Metal ores,2007,6491.0
AFG,Metal ores,2008,46049.289
AFG,Metal ores,2009,32980.005
AFG,Metal ores,2010,79252.229
AFG,Metal ores,2011,106188.358
AFG,Metal ores,2012,107903.621917
AFG,Metal ores,2013,117302.885834
AFG,Metal ores,2014,123300.149751
AFG,Metal ores,2015,129718.827953
AFG,Metal ores,2016,136137.506156
AFG,Metal ores,2017,142556.18436
AFG,Non-metallic minerals,1970,671165.16645
AFG,Non-metallic minerals,1971,647433.2495
AFG,Non-metallic minerals,1972,700734.52795
AFG,Non-metallic minerals,1973,980212.71585
AFG,Non-metallic minerals,1974,1026405.4774
AFG,Non-metallic minerals,1975,1050851.7745
AFG,Non-metallic minerals,1976,1216086.159
AFG,Non-metallic minerals,1977,1480864.0906
AFG,Non-metallic minerals,1978,957029.1365
AFG,Non-metallic minerals,1979,1014449.2212
AFG,Non-metallic minerals,1980,415854.3812
AFG,Non-metallic minerals,1981,698074.6942
AFG,Non-metallic minerals,1982,654123.0965
AFG,Non-metallic minerals,1983,109168.00348
AFG,Non-metallic minerals,1984,767341.5223
AFG,Non-metallic minerals,1985,536490.3365
AFG,Non-metallic minerals,1986,597332.5154
AFG,Non-metallic minerals,1987,688327.6
AFG,Non-metallic minerals,1988,686991.312
AFG,Non-metallic minerals,1989,688327.6
AFG,Non-metallic minerals,1990,768686.912
AFG,Non-metallic minerals,1991,772686.912
AFG,Non-metallic minerals,1992,792776.74
AFG,Non-metallic minerals,1993,794776.74
AFG,Non-metallic minerals,1994,794776.74
AFG,Non-metallic minerals,1995,794776.74
AFG,Non-metallic minerals,1996,801140.016
AFG,Non-metallic minerals,1997,801140.016
AFG,Non-metallic minerals,1998,801140.016
AFG,Non-metallic minerals,1999,801140.016
AFG,Non-metallic minerals,2000,361663.8
AFG,Non-metallic minerals,2001,196831.9
AFG,Non-metallic minerals,2002,229398.28
AFG,Non-metallic minerals,2003,262964.66
AFG,Non-metallic minerals,2004,261714.66
AFG,Non-metallic minerals,2005,201398.28
AFG,Non-metallic minerals,2006,334663.8
AFG,Non-metallic minerals,2007,201398.28
AFG,Non-metallic minerals,2008,583229.1948
AFG,Non-metallic minerals,2009,1145561.196
AFG,Non-metallic minerals,2010,3040045.5546
AFG,Non-metallic minerals,2011,2938907.21
AFG,Non-metallic minerals,2012,2737231.65583
AFG,Non-metallic minerals,2013,3991982.58767
AFG,Non-metallic minerals,2014,2514960.1685
AFG,Non-metallic minerals,2015,2539107.8522
AFG,Non-metallic minerals,2016,2563255.53592
AFG,Non-metallic minerals,2017,2587403.21963
AGO,Biomass,1970,13113788.8862
AGO,Biomass,1971,13368393.4323
AGO,Biomass,1972,13181297.9089
AGO,Biomass,1973,13447886.5983
AGO,Biomass,1974,12806737.2317
AGO,Biomass,1975,12754055.0652
AGO,Biomass,1976,12239887.0203
AGO,Biomass,1977,11790590.5698
AGO,Biomass,1978,12239813.6537
AGO,Biomass,1979,11659239.3973
AGO,Biomass,1980,11642018.6778
AGO,Biomass,1981,11228540.2427
AGO,Biomass,1982,11363551.309
AGO,Biomass,1983,11619500.4712
AGO,Biomass,1984,11926723.7545
AGO,Biomass,1985,12114670.2071
AGO,Biomass,1986,12545726.3534
AGO,Biomass,1987,12897482.0225
AGO,Biomass,1988,12875147.085
AGO,Biomass,1989,12760449.7386
AGO,Biomass,1990,12900855.1426
AGO,Biomass,1991,13681038.589
AGO,Biomass,1992,14602821.9282
AGO,Biomass,1993,14415990.5674
AGO,Biomass,1994,15271587.874
AGO,Biomass,1995,15282610.2164
AGO,Biomass,1996,17207391.5964
AGO,Biomass,1997,17116405.5993
AGO,Biomass,1998,19997637.4876
AGO,Biomass,1999,19599111.4173
AGO,Biomass,2000,22264049.7229
AGO,Biomass,2001,24584386.8461
AGO,Biomass,2002,27371743.0855
AGO,Biomass,2003,28654036.0007
AGO,Biomass,2004,30001095.5345
AGO,Biomass,2005,32210777.1553
AGO,Biomass,2006,32286062.1575
AGO,Biomass,2007,35392762.8888
AGO,Biomass,2008,37099070.6588
AGO,Biomass,2009,44186700.4611
AGO,Biomass,2010,47087775.663
AGO,Biomass,2011,50294015.3495
AGO,Biomass,2012,39923014.5928
AGO,Biomass,2013,56844284.3567
AGO,Biomass,2014,45642982.1623
AGO,Biomass,2015,47626815.5873
AGO,Biomass,2016,49680607.4517
AGO,Biomass,2017,51734399.3163
AGO,Fossil fuels,1970,1182784.0
AGO,Fossil fuels,1971,1176204.0
AGO,Fossil fuels,1972,584014.0
AGO,Fossil fuels,1973,1059648.0
AGO,Fossil fuels,1974,1127772.0
AGO,Fossil fuels,1975,982648.0
AGO,Fossil fuels,1976,731780.0
AGO,Fossil fuels,1977,664644.0
AGO,Fossil fuels,1978,1048644.0
AGO,Fossil fuels,1979,1294644.0
AGO,Fossil fuels,1980,1209018.0
AGO,Fossil fuels,1981,1379982.0
AGO,Fossil fuels,1982,1391982.0
AGO,Fossil fuels,1983,1318946.0
AGO,Fossil fuels,1984,975982.0
AGO,Fossil fuels,1985,1537982.0
AGO,Fossil fuels,1986,1273946.0
AGO,Fossil fuels,1987,1795964.0
AGO,Fossil fuels,1988,1475764.0
AGO,Fossil fuels,1989,1610000.0
AGO,Fossil fuels,1990,1691360.0
AGO,Fossil fuels,1991,1724720.0
AGO,Fossil fuels,1992,1806880.0
AGO,Fossil fuels,1993,1973040.0
AGO,Fossil fuels,1994,2381040.0
AGO,Fossil fuels,1995,2181040.0
AGO,Fossil fuels,1996,2639040.0
AGO,Fossil fuels,1997,2313880.0
AGO,Fossil fuels,1998,1786720.0
AGO,Fossil fuels,1999,2406040.0
AGO,Fossil fuels,2000,389880.0
AGO,Fossil fuels,2001,2567520.0
AGO,Fossil fuels,2002,2491400.0
AGO,Fossil fuels,2003,3361600.0
AGO,Fossil fuels,2004,3411000.0
AGO,Fossil fuels,2005,2635600.0
AGO,Fossil fuels,2006,3817120.0
AGO,Fossil fuels,2007,3872720.0
AGO,Fossil fuels,2008,5613120.0
AGO,Fossil fuels,2009,5337960.0
AGO,Fossil fuels,2010,5427160.0
AGO,Fossil fuels,2011,5711000.0
AGO,Fossil fuels,2012,6988840.0
AGO,Fossil fuels,2013,6675931.2
AGO,Fossil fuels,2014,7607830.8
AGO,Fossil fuels,2015,8965595.82859
AGO,Fossil fuels,2016,9014628.22436
AGO,Fossil fuels,2017,9063660.62023
AGO,Metal ores,1970,25198.969
AGO,Metal ores,1971,711366.868
AGO,Metal ores,1972,29211.137
AGO,Metal ores,1973,19395.157
AGO,Metal ores,1974,420546.8370000001
AGO,Metal ores,1975,5611750.0
AGO,Metal ores,1976,5507750.0
AGO,Metal ores,1977,5500000.0
AGO,Metal ores,1978,0.0
AGO,Metal ores,1979,0.0
AGO,Metal ores,1980,0.0
AGO,Metal ores,1981,0.0
AGO,Metal ores,1982,0.0
AGO,Metal ores,1983,0.0
AGO,Metal ores,1984,0.0
AGO,Metal ores,1985,17851.328
AGO,Metal ores,1986,0.0
AGO,Metal ores,1987,0.0
AGO,Metal ores,1988,0.0
AGO,Metal ores,1989,0.0
AGO,Metal ores,1990,0.0
AGO,Metal ores,1991,0.0
AGO,Metal ores,1992,0.0
AGO,Metal ores,1993,0.0
AGO,Metal ores,1994,0.0
AGO,Metal ores,1995,0.0
AGO,Metal ores,1996,0.0
AGO,Metal ores,1997,0.0
AGO,Metal ores,1998,0.0
AGO,Metal ores,1999,0.0
AGO,Metal ores,2000,0.0
AGO,Metal ores,2001,0.0
AGO,Metal ores,2002,0.0
AGO,Metal ores,2003,0.0
AGO,Metal ores,2004,0.0
AGO,Metal ores,2005,0.0
AGO,Metal ores,2006,0.0
AGO,Metal ores,2007,0.0
AGO,Metal ores,2008,0.0
AGO,Metal ores,2009,0.0
AGO,Metal ores,2010,0.0
AGO,Metal ores,2011,0.0
AGO,Metal ores,2012,0.0
AGO,Metal ores,2013,0.0
AGO,Metal ores,2014,0.0
AGO,Metal ores,2015,0.0
AGO,Metal ores,2016,0.0
AGO,Metal ores,2017,0.0
AGO,Non-metallic minerals,1970,12344037.4984
AGO,Non-metallic minerals,1971,12700255.0779
AGO,Non-metallic minerals,1972,12391862.495
AGO,Non-metallic minerals,1973,11803292.7062
AGO,Non-metallic minerals,1974,11671085.9153
AGO,Non-metallic minerals,1975,7659478.6376
AGO,Non-metallic minerals,1976,2344430.7788
AGO,Non-metallic minerals,1977,2494886.6776
AGO,Non-metallic minerals,1978,4393698.0861
AGO,Non-metallic minerals,1979,5568060.0544
AGO,Non-metallic minerals,1980,6693632.5415
AGO,Non-metallic minerals,1981,7034648.3588
AGO,Non-metallic minerals,1982,6299212.4975
AGO,Non-metallic minerals,1983,5150149.3008
AGO,Non-metallic minerals,1984,5864821.3356
AGO,Non-metallic minerals,1985,4975051.1584
AGO,Non-metallic minerals,1986,3350618.4479
AGO,Non-metallic minerals,1987,3159431.8916
AGO,Non-metallic minerals,1988,10469929.571
AGO,Non-metallic minerals,1989,6965889.8253
AGO,Non-metallic minerals,1990,6729299.9736
AGO,Non-metallic minerals,1991,5997162.307
AGO,Non-metallic minerals,1992,7044739.892999999
AGO,Non-metallic minerals,1993,2914061.8034
AGO,Non-metallic minerals,1994,3465224.59
AGO,Non-metallic minerals,1995,12695497.52
AGO,Non-metallic minerals,1996,11245321.168
AGO,Non-metallic minerals,1997,6953811.337
AGO,Non-metallic minerals,1998,12938910.96
AGO,Non-metallic minerals,1999,15530005.596
AGO,Non-metallic minerals,2000,17845620.96
AGO,Non-metallic minerals,2001,22269928.14
AGO,Non-metallic minerals,2002,23075745.812
AGO,Non-metallic minerals,2003,26271009.5
AGO,Non-metallic minerals,2004,28534818.492
AGO,Non-metallic minerals,2005,35426185.91
AGO,Non-metallic minerals,2006,44154954.31
AGO,Non-metallic minerals,2007,50975295.9736
AGO,Non-metallic minerals,2008,47399994.05
AGO,Non-metallic minerals,2009,66874341.0161
AGO,Non-metallic minerals,2010,59938529.336
AGO,Non-metallic minerals,2011,63305335.0601
AGO,Non-metallic minerals,2012,65515968.8844
AGO,Non-metallic minerals,2013,71537252.66
AGO,Non-metallic minerals,2014,75224638.9654
AGO,Non-metallic minerals,2015,78931616.0231
AGO,Non-metallic minerals,2016,82638593.0808
AGO,Non-metallic minerals,2017,86345570.1385
ALB,Biomass,1970,4564753.57869
ALB,Biomass,1971,4624199.942919999
ALB,Biomass,1972,4708839.20195
ALB,Biomass,1973,4880973.20521
ALB,Biomass,1974,4953385.52776
ALB,Biomass,1975,5001635.854590001
ALB,Biomass,1976,5484989.14741
ALB,Biomass,1977,5574665.37666
ALB,Biomass,1978,5751300.62787
ALB,Biomass,1979,6039970.50595
ALB,Biomass,1980,5714185.77286
ALB,Biomass,1981,5927439.39664
ALB,Biomass,1982,6128914.64154
ALB,Biomass,1983,6481190.4353
ALB,Biomass,1984,6212791.05388
ALB,Biomass,1985,6024553.4004
ALB,Biomass,1986,6077537.57475
ALB,Biomass,1987,6087231.10396
ALB,Biomass,1988,5917773.64561
ALB,Biomass,1989,6462554.74464
ALB,Biomass,1990,6123528.87995
ALB,Biomass,1991,5330847.13619
ALB,Biomass,1992,5819682.240019999
ALB,Biomass,1993,5507102.56741
ALB,Biomass,1994,5387195.19555
ALB,Biomass,1995,5555360.531380001
ALB,Biomass,1996,5741229.0154
ALB,Biomass,1997,5259214.80389
ALB,Biomass,1998,5255774.0621
ALB,Biomass,1999,5448064.112930001
ALB,Biomass,2000,5924412.99312
ALB,Biomass,2001,5668573.01212
ALB,Biomass,2002,5981287.18523
ALB,Biomass,2003,6022390.481459999
ALB,Biomass,2004,6326884.50719
ALB,Biomass,2005,6166235.65607
ALB,Biomass,2006,6272509.68774
ALB,Biomass,2007,6652797.06145
ALB,Biomass,2008,6606611.85173
ALB,Biomass,2009,6731721.380469999
ALB,Biomass,2010,6958366.84288
ALB,Biomass,2011,7835021.17535
ALB,Biomass,2012,7914758.750739999
ALB,Biomass,2013,7818952.43223
ALB,Biomass,2014,7923576.57654
ALB,Biomass,2015,8037978.52103
ALB,Biomass,2016,8220082.93725
ALB,Biomass,2017,8402187.35346
ALB,Fossil fuels,1970,1664480.0
ALB,Fossil fuels,1971,1707452.0
ALB,Fossil fuels,1972,1960790.0
ALB,Fossil fuels,1973,1798434.0
ALB,Fossil fuels,1974,1897542.0
ALB,Fossil fuels,1975,2045492.0
ALB,Fossil fuels,1976,2207897.99998
ALB,Fossil fuels,1977,2338898.00004
ALB,Fossil fuels,1978,2771472.0
ALB,Fossil fuels,1979,2595408.0
ALB,Fossil fuels,1980,3394946.0
ALB,Fossil fuels,1981,3105946.0
ALB,Fossil fuels,1982,3214946.0
ALB,Fossil fuels,1983,3463946.0
ALB,Fossil fuels,1984,3721946.0
ALB,Fossil fuels,1985,3629946.0
ALB,Fossil fuels,1986,3676946.0
ALB,Fossil fuels,1987,3651946.0
ALB,Fossil fuels,1988,3773946.0
ALB,Fossil fuels,1989,3680946.0
ALB,Fossil fuels,1990,3396154.0
ALB,Fossil fuels,1991,2059000.0
ALB,Fossil fuels,1992,960712.0
ALB,Fossil fuels,1993,845312.0
ALB,Fossil fuels,1994,801486.0
ALB,Fossil fuels,1995,711386.0
ALB,Fossil fuels,1996,723092.0
ALB,Fossil fuels,1997,523798.0
ALB,Fossil fuels,1998,604592.0
ALB,Fossil fuels,1999,1178304.0
ALB,Fossil fuels,2000,1147542.0
ALB,Fossil fuels,2001,1222886.0
ALB,Fossil fuels,2002,1341792.0
ALB,Fossil fuels,2003,1361036.0
ALB,Fossil fuels,2004,1496930.0
ALB,Fossil fuels,2005,1516542.0
ALB,Fossil fuels,2006,1370542.0
ALB,Fossil fuels,2007,1356060.0
ALB,Fossil fuels,2008,1474030.0
ALB,Fossil fuels,2009,1504156.0
ALB,Fossil fuels,2010,1522684.0
ALB,Fossil fuels,2011,1492062.0
ALB,Fossil fuels,2012,1169070.0
ALB,Fossil fuels,2013,1620204.0
ALB,Fossil fuels,2014,1797790.0
ALB,Fossil fuels,2015,1811217.77425
ALB,Fossil fuels,2016,1879226.41397
ALB,Fossil fuels,2017,1948481.43706
ALB,Metal ores,1970,1767904.7619
ALB,Metal ores,1971,1870887.3016
ALB,Metal ores,1972,2064317.4603
ALB,Metal ores,1973,1979126.9842
ALB,Metal ores,1974,2099126.9842
ALB,Metal ores,1975,2607571.4286
ALB,Metal ores,1976,2603650.7937
ALB,Metal ores,1977,2719365.0794
ALB,Metal ores,1978,2994126.9841
ALB,Metal ores,1979,2656984.1269
ALB,Metal ores,1980,2829841.2698
ALB,Metal ores,1981,2851614.8413
ALB,Metal ores,1982,3131368.2539
ALB,Metal ores,1983,3240211.9043
ALB,Metal ores,1984,3435933.3333
ALB,Metal ores,1985,3573346.0318
ALB,Metal ores,1986,4076061.6826
ALB,Metal ores,1987,4236328.2859
ALB,Metal ores,1988,4442111.8417
ALB,Metal ores,1989,4386112.9843
ALB,Metal ores,1990,3731940.0793
ALB,Metal ores,1991,1961834.9206
ALB,Metal ores,1992,497793.6508
ALB,Metal ores,1993,550971.2698
ALB,Metal ores,1994,421491.6984
ALB,Metal ores,1995,534228.5397
ALB,Metal ores,1996,418992.3867
ALB,Metal ores,1997,158201.05771
ALB,Metal ores,1998,343573.7135
ALB,Metal ores,1999,290353.84197
ALB,Metal ores,2000,305524.205
ALB,Metal ores,2001,372040.347
ALB,Metal ores,2002,305022.1
ALB,Metal ores,2003,250541.211
ALB,Metal ores,2004,340796.73795
ALB,Metal ores,2005,519166.7036
ALB,Metal ores,2006,299307.230909
ALB,Metal ores,2007,322187.7716
ALB,Metal ores,2008,537675.3363
ALB,Metal ores,2009,656751.9435899999
ALB,Metal ores,2010,318709.0727
ALB,Metal ores,2011,372037.06179
ALB,Metal ores,2012,866055.3882700001
ALB,Metal ores,2013,918742.8448
ALB,Metal ores,2014,1057382.2407
ALB,Metal ores,2015,1065380.53884
ALB,Metal ores,2016,1073378.83696
ALB,Metal ores,2017,1081377.1351
ALB,Non-metallic minerals,1970,2424941.6846
ALB,Non-metallic minerals,1971,2424941.6846
ALB,Non-metallic minerals,1972,2424941.6846
ALB,Non-metallic minerals,1973,3461112.939
ALB,Non-metallic minerals,1974,3455322.358
ALB,Non-metallic minerals,1975,4395710.562
ALB,Non-metallic minerals,1976,4728874.362
ALB,Non-metallic minerals,1977,5063038.162
ALB,Non-metallic minerals,1978,5383620.8
ALB,Non-metallic minerals,1979,5699331.694
ALB,Non-metallic minerals,1980,6812857.162
ALB,Non-metallic minerals,1981,7514495.342999999
ALB,Non-metallic minerals,1982,5711080.242000001
ALB,Non-metallic minerals,1983,5706462.421
ALB,Non-metallic minerals,1984,5847978.522000001
ALB,Non-metallic minerals,1985,5797257.506
ALB,Non-metallic minerals,1986,6278174.04464
ALB,Non-metallic minerals,1987,6310674.53127
ALB,Non-metallic minerals,1988,5558907.913
ALB,Non-metallic minerals,1989,5677440.103999999
ALB,Non-metallic minerals,1990,8156018.2
ALB,Non-metallic minerals,1991,5370076.9
ALB,Non-metallic minerals,1992,1894713.5
ALB,Non-metallic minerals,1993,2257762.53636
ALB,Non-metallic minerals,1994,2947838.40682
ALB,Non-metallic minerals,1995,2901832.50682
ALB,Non-metallic minerals,1996,5977326.57
ALB,Non-metallic minerals,1997,6262688.8948
ALB,Non-metallic minerals,1998,7319084.6453
ALB,Non-metallic minerals,1999,8613406.32025
ALB,Non-metallic minerals,2000,11281466.3131
ALB,Non-metallic minerals,2001,13446617.4934
ALB,Non-metallic minerals,2002,13017128.7834
ALB,Non-metallic minerals,2003,16046986.6568
ALB,Non-metallic minerals,2004,22444802.4989
ALB,Non-metallic minerals,2005,19642656.5352
ALB,Non-metallic minerals,2006,18854264.1131
ALB,Non-metallic minerals,2007,14362006.3414
ALB,Non-metallic minerals,2008,16219906.827
ALB,Non-metallic minerals,2009,23321712.2986
ALB,Non-metallic minerals,2010,14727241.506
ALB,Non-metallic minerals,2011,13899858.7274
ALB,Non-metallic minerals,2012,14245843.3582
ALB,Non-metallic minerals,2013,13669544.7543
ALB,Non-metallic minerals,2014,16692770.1045
ALB,Non-metallic minerals,2015,17180290.4704
ALB,Non-metallic minerals,2016,17667810.8361
ALB,Non-metallic minerals,2017,18243519.5239
ARE,Biomass,1970,400175.834146
ARE,Biomass,1971,438404.813659
ARE,Biomass,1972,483870.5160979999
ARE,Biomass,1973,568154.79955
ARE,Biomass,1974,705775.791219
ARE,Biomass,1975,722312.3
ARE,Biomass,1976,689793.650732
ARE,Biomass,1977,772236.763171
ARE,Biomass,1978,924158.969024
ARE,Biomass,1979,1189182.8611
ARE,Biomass,1980,1276285.32488
ARE,Biomass,1981,1462696.57069
ARE,Biomass,1982,1597348.85439
ARE,Biomass,1983,1691814.4061
ARE,Biomass,1984,1756948.3749
ARE,Biomass,1985,1907868.3061
ARE,Biomass,1986,2123176.81912
ARE,Biomass,1987,2278369.89213
ARE,Biomass,1988,2444729.09594
ARE,Biomass,1989,2765534.62902
ARE,Biomass,1990,2492073.84756
ARE,Biomass,1991,2548654.37317
ARE,Biomass,1992,3347814.56665
ARE,Biomass,1993,3641818.51245
ARE,Biomass,1994,4464234.18485
ARE,Biomass,1995,4421400.0271
ARE,Biomass,1996,4658807.77828
ARE,Biomass,1997,5428419.03099
ARE,Biomass,1998,5743725.79994
ARE,Biomass,1999,7079940.00956
ARE,Biomass,2000,7631856.881310001
ARE,Biomass,2001,7016670.5341
ARE,Biomass,2002,7213655.727139999
ARE,Biomass,2003,7194154.71855
ARE,Biomass,2004,8304864.530239999
ARE,Biomass,2005,8730496.84819
ARE,Biomass,2006,9347062.08148
ARE,Biomass,2007,10740146.563
ARE,Biomass,2008,10768087.3096
ARE,Biomass,2009,12395959.0815
ARE,Biomass,2010,10417453.1618
ARE,Biomass,2011,13649672.1952
ARE,Biomass,2012,14176241.6995
ARE,Biomass,2013,15004072.5673
ARE,Biomass,2014,15946875.6626
ARE,Biomass,2015,16290645.2731
ARE,Biomass,2016,16862313.3654
ARE,Biomass,2017,17457297.079
ARE,Fossil fuels,1970,809048.0
ARE,Fossil fuels,1971,869500.0
ARE,Fossil fuels,1972,907532.0
ARE,Fossil fuels,1973,1158076.0
ARE,Fossil fuels,1974,1229536.0
ARE,Fossil fuels,1975,1794320.0
ARE,Fossil fuels,1976,2292880.0
ARE,Fossil fuels,1977,3766053.6
ARE,Fossil fuels,1978,4322826.0
ARE,Fossil fuels,1979,5164785.0
ARE,Fossil fuels,1980,8560308.0
ARE,Fossil fuels,1981,10020147.0
ARE,Fossil fuels,1982,10881876.4
ARE,Fossil fuels,1983,10610183.8
ARE,Fossil fuels,1984,13062567.6
ARE,Fossil fuels,1985,16188149.8
ARE,Fossil fuels,1986,19637157.4
ARE,Fossil fuels,1987,21852506.6
ARE,Fossil fuels,1988,24208232.4
ARE,Fossil fuels,1989,27125449.8
ARE,Fossil fuels,1990,27614396.0
ARE,Fossil fuels,1991,33748591.0
ARE,Fossil fuels,1992,32837815.6
ARE,Fossil fuels,1993,34185633.0
ARE,Fossil fuels,1994,37203079.0
ARE,Fossil fuels,1995,38663615.4
ARE,Fossil fuels,1996,39664557.0
ARE,Fossil fuels,1997,41323475.8
ARE,Fossil fuels,1998,42001393.4
ARE,Fossil fuels,1999,42204460.6
ARE,Fossil fuels,2000,41252761.0
ARE,Fossil fuels,2001,48139394.4
ARE,Fossil fuels,2002,47149505.0
ARE,Fossil fuels,2003,48011217.8
ARE,Fossil fuels,2004,51929015.4
ARE,Fossil fuels,2005,54729301.2
ARE,Fossil fuels,2006,57565310.4
ARE,Fossil fuels,2007,62447841.12
ARE,Fossil fuels,2008,71394860.0
ARE,Fossil fuels,2009,70120539.86
ARE,Fossil fuels,2010,72734640.82
ARE,Fossil fuels,2011,76637174.6
ARE,Fossil fuels,2012,80368013.96
ARE,Fossil fuels,2013,82100027.64
ARE,Fossil fuels,2014,83582507.36
ARE,Fossil fuels,2015,92389451.683
ARE,Fossil fuels,2016,95703895.2878
ARE,Fossil fuels,2017,99018338.8927
ARE,Metal ores,1970,0.0
ARE,Metal ores,1971,0.0
ARE,Metal ores,1972,0.0
ARE,Metal ores,1973,0.0
ARE,Metal ores,1974,0.0
ARE,Metal ores,1975,0.0
ARE,Metal ores,1976,0.0
ARE,Metal ores,1977,0.0
ARE,Metal ores,1978,310562.485
ARE,Metal ores,1979,497186.684
ARE,Metal ores,1980,641424.5989999999
ARE,Metal ores,1981,685147.9720000001
ARE,Metal ores,1982,634075.805
ARE,Metal ores,1983,334427.135
ARE,Metal ores,1984,423507.115
ARE,Metal ores,1985,438677.997
