ISO,Name,gppd_idnr,latitude,longitude,Cooling System,Fuel,ELECPRODi
AFG,Kajaki Hydroelectric Power Plant Afghanistan,GEODB0040538,32.322,65.119,No Water Cooling,Hydro,119.5
AFG,Kandahar DOG,WKS0070144,31.67,65.795,No Water Cooling,Solar,18.29
AFG,Kandahar JOL,WKS0071196,31.623,65.792,No Water Cooling,Solar,18.72
AFG,Mahipar Hydroelectric Power Plant Afghanistan,GEODB0040541,34.556,69.4787,No Water Cooling,Hydro,174.91
AFG,Naghlu Dam Hydroelectric Power Plant Afghanistan,GEODB0040534,34.641,69.717,No Water Cooling,Hydro,350.8
AFG,Nangarhar (Darunta) Hydroelectric Power Plant Afghanistan,GEODB0040536,34.4847,70.3633,No Water Cooling,Hydro,46.12
AFG,Northwest Kabul Power Plant Afghanistan,GEODB0040540,34.5638,69.1134,Once-through cooling,Gas,24.84507026736
AFG,Pul-e-Khumri Hydroelectric Power Plant Afghanistan,GEODB0040537,35.9416,68.71,No Water Cooling,Hydro,19.74
AFG,Sarobi Dam Hydroelectric Power Plant Afghanistan,GEODB0040535,34.5865,69.7757,No Water Cooling,Hydro,80.0
AGO,Biopio,WRI1023002,-12.4706,13.7319,Once-through cooling,Oil,64.92
AGO,Biopio (hydro),WRI1023001,-12.4706,13.7319,No Water Cooling,Hydro,48.53
AGO,Cambambe,WRI1023003,-9.7523,14.4809,No Water Cooling,Hydro,678.19
AGO,Capanda,WRI1023004,-9.7955,15.4672,No Water Cooling,Hydro,1746.62
AGO,Cazenga,WRI1023005,-8.8383,13.2344,Cooling tower,Gas,0.0
AGO,Huambo,WRI1023006,-12.76,15.75,Once-through cooling,Oil,46.3
AGO,Lobito,WRI1023007,-12.37,13.57,Once-through cooling,Gas,0.0
AGO,Luanda Diesel,WRI1023008,-8.8383,13.2344,Cooling tower,Oil,165.16
AGO,Luanda Refinery,WRI1023009,-8.8383,13.2344,Cooling tower,Oil,52.68
AGO,Malongo,WRI1023010,-5.55,12.2,Once-through cooling,Oil,28.47
AGO,Matala,WRI1023011,-14.7333,15.0333,No Water Cooling,Hydro,125.42
AGO,Namibe,WRI1023012,-15.1961,12.1522,Once-through cooling,Gas,0.0
AGO,Rio Luachimo,WRI1023013,-7.3,20.85,No Water Cooling,Hydro,66.01
AGO,Xitoto,WRI1023014,-15.3333,15.0,Once-through cooling,Oil,32.29
ALB,Bistrica 1,WRI1002169,39.9116,20.1047,No Water Cooling,Hydro,88.45
ALB,Fierza,WRI1002170,42.2514,20.0431,No Water Cooling,Hydro,1648.24
ALB,Koman,WRI1002171,42.1033,19.8224,No Water Cooling,Hydro,1982.72
ALB,Lanabregas,WRI1002172,41.3428,19.8964,No Water Cooling,Hydro,15.23
ALB,Shkopet,WRI1002173,41.6796,19.8305,No Water Cooling,Hydro,83.57
ALB,Ulez,WRI1002174,41.6796,19.8936,No Water Cooling,Hydro,87.06
ALB,Vau i Dijes,WRI1002175,42.0137,19.6359,No Water Cooling,Hydro,703.64
ALB,Vlora,WRI1002176,40.4874,19.434,Once-through cooling,Other,0.0
ARE,APC UAN,WRI1008747,24.4375,54.491,Cooling tower,Gas,11390.56
ARE,Ajman,WRI1023580,25.402,55.45,Cooling tower,Gas,543.74
ARE,Al Mirfa Power Company,WRI1008727,24.121,53.447,Cooling tower,Gas,2582.79
ARE,"Aweer ""H"" - Ph l",WRI1008724,25.1493,55.4268,Cooling tower,Gas,2845.29
ARE,"Aweer ""H"" - Ph lll",WRI1008726,25.1498,55.4247,Cooling tower,Gas,3834.35
ARE,ESWPC (Fuj F1),WRI1008730,25.3142,56.3728,Cooling tower,Gas,4035.91
ARE,FAPCO (Fuj F2),WRI1008731,25.3142,56.3728,Cooling tower,Gas,9909.32
ARE,Hamriyah Power Station (HPS),WRI1023581,25.4598,55.48,Cooling tower,Gas,2362.48
ARE,"Jebel Ali ""D""",WRI1008732,25.0659,55.1235,Cooling tower,Gas,4814.03
ARE,"Jebel Ali ""E""",WRI1008733,25.0595,55.1178,Cooling tower,Gas,2887.48
ARE,"Jebel Ali ""G""",WRI1008734,25.0557,55.1149,Cooling tower,Gas,3834.35
ARE,"Jebel Ali ""K""",WRI1008735,25.0591,55.1181,Cooling tower,Gas,4303.1
ARE,"Jebel Ali ""L"" - Ph I",WRI1008736,25.0461,55.1053,Cooling tower,Gas,4542.16
ARE,"Jebel Ali ""L"" - Ph ll",WRI1008737,25.0508,55.1112,Cooling tower,Gas,6529.65
ARE,"Jebel Ali ""M""",WRI1008738,25.0592,55.1181,Cooling tower,Gas,9656.19
ARE,Khorfakkan Station (KHPS),WRI1023583,25.3671,56.3401,Cooling tower,Gas,674.99
ARE,Layyah Power Station (LPS),WRI1023584,25.3527,55.3705,Cooling tower,Gas,4270.28
ARE,MBRSP} II,WKS0065024,24.759,55.383,No Water Cooling,Solar,516.29
ARE,MBRSP} IIIA,WKS0069243,24.747,55.385,No Water Cooling,Solar,469.74
ARE,MBRSP} IIIB,WKS0069244,24.765,55.37,No Water Cooling,Solar,670.02
ARE,Masdar City PV plant,WRI1008740,24.4345,54.6085,No Water Cooling,Solar,21.15
ARE,New Mirfah (MIPCO),WRI1023586,24.104,53.4264,Cooling tower,Gas,8099.95
ARE,Shams,WRI1023591,23.5711,53.7143,No Water Cooling,Solar,176.02
ARE,Sheikh Mohammed Bin Rashid Al Maktoum Solar Park Phase 1,WRI1023588,24.7652,55.3733,No Water Cooling,Solar,20.41
ARE,Shuweihat S1,WRI1008743,24.165,52.568,Cooling tower,Gas,22917.06
ARE,TAPCO,WRI1008746,24.768,54.6873,Cooling tower,Gas,10312.44
ARE,Taweelah A1,WRI1008744,24.7609,54.6803,Cooling tower,Gas,7832.76
ARE,Taweelah A2,WRI1008745,24.7624,54.6835,Cooling tower,Gas,3562.48
ARE,Wasit Power Station (WPS),WRI1023589,25.3732,55.4611,Cooling tower,Gas,5540.59
ARE,zawra,WRI1023590,25.446,55.4777,Cooling tower,Gas,937.49
ARG,AGUA DEL CAJON (AUTOGENERADOR DEL MEM),ARG0000231,-38.9368,-68.3556,Cooling tower,Other,0.0
ARG,AGUA DEL CAJON (GENERADOR DEL MEM),ARG0000232,-38.9368,-68.3556,Cooling tower,Gas,1075.39
ARG,AGUA DEL TORO,ARG0000210,-34.5792,-68.9892,No Water Cooling,Hydro,289.92
ARG,ALICURA,ARG0000230,-40.58,-70.7489,No Water Cooling,Hydro,2896.84
ARG,ALMIRANTE BROWN,ARG0000156,-34.8386,-58.4033,Cooling tower,Oil,113.26
ARG,ALTO VALLE,ARG0000235,-38.9524,-68.0218,Cooling tower,Gas,546.09
ARG,ALUMINE,ARG0000242,-39.2145,-70.9157,Once-through cooling,Oil,8.62
ARG,ALVAREZ CONDARCO,ARG0000194,-33.0452,-69.0516,No Water Cooling,Hydro,163.07
ARG,ARROYITO,ARG0000254,-39.1009,-68.5982,No Water Cooling,Hydro,413.34
ARG,ATUCHA I,ARG0000029,-33.967,-59.2059,Cooling tower,Nuclear,1303.91
ARG,ATUCHA II,ARG0000030,-33.9674,-59.2045,Cooling tower,Nuclear,2625.45
ARG,BANDERA,ARG0000328,-23.8219,-64.7847,Cooling tower,Oil,140.45
ARG,BARILOCHE (PUERTO  MORENO),ARG0000266,-41.1167,-71.4167,Cooling tower,Oil,25.98
ARG,BENJAMIN REOLIN,ARG0000085,-32.1883,-64.3233,No Water Cooling,Hydro,104.67
ARG,BERNARDO  DE IRIGOYEN,ARG0000220,-26.2545,-53.6469,Once-through cooling,Oil,9.49
ARG,C.T. RUFINO,ARG0000310,-34.2605,-62.7107,Cooling tower,Oil,144.52
ARG,C.T. SAN VICENTE,ARG0000159,-35.0241,-58.4237,Cooling tower,Oil,125.04
ARG,CAA CATI,ARG0000116,-27.7534,-57.6205,Once-through cooling,Oil,6.41
ARG,CABRA CORRAL,ARG0000275,-25.2712,-65.3298,No Water Cooling,Hydro,409.06
ARG,CACHEUTA (NUEVA),ARG0000195,-33.0291,-69.1109,No Water Cooling,Hydro,341.24
ARG,CACHI,ARG0000277,-25.1089,-66.2106,Once-through cooling,Oil,4.84
ARG,CAFAYATE,ARG0000278,-26.0715,-65.9876,Once-through cooling,Oil,18.94
ARG,CAPITAL CATAMARCA - PREDIO CHOYA,ARG0000048,-28.4537,-65.7841,Cooling tower,Oil,25.95
ARG,CAPITAL CATAMARCA - PREDIO EX CARCEL,ARG0000049,-28.4773,-65.7872,Cooling tower,Oil,32.05
ARG,CAPITAL CATAMARCA - PREDIO RIPIERA,ARG0000050,-28.4684,-65.7797,Cooling tower,Oil,21.18
ARG,CASA DE PIEDRA,ARG0000183,-38.2143,-67.1908,No Water Cooling,Hydro,206.48
ARG,CASSAFFOUSTH,ARG0000086,-31.3992,-64.2006,No Water Cooling,Hydro,43.63
ARG,CENTRAL BAHIA BLANCA (PIEDRA BUENA) SA,ARG0000031,-38.7872,-62.2536,Cooling tower,Coal,3213.44
ARG,CENTRAL LOMA DE LA LATA SA,ARG0000259,-38.5127,-68.6048,Cooling tower,Gas,3024.54
ARG,CENTRAL PARQUE INDUSTRIAL LA BANDA,ARG0000319,-38.062,-67.9463,Once-through cooling,Oil,50.87
ARG,CENTRAL T.GENELBA,ARG0000165,-34.9027,-58.7334,Cooling tower,Gas,3772.84
ARG,CENTRAL T.GENELBA PLUS,ARG0000166,-34.9027,-58.7334,Cooling tower,Gas,921.64
ARG,CENTRAL TERMICA BRIGADIER LOPEZ (ENARSA),ARG0000311,-31.7112,-60.7811,Cooling tower,Gas,1568.28
ARG,CENTRAL TERMICA DE CICLO COMBINADO SALTA,ARG0000274,-24.7456,-65.0513,Cooling tower,Gas,3601.45
ARG,CENTRAL TERMICA GÜEMES SA,ARG0000287,-24.6894,-65.0425,Cooling tower,Coal,1871.05
ARG,CENTRAL TERMICA LA BANDA,ARG0000330,-27.7528,-64.2655,Cooling tower,Gas,179.23
ARG,CENTRAL TERMICA PIQUIRENDA SA,ARG0000284,-22.3497,-63.7664,Cooling tower,Oil,137.91
ARG,CENTRAL TERMICA REMEDIOS DE ESCALADA,ARG0000155,-34.7208,-58.3881,Cooling tower,Oil,113.26
ARG,CENTRAL TERMOELECTRICA GUILLERMO BROWN,ARG0000042,-34.6268,-58.5438,Cooling tower,Gas,2934.93
ARG,CENTRAL TERMOELECTRICA MANUEL BELGRANO,ARG0000043,-24.6894,-65.0425,Cooling tower,Gas,4862.8
ARG,CENTRAL TERMOELECTRICA TIMBUES,ARG0000307,-32.5778,-60.791,Cooling tower,Gas,4845.66
ARG,CH LOS CARACOLES,ARG0000296,-31.5192,-68.9814,No Water Cooling,Hydro,339.93
ARG,CHILECITO,ARG0000185,-29.1578,-67.5069,Once-through cooling,Oil,22.65
ARG,CHIMBERA 1,ARG0000295,-31.9881,-68.5402,No Water Cooling,Solar,4.26
ARG,CIPOLLETTI,ARG0000267,-38.9121,-67.9427,No Water Cooling,Hydro,11.1
ARG,COMANDANTE ANDRESITO,ARG0000221,-25.6669,-54.0419,Once-through cooling,Oil,10.74
ARG,COMODORO RIVADAVIA,ARG0000072,-25.9913,-54.6278,Cooling tower,Gas,789.85
ARG,COMODORO RIVADAVIA - ANTONIO MORAN,ARG0000067,-45.8467,-67.4964,No Water Cooling,Wind,104.06
ARG,CORRIENTES,ARG0000117,-27.4708,-58.8042,Cooling tower,Oil,6.34
ARG,COSTANERA,ARG0000046,-34.626,-58.3393,Cooling tower,Coal,10273.7
ARG,CRUZ DE PIEDRA,ARG0000197,-33.0349,-68.7971,Cooling tower,Gas,100.48
ARG,CRUZ DEL EJE,ARG0000087,-30.7636,-64.7538,Once-through cooling,Oil,22.88
ARG,CT 13 DE JULIO,ARG0000110,-32.1613,-64.1537,Cooling tower,Gas,145.62
ARG,CT ALEM,ARG0000217,-43.0907,-65.2298,Once-through cooling,Oil,67.95
ARG,CT ALUMINE,ARG0000256,-38.8706,-70.5753,Once-through cooling,Oil,28.54
ARG,CT ARISTOBULO DEL VALLE,ARG0000229,-27.0922,-54.8625,Once-through cooling,Oil,67.95
ARG,CT ARRECIFES,ARG0000003,-34.0414,-60.1297,Once-through cooling,Oil,90.61
ARG,CT AÑATUYA,ARG0000333,-28.4431,-62.8569,Cooling tower,Oil,86.98
ARG,CT AÑATUYA II,ARG0000334,-28.4431,-62.8569,Cooling tower,Oil,52.1
ARG,CT BARILOCHE,ARG0000273,-41.1497,-71.2633,Cooling tower,Oil,90.61
ARG,CT BELL VILLE,ARG0000113,-32.6103,-62.6864,Once-through cooling,Oil,70.76
ARG,CT BRAGADO,ARG0000023,-35.1364,-60.4311,Cooling tower,Gas,278.93
ARG,CT CAPITAN SARMIENTO,ARG0000028,-34.1636,-59.7683,Once-through cooling,Oil,22.65
ARG,CT CATAMARCA,ARG0000054,-28.4706,-65.7647,Cooling tower,Oil,86.98
ARG,CT CAVIAHUE,ARG0000257,-38.0528,-70.6136,Once-through cooling,Oil,22.65
ARG,CT CERES,ARG0000314,-29.8883,-61.9297,Once-through cooling,Oil,81.55
ARG,CT CHARATA,ARG0000065,-27.2369,-61.1939,Once-through cooling,Oil,87.89
ARG,CT CHILECITO,ARG0000189,-29.1581,-67.5072,Once-through cooling,Oil,45.3
ARG,CT CIPOLLETTI,ARG0000260,-38.9133,-67.9414,Once-through cooling,Oil,22.65
ARG,CT COLON BUENOS AIRES,ARG0000039,-33.9222,-61.0769,Once-through cooling,Oil,69.31
ARG,CT CONCEPCION DEL URUGUAY,ARG0000147,-32.4767,-58.2672,Cooling tower,Gas,234.01
ARG,CT CORRIENTES,ARG0000114,-27.4708,-58.8042,Cooling tower,Oil,90.61
ARG,CT ECOENERGIA (PETROBRAS),ARG0000032,-38.6871,-62.3961,Cooling tower,Coal,68.41
ARG,CT ENSENADA DE BARRAGAN,ARG0000160,-34.8597,-57.9557,Cooling tower,Gas,3175.77
ARG,CT ESQUINA,ARG0000139,-30.055,-59.5294,Once-through cooling,Oil,74.75
ARG,CT FORMOSA II,ARG0000149,-26.1764,-58.2094,Cooling tower,Oil,135.91
ARG,CT GENERAL VILLEGAS,ARG0000004,-35.0347,-62.9981,Cooling tower,Oil,106.42
ARG,CT GOYA,ARG0000138,-29.1583,-59.2728,Cooling tower,Oil,58.89
ARG,CT INDEPENDENCIA,ARG0000336,-26.8666,-65.2247,Cooling tower,Gas,672.12
ARG,CT INGENIERO JUAREZ,ARG0000152,-23.9078,-61.8342,Once-through cooling,Oil,18.12
ARG,CT INTA CATAMARCA,ARG0000055,-28.4733,-65.7275,Cooling tower,Oil,31.89
ARG,CT ISLA VERDE,ARG0000083,-33.2425,-62.395,Cooling tower,Oil,111.0
ARG,CT JUAN JOSE CASTELLI,ARG0000059,-25.9564,-60.6204,Once-through cooling,Oil,67.95
ARG,CT JUNIN,ARG0000035,-34.5708,-60.9161,Once-through cooling,Oil,99.67
ARG,CT LA PLATA,ARG0000040,-34.9344,-58.016,Cooling tower,Oil,183.03
ARG,CT LA RIOJA DELIVERY,ARG0000190,-29.3811,-66.8325,Cooling tower,Oil,86.98
ARG,CT LA RIOJA SUR,ARG0000191,-29.3808,-66.8319,Cooling tower,Oil,45.3
ARG,CT LAGUNA BLANCA,ARG0000153,-25.1286,-58.2597,Once-through cooling,Oil,31.71
ARG,CT LAS ARMAS,ARG0000024,-37.0781,-57.8181,Cooling tower,Gas,58.25
ARG,CT LAS ARMAS II,ARG0000025,-37.0781,-57.8181,Cooling tower,Gas,130.89
ARG,CT LAS PALMAS,ARG0000066,-27.0289,-58.6997,Cooling tower,Oil,27.18
ARG,CT LIBERTADOR GENERAL SAN MARTIN,ARG0000170,-40.8421,-68.0869,Once-through cooling,Oil,67.95
ARG,CT LINCOLN,ARG0000036,-34.8578,-61.5206,Once-through cooling,Oil,67.96
ARG,CT LOBOS,ARG0000041,-35.1917,-59.0808,Once-through cooling,Oil,71.06
ARG,CT MAGDALENA,ARG0000005,-35.1001,-57.4839,Cooling tower,Oil,113.26
ARG,CT MATHEU,ARG0000163,-34.3931,-58.8372,Cooling tower,Gas,229.64
ARG,CT MEDANITOS (RINCON DE LOS SAUCES),ARG0000258,-37.4102,-68.9,Cooling tower,Oil,144.98
ARG,CT MIRAMAR I,ARG0000022,-38.2472,-57.8242,Cooling tower,Oil,90.61
ARG,CT OLAVARRIA,ARG0000026,-36.9439,-60.2361,Cooling tower,Gas,217.31
ARG,CT ORAN,ARG0000286,-23.1258,-64.3069,Once-through cooling,Oil,67.95
ARG,CT PARANA,ARG0000148,-31.7764,-60.4553,Cooling tower,Gas,224.04
ARG,CT PARQUE INDUSTRIAL CATAMARCA,ARG0000056,-28.5339,-65.7997,Once-through cooling,Oil,67.95
ARG,CT PASO DE LA PATRIA,ARG0000141,-27.3236,-58.5667,Cooling tower,Oil,32.62
ARG,CT PEHUAJO,ARG0000037,-35.8336,-61.8758,Cooling tower,Oil,101.48
ARG,CT PINAMAR,ARG0000027,-37.0953,-56.8789,Cooling tower,Gas,117.62
ARG,CT PIRANE,ARG0000154,-25.6786,-59.0756,Once-through cooling,Oil,73.62
ARG,CT PLUSPETROL NORTE,ARG0000337,-26.9955,-65.166,Cooling tower,Gas,1377.84
ARG,CT RAFAELA,ARG0000315,-31.2567,-61.5203,Once-through cooling,Oil,86.98
ARG,CT REALICO,ARG0000184,-35.055,-64.2406,Cooling tower,Oil,108.73
ARG,CT ROCA,ARG0000262,-31.8919,-60.0106,Cooling tower,Gas,728.13
ARG,CT SAENZ PEÑA  I,ARG0000062,-26.8156,-60.4114,Cooling tower,Oil,90.61
ARG,CT SAENZ PEÑA  II,ARG0000060,-26.8153,-60.4125,Cooling tower,Oil,67.95
ARG,CT SALTO,ARG0000038,-27.4597,-65.6055,Cooling tower,Oil,101.93
ARG,CT SAN MARTIN NORTE III,ARG0000161,-34.5252,-58.6206,Cooling tower,Oil,23.1
ARG,CT SAN MIGUEL DE TUCUMAN,ARG0000341,-26.9955,-65.166,Cooling tower,Gas,2221.47
ARG,CT SAN MIGUEL NORTE III,ARG0000162,-34.5252,-58.6206,Cooling tower,Oil,52.1
ARG,CT SANTA ROSA,ARG0000142,-28.2628,-58.0006,Once-through cooling,Oil,27.18
ARG,CT TARTAGAL,ARG0000288,-22.5406,-63.8056,Cooling tower,Oil,45.3
ARG,CT TEREVINTOS,ARG0000057,-28.4289,-65.7878,Cooling tower,Oil,36.24
ARG,CT TINOGASTA,ARG0000058,-28.0486,-67.5667,Once-through cooling,Oil,67.95
ARG,CT TUCUMAN,ARG0000342,-26.9955,-65.166,Cooling tower,Gas,2453.24
ARG,CT VENADO TUERTO,ARG0000316,-33.7736,-61.9564,Cooling tower,Oil,86.98
ARG,CT VIALE,ARG0000143,-31.8919,-60.0106,Cooling tower,Oil,45.3
ARG,CT VILLA ANGELA,ARG0000061,-27.5808,-60.7094,Once-through cooling,Oil,67.95
ARG,CT VILLA REGINA,ARG0000261,-39.0872,-67.0881,Cooling tower,Oil,22.65
ARG,CUESTA DEL VIENTO,ARG0000297,-30.1833,-69.0667,No Water Cooling,Hydro,39.33
ARG,Cafayate,WKS0071212,-26.04,-65.93,No Water Cooling,Solar,192.96
ARG,Caldenes del Oeste,WKS0072494,-33.61,-65.445,No Water Cooling,Solar,75.31
ARG,Cauchari,WKS0068701,-23.8,-66.8,No Water Cooling,Solar,643.87
ARG,DEAN FUNES,ARG0000088,-31.3934,-64.2059,Cooling tower,Gas,392.74
ARG,DIQUE,ARG0000157,-34.8902,-57.933,Cooling tower,Gas,383.33
ARG,DOCK SUD,ARG0000158,-34.6533,-58.342,Cooling tower,Gas,4885.76
ARG,EL CADILLAL,ARG0000338,-26.6156,-65.1929,No Water Cooling,Hydro,45.64
ARG,EL CARRIZAL,ARG0000196,-33.2993,-68.7199,No Water Cooling,Hydro,66.05
ARG,EL CHOCON,ARG0000255,-39.2577,-68.7483,No Water Cooling,Hydro,3517.36
ARG,EL TIGRE,ARG0000211,-34.61,-68.6136,No Water Cooling,Hydro,41.96
ARG,EL TUNAL,ARG0000276,-25.2323,-64.4762,No Water Cooling,Hydro,45.91
ARG,EMBALSE,ARG0000112,-32.2316,-64.4422,Cooling tower,Nuclear,2283.62
ARG,ESCABA,ARG0000339,-27.6589,-65.7633,No Water Cooling,Hydro,55.01
ARG,ESQUINA,ARG0000119,-30.0102,-59.5321,Once-through cooling,Oil,10.03
ARG,EX CENTRAL BUENOS AIRES,ARG0000047,-34.627,-58.3382,Cooling tower,Gas,1797.92
ARG,FILO MORADO,ARG0000240,-37.2742,-69.652,Cooling tower,Gas,378.06
ARG,FITZ SIMON,ARG0000089,-32.1784,-64.4207,No Water Cooling,Hydro,31.47
ARG,FLORENTINO AMEGHINO,ARG0000079,-43.6996,-66.4815,No Water Cooling,Hydro,185.17
ARG,FUTALEUFU,ARG0000080,-43.1288,-71.63,No Water Cooling,Hydro,1216.6
ARG,GENERACION FRIAS SA,ARG0000329,-28.6072,-65.1228,Cooling tower,Gas,336.06
ARG,GENERAL ACHA,ARG0000182,-37.4309,-64.716,No Water Cooling,Wind,11.31
ARG,GENERAL LEVALLE,ARG0000090,-34.0364,-63.9217,Cooling tower,Gas,407.64
ARG,GENERAL SAN MARTIN,ARG0000208,-33.0449,-68.9219,No Water Cooling,Hydro,21.74
ARG,GOYA,ARG0000121,-29.1388,-59.2277,Cooling tower,Oil,6.02
ARG,GOYA (ELECTROPATAGONIA SA),ARG0000137,-29.1388,-59.2277,Cooling tower,Gas,96.89
ARG,GUILLERMO CESPEDES,ARG0000269,-39.56,-65.6817,No Water Cooling,Hydro,9.19
ARG,H. PICHI PICUN LEUFU,ARG0000272,-40.012,-69.9918,No Water Cooling,Hydro,805.77
ARG,ISLA VERDE,ARG0000091,-33.2422,-62.3946,Cooling tower,Oil,14.11
ARG,ITA IBATE,ARG0000123,-27.4252,-57.3341,Once-through cooling,Oil,4.76
ARG,ITUZAINGO,ARG0000124,-27.5785,-56.6726,Once-through cooling,Oil,6.02
ARG,Iglesia-Guañizuil,WKS0072502,-30.34,-69.27,No Water Cooling,Solar,188.51
ARG,JULIAN  ROMERO,ARG0000270,-38.8367,-68.038,No Water Cooling,Hydro,25.64
ARG,LA CRUZ,ARG0000125,-29.1762,-56.6394,Once-through cooling,Oil,6.02
ARG,LA PLATA COGENERACION,ARG0000164,-34.889,-57.9206,Cooling tower,Gas,716.92
ARG,LA RIOJA,ARG0000188,-29.3823,-66.8325,Cooling tower,Oil,190.28
ARG,LA TABLADA,ARG0000222,-27.4184,-55.9097,Cooling tower,Gas,124.06
ARG,LA VIÑA,ARG0000094,-31.8708,-65.0349,No Water Cooling,Hydro,44.18
ARG,LAS MADERAS,ARG0000169,-24.4438,-65.2203,No Water Cooling,Hydro,73.63
ARG,LOS CORONELES (EX 25  DE MAYO),ARG0000209,-34.6,-68.5285,No Water Cooling,Hydro,19.26
ARG,LOS MOLINOS I,ARG0000096,-31.838,-64.4452,No Water Cooling,Hydro,135.62
ARG,LOS MOLINOS II,ARG0000097,-31.838,-64.4452,No Water Cooling,Hydro,11.33
ARG,LOS QUIROGA,ARG0000331,-27.6509,-64.3618,No Water Cooling,Hydro,9.11
ARG,LOS REYUNOS,ARG0000212,-34.6028,-68.6383,No Water Cooling,Hydro,556.92
ARG,LUJAN DE CUYO,ARG0000198,-33.0551,-68.981,Cooling tower,Gas,3079.21
ARG,MAR DE AJO,ARG0000006,-36.7208,-63.1977,Cooling tower,Gas,190.43
ARG,MAR DEL PLATA (9 DE JULIO),ARG0000007,-38.0495,-57.546,Cooling tower,Gas,1127.48
ARG,MAYOR BURATOVICH,ARG0000015,-39.2291,-62.6497,No Water Cooling,Wind,12.69
ARG,MBURUCUYA,ARG0000128,-28.0441,-58.2285,Once-through cooling,Oil,4.68
ARG,MERCEDES,ARG0000129,-29.1808,-58.0793,Once-through cooling,Oil,10.45
ARG,MODESTO MARANZANA,ARG0000111,-33.1608,-64.3656,Cooling tower,Gas,1400.25
ARG,NECOCHEA,ARG0000008,-38.5785,-58.7108,Cooling tower,Coal,1067.69
ARG,NIHUIL I,ARG0000214,-34.9907,-68.6237,No Water Cooling,Hydro,223.95
ARG,NIHUIL II,ARG0000215,-34.9039,-68.6177,No Water Cooling,Hydro,350.53
ARG,NIHUIL III,ARG0000216,-34.8821,-68.576,No Water Cooling,Hydro,156.86
ARG,NIHUIL IV,ARG0000213,-34.833,-68.5168,No Water Cooling,Hydro,73.35
ARG,NUEVA ESPERANZA,ARG0000323,-26.2072,-64.2477,Once-through cooling,Oil,15.31
ARG,NUEVO PUERTO,ARG0000044,-34.5721,-58.3835,Cooling tower,Gas,6820.35
ARG,OBERA (TG Nº21 FIAT ),ARG0000223,-27.5019,-55.1245,Once-through cooling,Gas,96.33
ARG,ORENSE,ARG0000016,-38.6851,-59.7804,Once-through cooling,Oil,7.79
ARG,PARANA,ARG0000001,-33.3549,-60.1718,Cooling tower,Other,0.0
ARG,PARQUE EOLICO ARAUCO SAPEM I,ARG0000192,-28.6684,-66.7524,No Water Cooling,Wind,158.35
ARG,PARQUE EOLICO ARAUCO SAPEM II,ARG0000193,-28.6684,-66.7524,No Water Cooling,Wind,158.35
ARG,PARQUE EOLICO DIADEMA,ARG0000081,-45.7458,-67.6953,No Water Cooling,Wind,39.58
ARG,PARQUE EOLICO EL TORDILLO,ARG0000082,-45.8507,-67.9081,No Water Cooling,Wind,18.85
ARG,PARQUE EOLICO LOMA BLANCA IV (ENARSA),ARG0000075,-43.0907,-65.2298,No Water Cooling,Wind,314.19
ARG,PARQUE EOLICO RAWSON I (ENARSA),ARG0000076,-43.3522,-65.1734,No Water Cooling,Wind,305.39
ARG,PARQUE EOLICO RAWSON II (ENARSA),ARG0000077,-43.3522,-65.1734,No Water Cooling,Wind,180.97
ARG,PASO DE LOS LIBRES,ARG0000132,-29.7148,-57.0933,Once-through cooling,Oil,9.67
ARG,PATAGONIA,ARG0000078,-45.7934,-67.5145,Cooling tower,Gas,692.84
ARG,PERUGORRIA,ARG0000133,-29.34,-58.6077,Once-through cooling,Oil,5.02
ARG,PICO TRUNCADO - JORGE ROMANUTTI,ARG0000305,-46.8065,-67.9808,No Water Cooling,Wind,15.08
ARG,PICO TRUNCADO I,ARG0000304,-46.7842,-67.9498,Cooling tower,Gas,255.4
ARG,PIEDRA DEL AGUILA (CPSA),ARG0000233,-31.6651,-63.8314,No Water Cooling,Hydro,2931.94
ARG,PIEDRAS MORAS,ARG0000099,-32.1675,-64.2438,No Water Cooling,Hydro,18.44
ARG,PILAR  BICENTENARIO,ARG0000100,-31.6651,-63.8314,Cooling tower,Gas,2615.67
ARG,PILAR ZANICHELLI,ARG0000101,-31.6662,-63.8344,Cooling tower,Coal,1119.52
ARG,PLANICIE BANDERITA,ARG0000241,-28.5339,-65.7997,No Water Cooling,Hydro,726.87
ARG,PLANTA PILOTO FOTOVOLTAICA SAN JUAN 1,ARG0000298,-31.3891,-68.6752,No Water Cooling,Solar,2.48
ARG,PRESIDENTE SARMIENTO,ARG0000289,-31.5129,-68.5399,Cooling tower,Gas,176.43
ARG,PUEBLO VIEJO,ARG0000340,-27.1149,-65.7523,No Water Cooling,Hydro,42.32
ARG,PUERTO MADRYN,ARG0000073,-42.7069,-65.1048,Cooling tower,Gas,235.24
ARG,PUERTO NUEVO,ARG0000045,-34.5754,-58.3788,Cooling tower,Coal,3052.77
ARG,PUNTA ALTA - CENTENARIO,ARG0000017,-38.7833,-61.8984,No Water Cooling,Wind,11.31
ARG,QUEBRADA DE ULLUM,ARG0000299,-31.2567,-61.5203,No Water Cooling,Hydro,113.26
ARG,RIO CORRALITO,ARG0000282,-24.983,-65.686,No Water Cooling,Hydro,29.96
ARG,RIO CUARTO,ARG0000103,-33.1614,-64.3649,Cooling tower,Gas,199.22
