ISO,Name,gppd_idnr,latitude,longitude,Cooling System,Fuel,ELECPRODi
CHL,CALLE CALLE,CHL0000093,-39.7999,-73.1891,Once-through cooling,Oil,7.6
CHL,CAMPICHE,CHL0000108,-32.7483,-71.4833,Cooling tower,Coal,1373.67
CHL,CANDELARIA,CHL0000104,-34.0339,-70.6138,Cooling tower,Gas,1012.88
CHL,CANELA,CHL0002003,-31.2883,-71.6023,No Water Cooling,Wind,50.4
CHL,CANELA II,CHL0002004,-31.3136,-71.6011,No Water Cooling,Wind,166.62
CHL,CANETE,CHL0000058,-37.7308,-73.3828,Once-through cooling,Oil,2.34
CHL,CANUTILLAR,CHL0001013,-41.5281,-72.3417,No Water Cooling,Hydro,554.41
CHL,CAPULLO,CHL0001014,-40.8192,-72.3999,No Water Cooling,Hydro,30.57
CHL,CARDONES,CHL0000048,-27.4876,-70.3864,Cooling tower,Oil,89.09
CHL,CARENA,CHL0001015,-33.5286,-70.9528,No Water Cooling,Hydro,25.87
CHL,CASABLANCA,CHL0000109,-33.3263,-71.3923,Once-through cooling,Oil,1.46
CHL,CBB-CENTRO,CHL0000095,-34.8666,-71.1432,Once-through cooling,Oil,7.91
CHL,CENIZAS,CHL0000049,-27.4809,-70.3897,Cooling tower,Oil,8.130000000000004
CHL,CHACABUQUITO,CHL0001017,-32.8535,-70.5061,No Water Cooling,Hydro,70.34
CHL,CHACAYES,CHL0001018,-34.2756,-70.4523,No Water Cooling,Hydro,392.74
CHL,CHANARES,CHL0004001,-26.3748,-70.0657,No Water Cooling,Solar,92.68
CHL,CHAPIQUINA,CHL0001019,-18.3695,-69.5469,No Water Cooling,Hydro,26.16
CHL,CHIBURGO,CHL0001020,-35.6615,-71.3551,No Water Cooling,Hydro,87.71
CHL,CHILOE,CHL0000082,-43.0914,-73.6155,Once-through cooling,Oil,5.26
CHL,CHUFKEN (TRAIGUEN),CHL0000043,-38.2624,-72.6165,Once-through cooling,Oil,0.93
CHL,CHUYACA,CHL0000083,-40.5786,-73.0884,Once-through cooling,Oil,6.61
CHL,CIPRESES,CHL0001021,-35.7872,-70.8084,No Water Cooling,Hydro,367.32
CHL,CMPC Pacífico,CHL0003006,-37.7917,-72.4842,Cooling tower,Biomass,429.28326173304
CHL,CMPC Santa Fe,CHL0003007,-37.5151,-72.6565,Cooling tower,Biomass,65.0429184444
CHL,CMPC_Laja,CHL0003005,-37.2895,-72.7114,Cooling tower,Biomass,325.214592222
CHL,COLBUN,CHL0001022,-35.6853,-71.3699,No Water Cooling,Hydro,1133.37
CHL,COLIHUES,CHL0000105,-34.2425,-70.6744,Cooling tower,Oil,12.4
CHL,COLLIL,CHL0001023,-42.5976,-73.958,No Water Cooling,Hydro,24.21
CHL,COLMITO,CHL0000110,-32.9304,-71.474,Cooling tower,Oil,33.76
CHL,CONCON,CHL0000111,-32.9331,-71.4742,Cooling tower,Oil,1.34
CHL,CONSTITUCION,CHL0000096,-35.3604,-72.4069,Cooling tower,Oil,5.26
CHL,CORONEL,CHL0000060,-36.9676,-73.1686,Cooling tower,Gas,186.73
CHL,COYA,CHL0001025,-34.2049,-70.5257,No Water Cooling,Hydro,48.74
CHL,CURACAUTIN,CHL0000044,-38.4528,-71.8194,Once-through cooling,Oil,1.4
CHL,CURAUMA,CHL0000112,-33.1291,-71.557,Once-through cooling,Oil,1.46
CHL,CURILLINQUE,CHL0001028,-35.8051,-70.9411,No Water Cooling,Hydro,303.75
CHL,Cachiyuyo,WKS0065305,-26.41,-69.37,No Water Cooling,Solar,121.28
CHL,Calama 2,WKS0067479,-22.444,-68.87,No Water Cooling,Solar,19.37
CHL,Calama Sur,WKS0061893,-22.45,-68.868,No Water Cooling,Solar,72.19
CHL,Cardones I,WKS0071653,-27.35,-70.395,No Water Cooling,Solar,73.88
CHL,Carrera Pinto ENEL,WKS0067468,-27.005,-69.869,No Water Cooling,Solar,324.03
CHL,Carrera Pinto I,WKS0061951,-27.005,-69.869,No Water Cooling,Solar,233.25
CHL,Carrera Pinto II,WKS0064532,-27.005,-69.869,No Water Cooling,Solar,92.1
CHL,Celco,CHL0003003,-35.3262,-72.4163,Cooling tower,Biomass,104.06866951104
CHL,Cerro Dominador CSP,WKS0070986,-22.782,-69.485,No Water Cooling,Solar,290.29
CHL,Cerro Dominador PV,WKS0071865,-22.788,-69.472,No Water Cooling,Solar,265.38
CHL,Cholguín,CHL0003004,-37.1649,-72.0674,Cooling tower,Biomass,169.11158795544
CHL,Coelemu,CHL0003008,-36.5108,-72.7369,Once-through cooling,Biomass,92.36094419104798
CHL,Conejo I,WKS0063115,-25.45,-70.3,No Water Cooling,Solar,263.24
CHL,Copiapó Odinsa,WKS0065253,-27.495,-70.381,No Water Cooling,Solar,34.36
CHL,Crucero,WKS0064173,-22.22,-69.576,No Water Cooling,Solar,189.6
CHL,DEGAN,CHL0000085,-42.1482,-73.7155,Cooling tower,Oil,21.06
CHL,DIEGO DE ALMAGRO (U1-U2),CHL0000050,-26.3984,-70.0387,Cooling tower,Oil,27.38
CHL,DIESEL ARICA(GMAR_M1AR),CHL0000020,-18.5287,-70.2989,Once-through cooling,Oil,8.300000000000002
CHL,DIESEL ENAEX (CUMMINS-DEUTZ),CHL0000004,-23.097,-70.4319,Cooling tower,Oil,1.57
CHL,DIESEL IQUIQUE(MSIQ_TGIQ),CHL0000019,-20.258,-70.1273,Cooling tower,Coal,237.23
CHL,DIESEL TAMAYA (SUTA),CHL0000005,-22.1591,-70.0894,Cooling tower,Oil,57.92
CHL,DIESEL ZOFRI (ZOFRI 1-6_ZOFRI 1-5),CHL0000006,-20.2062,-70.1294,Cooling tower,Oil,3.54
CHL,DON WALTERIO,CHL0001029,-40.5568,-72.5159,No Water Cooling,Hydro,6.24
CHL,DONGO,CHL0001031,-42.5678,-73.8945,No Water Cooling,Hydro,20.75
CHL,Diego de Almagro Emelda,WKS0062320,-26.371,-70.067,No Water Cooling,Solar,52.84
CHL,Doña Carmen,WKS0065460,-32.483,-71.246,No Water Cooling,Solar,97.0
CHL,EAGON,CHL0000045,-38.5377,-72.4608,Cooling tower,Oil,1.4
CHL,EL ARRAYAN,CHL0002005,-30.5793,-71.6981,No Water Cooling,Wind,319.35
CHL,EL CANELO,CHL0001034,-33.6031,-70.3597,No Water Cooling,Hydro,25.1
CHL,EL DIUTO,CHL0001035,-37.4229,-72.0818,No Water Cooling,Hydro,10.63
CHL,EL LLANO,CHL0001036,-33.6212,-70.5351,No Water Cooling,Hydro,9.3
CHL,EL MANZANO,CHL0001037,-38.8392,-71.7633,No Water Cooling,Hydro,20.28
CHL,EL PENON,CHL0000075,-30.1418,-71.2296,Once-through cooling,Oil,47.29
CHL,EL SALVADOR,CHL0000051,-26.3923,-70.0396,Cooling tower,Oil,13.84
CHL,EL TORO,CHL0001041,-37.2934,-71.4924,No Water Cooling,Hydro,1154.64
CHL,EL TOTORAL,CHL0000113,-33.4274,-71.6369,Once-through cooling,Oil,1.75
CHL,EMELDA,CHL0000052,-26.3803,-70.0222,Cooling tower,Oil,40.19
CHL,ENSENADA RIO BLANCO,CHL0001044,-41.2719,-72.5408,No Water Cooling,Hydro,2.23
CHL,EOLICA CUEL,CHL0002007,-37.5107,-72.4937,No Water Cooling,Wind,91.64
CHL,EOLICA SAN PEDRO,CHL0002008,-42.2704,-73.9401,No Water Cooling,Wind,99.97
CHL,ESPERANZA 1 2 Y 3,CHL0000131,-34.2421,-70.6741,Cooling tower,Oil,12.98
CHL,ESTANCILLA,CHL0000101,-33.6598,-70.7125,Cooling tower,Oil,1.75
CHL,ESTANDARTES (ZOFRI_7-12_ZOFRI 13),CHL0000007,-20.2065,-70.1293,Cooling tower,Oil,3.74
CHL,EYZAGUIRRE,CHL0001045,-33.6079,-70.5106,No Water Cooling,Hydro,9.3
CHL,El Pelícano,WKS0067965,-29.485,-71.21,No Water Cooling,Solar,251.38
CHL,El Romero,WKS0062353,-29.112,-70.915,No Water Cooling,Solar,474.82
CHL,Energía BíoBío,CHL0003009,-36.8348,-73.0961,Cooling tower,Biomass,93.661802559936
CHL,Energía Pacífico,CHL0003010,-33.9817,-70.6976,Cooling tower,Biomass,202.933905546528
CHL,Escuadrín,CHL0003011,-36.935,-73.1556,Cooling tower,Biomass,182.12017164432
CHL,FLORIDA,CHL0001046,-33.5476,-70.5454,No Water Cooling,Hydro,82.54
CHL,Finis Terrae,WKS0067488,-22.343,-69.523,No Water Cooling,Solar,362.39
CHL,Finis Terrae II,WKS0067762,-22.343,-69.523,No Water Cooling,Solar,181.14
CHL,Flor del Desierto,WKS0062496,-23.5,-69.75,No Water Cooling,Solar,137.26
CHL,GUACOLDA,CHL0000053,-28.4673,-71.2573,Cooling tower,Coal,4192.91
CHL,GUAYACAN,CHL0001047,-33.6027,-70.3597,No Water Cooling,Hydro,51.77
CHL,HBS,CHL0003012,-37.2864,-72.351,Cooling tower,Biomass,28.618884115536
CHL,HIDROBONITO MC1,CHL0001048,-40.9178,-72.4036,No Water Cooling,Hydro,22.93
CHL,HIDROBONITO MC2,CHL0001049,-40.9178,-72.4036,No Water Cooling,Hydro,6.24
CHL,HORCONES TG,CHL0000061,-37.2118,-73.2167,Cooling tower,Oil,14.21
CHL,HUASCO,CHL0000054,-28.4707,-71.2526,Cooling tower,Oil,33.76
CHL,INACAL,CHL0000008,-23.7819,-70.3202,Once-through cooling,Oil,3.86
CHL,ISLA,CHL0001051,-35.8104,-70.8357,No Water Cooling,Hydro,231.12
CHL,JUNCAL,CHL0001052,-32.9011,-70.2697,No Water Cooling,Hydro,81.42
CHL,JUNCALITO,CHL0001053,-32.9011,-70.2697,No Water Cooling,Hydro,3.09
CHL,Jama,WKS0064530,-22.576,-68.693,No Water Cooling,Solar,78.36
CHL,Jama II,WKS0061874,-22.581,-68.693,No Water Cooling,Solar,56.65
CHL,LA ARENA,CHL0001054,-41.6813,-72.6455,No Water Cooling,Hydro,27.24
CHL,LA CONFLUENCIA,CHL0001055,-34.8335,-70.5537,No Water Cooling,Hydro,427.74
CHL,LA HIGUERA,CHL0001056,-34.7515,-70.7143,No Water Cooling,Hydro,445.08
CHL,LA PALOMA,CHL0001057,-30.7004,-71.0373,No Water Cooling,Hydro,14.16
CHL,LAGUNA VERDE (U1  U2  TG),CHL0000114,-33.1032,-71.6772,Once-through cooling,Oil,38.03
CHL,LAJA 1,CHL0001059,-37.2441,-72.5302,No Water Cooling,Hydro,119.52
CHL,LALACKAMA,CHL0004003,-25.1208,-70.311,No Water Cooling,Solar,180.56
CHL,LAS FLORES,CHL0001060,-40.1363,-72.3961,No Water Cooling,Hydro,7.44
CHL,LAS VEGAS,CHL0000115,-32.8428,-71.0115,Cooling tower,Oil,1.22
CHL,LAS VERTIENTES,CHL0001061,-33.5927,-70.4696,No Water Cooling,Hydro,9.3
CHL,LEBU,CHL0000063,-37.6154,-73.6694,Once-through cooling,Oil,1.4
CHL,LEBU,CHL0002010,-37.6861,-73.6491,No Water Cooling,Wind,18.16
CHL,LICAN,CHL0001062,-40.618,-72.4014,No Water Cooling,Hydro,45.51
CHL,LIRCAY,CHL0001063,-35.5373,-71.2614,No Water Cooling,Hydro,63.4
CHL,LLANO DE LLAMPOS,CHL0004004,-27.1175,-70.1711,No Water Cooling,Solar,246.7
CHL,LLEUQUEREO,CHL0001064,-37.5667,-71.5241,No Water Cooling,Hydro,5.26
CHL,LOMA ALTA,CHL0001065,-35.7909,-70.9822,No Water Cooling,Hydro,145.06
CHL,LONQUIMAY,CHL0000046,-38.5528,-71.4293,Once-through cooling,Oil,0.7
CHL,LOS BAJOS,CHL0001066,-33.6352,-70.5947,No Water Cooling,Hydro,29.34
CHL,LOS COLONOS,CHL0001067,-40.9849,-72.8861,No Water Cooling,Hydro,4.36
CHL,LOS CORRALES,CHL0001068,-40.6472,-72.3148,No Water Cooling,Hydro,3.69
CHL,LOS CORRALES 2,CHL0001069,-40.6412,-72.3144,No Water Cooling,Hydro,3.69
CHL,LOS CURUROS,CHL0002011,-31.0299,-71.6571,No Water Cooling,Wind,304.36
CHL,LOS ESPINOS,CHL0000076,-31.883,-71.4503,Cooling tower,Oil,72.55
CHL,LOS HIERROS,CHL0001070,-35.8578,-71.0639,No Water Cooling,Hydro,94.71
CHL,LOS HIERROS 2,CHL0001071,-35.8398,-71.0789,No Water Cooling,Hydro,24.17
CHL,LOS MOLLES,CHL0001072,-30.7447,-70.5875,No Water Cooling,Hydro,46.75
CHL,LOS MORROS,CHL0001073,-33.6482,-70.6566,No Water Cooling,Hydro,12.23
CHL,LOS PADRES,CHL0001074,-37.5283,-71.7059,No Water Cooling,Hydro,5.26
CHL,LOS PINOS,CHL0000066,-37.0854,-72.3247,Cooling tower,Oil,60.17
CHL,LOS QUILOS,CHL0001075,-32.8665,-70.408,No Water Cooling,Hydro,107.5
CHL,LOS SAUCES II,CHL0000129,-37.9658,-72.8269,Cooling tower,Oil,0.87
CHL,LOS VIENTOS,CHL0000116,-32.8439,-71.0128,Cooling tower,Oil,76.84
CHL,LOUSIANA PACIFIC,CHL0000094,-39.561,-72.4743,Once-through cooling,Oil,1.69
CHL,LOUSIANA PACIFIC II,CHL0000047,-38.5418,-72.4699,Cooling tower,Oil,1.87
CHL,La Huayca II,WKS0067484,-20.4532,-69.5376,No Water Cooling,Solar,17.13
CHL,La Huayca III,WKS0063243,-20.456,-69.533,No Water Cooling,Solar,52.81
CHL,La Tirana,WKS0061955,-20.274,-69.754,No Water Cooling,Solar,83.51
CHL,Laja,CHL0003013,-37.169,-72.4087,Cooling tower,Biomass,163.908154479888
CHL,Lalackama II,WKS0064850,-25.114,-70.307,No Water Cooling,Solar,45.99
CHL,Lascar I,WKS0061872,-22.555,-68.58,No Water Cooling,Solar,78.48
CHL,Lascar II,WKS0061873,-22.555,-68.58,No Water Cooling,Solar,72.44
CHL,Lautaro,CHL0003015,-38.5419,-72.4674,Cooling tower,Biomass,338.2231759108801
CHL,Lautaro II,CHL0003016,-38.5407,-72.4682,Cooling tower,Biomass,286.1888411553599
CHL,Licanten,CHL0003017,-34.9882,-72.0199,Once-through cooling,Biomass,78.05150213328
CHL,Loma Los Colorados (KDM),CHL0003018,-32.9557,-70.8043,Cooling tower,Biomass,26.01716737776
CHL,Loma Los Colorados II,CHL0003019,-32.9567,-70.8046,Cooling tower,Biomass,236.756223137616
CHL,Los Andes I,WKS0063523,-24.002,-68.585,No Water Cooling,Solar,50.23
CHL,Los Andes II,WKS0067760,-24.005,-68.575,No Water Cooling,Solar,290.76
CHL,Los Loros,WKS0065052,-27.855,-70.175,No Water Cooling,Solar,122.97
CHL,Luz del Norte,WKS0062406,-27.025,-69.894,No Water Cooling,Solar,340.07
CHL,Luz del Norte I+II,WKS0066762,-27.025,-69.894,No Water Cooling,Solar,168.39
CHL,Luz del Norte III+,WKS0066763,-27.025,-69.894,No Water Cooling,Solar,170.99
CHL,MACHICURA,CHL0001076,-35.7324,-71.3979,No Water Cooling,Hydro,274.51
CHL,MAISAN,CHL0001077,-38.974,-72.647,No Water Cooling,Hydro,5.01
CHL,MAITENES,CHL0001078,-33.5307,-70.2617,No Water Cooling,Hydro,102.01
CHL,MALLARAUCO,CHL0001079,-33.5874,-71.0044,No Water Cooling,Hydro,7.26
CHL,MAMPIL,CHL0001080,-37.5404,-71.7098,No Water Cooling,Hydro,161.11
CHL,MANTOS BLANCOS,CHL0000010,-23.445,-70.0758,Cooling tower,Oil,16.32
CHL,MARIA ELENA,CHL0004007,-40.7719,-72.4875,No Water Cooling,Solar,114.56
CHL,MARIPOSAS,CHL0001082,-35.5961,-71.2642,No Water Cooling,Hydro,13.51
CHL,MAULE,CHL0000098,-35.3602,-72.4066,Cooling tower,Oil,3.51
CHL,MONTE PATRIA,CHL0000077,-30.6968,-70.9491,Cooling tower,Oil,5.26
CHL,MONTE REDONDO,CHL0002012,-31.0773,-71.6578,No Water Cooling,Wind,133.29
CHL,MUCHI,CHL0001086,-40.3168,-72.2273,No Water Cooling,Hydro,2.22
CHL,MULTIEXPORT (I-II),CHL0000086,-41.4678,-72.9738,Once-through cooling,Oil,1.75
CHL,Marchigüe I,WKS0066166,-34.336,-71.539,No Water Cooling,Solar,19.38
CHL,Marchigüe II,WKS0066167,-34.406,-71.666,No Water Cooling,Solar,18.42
CHL,Masisa,CHL0003020,-37.0455,-72.4001,Cooling tower,Biomass,143.09442057768
CHL,Minera El Tesoro CSP,WKS0071649,-22.9296,-69.0955,No Water Cooling,Solar,17.5
CHL,NALCAS,CHL0001087,-40.8952,-72.3401,No Water Cooling,Hydro,15.76
CHL,NEHUENCO,CHL0000117,-32.9366,-71.3231,Cooling tower,Gas,3489.44
CHL,NEWEN,CHL0000067,-36.7755,-73.1127,Cooling tower,Gas,57.23
CHL,NUEVA ALDEA II,CHL0000133,-36.6598,-72.4794,Cooling tower,Oil,5.85
CHL,NUEVA RENCA,CHL0000102,-33.4184,-70.687,Cooling tower,Oil,216.43
CHL,NUEVA VENTANAS,CHL0000118,-32.7498,-71.4832,Cooling tower,Coal,1373.67
CHL,Nueva Aldea I (ex Itata),CHL0003021,-36.6597,-72.4731,Cooling tower,Biomass,182.12017164432
CHL,Nueva Aldea III,CHL0003022,-36.662,-72.4822,Cooling tower,Biomass,481.31759648856
CHL,OJOS DE AGUA,CHL0001088,-35.7859,-70.8076,No Water Cooling,Hydro,32.9
CHL,OLIVOS,CHL0000078,-31.9353,-71.4769,Cooling tower,Oil,67.4
CHL,PALMUCHO,CHL0001089,-38.0452,-71.4713,No Water Cooling,Hydro,121.9
CHL,PANGUE,CHL0001090,-37.9099,-71.6087,No Water Cooling,Hydro,1387.58
CHL,PEHUENCHE,CHL0001092,-35.7338,-71.1555,No Water Cooling,Hydro,1794.2
CHL,PEHUI,CHL0001093,-40.5567,-72.5161,No Water Cooling,Hydro,2.22
CHL,PETROPOWER,CHL0000106,-36.7873,-73.1217,Cooling tower,Petcoke,497.111
CHL,PEUCHEN,CHL0001094,-37.5404,-71.5965,No Water Cooling,Hydro,251.46
CHL,PICHILONCO,CHL0001095,-40.329,-72.3226,No Water Cooling,Hydro,2.22
CHL,PILMAIQUEN,CHL0001096,-40.6381,-72.6497,No Water Cooling,Hydro,156.2
CHL,PLACILLA,CHL0000119,-33.1085,-71.5591,Once-through cooling,Oil,1.75
CHL,PLANTA CURICO,CHL0000099,-35.0207,-71.2436,Once-through cooling,Coal,11.03
CHL,POZO ALMONTE SOLAR 2,CHL0004010,-20.2717,-69.7559,No Water Cooling,Solar,17.3
CHL,POZO ALMONTE SOLAR 3,CHL0004011,-20.2517,-69.7588,No Water Cooling,Solar,43.08
CHL,PROVIDENCIA,CHL0001098,-35.4697,-71.2729,No Water Cooling,Hydro,36.41
CHL,PUCLARO,CHL0001099,-29.9961,-70.8638,No Water Cooling,Hydro,17.61
CHL,PULLINQUE,CHL0001100,-39.5957,-72.2175,No Water Cooling,Hydro,181.7
CHL,PUNITAQUI,CHL0000079,-30.858,-71.2406,Once-through cooling,Oil,5.26
CHL,PUNTA COLORADA,CHL0000080,-29.3668,-71.0429,Once-through cooling,Oil,9.71
CHL,PUNTA COLORADA,CHL0002013,-29.3662,-71.0585,No Water Cooling,Wind,55.54
CHL,PUNTA PALMERAS,CHL0002014,-31.2345,-71.6404,No Water Cooling,Wind,124.96
CHL,PUNTILLA,CHL0001101,-33.6187,-70.5352,No Water Cooling,Hydro,104.57
CHL,PV SALVADOR,CHL0004012,-26.3141,-69.8681,No Water Cooling,Solar,167.02
CHL,Pampa Camarones 1,WKS0063023,-18.886,-70.113,No Water Cooling,Solar,13.45
CHL,Pampa Norte,WKS0065061,-25.511,-70.166,No Water Cooling,Solar,215.66
CHL,Pampa Sur,WKS0062288,-25.536,-70.178,No Water Cooling,Solar,216.67
CHL,Paruma,WKS0061868,-22.555,-68.755,No Water Cooling,Solar,50.81
CHL,Portal del Inca A,WKS0066677,-26.294,-69.628,No Water Cooling,Solar,7.61
CHL,Pozo Almonte 1,WKS0067465,-20.268,-69.753,No Water Cooling,Solar,20.73
CHL,Pozo Almonte 2+3,WKS0061952,-20.248,-69.747,No Water Cooling,Solar,63.02
CHL,Pular,WKS0067767,-22.53,-68.77,No Water Cooling,Solar,69.32
CHL,QUELLON II,CHL0000087,-43.0913,-73.6143,Once-through cooling,Oil,4.09
CHL,QUELTEHUES,CHL0001103,-33.8128,-70.2193,No Water Cooling,Hydro,169.26
CHL,QUILLAILEO,CHL0001104,-37.693,-71.8082,No Water Cooling,Hydro,4.11
CHL,QUILLECO,CHL0001105,-37.336,-71.9567,No Water Cooling,Hydro,250.11
CHL,QUINTAY,CHL0000120,-33.2007,-71.6592,Once-through cooling,Oil,1.75
CHL,QUINTERO,CHL0000121,-32.7871,-71.4855,Cooling tower,Oil,149.31
CHL,Quilapilún,WKS0065812,-33.104,-70.637,No Water Cooling,Solar,284.28
CHL,RALCO,CHL0001106,-37.9969,-71.5199,No Water Cooling,Hydro,2052.5
CHL,RAPEL,CHL0001107,-34.0409,-71.5902,No Water Cooling,Hydro,1169.81
CHL,RECA,CHL0001108,-39.7834,-72.1159,No Water Cooling,Hydro,5.26
CHL,RENAICO,CHL0001109,-37.8138,-72.4155,No Water Cooling,Hydro,13.51
CHL,RENCA,CHL0000103,-33.4173,-70.6886,Cooling tower,Oil,53.82
CHL,RIO HUASCO,CHL0001111,-28.6762,-70.6451,No Water Cooling,Hydro,12.87
CHL,RIO PICOIQUEN,CHL0001112,-37.8096,-72.8336,No Water Cooling,Hydro,58.4
CHL,RIO TRUENO,CHL0001113,-38.6009,-72.0473,No Water Cooling,Hydro,22.7
CHL,ROBLERIA,CHL0001114,-35.8503,-71.2806,No Water Cooling,Hydro,8.97
CHL,RUCATAYO,CHL0001115,-40.6191,-72.7038,No Water Cooling,Hydro,228.59
CHL,RUCUE,CHL0001116,-37.3603,-71.8657,No Water Cooling,Hydro,483.41
CHL,SALMOFOOD I,CHL0000040,-42.4804,-73.7721,Cooling tower,Oil,0.93
CHL,SALMOFOOD II,CHL0000041,-42.4804,-73.7721,Cooling tower,Oil,0.93
CHL,SAN ANDRES,CHL0001117,-34.7347,-70.3825,No Water Cooling,Hydro,114.41
CHL,SAN CLEMENTE,CHL0001118,-35.5982,-71.3556,No Water Cooling,Hydro,26.48
CHL,SAN IGNACIO,CHL0001119,-35.6146,-71.5413,No Water Cooling,Hydro,140.91
CHL,SAN ISIDRO I,CHL0000132,-32.946,-71.3388,Cooling tower,Gas,1511.94
CHL,SAN ISIDRO II,CHL0000122,-32.946,-71.3388,Cooling tower,Gas,1621.05
CHL,SAN LORENZO DE DIEGO DE ALMAGRO (U1-U2-U3),CHL0000055,-26.4004,-70.038,Cooling tower,Oil,36.39
CHL,SANTA CECILIA,CHL0004013,-29.1172,-70.9134,No Water Cooling,Solar,5.78
CHL,SANTA LIDIA,CHL0000069,-37.093,-72.3164,Cooling tower,Oil,80.51
CHL,SANTA MARIA,CHL0000070,-37.042,-73.13,Cooling tower,Coal,1886.76
CHL,SAUCE ANDES,CHL0001120,-32.8323,-70.539,No Water Cooling,Hydro,2.7
CHL,SAUZAL,CHL0001121,-34.2367,-70.5474,No Water Cooling,Hydro,272.16
CHL,SAUZALITO,CHL0001122,-34.2367,-70.5474,No Water Cooling,Hydro,48.74
CHL,SDGX01,CHL0004014,-30.2272,-71.0925,No Water Cooling,Solar,2.41
CHL,SKRETTING,CHL0000088,-40.5875,-73.0989,Once-through cooling,Oil,1.57
CHL,SKRETTING OSORNO,CHL0000089,-40.5875,-73.0989,Once-through cooling,Oil,1.75
CHL,SOLAR DIEGO DE ALMAGRO,CHL0004016,-26.3796,-70.0194,No Water Cooling,Solar,71.32
CHL,SOLAR JAVIERA,CHL0004020,-26.3031,-70.2215,No Water Cooling,Solar,163.99
CHL,SOLAR LAS TERRAZAS,CHL0004021,-27.6284,-70.341,No Water Cooling,Solar,6.38
CHL,SOLAR PSF CASAS BLANCAS,CHL0004022,-31.195,-71.0308,No Water Cooling,Solar,3.97
CHL,SOLAR PSF LOMAS COLORADAS,CHL0004023,-31.1864,-71.0225,No Water Cooling,Solar,3.97
CHL,SOLAR SAN ANDRES,CHL0004024,-27.2542,-70.1112,No Water Cooling,Solar,123.52
CHL,Salar de Huasco,WKS0061784,-20.268,-69.425,No Water Cooling,Solar,75.15
CHL,Salvador,WKS0063118,-26.27,-69.63,No Water Cooling,Solar,164.16
CHL,San Andrés,WKS0063537,-26.88,-69.505,No Water Cooling,Solar,111.73
CHL,Santa Fe,CHL0003023,-37.5144,-72.6519,Cooling tower,Biomass,874.176823892736
CHL,Santa Marta,CHL0003025,-33.7004,-70.7978,Cooling tower,Biomass,179.518454906544
CHL,Sol de los Andes,WKS0063521,-26.235,-69.85,No Water Cooling,Solar,250.12
CHL,TALINAY ORIENTE,CHL0002016,-30.8734,-71.5915,No Water Cooling,Wind,249.93
CHL,TALINAY PONIENTE,CHL0002017,-30.8631,-71.5984,No Water Cooling,Wind,168.28
CHL,TALTAL,CHL0000042,-24.9888,-70.466,Cooling tower,Gas,974.98
CHL,TALTAL,CHL0002018,-25.0595,-69.8485,No Water Cooling,Wind,274.92
CHL,TAMBO REAL,CHL0004026,-30.0484,-70.7702,No Water Cooling,Solar,5.97
CHL,TAPIHUE,CHL0000123,-33.3327,-71.3899,Once-through cooling,Gas,25.53
CHL,TENO,CHL0000100,-34.8686,-71.1419,Once-through cooling,Oil,34.45
CHL,TERMOELECTRICA ANGAMOS 1(ANG1)_ 2(ANG2),CHL0000013,-23.0677,-70.369,Cooling tower,Coal,2693.95
CHL,TERMOELECTRICA HORNITOS (CTH),CHL0000014,-32.9006,-70.2633,Cooling tower,Coal,849.06
CHL,TERMOELECTRICA MEJILLONES (CTM1),CHL0000015,-23.0854,-70.41,Cooling tower,Coal,1759.37
CHL,TERMOELECTRICA NORGENER (NTO2),CHL0000016,-22.097,-70.2109,Cooling tower,Coal,1430.55
CHL,TERMOELECTRICA TARAPACA,CHL0000018,-20.8057,-70.1928,Cooling tower,Coal,950.02
CHL,TERMOELECTRICA TOCOPILLA (U12),CHL0000017,-22.091,-70.2126,Cooling tower,Coal,5526.37
CHL,TERMOPACIFICO,CHL0000056,-27.492,-70.3818,Cooling tower,Oil,50.35
CHL,TOMAVAL 1,CHL0000125,-32.8489,-71.2267,Cooling tower,Oil,0.58
CHL,TOMAVAL 2,CHL0000124,-32.8489,-71.2267,Cooling tower,Gas,6.38
CHL,TOTORAL,CHL0002019,-31.3256,-71.611,No Water Cooling,Wind,127.74
CHL,TRAPEN,CHL0000090,-41.5177,-73.0768,Once-through cooling,Oil,47.39
CHL,TRONGOL-CURANILAHUE,CHL0000072,-37.4914,-73.3208,Cooling tower,Oil,1.63
CHL,TRUFULTRUFUL,CHL0001124,-38.8403,-71.6608,No Water Cooling,Hydro,3.33
CHL,Til Til,WKS0068858,-33.094,-70.862,No Water Cooling,Solar,237.48
CHL,UCUQUER,CHL0002020,-34.0448,-71.6108,No Water Cooling,Wind,19.99
CHL,UCUQUER 2,CHL0002021,-34.0427,-71.6223,No Water Cooling,Wind,29.85
CHL,Uribe,WKS0067513,-23.559,-70.214,No Water Cooling,Solar,138.12
CHL,Usya,WKS0067496,-22.485,-68.845,No Water Cooling,Solar,59.66
CHL,VALLE DE LOS VIENTOS,CHL0002022,-22.4803,-68.8236,No Water Cooling,Wind,249.93
CHL,VENTANAS,CHL0000126,-32.7493,-71.4812,Cooling tower,Coal,1776.47
CHL,VOLCAN,CHL0001125,-33.8206,-70.2148,No Water Cooling,Hydro,49.12
CHL,Valleland II+III,WKS0062354,-28.155,-70.685,No Water Cooling,Solar,152.54
CHL,WATT (1-2),CHL0000091,-40.591,-73.0973,Once-through cooling,Oil,1.75
