ISO,Year,AGVA
DJI,2006,0.0
DJI,2007,0.0
DJI,2008,0.0
DJI,2009,0.0
DJI,2010,0.0
DJI,2011,0.0
DJI,2012,0.0
DJI,2013,0.0
DJI,2014,0.0
DJI,2015,0.0
DJI,2016,0.0
DJI,2017,0.0
DJI,2018,0.0
DJI,2019,0.0
DMA,2000,65682827.309237
DMA,2001,62123551.2717537
DMA,2002,60640825.7028112
DMA,2003,57498528.5140562
DMA,2004,57560555.8232932
DMA,2005,57350597.0548862
DMA,2006,58063963.5876841
DMA,2007,53468275.2342704
DMA,2008,60686742.7041499
DMA,2009,61737428.647925
DMA,2010,56622222.2222222
DMA,2011,60762623.8286479
DMA,2012,65511753.6813922
DMA,2013,68513413.6546185
DMA,2014,68408460.5087015
DMA,2015,66503560.9103079
DMA,2016,72695796.519411
DMA,2017,58847228.9156626
DMA,2018,42736921.0174029
DMA,2019,49097081.6599732
DNK,2000,3841888245.08265
DNK,2001,4008373757.95041
DNK,2002,3815572854.65265
DNK,2003,3820612591.71548
DNK,2004,3918252047.84857
DNK,2005,3676594090.09976
DNK,2006,3837270575.87152
DNK,2007,4083525755.303
DNK,2008,3077169006.13058
DNK,2009,2972032058.59348
DNK,2010,3870088859.05682
DNK,2011,3454726639.28748
DNK,2012,3850296616.00938
DNK,2013,3672038149.27644
DNK,2014,4299887033.922
DNK,2015,3761524249.88498
DNK,2016,3186426130.65324
DNK,2017,3633820754.07049
DNK,2018,3458846623.37184
DNK,2019,4223503169.43004
DOM,2000,1962805418.47143
DOM,2001,2204510631.26727
DOM,2002,2258860873.21303
DOM,2003,2437545290.60425
DOM,2004,2326905166.81089
DOM,2005,2500205141.78601
DOM,2006,2702176587.45278
DOM,2007,2820839089.98497
DOM,2008,2745864783.94007
DOM,2009,3025776399.22987
DOM,2010,3262557419.05166
DOM,2011,3500669760.72609
DOM,2012,3597483339.48121
DOM,2013,3700765893.77471
DOM,2014,3790136284.99375
DOM,2015,3879072933.82746
DOM,2016,4098020923.72975
DOM,2017,4336494177.35966
DOM,2018,4574963709.0873
DOM,2019,4762023381.84935
DZA,2000,7016993701.75104
DZA,2001,7915168895.57516
DZA,2002,7820186868.82826
DZA,2003,9345123308.24978
DZA,2004,9849759966.89527
DZA,2005,10076304446.1339
DZA,2006,10892485106.2707
DZA,2007,11164797233.9275
DZA,2008,10740534939.0382
DZA,2009,13006787811.1752
DZA,2010,13644120413.9229
DZA,2011,15226838381.9379
DZA,2012,16323170745.4375
DZA,2013,17661670746.5633
DZA,2014,18103212515.2274
DZA,2015,19189405266.1411
DZA,2016,19534814560.9316
DZA,2017,19652023448.2972
DZA,2018,20339844268.9876
DZA,2019,20889020064.2502
ECU,2000,4826136861.52901
ECU,2001,5065761089.43417
ECU,2002,5155257260.57104
ECU,2003,5495877890.36856
ECU,2004,5626957370.72386
ECU,2005,6024128631.96997
ECU,2006,6283693402.08385
ECU,2007,6498565919.60278
ECU,2008,6606903676.61685
ECU,2009,6720225547.84822
ECU,2010,6769906000.0
ECU,2011,7307521701.56653
ECU,2012,7364183998.96206
ECU,2013,7857115618.61267
ECU,2014,8452773100.55345
ECU,2015,8698668324.62547
ECU,2016,8773462720.60114
ECU,2017,9258652621.85685
ECU,2018,9269299016.65216
ECU,2019,9433441149.76206
EGY,2000,20949317086.7253
EGY,2001,21745326730.5038
EGY,2002,22528266885.4461
EGY,2003,23312273278.7573
EGY,2004,23955557594.9126
EGY,2005,24735588546.9427
EGY,2006,25539163249.4606
EGY,2007,26479098637.7436
EGY,2008,27365505002.7479
EGY,2009,28233128877.3601
EGY,2010,29214083484.5735
EGY,2011,30009279544.5107
EGY,2012,30885354207.475
EGY,2013,31812642860.5756
EGY,2014,32769068789.5079
EGY,2015,33775540168.983
EGY,2016,34821521109.4538
EGY,2017,35950153113.4501
EGY,2018,37069982133.608
EGY,2019,38310704951.581
ERI,2000,0.0
ERI,2001,0.0
ERI,2002,0.0
ERI,2003,0.0
ERI,2004,0.0
ERI,2005,0.0
ERI,2006,0.0
ERI,2007,0.0
ERI,2008,0.0
ERI,2009,0.0
ERI,2010,0.0
ERI,2011,0.0
ERI,2012,0.0
ERI,2013,0.0
ERI,2014,0.0
ERI,2015,0.0
ERI,2016,0.0
ERI,2017,0.0
ERI,2018,0.0
ERI,2019,0.0
ESP,2000,34203210329.1055
ESP,2001,33904721009.8436
ESP,2002,34221538620.6391
ESP,2003,34139061308.7378
ESP,2004,33447822885.1839
ESP,2005,30926373635.6296
ESP,2006,32862626719.7889
ESP,2007,35437751680.2632
ESP,2008,34736039947.2616
ESP,2009,33649434092.0538
ESP,2010,34539665395.1156
ESP,2011,36216704070.4422
ESP,2012,32802405190.4642
ESP,2013,37353058145.5269
ESP,2014,36860812601.481
ESP,2015,38588908660.3656
ESP,2016,40430901959.4949
ESP,2017,38952856163.6762
ESP,2018,41893237791.142
ESP,2019,40934929976.6696
EST,2000,479088648.149749
EST,2001,385982585.507884
EST,2002,446813723.058173
EST,2003,490681087.939784
EST,2004,498715891.667341
EST,2005,499395710.89354
EST,2006,537304510.990295
EST,2007,682842899.772207
EST,2008,697016369.646785
EST,2009,566817036.315712
EST,2010,619472586.679287
EST,2011,670854744.313191
EST,2012,681984247.503296
EST,2013,648154362.763734
EST,2014,727609503.14519
EST,2015,747869638.069261
EST,2016,569953590.320171
EST,2017,580294198.811216
EST,2018,409536546.048446
EST,2019,631333910.193117
ETH,2000,6650154318.97726
ETH,2001,7290185564.59632
ETH,2002,7153454683.90721
ETH,2003,6403423195.4429
ETH,2004,7488471819.00091
ETH,2005,8502630914.97351
ETH,2006,9430164338.65652
ETH,2007,10321156148.1298
ETH,2008,11095394892.4254
ETH,2009,11801168560.0221
ETH,2010,12406604219.9984
ETH,2011,13525057706.6897
ETH,2012,14190774399.3424
ETH,2013,15198100508.7656
ETH,2014,16025899900.6427
ETH,2015,17047998114.1905
ETH,2016,17763985959.3836
ETH,2017,18950149167.7421
ETH,2018,19614699589.0652
ETH,2019,20366798751.4513
FIN,2000,5206408048.984
FIN,2001,5107054383.59125
FIN,2002,5102914647.53322
FIN,2003,4930425645.11525
FIN,2004,4887648372.51559
FIN,2005,5107054383.59125
FIN,2006,5211927697.06138
FIN,2007,5570704822.09075
FIN,2008,5578984294.20681
FIN,2009,5979158779.8165
FIN,2010,6027455700.49354
FIN,2011,5977778867.79716
FIN,2012,5839787665.86279
FIN,2013,5939141331.25554
FIN,2014,6346215376.96195
FIN,2015,6573900860.15367
FIN,2016,6720171534.20411
FIN,2017,6859542648.15782
FIN,2018,6703612589.97198
FIN,2019,6786407311.1326
FJI,2000,332930078.730154
FJI,2001,313979832.621398
FJI,2002,328735003.199747
FJI,2003,314558533.171338
FJI,2004,330832540.96495
FJI,2005,333653362.880005
FJI,2006,350319609.183027
FJI,2007,333159929.581293
FJI,2008,329296998.142227
FJI,2009,302654666.52056
FJI,2010,294639316.061096
FJI,2011,312458615.429182
FJI,2012,333526491.800881
FJI,2013,339784824.274608
FJI,2014,339784824.274608
FJI,2015,349711870.971681
FJI,2016,311566012.419833
FJI,2017,345169179.420863
FJI,2018,357885190.845788
FJI,2019,373768836.1794
FRA,2000,39892066057.2347
FRA,2001,38746476020.9938
FRA,2002,40953502300.2216
FRA,2003,34708405486.0364
FRA,2004,42103164813.6968
FRA,2005,39654532799.4962
FRA,2006,39737329959.2392
FRA,2007,39426501129.7375
FRA,2008,41191035557.9601
FRA,2009,43878558751.7609
FRA,2010,42388204722.983
FRA,2011,44079443579.4423
FRA,2012,40369848416.4352
FRA,2013,39592095449.2235
FRA,2014,45413703588.363
FRA,2015,45477498860.4975
FRA,2016,39855418915.5285
FRA,2017,43137454214.6064
FRA,2018,44978000058.3159
FRA,2019,44650882608.2273
FRO,2000,341139026.688715
FRO,2001,341139026.688715
FRO,2002,341139026.688715
FRO,2003,341139026.688715
FRO,2004,341139026.688715
FRO,2005,341139026.688715
FRO,2006,341139026.688715
FRO,2007,341139026.688715
FRO,2008,341139026.688715
FRO,2009,341139026.688715
FRO,2010,341139026.688715
FRO,2011,341139026.688715
FRO,2012,341139026.688715
FRO,2013,341139026.688715
FRO,2014,341139026.688715
FRO,2015,341139026.688715
FRO,2016,341139026.688715
FRO,2017,341139026.688715
FRO,2018,341139026.688715
FRO,2019,341139026.688715
FSM,2000,73390952.6020726
FSM,2001,71014389.9084514
FSM,2002,72369508.4435308
FSM,2003,74535184.7422512
FSM,2004,69057374.6360947
FSM,2005,71953495.4311194
FSM,2006,72026932.5928447
FSM,2007,76156038.4614699
FSM,2008,76063751.1191949
FSM,2009,75846450.426746
FSM,2010,73481800.0
FSM,2011,81216919.2269939
FSM,2012,80038521.1345688
FSM,2013,75530578.9985054
FSM,2014,79759302.8351751
FSM,2015,87368230.5757107
FSM,2016,83176683.4840142
FSM,2017,82445060.8514254
FSM,2018,82559863.6871349
FSM,2019,82559863.6871349
GAB,2000,557049482.854114
GAB,2001,573672055.843323
GAB,2002,552934413.916135
GAB,2003,559330064.100509
GAB,2004,556472325.16892
GAB,2005,626980962.006525
GAB,2006,646252862.529423
GAB,2007,684608513.191029
GAB,2008,638113995.911306
GAB,2009,593490141.085032
GAB,2010,562608559.152763
GAB,2011,575273035.808719
GAB,2012,602276012.994634
GAB,2013,629579444.121247
GAB,2014,690573328.522192
GAB,2015,747530664.803729
GAB,2016,834661748.747906
GAB,2017,936302464.578055
GAB,2018,1025169222.40328
GAB,2019,1105841263.08757
GBR,2000,15792061690.077
GBR,2001,14889740233.4961
GBR,2002,16806454459.1074
GBR,2003,16132587305.8289
GBR,2004,15736025264.1846
GBR,2005,16996114432.1255
GBR,2006,15944365072.0571
GBR,2007,15315038588.0421
GBR,2008,16419950434.8457
GBR,2009,15465904230.7759
GBR,2010,15388315570.2072
GBR,2011,17283477561.1422
GBR,2012,15846660376.7231
GBR,2013,15960169428.4189
GBR,2014,18169994661.3614
GBR,2015,18338102399.7033
GBR,2016,17333767648.0556
GBR,2017,18332354521.3888
GBR,2018,17715959993.9137
GBR,2019,17536358038.2782
GEO,2000,1053526335.0454
GEO,2001,1053526335.0454
GEO,2002,1053526335.0454
GEO,2003,1053526335.0454
GEO,2004,972114703.413239
GEO,2005,1085844139.85434
GEO,2006,958761152.244722
GEO,2007,988834640.026087
GEO,2008,945632032.778962
GEO,2009,884250682.851066
GEO,2010,1034674297.25635
GEO,2011,1124951521.72961
GEO,2012,1065983015.32467
GEO,2013,1207750692.67863
GEO,2014,1196038078.72502
GEO,2015,1194461380.6928
GEO,2016,1161756158.65309
GEO,2017,1072379904.48396
GEO,2018,1222076120.51421
GEO,2019,1230057343.92309
GHA,2000,7576185973.09344
GHA,2001,7576185973.09344
GHA,2002,7576185973.09344
GHA,2003,7576185973.09344
GHA,2004,7576185973.09344
GHA,2005,7576185973.09344
GHA,2006,7576185973.09344
GHA,2007,7446053107.71343
GHA,2008,7997376740.4541
GHA,2009,8575230608.70688
GHA,2010,9027708951.04895
GHA,2011,9104093641.3861
GHA,2012,9313665311.27728
GHA,2013,9842501333.96279
GHA,2014,9935305142.61166
GHA,2015,10159266289.356
GHA,2016,10454606793.1931
GHA,2017,11093241865.2268
GHA,2018,11628115828.0058
GHA,2019,12168551825.6864
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,824736906.10274
GIN,2001,873611919.690415
GIN,2002,910400321.540515
GIN,2003,942503408.60055
GIN,2004,972731791.945228
GIN,2005,985764212.875346
GIN,2006,999234202.357249
GIN,2007,1020356539.07875
GIN,2008,1064588439.0121
GIN,2009,1001301413.88429
GIN,2010,1198325341.40775
GIN,2011,1274648530.39865
GIN,2012,1336836896.43069
GIN,2013,1408764925.11906
GIN,2014,1472039550.81979
GIN,2015,1561922648.48831
GIN,2016,1655174897.52793
GIN,2017,1961347887.33595
GIN,2018,2000879662.7083
GIN,2019,2176321208.55192
GMB,2000,367085849.166542
GMB,2001,398776991.82473
GMB,2002,326665509.044356
GMB,2003,390240712.44967
GMB,2004,416342302.942592
GMB,2005,404346568.22133
GMB,2006,336892653.743073
GMB,2007,322748039.20468
GMB,2008,422713424.320711
GMB,2009,485776310.781587
GMB,2010,543134649.435956
GMB,2011,392480757.60702
GMB,2012,418018902.102109
GMB,2013,407124148.004681
GMB,2014,356703368.069371
GMB,2015,370793695.851152
GMB,2016,369923949.50232
GMB,2017,353724404.6647
GMB,2018,366781256.360821
GMB,2019,362179321.390546
GNB,2000,298775858.87967
GNB,2001,303643803.683826
GNB,2002,302693711.623414
GNB,2003,315931150.196312
GNB,2004,310414486.619723
GNB,2005,350655482.59784
GNB,2006,348880445.011854
GNB,2007,356511829.626136
GNB,2008,367108420.912833
GNB,2009,380445465.91142
GNB,2010,383193581.656054
GNB,2011,419797666.091087
GNB,2012,419577739.189584
GNB,2013,435221338.007299
GNB,2014,407027611.515649
GNB,2015,418865452.10708
GNB,2016,441187507.504943
GNB,2017,439836435.730862
GNB,2018,442727027.485197
GNB,2019,441371241.262367
GNQ,2000,190183676.801917
GNQ,2001,190183676.801917
GNQ,2002,190183676.801917
GNQ,2003,190183676.801917
GNQ,2004,190183676.801917
GNQ,2005,190183676.801917
GNQ,2006,190183676.801917
GNQ,2007,202816670.581616
GNQ,2008,159963294.614873
GNQ,2009,146126140.683584
GNQ,2010,173156804.757048
GNQ,2011,193318768.32085
GNQ,2012,209055977.718159
GNQ,2013,225373736.237735
GNQ,2014,241556426.464427
GNQ,2015,269940773.416817
GNQ,2016,284580831.173806
GNQ,2017,276769295.265142
GNQ,2018,275020861.146821
GNQ,2019,259756819.493372
GRC,2000,10111268197.4813
GRC,2001,10054818125.2908
GRC,2002,9825324893.50467
GRC,2003,9810845811.99987
GRC,2004,9972066512.35736
GRC,2005,10329220457.1539
GRC,2006,8909911958.71827
GRC,2007,7767287098.24606
GRC,2008,7857886740.26867
GRC,2009,8247887851.78304
GRC,2010,8633680660.76119
GRC,2011,8446550541.02848
GRC,2012,9355031330.20614
GRC,2013,8703870385.59152
GRC,2014,9440319128.12897
GRC,2015,9425109020.35997
GRC,2016,8837813443.08698
GRC,2017,9722422443.56836
GRC,2018,10009068765.14
GRC,2019,9830393062.18307
GRD,2000,41580977.6460885
GRD,2001,40493943.9340307
GRD,2002,41738222.2822302
GRD,2003,44187285.165783
GRD,2004,40587909.1722001
GRD,2005,22824420.1846199
GRD,2006,29790836.5245799
GRD,2007,30281688.1985246
GRD,2008,33206787.5024879
GRD,2009,37233005.1568004
GRD,2010,34797296.2962963
GRD,2011,34252216.7354426
GRD,2012,35669529.1269751
GRD,2013,38666715.8015599
GRD,2014,53590912.1864684
GRD,2015,71736878.2536469
GRD,2016,64186132.0784013
GRD,2017,54309066.3803909
GRD,2018,55916419.9145191
GRD,2019,53241556.3312098
GRL,2000,284347717.857079
GRL,2001,284347717.857079
GRL,2002,284347717.857079
GRL,2003,284347717.857079
GRL,2004,289984175.245817
GRL,2005,319197738.304795
GRL,2006,363044753.827279
GRL,2007,316139471.204282
GRL,2008,338027417.720169
GRL,2009,300190252.662648
GRL,2010,335378104.941235
GRL,2011,321384754.894116
GRL,2012,315090414.466315
GRL,2013,302661759.214808
GRL,2014,360413221.671023
GRL,2015,287405984.957593
GRL,2016,336178232.961718
GRL,2017,351078394.765385
GRL,2018,337191728.454331
GRL,2019,337191728.454331
GTM,2000,3511492130.89645
GTM,2001,3552129471.21973
GTM,2002,3742347337.54722
GTM,2003,3836284477.32353
GTM,2004,3995517075.69333
GTM,2005,4080508127.04311
GTM,2006,4131589341.78144
GTM,2007,4374479770.76139
GTM,2008,4413211153.8555
GTM,2009,4581099747.30162
GTM,2010,4569652076.2491
GTM,2011,4799252173.15594
GTM,2012,5036308964.69234
GTM,2013,5275283531.03377
GTM,2014,5359970775.26262
GTM,2015,5500709417.9243
GTM,2016,5632104835.54968
GTM,2017,5805643734.97786
GTM,2018,5947138041.88456
GTM,2019,6082420169.68131
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,897851852.36158
GUY,2001,931274424.775213
GUY,2002,987485116.037626
GUY,2003,970267426.78714
GUY,2004,1001157987.8645
GUY,2005,863922876.904274
GUY,2006,920133568.166682
GUY,2007,945391389.642728
GUY,2008,929724218.719277
GUY,2009,950416901.572075
GUY,2010,979357122.863465
GUY,2011,1019305361.01907
GUY,2012,1063659591.44729
GUY,2013,1106813320.09883
GUY,2014,1191754156.6452
GUY,2015,1230492003.84464
GUY,2016,1093810568.76716
GUY,2017,1232351404.24359
GUY,2018,1314075462.25815
GUY,2019,1307565228.42738
HKG,2000,173164475.413065
HKG,2001,173674783.297386
HKG,2002,169082012.338493
HKG,2003,160123273.924851
HKG,2004,160746983.561244
HKG,2005,160350077.428994
HKG,2006,155020195.081637
HKG,2007,148272790.833387
HKG,2008,123097601.873531
HKG,2009,117484215.145995
HKG,2010,122020285.228852
HKG,2011,123040900.997495
HKG,2012,119071839.674995
HKG,2013,124912029.906674
HKG,2014,117370813.393924
HKG,2015,109375989.872889
HKG,2016,107221356.583532
HKG,2017,101721371.608067
HKG,2018,99906943.5749247
HKG,2019,99510037.4426747
HND,2000,1389340408.25177
HND,2001,1418805964.60106
HND,2002,1482694831.62848
HND,2003,1517526001.43787
HND,2004,1627113218.23863
HND,2005,1589789575.96045
HND,2006,1710262099.79766
HND,2007,1805039498.36565
HND,2008,1839816286.95754
HND,2009,1803979064.62438
HND,2010,1835973347.58747
HND,2011,1955022896.23341
HND,2012,2163873962.04599
HND,2013,2238312785.26861
HND,2014,2301313425.74352
HND,2015,2361857847.89463
HND,2016,2474626365.9192
HND,2017,2730743773.2764
HND,2018,2804829118.58526
HND,2019,2775562960.03348
HRV,2000,2089455471.38346
HRV,2001,2127170974.53169
HRV,2002,2223960055.56596
HRV,2003,2062123798.87502
HRV,2004,2351809673.65903
HRV,2005,2249548437.16841
HRV,2006,2446597311.44508
HRV,2007,2328375103.78006
HRV,2008,2496583795.93807
HRV,2009,2435752569.12588
HRV,2010,2216231265.01503
HRV,2011,2156754658.42329
HRV,2012,1756138565.49024
HRV,2013,1845274292.90937
HRV,2014,1588455922.60805
HRV,2015,1626478440.09993
HRV,2016,1731594038.63656
HRV,2017,1691652324.7996
HRV,2018,1795989494.65432
HRV,2019,1818371731.04588
HTI,2000,2004215071.60883
HTI,2001,1964643381.9418
HTI,2002,1901606573.7268
HTI,2003,2105607870.04751
HTI,2004,1972439871.92685
HTI,2005,2207147405.19839
HTI,2006,2144754688.9686
HTI,2007,2350901342.08734
HTI,2008,2204885064.4529
HTI,2009,2275785320.61189
HTI,2010,2357901514.77564
HTI,2011,2382167110.31211
HTI,2012,2340922045.42231
HTI,2013,2415217109.96648
HTI,2014,2287351170.53612
HTI,2015,2194599872.24143
HTI,2016,2215979042.48948
HTI,2017,2237833527.12869
HTI,2018,2270462583.69738
HTI,2019,2265792654.71447
HUN,2000,3653573893.83715
HUN,2001,4129215491.77748
HUN,2002,3476209510.15199
HUN,2003,3564623987.63091
HUN,2004,5350919137.0462
HUN,2005,5042725638.05066
HUN,2006,4721794000.21134
HUN,2007,3775970006.69229
HUN,2008,5837634703.46163
HUN,2009,5194400296.10966
HUN,2010,4010422669.54671
HUN,2011,4659785565.16945
HUN,2012,3654131029.13449
HUN,2013,4178757120.10091
HUN,2014,4803428792.3187
HUN,2015,4793639129.23682
HUN,2016,5395858972.52404
HUN,2017,5037233875.83399
HUN,2018,5245797836.17034
HUN,2019,5266748294.00742
IDN,2000,74828617899.952
IDN,2001,77265026089.6035
IDN,2002,79929890684.5618
IDN,2003,82957731785.7445
IDN,2004,85296235017.4001
IDN,2005,87614653411.0096
IDN,2006,90555287663.8235
IDN,2007,93697943638.1872
IDN,2008,98222139684.1667
IDN,2009,102109591147.905
IDN,2010,105178671736.143
IDN,2011,109330025005.519
IDN,2012,114344461446.079
IDN,2013,119151834049.539
IDN,2014,124202297375.638
IDN,2015,128865782448.456
IDN,2016,133212076920.47
IDN,2017,138428571936.169
IDN,2018,143818656037.001
IDN,2019,149053103992.304
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,2559645325.43075
IRL,2001,2235917575.50908
IRL,2002,2231524672.41473
IRL,2003,2343510988.21262
IRL,2004,2809666937.71583
IRL,2005,2168876733.65795
IRL,2006,1782578154.44871
IRL,2007,2003069176.67717
IRL,2008,2113286647.98441
IRL,2009,1780909785.93309
IRL,2010,2110108803.19275
IRL,2011,2456162081.10113
IRL,2012,1992590467.14173
IRL,2013,2058181417.30666
IRL,2014,2593027883.97197
IRL,2015,2745251322.79369
IRL,2016,3034992489.99866
IRL,2017,3290106832.22743
IRL,2018,2810626132.77978
IRL,2019,3494930612.30289
IRN,2000,24183543125.0789
IRN,2001,23636268369.1754
IRN,2002,26841183880.4474
IRN,2003,28169961419.3155
IRN,2004,28258805344.6167
IRN,2005,31584345393.9183
IRN,2006,34028945083.913
IRN,2007,34784862696.9557
IRN,2008,27705025053.8703
IRN,2009,29815717861.5749
IRN,2010,31639529001.8859
IRN,2011,32817362507.6661
IRN,2012,34346356286.6652
IRN,2013,36227680996.3558
IRN,2014,38186770599.7094
IRN,2015,39951889986.8004
IRN,2016,41628324465.4402
IRN,2017,42951247339.0501
IRN,2018,42545862041.0614
IRN,2019,46290454620.7925
IRQ,2000,7237342751.53365
IRQ,2001,7324083621.25345
IRQ,2002,8567789982.93739
IRQ,2003,6072334015.29903
IRQ,2004,7131361179.7654
IRQ,2005,9367383091.46049
IRQ,2006,9771595544.52965
IRQ,2007,7064964986.69951
IRQ,2008,6082770289.69102
IRQ,2009,6299294351.23074
IRQ,2010,7150625982.90598
IRQ,2011,8314137141.02736
IRQ,2012,7740507179.20695
IRQ,2013,9580849893.96596
IRQ,2014,8510307521.83866
IRQ,2015,5371426427.40948
IRQ,2016,3713369723.63921
IRQ,2017,3119301366.51085
IRQ,2018,2305163717.27112
IRQ,2019,2420421903.13467
ISL,2000,946496913.540343
ISL,2001,960146775.915395
ISL,2002,983348177.661462
ISL,2003,952372276.167953
ISL,2004,987306998.44334
ISL,2005,980083679.457034
ISL,2006,952124877.088273
ISL,2007,938351532.926878
ISL,2008,957058455.843467
ISL,2009,963336048.063689
ISL,2010,860409911.82202
ISL,2011,810675083.210808
ISL,2012,898446587.093598
ISL,2013,915887615.612035
ISL,2014,906938436.850747
ISL,2015,948609386.871473
ISL,2016,942824415.275647
ISL,2017,944868366.247571
ISL,2018,933565979.887848
ISL,2019,1094373453.00623
ISR,2000,2652482088.49149
ISR,2001,2851858105.07207
ISR,2002,2959647104.54864
ISR,2003,2792886835.3127
ISR,2004,3283043551.312
ISR,2005,3547209337.57703
ISR,2006,3504112192.07549
ISR,2007,3450563342.15351
ISR,2008,3457801251.76085
ISR,2009,3993467177.19097
ISR,2010,3611553701.21491
ISR,2011,4024886340.57802
ISR,2012,3894615501.57654
ISR,2013,3819729861.50334
ISR,2014,3656021666.64818
ISR,2015,3418442817.61986
ISR,2016,3594485692.43006
ISR,2017,3648292951.47988
ISR,2018,3552228560.64609
ISR,2019,3552228560.64609
ITA,2000,39709516597.3463
ITA,2001,38364306494.3037
ITA,2002,36653381410.6956
ITA,2003,35304261147.4834
ITA,2004,39471456845.846
ITA,2005,37549153103.6594
ITA,2006,37318453653.6549
ITA,2007,37499356063.8529
ITA,2008,38189039314.9383
ITA,2009,37611255647.5291
ITA,2010,37889797057.2554
ITA,2011,38763832859.8649
ITA,2012,38028262729.1425
ITA,2013,38407893279.7233
ITA,2014,37536502585.4638
ITA,2015,39316660505.0154
ITA,2016,39294464595.8176
ITA,2017,37815619018.7445
ITA,2018,38485751468.982
ITA,2019,37824129367.3488
JAM,2000,683422328.760159
JAM,2001,729026279.122906
JAM,2002,678502070.149094
JAM,2003,729854283.808263
JAM,2004,640477547.290771
JAM,2005,590638034.499081
JAM,2006,708628702.162473
JAM,2007,651177915.532309
JAM,2008,611019688.292488
JAM,2009,696431556.220482
JAM,2010,696590787.890743
JAM,2011,768324655.343318
JAM,2012,786142679.245522
JAM,2013,780139645.276683
JAM,2014,775983698.682871
JAM,2015,776190699.85421
JAM,2016,876076726.608928
JAM,2017,845408706.916662
JAM,2018,879898286.695192
JAM,2019,886057574.702058
JOR,2000,408321807.931357
JOR,2001,415533019.79398
JOR,2002,519128871.371138
JOR,2003,580136768.832088
JOR,2004,645063803.174896
JOR,2005,646814350.982127
JOR,2006,731363197.313448
JOR,2007,740351084.562513
JOR,2008,804180760.578401
JOR,2009,907360890.40109
JOR,2010,970085474.551736
JOR,2011,1008306841.43671
JOR,2012,914016456.168404
JOR,2013,881669994.084123
JOR,2014,948243474.608152
JOR,2015,995297155.445982
JOR,2016,1033614462.71131
JOR,2017,1082978977.48568
JOR,2018,1117225259.47575
JOR,2019,1146071489.30649
JPN,2000,81852490942.6973
JPN,2001,75386971436.316
JPN,2002,79843213814.686
JPN,2003,72064629911.1897
JPN,2004,64451982709.1224
JPN,2005,64443565634.8586
JPN,2006,63518889326.4802
JPN,2007,67341445860.0312
JPN,2008,72384478933.6986
JPN,2009,66717379541.5449
JPN,2010,62829891247.8515
JPN,2011,63545343001.3404
JPN,2012,63946957942.5434
JPN,2013,64132133686.6135
JPN,2014,62113237042.2938
JPN,2015,59327183726.7851
JPN,2016,55017639017.2273
JPN,2017,55515449151.5871
JPN,2018,56339120498.6304
JPN,2019,56339120498.6304
KAZ,2000,4663910933.96482
KAZ,2001,5461439703.74801
KAZ,2002,5636205774.39032
KAZ,2003,5760202301.45749
KAZ,2004,5754442099.80869
KAZ,2005,6163007488.62104
KAZ,2006,6532787937.9383
KAZ,2007,7114206064.87371
KAZ,2008,6673125287.81138
KAZ,2009,7553977825.88916
KAZ,2010,6677716399.17207
KAZ,2011,8447311244.25795
KAZ,2012,6977479087.91513
KAZ,2013,7758956744.9866
KAZ,2014,7859823183.7715
KAZ,2015,8134916994.7701
KAZ,2016,8574202512.78597
KAZ,2017,8848576993.13394
KAZ,2018,9184822919.05913
KAZ,2019,9175638096.14007
KEN,2000,7573148090.70311
KEN,2001,8456030747.43865
KEN,2002,8160377407.79445
KEN,2003,8358709786.50786
KEN,2004,8504840036.14767
KEN,2005,9092218163.50598
KEN,2006,9249518506.74172
KEN,2007,9720310379.28595
KEN,2008,9235921629.55633
KEN,2009,9023699735.94742
KEN,2010,9930508928.07561
KEN,2011,10165230416.0746
KEN,2012,10476916305.7219
KEN,2013,11047314334.5115
KEN,2014,11529734670.5359
KEN,2015,12145742896.4254
KEN,2016,12714387655.1133
KEN,2017,12914585078.8918
KEN,2018,13683495228.2085
KEN,2019,14173641068.3972
KGZ,2000,677752909.692664
