ISO,Year,SPIR
MNE,2000,0.904
MNE,2001,0.904
MNE,2002,0.904
MNE,2003,0.904
MNE,2004,0.904
MNE,2005,0.904
MNE,2006,0.904
MNE,2007,0.904
MNE,2008,0.904
MNE,2009,0.904
MNE,2010,0.904
MNE,2011,0.904
MNE,2012,0.904
MNE,2013,0.904
MNE,2014,0.904
MNE,2015,0.904
MNE,2016,0.904
MNE,2017,0.904
MNE,2018,0.904
MNE,2019,0.904
MNG,2000,0.0
MNG,2001,0.0
MNG,2002,0.0
MNG,2003,0.0
MNG,2004,0.0
MNG,2005,0.0
MNG,2006,0.0
MNG,2007,0.0
MNG,2008,0.0
MNG,2009,0.0
MNG,2010,0.0
MNG,2011,0.0
MNG,2012,0.0
MNG,2013,0.0
MNG,2014,0.0
MNG,2015,0.0
MNG,2016,0.0
MNG,2017,0.0
MNG,2018,0.0
MNG,2019,0.0
MNP,2000,0.0
MNP,2001,0.0
MNP,2002,0.0
MNP,2003,0.0
MNP,2004,0.0
MNP,2005,0.0
MNP,2006,0.0
MNP,2007,0.0
MNP,2008,0.0
MNP,2009,0.0
MNP,2010,0.0
MNP,2011,0.0
MNP,2012,0.0
MNP,2013,0.0
MNP,2014,0.0
MNP,2015,0.0
MNP,2016,0.0
MNP,2017,0.0
MNP,2018,0.0
MNP,2019,0.0
MOZ,2000,0.0
MOZ,2001,0.0
MOZ,2002,0.0
MOZ,2003,0.0
MOZ,2004,0.0
MOZ,2005,0.0
MOZ,2006,0.0
MOZ,2007,0.0
MOZ,2008,0.0
MOZ,2009,0.0
MOZ,2010,0.0
MOZ,2011,0.0
MOZ,2012,0.0
MOZ,2013,0.0
MOZ,2014,0.0
MOZ,2015,0.0
MOZ,2016,0.0
MOZ,2017,0.0
MOZ,2018,0.0
MOZ,2019,0.0
MRT,2000,0.0
MRT,2001,0.0
MRT,2002,0.0
MRT,2003,0.0
MRT,2004,0.0
MRT,2005,0.0
MRT,2006,0.0
MRT,2007,0.0
MRT,2008,0.0
MRT,2009,0.0
MRT,2010,0.0
MRT,2011,0.0
MRT,2012,0.0
MRT,2013,0.0
MRT,2014,0.0
MRT,2015,0.0
MRT,2016,0.0
MRT,2017,0.0
MRT,2018,0.0
MRT,2019,0.0
MUS,2000,17.03
MUS,2001,17.03
MUS,2002,17.03
MUS,2003,17.03
MUS,2004,17.03
MUS,2005,17.03
MUS,2006,17.03
MUS,2007,17.6
MUS,2008,17.6
MUS,2009,17.6
MUS,2010,17.6
MUS,2011,17.6
MUS,2012,16.61
MUS,2013,16.61
MUS,2014,16.61
MUS,2015,16.61
MUS,2016,14.76
MUS,2017,14.76
MUS,2018,14.76
MUS,2019,14.76
MWI,2000,43.19
MWI,2001,43.19
MWI,2002,43.19
MWI,2003,43.19
MWI,2004,43.19
MWI,2005,43.19
MWI,2006,43.19
MWI,2007,43.19
MWI,2008,43.19
MWI,2009,43.19
MWI,2010,43.19
MWI,2011,43.19
MWI,2012,43.19
MWI,2013,43.19
MWI,2014,43.19
MWI,2015,43.19
MWI,2016,43.19
MWI,2017,43.19
MWI,2018,43.19
MWI,2019,43.19
MYS,2000,2.0
MYS,2001,2.0
MYS,2002,2.0
MYS,2003,2.0
MYS,2004,2.0
MYS,2005,2.0
MYS,2006,2.0
MYS,2007,2.0
MYS,2008,2.0
MYS,2009,2.0
MYS,2010,2.0
MYS,2011,2.0
MYS,2012,2.0
MYS,2013,2.0
MYS,2014,2.0
MYS,2015,2.0
MYS,2016,2.0
MYS,2017,2.0
MYS,2018,2.0
MYS,2019,2.0
NAM,2000,3.276
NAM,2001,3.276
NAM,2002,3.276
NAM,2003,3.276
NAM,2004,3.276
NAM,2005,3.276
NAM,2006,3.276
NAM,2007,3.276
NAM,2008,3.276
NAM,2009,3.276
NAM,2010,3.276
NAM,2011,3.276
NAM,2012,3.276
NAM,2013,3.276
NAM,2014,3.276
NAM,2015,3.276
NAM,2016,3.276
NAM,2017,3.276
NAM,2018,3.276
NAM,2019,3.276
NCL,2000,0.0
NCL,2001,0.0
NCL,2002,0.0
NCL,2003,0.0
NCL,2004,0.0
NCL,2005,0.0
NCL,2006,0.0
NCL,2007,0.0
NCL,2008,0.0
NCL,2009,0.0
NCL,2010,0.0
NCL,2011,0.0
NCL,2012,0.0
NCL,2013,0.0
NCL,2014,0.0
NCL,2015,0.0
NCL,2016,0.0
NCL,2017,0.0
NCL,2018,0.0
NCL,2019,0.0
NER,2000,0.0
NER,2001,0.0
NER,2002,0.0
NER,2003,0.0
NER,2004,0.0
NER,2005,0.0
NER,2006,0.0
NER,2007,0.0
NER,2008,0.0
NER,2009,0.0
NER,2010,0.0
NER,2011,0.0
NER,2012,0.0
NER,2013,0.0
NER,2014,0.0
NER,2015,0.0
NER,2016,0.0
NER,2017,0.0
NER,2018,0.0
NER,2019,0.0
NGA,2000,0.05
NGA,2001,0.05
NGA,2002,0.05
NGA,2003,0.05
NGA,2004,0.05
NGA,2005,0.05
NGA,2006,0.05
NGA,2007,0.05
NGA,2008,0.05
NGA,2009,0.05
NGA,2010,0.05
NGA,2011,0.05
NGA,2012,0.05
NGA,2013,0.05
NGA,2014,0.05
NGA,2015,0.05
NGA,2016,0.05
NGA,2017,0.05
NGA,2018,0.05
NGA,2019,0.05
NIC,2000,0.0
NIC,2001,0.0
NIC,2002,0.0
NIC,2003,0.0
NIC,2004,0.0
NIC,2005,0.0
NIC,2006,0.0
NIC,2007,0.0
NIC,2008,0.0
NIC,2009,0.0
NIC,2010,0.0
NIC,2011,0.0
NIC,2012,0.0
NIC,2013,0.0
NIC,2014,0.0
NIC,2015,0.0
NIC,2016,0.0
NIC,2017,0.0
NIC,2018,0.0
NIC,2019,0.0
NIU,2000,0.0
NIU,2001,0.0
NIU,2002,0.0
NIU,2003,0.0
NIU,2004,0.0
NIU,2005,0.0
NIU,2006,0.0
NIU,2007,0.0
NIU,2008,0.0
NIU,2009,0.0
NIU,2010,0.0
NIU,2011,0.0
NIU,2012,0.0
NIU,2013,0.0
NIU,2014,0.0
NIU,2015,0.0
NIU,2016,0.0
NIU,2017,0.0
NIU,2018,0.0
NIU,2019,0.0
NLD,2000,0.0
NLD,2001,0.0
NLD,2002,0.0
NLD,2003,0.0
NLD,2004,0.0
NLD,2005,0.0
NLD,2006,0.0
NLD,2007,0.0
NLD,2008,0.0
NLD,2009,0.0
NLD,2010,0.0
NLD,2011,0.0
NLD,2012,0.0
NLD,2013,0.0
NLD,2014,0.0
NLD,2015,0.0
NLD,2016,0.0
NLD,2017,0.0
NLD,2018,0.0
NLD,2019,0.0
NOR,2000,0.0
NOR,2001,0.0
NOR,2002,0.0
NOR,2003,0.0
NOR,2004,0.0
NOR,2005,0.0
NOR,2006,0.0
NOR,2007,0.0
NOR,2008,0.0
NOR,2009,0.0
NOR,2010,0.0
NOR,2011,0.0
NOR,2012,0.0
NOR,2013,0.0
NOR,2014,0.0
NOR,2015,0.0
NOR,2016,0.0
NOR,2017,0.0
NOR,2018,0.0
NOR,2019,0.0
NPL,2000,0.0
NPL,2001,0.0
NPL,2002,0.0
NPL,2003,0.0
NPL,2004,0.0
NPL,2005,0.0
NPL,2006,0.0
NPL,2007,0.0
NPL,2008,0.0
NPL,2009,0.0
NPL,2010,0.0
NPL,2011,0.0
NPL,2012,0.0
NPL,2013,0.0
NPL,2014,0.0
NPL,2015,0.0
NPL,2016,0.0
NPL,2017,0.0
NPL,2018,0.0
NPL,2019,0.0
NRU,2000,0.0
NRU,2001,0.0
NRU,2002,0.0
NRU,2003,0.0
NRU,2004,0.0
NRU,2005,0.0
NRU,2006,0.0
NRU,2007,0.0
NRU,2008,0.0
NRU,2009,0.0
NRU,2010,0.0
NRU,2011,0.0
NRU,2012,0.0
NRU,2013,0.0
NRU,2014,0.0
NRU,2015,0.0
NRU,2016,0.0
NRU,2017,0.0
NRU,2018,0.0
NRU,2019,0.0
NZL,2000,491.4
NZL,2001,491.4
NZL,2002,491.4
NZL,2003,491.4
NZL,2004,491.4
NZL,2005,491.4
NZL,2006,491.4
NZL,2007,491.4
NZL,2008,491.4
NZL,2009,491.4
NZL,2010,491.4
NZL,2011,491.4
NZL,2012,581.4
NZL,2013,581.4
NZL,2014,581.4
NZL,2015,581.4
NZL,2016,581.4
NZL,2017,581.4
NZL,2018,581.4
NZL,2019,581.4
OMN,2000,6.654
OMN,2001,6.654
OMN,2002,6.654
OMN,2003,6.654
OMN,2004,6.654
OMN,2005,6.654
OMN,2006,6.654
OMN,2007,6.654
OMN,2008,6.654
OMN,2009,6.654
OMN,2010,6.654
OMN,2011,6.654
OMN,2012,6.654
OMN,2013,6.654
OMN,2014,6.654
OMN,2015,6.654
OMN,2016,6.654
OMN,2017,27.5
OMN,2018,27.5
OMN,2019,27.5
PAK,2000,0.0
PAK,2001,0.0
PAK,2002,0.0
PAK,2003,0.0
PAK,2004,0.0
PAK,2005,0.0
PAK,2006,0.0
PAK,2007,0.0
PAK,2008,0.0
PAK,2009,0.0
PAK,2010,0.0
PAK,2011,0.0
PAK,2012,0.0
PAK,2013,0.0
PAK,2014,0.0
PAK,2015,0.0
PAK,2016,0.0
PAK,2017,0.0
PAK,2018,0.0
PAK,2019,0.0
PAN,2000,3.74
PAN,2001,3.74
PAN,2002,3.74
PAN,2003,3.74
PAN,2004,3.74
PAN,2005,3.74
PAN,2006,3.74
PAN,2007,3.74
PAN,2008,3.74
PAN,2009,3.74
PAN,2010,3.74
PAN,2011,3.74
PAN,2012,3.74
PAN,2013,3.74
PAN,2014,3.74
PAN,2015,3.74
PAN,2016,3.74
PAN,2017,3.74
PAN,2018,3.74
PAN,2019,3.74
PER,2000,86.87
PER,2001,86.87
PER,2002,86.87
PER,2003,86.87
PER,2004,86.87
PER,2005,86.87
PER,2006,86.87
PER,2007,86.87
PER,2008,86.87
PER,2009,86.87
PER,2010,86.87
PER,2011,86.87
PER,2012,86.87
PER,2013,86.87
PER,2014,86.87
PER,2015,86.87
PER,2016,86.87
PER,2017,86.87
PER,2018,86.87
PER,2019,86.87
PHL,2000,4.5
PHL,2001,4.5
PHL,2002,4.5
PHL,2003,4.5
PHL,2004,4.5
PHL,2005,4.5
PHL,2006,4.5
PHL,2007,4.5
PHL,2008,4.5
PHL,2009,4.5
PHL,2010,4.5
PHL,2011,4.5
PHL,2012,4.5
PHL,2013,4.5
PHL,2014,4.5
PHL,2015,4.5
PHL,2016,4.5
PHL,2017,4.5
PHL,2018,4.5
PHL,2019,4.5
PLW,2000,0.0
PLW,2001,0.0
PLW,2002,0.0
PLW,2003,0.0
PLW,2004,0.0
PLW,2005,0.0
PLW,2006,0.0
PLW,2007,0.0
PLW,2008,0.0
PLW,2009,0.0
PLW,2010,0.0
PLW,2011,0.0
PLW,2012,0.0
PLW,2013,0.0
PLW,2014,0.0
PLW,2015,0.0
PLW,2016,0.0
PLW,2017,0.0
PLW,2018,0.0
PLW,2019,0.0
PNG,2000,0.0
PNG,2001,0.0
PNG,2002,0.0
PNG,2003,0.0
PNG,2004,0.0
PNG,2005,0.0
PNG,2006,0.0
PNG,2007,0.0
PNG,2008,0.0
PNG,2009,0.0
PNG,2010,0.0
PNG,2011,0.0
PNG,2012,0.0
PNG,2013,0.0
PNG,2014,0.0
PNG,2015,0.0
PNG,2016,0.0
PNG,2017,0.0
PNG,2018,0.0
PNG,2019,0.0
POL,2000,5.0
POL,2001,5.0
POL,2002,5.0
POL,2003,5.0
POL,2004,5.0
POL,2005,5.0
POL,2006,5.0
POL,2007,5.0
POL,2008,5.0
POL,2009,5.0
POL,2010,5.0
POL,2011,5.0
POL,2012,5.0
POL,2013,5.0
POL,2014,5.0
POL,2015,5.0
POL,2016,5.0
POL,2017,5.0
POL,2018,5.0
POL,2019,5.0
PRI,2000,6.273
PRI,2001,6.273
PRI,2002,6.273
PRI,2003,6.273
PRI,2004,6.273
PRI,2005,0.0
PRI,2006,0.0
PRI,2007,0.0
PRI,2008,0.0
PRI,2009,0.0
PRI,2010,0.0
PRI,2011,0.0
PRI,2012,0.0
PRI,2013,0.0
PRI,2014,0.0
PRI,2015,0.0
PRI,2016,0.0
PRI,2017,0.0
PRI,2018,0.0
PRI,2019,0.0
PRK,2000,0.0
PRK,2001,0.0
PRK,2002,0.0
PRK,2003,0.0
PRK,2004,0.0
PRK,2005,0.0
PRK,2006,0.0
PRK,2007,0.0
PRK,2008,0.0
PRK,2009,0.0
PRK,2010,0.0
PRK,2011,0.0
PRK,2012,0.0
PRK,2013,0.0
PRK,2014,0.0
PRK,2015,0.0
PRK,2016,0.0
PRK,2017,0.0
PRK,2018,0.0
PRK,2019,0.0
PRT,2000,168.6
PRT,2001,168.6
PRT,2002,168.6
PRT,2003,168.6
PRT,2004,168.6
PRT,2005,168.6
PRT,2006,168.6
PRT,2007,168.6
PRT,2008,168.6
PRT,2009,168.6
PRT,2010,168.6
PRT,2011,168.6
PRT,2012,168.6
PRT,2013,168.6
PRT,2014,168.6
PRT,2015,168.6
PRT,2016,168.6
PRT,2017,168.6
PRT,2018,168.6
PRT,2019,168.6
PRY,2000,0.0
PRY,2001,0.0
PRY,2002,0.0
PRY,2003,0.0
PRY,2004,0.0
PRY,2005,0.0
PRY,2006,0.0
PRY,2007,0.0
PRY,2008,0.0
PRY,2009,0.0
PRY,2010,0.0
PRY,2011,0.0
PRY,2012,0.0
PRY,2013,0.0
PRY,2014,0.0
PRY,2015,0.0
PRY,2016,0.0
PRY,2017,0.0
PRY,2018,0.0
PRY,2019,0.0
PSE,2000,21.0
PSE,2001,21.0
PSE,2002,21.0
PSE,2003,21.0
PSE,2004,21.0
PSE,2005,21.0
PSE,2006,21.0
PSE,2007,21.0
PSE,2008,21.0
PSE,2009,21.0
PSE,2010,21.0
PSE,2011,21.0
PSE,2012,21.0
PSE,2013,21.0
PSE,2014,21.0
PSE,2015,21.0
PSE,2016,21.0
PSE,2017,21.0
PSE,2018,21.0
PSE,2019,21.0
PYF,2000,0.0
PYF,2001,0.0
PYF,2002,0.0
PYF,2003,0.0
PYF,2004,0.0
PYF,2005,0.0
PYF,2006,0.0
PYF,2007,0.0
PYF,2008,0.0
PYF,2009,0.0
PYF,2010,0.0
PYF,2011,0.0
PYF,2012,0.0
PYF,2013,0.0
PYF,2014,0.0
PYF,2015,0.0
PYF,2016,0.0
PYF,2017,0.0
PYF,2018,0.0
PYF,2019,0.0
QAT,2000,1.813
QAT,2001,1.813
QAT,2002,1.813
QAT,2003,1.813
QAT,2004,1.813
QAT,2005,1.813
QAT,2006,1.813
QAT,2007,1.813
QAT,2008,1.813
QAT,2009,1.813
QAT,2010,1.813
QAT,2011,1.813
QAT,2012,1.813
QAT,2013,1.813
QAT,2014,1.813
QAT,2015,1.813
QAT,2016,1.813
QAT,2017,1.813
QAT,2018,1.813
QAT,2019,1.813
ROU,2000,448.0
ROU,2001,448.0
ROU,2002,448.0
ROU,2003,448.0
ROU,2004,448.0
ROU,2005,448.0
ROU,2006,448.0
ROU,2007,448.0
ROU,2008,448.0
ROU,2009,448.0
ROU,2010,448.0
ROU,2011,448.0
ROU,2012,448.0
ROU,2013,448.0
ROU,2014,448.0
ROU,2015,448.0
ROU,2016,448.0
ROU,2017,448.0
ROU,2018,448.0
ROU,2019,448.0
RWA,2000,0.0
RWA,2001,0.0
RWA,2002,0.0
RWA,2003,0.0
RWA,2004,0.0
RWA,2005,0.0
RWA,2006,0.0
RWA,2007,0.0
RWA,2008,0.0
RWA,2009,0.0
RWA,2010,0.0
RWA,2011,0.0
RWA,2012,0.0
RWA,2013,0.0
RWA,2014,0.0
RWA,2015,0.0
RWA,2016,0.0
RWA,2017,0.0
RWA,2018,0.0
RWA,2019,0.0
SAU,2000,716.0
SAU,2001,716.0
SAU,2002,716.0
SAU,2003,716.0
SAU,2004,716.0
SAU,2005,716.0
SAU,2006,716.0
SAU,2007,716.0
SAU,2008,716.0
SAU,2009,716.0
SAU,2010,716.0
SAU,2011,716.0
SAU,2012,716.0
SAU,2013,716.0
SAU,2014,716.0
SAU,2015,716.0
SAU,2016,716.0
SAU,2017,716.0
SAU,2018,716.0
SAU,2019,716.0
SDN,2000,0.0
SDN,2001,0.0
SDN,2002,0.0
SDN,2003,0.0
SDN,2004,0.0
SDN,2005,0.0
SDN,2006,0.0
SDN,2007,0.0
SDN,2008,0.0
SDN,2009,0.0
SDN,2010,0.0
SDN,2011,0.0
SDN,2012,0.0
SDN,2013,0.0
SDN,2014,0.0
SDN,2015,0.0
SDN,2016,0.0
SDN,2017,0.0
SDN,2018,0.0
SDN,2019,0.0
SEN,2000,0.0
SEN,2001,0.0
SEN,2002,0.0
SEN,2003,0.0
SEN,2004,0.0
SEN,2005,0.0
SEN,2006,0.0
SEN,2007,0.0
SEN,2008,0.0
SEN,2009,0.0
SEN,2010,0.0
SEN,2011,0.0
SEN,2012,0.0
SEN,2013,0.0
SEN,2014,0.0
SEN,2015,0.0
SEN,2016,0.0
SEN,2017,0.0
SEN,2018,0.0
SEN,2019,0.0
SGP,2000,0.0
SGP,2001,0.0
SGP,2002,0.0
SGP,2003,0.0
SGP,2004,0.0
SGP,2005,0.0
SGP,2006,0.0
SGP,2007,0.0
SGP,2008,0.0
SGP,2009,0.0
SGP,2010,0.0
SGP,2011,0.0
SGP,2012,0.0
SGP,2013,0.0
SGP,2014,0.0
SGP,2015,0.0
SGP,2016,0.0
SGP,2017,0.0
SGP,2018,0.0
SGP,2019,0.0
SLB,2000,0.0
SLB,2001,0.0
SLB,2002,0.0
SLB,2003,0.0
SLB,2004,0.0
SLB,2005,0.0
SLB,2006,0.0
SLB,2007,0.0
SLB,2008,0.0
SLB,2009,0.0
SLB,2010,0.0
SLB,2011,0.0
SLB,2012,0.0
SLB,2013,0.0
SLB,2014,0.0
SLB,2015,0.0
SLB,2016,0.0
SLB,2017,0.0
SLB,2018,0.0
SLB,2019,0.0
SLE,2000,0.0
SLE,2001,0.0
SLE,2002,0.0
SLE,2003,0.0
SLE,2004,0.0
SLE,2005,0.0
SLE,2006,0.0
SLE,2007,0.0
SLE,2008,0.0
SLE,2009,0.0
SLE,2010,0.0
SLE,2011,0.0
SLE,2012,0.0
SLE,2013,0.0
SLE,2014,0.0
SLE,2015,0.0
SLE,2016,0.0
SLE,2017,0.0
SLE,2018,0.0
SLE,2019,0.0
SLV,2000,2.488
SLV,2001,2.488
SLV,2002,2.488
SLV,2003,2.488
SLV,2004,2.488
SLV,2005,2.488
SLV,2006,2.488
SLV,2007,2.488
SLV,2008,2.488
SLV,2009,2.488
SLV,2010,2.488
SLV,2011,2.488
SLV,2012,2.488
SLV,2013,2.488
SLV,2014,2.488
SLV,2015,2.488
SLV,2016,2.488
SLV,2017,2.488
SLV,2018,2.488
SLV,2019,2.488
SMR,2000,0.0
SMR,2001,0.0
SMR,2002,0.0
SMR,2003,0.0
SMR,2004,0.0
SMR,2005,0.0
SMR,2006,0.0
SMR,2007,0.0
SMR,2008,0.0
SMR,2009,0.0
SMR,2010,0.0
SMR,2011,0.0
SMR,2012,0.0
SMR,2013,0.0
SMR,2014,0.0
SMR,2015,0.0
SMR,2016,0.0
SMR,2017,0.0
SMR,2018,0.0
SMR,2019,0.0
SOM,2000,0.0
SOM,2001,0.0
SOM,2002,0.0
SOM,2003,0.0
SOM,2004,0.0
SOM,2005,0.0
SOM,2006,0.0
SOM,2007,0.0
SOM,2008,0.0
SOM,2009,0.0
SOM,2010,0.0
SOM,2011,0.0
SOM,2012,0.0
SOM,2013,0.0
SOM,2014,0.0
SOM,2015,0.0
SOM,2016,0.0
SOM,2017,0.0
SOM,2018,0.0
SOM,2019,0.0
SRB,2000,65.56
SRB,2001,65.56
SRB,2002,65.56
SRB,2003,65.56
SRB,2004,65.56
SRB,2005,65.56
SRB,2006,65.56
SRB,2007,65.56
SRB,2008,65.56
SRB,2009,65.56
SRB,2010,65.56
SRB,2011,65.56
SRB,2012,65.56
SRB,2013,65.56
SRB,2014,65.56
SRB,2015,65.56
SRB,2016,65.56
SRB,2017,65.56
SRB,2018,65.56
SRB,2019,65.56
SSD,2000,0.3
SSD,2001,0.3
SSD,2002,0.3
SSD,2003,0.3
SSD,2004,0.3
SSD,2005,0.3
SSD,2006,0.3
SSD,2007,0.3
SSD,2008,0.3
SSD,2009,0.3
SSD,2010,0.3
SSD,2011,0.3
SSD,2012,0.3
SSD,2013,0.3
SSD,2014,0.3
SSD,2015,0.3
SSD,2016,0.3
SSD,2017,0.3
SSD,2018,0.3
SSD,2019,0.3
STP,2000,0.0
STP,2001,0.0
STP,2002,0.0
STP,2003,0.0
STP,2004,0.0
STP,2005,0.0
STP,2006,0.0
STP,2007,0.0
STP,2008,0.0
STP,2009,0.0
STP,2010,0.0
STP,2011,0.0
STP,2012,0.0
STP,2013,0.0
STP,2014,0.0
STP,2015,0.0
STP,2016,0.0
STP,2017,0.0
STP,2018,0.0
STP,2019,0.0
SUR,2000,1.1
SUR,2001,1.1
SUR,2002,1.1
SUR,2003,1.1
SUR,2004,1.1
SUR,2005,1.1
SUR,2006,1.1
SUR,2007,1.1
SUR,2008,1.1
SUR,2009,1.1
SUR,2010,1.1
SUR,2011,1.1
SUR,2012,1.1
SUR,2013,1.1
SUR,2014,1.1
SUR,2015,1.1
SUR,2016,1.1
SUR,2017,1.1
SUR,2018,1.1
SUR,2019,1.1
SVK,2000,0.0
SVK,2001,0.0
SVK,2002,0.0
SVK,2003,0.0
SVK,2004,0.0
SVK,2005,0.0
SVK,2006,0.0
SVK,2007,0.0
SVK,2008,0.0
SVK,2009,0.0
SVK,2010,0.0
SVK,2011,0.0
SVK,2012,0.0
SVK,2013,0.0
SVK,2014,0.0
SVK,2015,0.0
SVK,2016,0.0
SVK,2017,0.0
SVK,2018,0.0
SVK,2019,0.0
SVN,2000,5.267
SVN,2001,5.267
SVN,2002,5.267
SVN,2003,5.267
SVN,2004,5.267
SVN,2005,5.267
SVN,2006,5.267
SVN,2007,5.267
SVN,2008,5.267
SVN,2009,5.267
SVN,2010,5.267
SVN,2011,5.267
SVN,2012,5.267
SVN,2013,5.267
SVN,2014,5.267
SVN,2015,5.267
SVN,2016,5.267
SVN,2017,5.267
SVN,2018,5.267
SVN,2019,5.267
SWE,2000,0.0
SWE,2001,0.0
SWE,2002,0.0
SWE,2003,0.0
SWE,2004,0.0
SWE,2005,0.0
SWE,2006,0.0
SWE,2007,0.0
SWE,2008,0.0
SWE,2009,0.0
SWE,2010,0.0
SWE,2011,0.0
SWE,2012,0.0
SWE,2013,0.0
SWE,2014,0.0
SWE,2015,0.0
SWE,2016,0.0
SWE,2017,0.0
SWE,2018,0.0
SWE,2019,0.0
SWZ,2000,20.91
SWZ,2001,20.91
SWZ,2002,20.91
SWZ,2003,20.91
SWZ,2004,20.91
SWZ,2005,20.91
SWZ,2006,20.91
SWZ,2007,20.91
SWZ,2008,20.91
SWZ,2009,20.91
SWZ,2010,20.91
SWZ,2011,20.91
SWZ,2012,20.91
SWZ,2013,20.91
SWZ,2014,20.91
SWZ,2015,20.91
SWZ,2016,20.91
SWZ,2017,20.91
SWZ,2018,20.91
SWZ,2019,20.91
SYC,2000,0.04
SYC,2001,0.04
SYC,2002,0.04
SYC,2003,0.04
SYC,2004,0.04
SYC,2005,0.04
SYC,2006,0.04
SYC,2007,0.04
SYC,2008,0.04
SYC,2009,0.04
SYC,2010,0.04
SYC,2011,0.04
SYC,2012,0.04
SYC,2013,0.04
SYC,2014,0.04
SYC,2015,0.04
SYC,2016,0.04
SYC,2017,0.04
SYC,2018,0.04
SYC,2019,0.04
SYR,2000,164.1
SYR,2001,164.1
SYR,2002,164.1
SYR,2003,164.1
SYR,2004,164.1
SYR,2005,164.1
SYR,2006,164.1
SYR,2007,164.1
SYR,2008,164.1
SYR,2009,164.1
SYR,2010,187.1
SYR,2011,187.1
SYR,2012,187.1
SYR,2013,187.1
SYR,2014,187.1
SYR,2015,187.1
SYR,2016,187.1
SYR,2017,187.1
SYR,2018,187.1
SYR,2019,187.1
TCA,2000,0.0
TCA,2001,0.0
TCA,2002,0.0
TCA,2003,0.0
TCA,2004,0.0
TCA,2005,0.0
TCA,2006,0.0
TCA,2007,0.0
TCA,2008,0.0
TCA,2009,0.0
TCA,2010,0.0
TCA,2011,0.0
TCA,2012,0.0
TCA,2013,0.0
TCA,2014,0.0
TCA,2015,0.0
TCA,2016,0.0
TCA,2017,0.0
TCA,2018,0.0
TCA,2019,0.0
TCD,2000,3.754
TCD,2001,3.754
TCD,2002,3.754
TCD,2003,3.754
TCD,2004,3.754
TCD,2005,3.754
TCD,2006,3.754
TCD,2007,3.754
TCD,2008,3.754
TCD,2009,3.754
TCD,2010,3.754
TCD,2011,3.754
TCD,2012,3.754
TCD,2013,3.754
TCD,2014,3.754
TCD,2015,3.754
TCD,2016,3.754
TCD,2017,3.754
TCD,2018,3.754
TCD,2019,3.754
TGO,2000,0.0
TGO,2001,0.0
TGO,2002,0.0
TGO,2003,0.0
TGO,2004,0.0
TGO,2005,0.0
TGO,2006,0.0
TGO,2007,0.0
TGO,2008,0.0
TGO,2009,0.0
TGO,2010,0.0
TGO,2011,0.0
TGO,2012,0.0
TGO,2013,0.0
TGO,2014,0.0
TGO,2015,0.0
TGO,2016,0.0
TGO,2017,0.0
TGO,2018,0.0
TGO,2019,0.0
THA,2000,0.0
THA,2001,0.0
THA,2002,0.0
THA,2003,0.0
THA,2004,0.0
THA,2005,0.0
THA,2006,0.0
THA,2007,0.0
THA,2008,0.0
THA,2009,0.0
THA,2010,0.0
THA,2011,0.0
THA,2012,0.0
THA,2013,0.0
THA,2014,0.0
THA,2015,0.0
THA,2016,0.0
THA,2017,0.0
THA,2018,0.0
THA,2019,0.0
TJK,2000,0.0
TJK,2001,0.0
TJK,2002,0.0
TJK,2003,0.0
TJK,2004,0.0
TJK,2005,0.0
TJK,2006,0.0
TJK,2007,0.0
TJK,2008,0.0
TJK,2009,0.0
TJK,2010,0.0
TJK,2011,0.0
TJK,2012,0.0
TJK,2013,0.0
TJK,2014,0.0
TJK,2015,0.0
TJK,2016,0.0
TJK,2017,0.0
TJK,2018,0.0
TJK,2019,0.0
TKL,2000,0.0
TKL,2001,0.0
TKL,2002,0.0
TKL,2003,0.0
TKL,2004,0.0
TKL,2005,0.0
TKL,2006,0.0
TKL,2007,0.0
TKL,2008,0.0
TKL,2009,0.0
TKL,2010,0.0
TKL,2011,0.0
TKL,2012,0.0
TKL,2013,0.0
TKL,2014,0.0
TKL,2015,0.0
TKL,2016,0.0
TKL,2017,0.0
TKL,2018,0.0
TKL,2019,0.0
TKM,2000,0.0
TKM,2001,0.0
TKM,2002,0.0
TKM,2003,0.0
TKM,2004,0.0
TKM,2005,0.0
TKM,2006,0.0
TKM,2007,0.0
TKM,2008,0.0
TKM,2009,0.0
TKM,2010,0.0
TKM,2011,0.0
TKM,2012,0.0
TKM,2013,0.0
TKM,2014,0.0
TKM,2015,0.0
TKM,2016,0.0
TKM,2017,0.0
TKM,2018,0.0
TKM,2019,0.0
TLS,2000,0.0
TLS,2001,0.0
TLS,2002,0.0
TLS,2003,0.0
TLS,2004,0.0
TLS,2005,0.0
TLS,2006,0.0
TLS,2007,0.0
TLS,2008,0.0
TLS,2009,0.0
TLS,2010,0.0
TLS,2011,0.0
TLS,2012,0.0
TLS,2013,0.0
TLS,2014,0.0
TLS,2015,0.0
TLS,2016,0.0
TLS,2017,0.0
TLS,2018,0.0
TLS,2019,0.0
TON,2000,0.0
TON,2001,0.0
TON,2002,0.0
TON,2003,0.0
TON,2004,0.0
TON,2005,0.0
TON,2006,0.0
TON,2007,0.0
TON,2008,0.0
TON,2009,0.0
TON,2010,0.0
TON,2011,0.0
TON,2012,0.0
TON,2013,0.0
TON,2014,0.0
TON,2015,0.0
TON,2016,0.0
TON,2017,0.0
