ISO,Year,SPIR
FRO,2015,0.0
FRO,2016,0.0
FRO,2017,0.0
FRO,2018,0.0
FRO,2019,0.0
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,0.0
GAB,2001,0.0
GAB,2002,0.0
GAB,2003,0.0
GAB,2004,0.0
GAB,2005,0.0
GAB,2006,0.0
GAB,2007,0.0
GAB,2008,0.0
GAB,2009,0.0
GAB,2010,0.0
GAB,2011,0.0
GAB,2012,0.0
GAB,2013,0.0
GAB,2014,0.0
GAB,2015,0.0
GAB,2016,0.0
GAB,2017,0.0
GAB,2018,0.0
GAB,2019,0.0
GBR,2000,105.0
GBR,2001,105.0
GBR,2002,105.0
GBR,2003,105.0
GBR,2004,105.0
GBR,2005,105.0
GBR,2006,105.0
GBR,2007,105.0
GBR,2008,105.0
GBR,2009,105.0
GBR,2010,105.0
GBR,2011,105.0
GBR,2012,105.0
GBR,2013,105.0
GBR,2014,105.0
GBR,2015,105.0
GBR,2016,105.0
GBR,2017,105.0
GBR,2018,105.0
GBR,2019,105.0
GEO,2000,0.0
GEO,2001,0.0
GEO,2002,0.0
GEO,2003,0.0
GEO,2004,0.0
GEO,2005,0.0
GEO,2006,0.0
GEO,2007,0.0
GEO,2008,0.0
GEO,2009,0.0
GEO,2010,0.0
GEO,2011,0.0
GEO,2012,0.0
GEO,2013,0.0
GEO,2014,0.0
GEO,2015,0.0
GEO,2016,0.0
GEO,2017,0.0
GEO,2018,0.0
GEO,2019,0.0
GHA,2000,6.3
GHA,2001,6.3
GHA,2002,6.3
GHA,2003,6.3
GHA,2004,6.3
GHA,2005,6.3
GHA,2006,6.3
GHA,2007,6.3
GHA,2008,6.3
GHA,2009,6.3
GHA,2010,6.3
GHA,2011,6.3
GHA,2012,6.3
GHA,2013,6.3
GHA,2014,6.3
GHA,2015,6.3
GHA,2016,6.3
GHA,2017,6.3
GHA,2018,6.3
GHA,2019,6.3
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,0.3
GIN,2001,0.3
GIN,2002,0.3
GIN,2003,0.3
GIN,2004,0.3
GIN,2005,0.3
GIN,2006,0.3
GIN,2007,0.3
GIN,2008,0.3
GIN,2009,0.3
GIN,2010,0.3
GIN,2011,0.3
GIN,2012,0.3
GIN,2013,0.3
GIN,2014,0.3
GIN,2015,0.3
GIN,2016,0.3
GIN,2017,0.3
GIN,2018,0.3
GIN,2019,0.3
GMB,2000,0.0
GMB,2001,0.0
GMB,2002,0.0
GMB,2003,0.0
GMB,2004,0.0
GMB,2005,0.0
GMB,2006,0.0
GMB,2007,0.0
GMB,2008,0.0
GMB,2009,0.0
GMB,2010,0.0
GMB,2011,0.0
GMB,2012,0.0
GMB,2013,0.0
GMB,2014,0.0
GMB,2015,0.0
GMB,2016,0.0
GMB,2017,0.0
GMB,2018,0.0
GMB,2019,0.0
GNB,2000,0.0
GNB,2001,0.0
GNB,2002,0.0
GNB,2003,0.0
GNB,2004,0.0
GNB,2005,0.0
GNB,2006,0.0
GNB,2007,0.0
GNB,2008,0.0
GNB,2009,0.0
GNB,2010,0.0
GNB,2011,0.0
GNB,2012,0.0
GNB,2013,0.0
GNB,2014,0.0
GNB,2015,0.0
GNB,2016,0.0
GNB,2017,0.0
GNB,2018,0.0
GNB,2019,0.0
GNQ,2000,0.0
GNQ,2001,0.0
GNQ,2002,0.0
GNQ,2003,0.0
GNQ,2004,0.0
GNQ,2005,0.0
GNQ,2006,0.0
GNQ,2007,0.0
GNQ,2008,0.0
GNQ,2009,0.0
GNQ,2010,0.0
GNQ,2011,0.0
GNQ,2012,0.0
GNQ,2013,0.0
GNQ,2014,0.0
GNQ,2015,0.0
GNQ,2016,0.0
GNQ,2017,0.0
GNQ,2018,0.0
GNQ,2019,0.0
GRC,2000,0.0
GRC,2001,0.0
GRC,2002,0.0
GRC,2003,0.0
GRC,2004,0.0
GRC,2005,0.0
GRC,2006,0.0
GRC,2007,0.0
GRC,2008,0.0
GRC,2009,0.0
GRC,2010,0.0
GRC,2011,0.0
GRC,2012,0.0
GRC,2013,0.0
GRC,2014,0.0
GRC,2015,0.0
GRC,2016,0.0
GRC,2017,0.0
GRC,2018,0.0
GRC,2019,0.0
GRD,2000,0.071
GRD,2001,0.071
GRD,2002,0.071
GRD,2003,0.071
GRD,2004,0.071
GRD,2005,0.071
GRD,2006,0.071
GRD,2007,0.071
GRD,2008,0.071
GRD,2009,0.071
GRD,2010,0.071
GRD,2011,0.071
GRD,2012,0.071
GRD,2013,0.071
GRD,2014,0.071
GRD,2015,0.071
GRD,2016,0.071
GRD,2017,0.071
GRD,2018,0.071
GRD,2019,0.071
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,94.43
GTM,2001,94.43
GTM,2002,94.43
GTM,2003,94.43
GTM,2004,94.43
GTM,2005,94.43
GTM,2006,94.43
GTM,2007,94.43
GTM,2008,94.43
GTM,2009,94.43
GTM,2010,94.43
GTM,2011,94.43
GTM,2012,94.43
GTM,2013,94.43
GTM,2014,94.43
GTM,2015,94.43
GTM,2016,94.43
GTM,2017,94.43
GTM,2018,94.43
GTM,2019,94.43
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,0.0
GUY,2001,0.0
GUY,2002,0.0
GUY,2003,0.0
GUY,2004,0.0
GUY,2005,0.0
GUY,2006,0.0
GUY,2007,0.0
GUY,2008,0.0
GUY,2009,0.0
GUY,2010,0.0
GUY,2011,0.0
GUY,2012,0.0
GUY,2013,0.0
GUY,2014,0.0
GUY,2015,0.0
GUY,2016,0.0
GUY,2017,0.0
GUY,2018,0.0
GUY,2019,0.0
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,0.0
HND,2001,0.0
HND,2002,0.0
HND,2003,0.0
HND,2004,0.0
HND,2005,0.0
HND,2006,0.0
HND,2007,0.0
HND,2008,0.0
HND,2009,0.0
HND,2010,0.0
HND,2011,0.0
HND,2012,0.0
HND,2013,0.0
HND,2014,0.0
HND,2015,0.0
HND,2016,0.0
HND,2017,0.0
HND,2018,0.0
HND,2019,0.0
HRV,2000,0.255
HRV,2001,0.255
HRV,2002,0.255
HRV,2003,0.255
HRV,2004,0.255
HRV,2005,0.255
HRV,2006,0.255
HRV,2007,0.255
HRV,2008,0.255
HRV,2009,0.255
HRV,2010,0.255
HRV,2011,0.255
HRV,2012,0.255
HRV,2013,0.255
HRV,2014,0.255
HRV,2015,0.255
HRV,2016,0.255
HRV,2017,0.255
HRV,2018,0.255
HRV,2019,0.255
HTI,2000,0.0
HTI,2001,0.0
HTI,2002,0.0
HTI,2003,0.0
HTI,2004,0.0
HTI,2005,0.0
HTI,2006,0.0
HTI,2007,0.0
HTI,2008,0.0
HTI,2009,0.0
HTI,2010,0.0
HTI,2011,0.0
HTI,2012,0.0
HTI,2013,0.0
HTI,2014,0.0
HTI,2015,0.0
HTI,2016,0.0
HTI,2017,0.0
HTI,2018,0.0
HTI,2019,0.0
HUN,2000,118.0
HUN,2001,118.0
HUN,2002,118.0
HUN,2003,118.0
HUN,2004,118.0
HUN,2005,118.0
HUN,2006,118.0
HUN,2007,118.0
HUN,2008,118.0
HUN,2009,118.0
HUN,2010,118.0
HUN,2011,118.0
HUN,2012,118.0
HUN,2013,118.0
HUN,2014,118.0
HUN,2015,118.0
HUN,2016,118.0
HUN,2017,118.0
HUN,2018,118.0
HUN,2019,118.0
IDN,2000,0.0
IDN,2001,0.0
IDN,2002,0.0
IDN,2003,0.0
IDN,2004,0.0
IDN,2005,0.0
IDN,2006,0.0
IDN,2007,0.0
IDN,2008,0.0
IDN,2009,0.0
IDN,2010,0.0
IDN,2011,0.0
IDN,2012,0.0
IDN,2013,0.0
IDN,2014,0.0
IDN,2015,0.0
IDN,2016,0.0
IDN,2017,0.0
IDN,2018,0.0
IDN,2019,0.0
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,0.0
IRL,2001,0.0
IRL,2002,0.0
IRL,2003,0.0
IRL,2004,0.0
IRL,2005,0.0
IRL,2006,0.0
IRL,2007,0.0
IRL,2008,0.0
IRL,2009,0.0
IRL,2010,0.0
IRL,2011,0.0
IRL,2012,0.0
IRL,2013,0.0
IRL,2014,0.0
IRL,2015,0.0
IRL,2016,0.0
IRL,2017,0.0
IRL,2018,0.0
IRL,2019,0.0
IRN,2000,280.0
IRN,2001,280.0
IRN,2002,280.0
IRN,2003,280.0
IRN,2004,280.0
IRN,2005,280.0
IRN,2006,280.0
IRN,2007,280.0
IRN,2008,280.0
IRN,2009,280.0
IRN,2010,280.0
IRN,2011,280.0
IRN,2012,280.0
IRN,2013,280.0
IRN,2014,280.0
IRN,2015,280.0
IRN,2016,280.0
IRN,2017,280.0
IRN,2018,280.0
IRN,2019,280.0
IRQ,2000,0.0
IRQ,2001,0.0
IRQ,2002,0.0
IRQ,2003,0.0
IRQ,2004,0.0
IRQ,2005,0.0
IRQ,2006,0.0
IRQ,2007,0.0
IRQ,2008,0.0
IRQ,2009,0.0
IRQ,2010,0.0
IRQ,2011,0.0
IRQ,2012,0.0
IRQ,2013,0.0
IRQ,2014,0.0
IRQ,2015,0.0
IRQ,2016,0.0
IRQ,2017,0.0
IRQ,2018,0.0
IRQ,2019,0.0
ISL,2000,0.0
ISL,2001,0.0
ISL,2002,0.0
ISL,2003,0.0
ISL,2004,0.0
ISL,2005,0.0
ISL,2006,0.0
ISL,2007,0.0
ISL,2008,0.0
ISL,2009,0.0
ISL,2010,0.0
ISL,2011,0.0
ISL,2012,0.0
ISL,2013,0.0
ISL,2014,0.0
ISL,2015,0.0
ISL,2016,0.0
ISL,2017,0.0
ISL,2018,0.0
ISL,2019,0.0
ISR,2000,60.0
ISR,2001,60.0
ISR,2002,60.0
ISR,2003,60.0
ISR,2004,60.0
ISR,2005,60.0
ISR,2006,60.0
ISR,2007,60.0
ISR,2008,60.0
ISR,2009,60.0
ISR,2010,60.0
ISR,2011,60.0
ISR,2012,60.0
ISR,2013,60.0
ISR,2014,60.0
ISR,2015,60.0
ISR,2016,60.0
ISR,2017,60.0
ISR,2018,60.0
ISR,2019,60.0
ITA,2000,981.2
ITA,2001,981.2
ITA,2002,981.2
ITA,2003,981.2
ITA,2004,981.2
ITA,2005,981.2
ITA,2006,981.2
ITA,2007,981.2
ITA,2008,981.2
ITA,2009,981.2
ITA,2010,981.2
ITA,2011,981.2
ITA,2012,981.2
ITA,2013,981.2
ITA,2014,981.2
ITA,2015,981.2
ITA,2016,1591.0
ITA,2017,1591.0
ITA,2018,1591.0
ITA,2019,1591.0
JAM,2000,5.216
JAM,2001,5.216
JAM,2002,5.216
JAM,2003,5.216
JAM,2004,5.216
JAM,2005,5.216
JAM,2006,5.216
JAM,2007,5.216
JAM,2008,5.216
JAM,2009,5.216
JAM,2010,5.216
JAM,2011,5.216
JAM,2012,5.216
JAM,2013,5.216
JAM,2014,5.216
JAM,2015,5.216
JAM,2016,9.5
JAM,2017,9.5
JAM,2018,9.5
JAM,2019,9.5
JOR,2000,1.0
JOR,2001,1.0
JOR,2002,1.0
JOR,2003,1.0
JOR,2004,1.0
JOR,2005,1.0
JOR,2006,1.0
JOR,2007,1.0
JOR,2008,1.0
JOR,2009,1.0
JOR,2010,1.0
JOR,2011,1.0
JOR,2012,1.0
JOR,2013,1.0
JOR,2014,1.0
JOR,2015,1.0
JOR,2016,1.0
JOR,2017,1.0
JOR,2018,1.0
JOR,2019,1.0
JPN,2000,430.0
JPN,2001,430.0
JPN,2002,430.0
JPN,2003,430.0
JPN,2004,430.0
JPN,2005,430.0
JPN,2006,430.0
JPN,2007,430.0
JPN,2008,430.0
JPN,2009,430.0
JPN,2010,430.0
JPN,2011,430.0
JPN,2012,430.0
JPN,2013,430.0
JPN,2014,430.0
JPN,2015,430.0
JPN,2016,430.0
JPN,2017,430.0
JPN,2018,430.0
JPN,2019,430.0
KAZ,2000,30.0
KAZ,2001,30.0
KAZ,2002,30.0
KAZ,2003,30.0
KAZ,2004,30.0
KAZ,2005,30.0
KAZ,2006,30.0
KAZ,2007,30.0
KAZ,2008,30.0
KAZ,2009,30.0
KAZ,2010,30.0
KAZ,2011,30.0
KAZ,2012,30.0
KAZ,2013,30.0
KAZ,2014,30.0
KAZ,2015,30.0
KAZ,2016,30.0
KAZ,2017,30.0
KAZ,2018,30.0
KAZ,2019,30.0
KEN,2000,61.99
KEN,2001,61.99
KEN,2002,61.99
KEN,2003,61.99
KEN,2004,61.99
KEN,2005,61.99
KEN,2006,61.99
KEN,2007,61.99
KEN,2008,61.99
KEN,2009,61.99
KEN,2010,31.22
KEN,2011,31.22
KEN,2012,31.22
KEN,2013,31.22
KEN,2014,31.22
KEN,2015,31.22
KEN,2016,31.22
KEN,2017,31.22
KEN,2018,31.22
KEN,2019,31.22
KGZ,2000,0.4
KGZ,2001,0.4
KGZ,2002,0.4
KGZ,2003,0.4
KGZ,2004,0.4
KGZ,2005,0.4
KGZ,2006,0.4
KGZ,2007,0.4
KGZ,2008,0.4
KGZ,2009,0.4
KGZ,2010,0.4
KGZ,2011,0.4
KGZ,2012,0.4
KGZ,2013,0.4
KGZ,2014,0.4
KGZ,2015,0.4
KGZ,2016,0.4
KGZ,2017,0.4
KGZ,2018,0.4
KGZ,2019,0.4
KHM,2000,0.0
KHM,2001,0.0
KHM,2002,0.0
KHM,2003,0.0
KHM,2004,0.0
KHM,2005,0.0
KHM,2006,0.0
KHM,2007,0.0
KHM,2008,0.0
KHM,2009,0.0
KHM,2010,0.0
KHM,2011,0.0
KHM,2012,0.0
KHM,2013,0.0
KHM,2014,0.0
KHM,2015,0.0
KHM,2016,0.0
KHM,2017,0.0
KHM,2018,0.0
KHM,2019,0.0
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.0
KNA,2001,0.0
KNA,2002,0.0
KNA,2003,0.0
KNA,2004,0.0
KNA,2005,0.0
KNA,2006,0.0
KNA,2007,0.0
KNA,2008,0.0
KNA,2009,0.0
KNA,2010,0.0
KNA,2011,0.0
KNA,2012,0.0
KNA,2013,0.0
KNA,2014,0.0
KNA,2015,0.0
KNA,2016,0.0
KNA,2017,0.0
KNA,2018,0.0
KNA,2019,0.0
KOR,2000,0.0
KOR,2001,0.0
KOR,2002,0.0
KOR,2003,0.0
KOR,2004,0.0
KOR,2005,0.0
KOR,2006,0.0
KOR,2007,0.0
KOR,2008,0.0
KOR,2009,0.0
KOR,2010,0.0
KOR,2011,0.0
KOR,2012,0.0
KOR,2013,0.0
KOR,2014,0.0
KOR,2015,0.0
KOR,2016,0.0
KOR,2017,0.0
KOR,2018,0.0
KOR,2019,0.0
KWT,2000,0.0
KWT,2001,0.0
KWT,2002,0.0
KWT,2003,0.0
KWT,2004,0.0
KWT,2005,0.0
KWT,2006,0.0
KWT,2007,0.0
KWT,2008,0.0
KWT,2009,0.0
KWT,2010,0.0
KWT,2011,0.0
KWT,2012,0.0
KWT,2013,0.0
KWT,2014,0.0
KWT,2015,0.0
KWT,2016,0.0
KWT,2017,0.0
KWT,2018,0.0
KWT,2019,0.0
LAO,2000,0.0
LAO,2001,0.0
LAO,2002,0.0
LAO,2003,0.0
LAO,2004,0.0
LAO,2005,0.0
LAO,2006,0.0
LAO,2007,0.0
LAO,2008,0.0
LAO,2009,0.0
LAO,2010,0.0
LAO,2011,0.0
LAO,2012,0.0
LAO,2013,0.0
LAO,2014,0.0
LAO,2015,0.0
LAO,2016,0.0
LAO,2017,0.0
LAO,2018,0.0
LAO,2019,0.0
LBN,2000,28.24
LBN,2001,28.24
LBN,2002,28.24
LBN,2003,28.24
LBN,2004,28.24
LBN,2005,28.24
LBN,2006,28.24
LBN,2007,28.24
LBN,2008,28.24
LBN,2009,28.24
LBN,2010,28.24
LBN,2011,28.24
LBN,2012,28.24
LBN,2013,28.24
LBN,2014,28.24
LBN,2015,28.24
LBN,2016,28.24
LBN,2017,28.24
LBN,2018,28.24
LBN,2019,28.24
LBR,2000,0.0
LBR,2001,0.0
LBR,2002,0.0
LBR,2003,0.0
LBR,2004,0.0
LBR,2005,0.0
LBR,2006,0.0
LBR,2007,0.0
LBR,2008,0.0
LBR,2009,0.0
LBR,2010,0.0
LBR,2011,0.0
LBR,2012,0.0
LBR,2013,0.0
LBR,2014,0.0
LBR,2015,0.0
LBR,2016,0.0
LBR,2017,0.0
LBR,2018,0.0
LBR,2019,0.0
LBY,2000,0.0
LBY,2001,0.0
LBY,2002,0.0
LBY,2003,0.0
LBY,2004,0.0
LBY,2005,0.0
LBY,2006,0.0
LBY,2007,0.0
LBY,2008,0.0
LBY,2009,0.0
LBY,2010,0.0
LBY,2011,0.0
LBY,2012,0.0
LBY,2013,0.0
LBY,2014,0.0
LBY,2015,0.0
LBY,2016,0.0
LBY,2017,0.0
LBY,2018,0.0
LBY,2019,0.0
LCA,2000,0.0
LCA,2001,0.0
LCA,2002,0.0
LCA,2003,0.0
LCA,2004,0.0
LCA,2005,0.0
LCA,2006,0.0
LCA,2007,0.0
LCA,2008,0.0
LCA,2009,0.0
LCA,2010,0.0
LCA,2011,0.0
LCA,2012,0.0
LCA,2013,0.0
LCA,2014,0.0
LCA,2015,0.0
LCA,2016,0.0
LCA,2017,0.0
LCA,2018,0.0
LCA,2019,0.0
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,0.0
LKA,2001,0.0
LKA,2002,0.0
LKA,2003,0.0
LKA,2004,0.0
LKA,2005,0.0
LKA,2006,0.0
LKA,2007,0.0
LKA,2008,0.0
LKA,2009,0.0
LKA,2010,0.0
LKA,2011,0.0
LKA,2012,0.0
LKA,2013,0.0
LKA,2014,0.0
LKA,2015,0.0
LKA,2016,0.0
LKA,2017,0.0
LKA,2018,0.0
LKA,2019,0.0
LSO,2000,0.0
LSO,2001,0.0
LSO,2002,0.0
LSO,2003,0.0
LSO,2004,0.0
LSO,2005,0.0
LSO,2006,0.0
LSO,2007,0.0
LSO,2008,0.0
LSO,2009,0.0
LSO,2010,0.0
LSO,2011,0.0
LSO,2012,0.0
LSO,2013,0.0
LSO,2014,0.0
LSO,2015,0.0
LSO,2016,0.0
LSO,2017,0.0
LSO,2018,0.0
LSO,2019,0.0
LTU,2000,0.0
LTU,2001,0.0
LTU,2002,0.0
LTU,2003,0.0
LTU,2004,0.0
LTU,2005,0.0
LTU,2006,0.0
LTU,2007,0.0
LTU,2008,0.0
LTU,2009,0.0
LTU,2010,0.0
LTU,2011,0.0
LTU,2012,0.0
LTU,2013,0.0
LTU,2014,0.0
LTU,2015,0.0
LTU,2016,0.0
LTU,2017,0.0
LTU,2018,0.0
LTU,2019,0.0
LUX,2000,0.0
LUX,2001,0.0
LUX,2002,0.0
LUX,2003,0.0
LUX,2004,0.0
LUX,2005,0.0
LUX,2006,0.0
LUX,2007,0.0
LUX,2008,0.0
LUX,2009,0.0
LUX,2010,0.0
LUX,2011,0.0
LUX,2012,0.0
LUX,2013,0.0
LUX,2014,0.0
LUX,2015,0.0
LUX,2016,0.0
LUX,2017,0.0
LUX,2018,0.0
LUX,2019,0.0
LVA,2000,0.0
LVA,2001,0.0
LVA,2002,0.0
LVA,2003,0.0
LVA,2004,0.0
LVA,2005,0.0
LVA,2006,0.0
LVA,2007,0.0
LVA,2008,0.0
LVA,2009,0.0
LVA,2010,0.0
LVA,2011,0.0
LVA,2012,0.0
LVA,2013,0.0
LVA,2014,0.0
LVA,2015,0.0
LVA,2016,0.0
LVA,2017,0.0
LVA,2018,0.0
LVA,2019,0.0
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAC,2019,0.0
MAR,2000,151.7
MAR,2001,151.7
MAR,2002,151.7
MAR,2003,151.7
MAR,2004,151.7
MAR,2005,151.7
MAR,2006,151.7
MAR,2007,151.7
MAR,2008,151.7
MAR,2009,151.7
MAR,2010,151.7
MAR,2011,125.8
MAR,2012,125.8
MAR,2013,125.8
MAR,2014,125.8
MAR,2015,125.8
MAR,2016,125.8
MAR,2017,125.8
MAR,2018,125.8
MAR,2019,125.8
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MCO,2019,0.0
MDA,2000,145.0
MDA,2001,145.0
MDA,2002,145.0
MDA,2003,145.0
MDA,2004,145.0
MDA,2005,145.0
MDA,2006,145.0
MDA,2007,145.0
MDA,2008,145.0
MDA,2009,145.0
MDA,2010,145.0
MDA,2011,145.0
MDA,2012,145.0
MDA,2013,145.0
MDA,2014,145.0
MDA,2015,145.0
MDA,2016,145.0
MDA,2017,145.0
MDA,2018,145.0
MDA,2019,145.0
MDG,2000,2.4
MDG,2001,2.4
MDG,2002,2.4
MDG,2003,2.4
MDG,2004,2.4
MDG,2005,2.4
MDG,2006,2.4
MDG,2007,2.4
MDG,2008,2.4
MDG,2009,2.4
MDG,2010,2.4
MDG,2011,2.4
MDG,2012,2.4
MDG,2013,2.4
MDG,2014,2.4
MDG,2015,2.4
MDG,2016,2.4
MDG,2017,2.4
MDG,2018,2.4
MDG,2019,2.4
MDV,2000,0.0
MDV,2001,0.0
MDV,2002,0.0
MDV,2003,0.0
MDV,2004,0.0
MDV,2005,0.0
MDV,2006,0.0
MDV,2007,0.0
MDV,2008,0.0
MDV,2009,0.0
MDV,2010,0.0
MDV,2011,0.0
MDV,2012,0.0
MDV,2013,0.0
MDV,2014,0.0
MDV,2015,0.0
MDV,2016,0.0
MDV,2017,0.0
MDV,2018,0.0
MDV,2019,0.0
MEX,2000,0.0
MEX,2001,0.0
MEX,2002,0.0
MEX,2003,0.0
MEX,2004,0.0
MEX,2005,0.0
MEX,2006,0.0
MEX,2007,0.0
MEX,2008,0.0
MEX,2009,0.0
MEX,2010,0.0
MEX,2011,0.0
MEX,2012,0.0
MEX,2013,0.0
MEX,2014,0.0
MEX,2015,0.0
MEX,2016,0.0
MEX,2017,0.0
MEX,2018,0.0
MEX,2019,0.0
MHL,2000,0.0
MHL,2001,0.0
MHL,2002,0.0
MHL,2003,0.0
MHL,2004,0.0
MHL,2005,0.0
MHL,2006,0.0
MHL,2007,0.0
MHL,2008,0.0
MHL,2009,0.0
MHL,2010,0.0
MHL,2011,0.0
MHL,2012,0.0
MHL,2013,0.0
MHL,2014,0.0
MHL,2015,0.0
MHL,2016,0.0
MHL,2017,0.0
MHL,2018,0.0
MHL,2019,0.0
MKD,2000,0.0
MKD,2001,0.0
MKD,2002,0.0
MKD,2003,0.0
MKD,2004,0.0
MKD,2005,0.0
MKD,2006,0.0
MKD,2007,0.0
MKD,2008,0.0
MKD,2009,0.0
MKD,2010,0.0
MKD,2011,0.0
MKD,2012,0.0
MKD,2013,0.0
MKD,2014,0.0
MKD,2015,0.0
MKD,2016,0.0
MKD,2017,0.0
MKD,2018,0.0
MKD,2019,0.0
MLI,2000,0.033
MLI,2001,0.033
MLI,2002,0.033
MLI,2003,0.033
MLI,2004,0.033
MLI,2005,0.033
MLI,2006,0.033
MLI,2007,0.033
MLI,2008,0.033
MLI,2009,0.033
MLI,2010,0.033
MLI,2011,0.033
MLI,2012,0.033
MLI,2013,0.033
MLI,2014,0.033
MLI,2015,0.033
MLI,2016,0.033
MLI,2017,0.033
MLI,2018,0.033
MLI,2019,0.033
MLT,2000,0.0
MLT,2001,0.0
MLT,2002,0.0
MLT,2003,0.0
MLT,2004,0.0
MLT,2005,0.0
MLT,2006,0.0
MLT,2007,0.0
MLT,2008,0.0
MLT,2009,0.0
MLT,2010,0.0
MLT,2011,0.0
MLT,2012,0.0
MLT,2013,0.0
MLT,2014,0.0
MLT,2015,0.0
MLT,2016,0.0
MLT,2017,0.0
MLT,2018,0.0
MLT,2019,0.0
MMR,2000,0.0
MMR,2001,0.0
MMR,2002,0.0
MMR,2003,0.0
MMR,2004,0.0
MMR,2005,0.0
MMR,2006,0.0
MMR,2007,0.0
MMR,2008,0.0
MMR,2009,0.0
MMR,2010,0.0
MMR,2011,0.0
MMR,2012,0.0
MMR,2013,0.0
MMR,2014,0.0
MMR,2015,0.0
MMR,2016,0.0
MMR,2017,0.0
MMR,2018,0.0
MMR,2019,0.0
