ISO,Year,SGVA
YEM,2003,5247937988.05875
YEM,2004,5810175288.28505
YEM,2005,6374542949.21144
YEM,2006,6870591898.1749
YEM,2007,7234733268.77817
YEM,2008,7582000466.93534
YEM,2009,8116445921.5367
YEM,2010,8473569543.23967
YEM,2011,7414373351.90449
YEM,2012,7710948284.47368
YEM,2013,8019386215.09914
YEM,2014,8099580075.17803
YEM,2015,7086564502.61169
YEM,2016,6339462926.3807
YEM,2017,5923761524.7629
YEM,2018,5756973467.11057
YEM,2019,5674351930.91725
ZAF,2000,153587672418.585
ZAF,2001,158734944123.659
ZAF,2002,164910134902.077
ZAF,2003,171648402855.465
ZAF,2004,179503004362.925
ZAF,2005,189243963578.809
ZAF,2006,200916341428.795
ZAF,2007,213257953930.073
ZAF,2008,222329282384.679
ZAF,2009,223956830023.45
ZAF,2010,229035369816.424
ZAF,2011,238348789767.468
ZAF,2012,245602792922.983
ZAF,2013,252101127496.41
ZAF,2014,258579697547.418
ZAF,2015,262631438302.181
ZAF,2016,266334383725.582
ZAF,2017,268879458682.212
ZAF,2018,272421638087.047
ZAF,2019,275603081684.505
ZMB,2000,4422717933.75164
ZMB,2001,4733244043.27615
ZMB,2002,5020102457.73488
ZMB,2003,5373160888.87036
ZMB,2004,5733357174.12603
ZMB,2005,6239820954.32657
ZMB,2006,6855417856.62171
ZMB,2007,7617353255.09162
ZMB,2008,8506666861.22866
ZMB,2009,9274456671.73918
ZMB,2010,10701523691.3969
ZMB,2011,11341713347.6475
ZMB,2012,12670561964.5202
ZMB,2013,13670406787.4341
ZMB,2014,14439560984.7616
ZMB,2015,14757736674.2407
ZMB,2016,15177579725.2507
ZMB,2017,15426657334.6397
ZMB,2018,16547080527.8189
ZMB,2019,17129724208.3759
ZWE,2000,5357994454.67643
ZWE,2001,5330762551.88231
ZWE,2002,5284814636.00776
ZWE,2003,4646506519.07355
ZWE,2004,4370734781.32319
ZWE,2005,4000850195.70611
ZWE,2006,3895118046.50008
ZWE,2007,3812277975.62771
ZWE,2008,3612676562.67057
ZWE,2009,6033609877.77303
ZWE,2010,6963947200.0
ZWE,2011,8018166924.19092
ZWE,2012,9685582280.61769
ZWE,2013,10090967273.4409
ZWE,2014,10260870327.4893
ZWE,2015,10518758409.1836
ZWE,2016,10862335602.1105
ZWE,2017,11412341035.5214
ZWE,2018,11587595337.7411
ZWE,2019,11587595337.7411
