ISO,Year,SW
ERI,2016,2.7
ERI,2017,2.7
ERI,2018,2.7
ERI,2019,2.7
ESP,2000,109.5
ESP,2001,109.5
ESP,2002,109.5
ESP,2003,109.5
ESP,2004,109.5
ESP,2005,109.5
ESP,2006,109.5
ESP,2007,109.5
ESP,2008,109.5
ESP,2009,109.5
ESP,2010,109.5
ESP,2011,109.5
ESP,2012,109.5
ESP,2013,109.5
ESP,2014,109.5
ESP,2015,109.5
ESP,2016,109.5
ESP,2017,109.5
ESP,2018,109.5
ESP,2019,109.5
EST,2000,11.71
EST,2001,11.71
EST,2002,11.71
EST,2003,11.71
EST,2004,11.71
EST,2005,11.71
EST,2006,11.71
EST,2007,11.71
EST,2008,11.71
EST,2009,11.71
EST,2010,11.71
EST,2011,11.71
EST,2012,11.71
EST,2013,11.71
EST,2014,11.71
EST,2015,11.71
EST,2016,11.71
EST,2017,11.71
EST,2018,11.71
EST,2019,11.71
ETH,2000,120.0
ETH,2001,120.0
ETH,2002,120.0
ETH,2003,120.0
ETH,2004,120.0
ETH,2005,120.0
ETH,2006,120.0
ETH,2007,120.0
ETH,2008,120.0
ETH,2009,120.0
ETH,2010,120.0
ETH,2011,120.0
ETH,2012,120.0
ETH,2013,120.0
ETH,2014,120.0
ETH,2015,120.0
ETH,2016,120.0
ETH,2017,120.0
ETH,2018,120.0
ETH,2019,120.0
FIN,2000,106.8
FIN,2001,106.8
FIN,2002,106.8
FIN,2003,106.8
FIN,2004,106.8
FIN,2005,106.8
FIN,2006,106.8
FIN,2007,106.8
FIN,2008,106.8
FIN,2009,106.8
FIN,2010,106.8
FIN,2011,106.8
FIN,2012,106.8
FIN,2013,106.8
FIN,2014,106.8
FIN,2015,106.8
FIN,2016,106.8
FIN,2017,106.8
FIN,2018,106.8
FIN,2019,106.8
FJI,2000,28.55
FJI,2001,28.55
FJI,2002,28.55
FJI,2003,28.55
FJI,2004,28.55
FJI,2005,28.55
FJI,2006,28.55
FJI,2007,28.55
FJI,2008,28.55
FJI,2009,28.55
FJI,2010,28.55
FJI,2011,28.55
FJI,2012,28.55
FJI,2013,28.55
FJI,2014,28.55
FJI,2015,28.55
FJI,2016,28.55
FJI,2017,28.55
FJI,2018,28.55
FJI,2019,28.55
FRA,2000,198.0
FRA,2001,198.0
FRA,2002,198.0
FRA,2003,198.0
FRA,2004,198.0
FRA,2005,198.0
FRA,2006,198.0
FRA,2007,198.0
FRA,2008,198.0
FRA,2009,198.0
FRA,2010,198.0
FRA,2011,198.0
FRA,2012,198.0
FRA,2013,198.0
FRA,2014,198.0
FRA,2015,198.0
FRA,2016,198.0
FRA,2017,198.0
FRA,2018,198.0
FRA,2019,198.0
FRO,2000,0.0
FRO,2001,0.0
FRO,2002,0.0
FRO,2003,0.0
FRO,2004,0.0
FRO,2005,0.0
FRO,2006,0.0
FRO,2007,0.0
FRO,2008,0.0
FRO,2009,0.0
FRO,2010,0.0
FRO,2011,0.0
FRO,2012,0.0
