ISO,Year,EW2
MNE,2003,0.0
MNE,2004,0.0
MNE,2005,0.0
MNE,2006,0.0
MNE,2007,0.0
MNE,2008,0.0
MNE,2009,0.0
MNE,2010,0.0
MNE,2011,0.0
MNE,2012,0.0
MNE,2013,0.0
MNE,2014,0.0
MNE,2015,0.0
MNE,2016,0.0
MNE,2017,0.0
MNE,2018,0.0
MNE,2019,0.0
MNG,2000,3.6
MNG,2001,3.6
MNG,2002,3.7
MNG,2003,3.8
MNG,2004,3.8
MNG,2005,3.8
MNG,2006,4.0
MNG,2007,4.0
MNG,2008,4.0
MNG,2009,4.0
MNG,2010,3.9
MNG,2011,3.7
MNG,2012,3.6
MNG,2013,3.5
MNG,2014,3.3
MNG,2015,3.15
MNG,2016,3.4
MNG,2017,3.4
MNG,2018,3.4
MNG,2019,3.4
MNP,2000,0.0
MNP,2001,0.0
MNP,2002,0.0
MNP,2003,0.0
MNP,2004,0.0
MNP,2005,0.0
MNP,2006,0.0
MNP,2007,0.0
MNP,2008,0.0
MNP,2009,0.0
MNP,2010,0.0
MNP,2011,0.0
MNP,2012,0.0
MNP,2013,0.0
MNP,2014,0.0
MNP,2015,0.0
MNP,2016,0.0
MNP,2017,0.0
MNP,2018,0.0
MNP,2019,0.0
MOZ,2000,1.0
MOZ,2001,1.1
MOZ,2002,1.1
MOZ,2003,1.2
MOZ,2004,1.2
MOZ,2005,1.3
MOZ,2006,1.3
MOZ,2007,1.4
MOZ,2008,1.4
MOZ,2009,1.5
MOZ,2010,1.5
MOZ,2011,1.6
MOZ,2012,1.6
MOZ,2013,1.7
MOZ,2014,1.7
MOZ,2015,1.75
MOZ,2016,1.75
MOZ,2017,1.75
MOZ,2018,1.75
MOZ,2019,1.75
MRT,2000,15.7
MRT,2001,15.1
MRT,2002,14.5
MRT,2003,13.8
MRT,2004,13.2
MRT,2005,13.2
MRT,2006,13.2
MRT,2007,13.2
MRT,2008,13.2
MRT,2009,13.2
MRT,2010,13.2
MRT,2011,13.2
MRT,2012,13.2
MRT,2013,13.2
MRT,2014,13.2
MRT,2015,13.25
MRT,2016,13.25
MRT,2017,13.25
MRT,2018,13.25
MRT,2019,13.25
MUS,2000,22.2
MUS,2001,23.6
MUS,2002,25.0
MUS,2003,26.4
MUS,2004,25.7
MUS,2005,25.1
MUS,2006,24.8
MUS,2007,22.9
MUS,2008,27.8
MUS,2009,23.0
MUS,2010,23.2
MUS,2011,20.8
MUS,2012,21.2
MUS,2013,22.1
MUS,2014,22.5
MUS,2015,22.25
MUS,2016,22.54
MUS,2017,22.17
MUS,2018,21.48
MUS,2019,21.48
MWI,2000,15.95
MWI,2001,16.61
MWI,2002,17.26
MWI,2003,17.34
MWI,2004,17.42
MWI,2005,17.5
MWI,2006,17.5
MWI,2007,17.5
MWI,2008,17.5
MWI,2009,17.5
MWI,2010,17.5
MWI,2011,17.5
MWI,2012,17.5
MWI,2013,17.5
MWI,2014,17.5
MWI,2015,17.5
MWI,2016,17.5
MWI,2017,17.5
MWI,2018,17.5
MWI,2019,17.5
MYS,2000,4.8
MYS,2001,5.0
MYS,2002,5.2
MYS,2003,5.4
MYS,2004,5.5
MYS,2005,5.7
MYS,2006,5.5
MYS,2007,5.2
MYS,2008,5.0
MYS,2009,4.7
MYS,2010,4.5
MYS,2011,4.2
MYS,2012,4.0
MYS,2013,3.7
MYS,2014,3.4
MYS,2015,3.19
MYS,2016,3.36
MYS,2017,3.44
MYS,2018,3.44
MYS,2019,3.44
NAM,2000,0.9
NAM,2001,0.9
NAM,2002,0.9
NAM,2003,0.9
NAM,2004,0.9
NAM,2005,0.9
NAM,2006,0.9
NAM,2007,0.9
NAM,2008,0.9
NAM,2009,0.9
NAM,2010,0.9
NAM,2011,0.9
NAM,2012,0.9
NAM,2013,0.9
NAM,2014,0.9
NAM,2015,0.86
NAM,2016,0.86
NAM,2017,0.86
NAM,2018,0.86
NAM,2019,0.86
NCL,2000,0.0
NCL,2001,0.0
NCL,2002,0.0
NCL,2003,0.0
NCL,2004,0.0
NCL,2005,0.0
NCL,2006,0.0
NCL,2007,0.0
NCL,2008,0.0
NCL,2009,0.0
NCL,2010,0.0
NCL,2011,0.0
NCL,2012,0.0
NCL,2013,0.0
NCL,2014,0.0
NCL,2015,0.0
NCL,2016,0.0
NCL,2017,0.0
NCL,2018,0.0
NCL,2019,0.0
NER,2000,3.7
NER,2001,3.8
NER,2002,3.9
NER,2003,4.0
NER,2004,4.1
NER,2005,4.2
NER,2006,4.4
NER,2007,4.5
NER,2008,4.7
NER,2009,4.8
NER,2010,5.0
NER,2011,5.2
NER,2012,5.3
NER,2013,5.9
NER,2014,6.4
NER,2015,7.34
NER,2016,7.45
NER,2017,7.45
NER,2018,7.45
NER,2019,7.45
NGA,2000,8.0
NGA,2001,8.2
NGA,2002,8.4
NGA,2003,8.6
NGA,2004,8.8
NGA,2005,9.0
NGA,2006,9.1
NGA,2007,9.2
NGA,2008,9.4
NGA,2009,9.5
NGA,2010,9.7
NGA,2011,9.7
NGA,2012,9.7
NGA,2013,9.7
NGA,2014,9.7
NGA,2015,9.67
NGA,2016,9.67
NGA,2017,9.67
NGA,2018,9.67
NGA,2019,9.67
NIC,2000,2.4
NIC,2001,2.5
NIC,2002,2.5
NIC,2003,2.6
NIC,2004,2.6
NIC,2005,2.6
NIC,2006,2.7
NIC,2007,2.7
NIC,2008,2.7
NIC,2009,2.7
NIC,2010,2.7
NIC,2011,2.7
NIC,2012,2.7
NIC,2013,2.7
NIC,2014,2.7
NIC,2015,2.69
NIC,2016,2.69
NIC,2017,2.69
NIC,2018,2.69
NIC,2019,2.69
NIU,2000,0.0
NIU,2001,0.0
NIU,2002,0.0
NIU,2003,0.0
NIU,2004,0.0
NIU,2005,0.0
NIU,2006,0.0
NIU,2007,0.0
NIU,2008,0.0
NIU,2009,0.0
NIU,2010,0.0
NIU,2011,0.0
NIU,2012,0.0
NIU,2013,0.0
NIU,2014,0.0
NIU,2015,0.0
NIU,2016,0.0
NIU,2017,0.0
NIU,2018,0.0
NIU,2019,0.0
NLD,2000,16.0
NLD,2001,16.9
NLD,2002,18.2
NLD,2003,19.4
NLD,2004,20.7
NLD,2005,21.9
NLD,2006,21.4
NLD,2007,20.8
NLD,2008,20.3
NLD,2009,21.7
NLD,2010,20.7
NLD,2011,19.3
NLD,2012,20.4
NLD,2013,20.2
NLD,2014,18.0
NLD,2015,15.97
NLD,2016,15.17
NLD,2017,15.27
NLD,2018,15.38
NLD,2019,15.38
NOR,2000,1.8
NOR,2001,2.0
NOR,2002,1.9
NOR,2003,2.0
NOR,2004,2.1
NOR,2005,2.1
NOR,2006,2.2
NOR,2007,2.3
NOR,2008,2.2
NOR,2009,2.2
NOR,2010,2.1
NOR,2011,2.1
NOR,2012,2.1
NOR,2013,2.1
NOR,2014,2.1
NOR,2015,2.06
NOR,2016,2.01
NOR,2017,2.05
NOR,2018,2.05
NOR,2019,2.05
NPL,2000,8.4
NPL,2001,8.4
NPL,2002,8.3
NPL,2003,8.3
NPL,2004,8.3
NPL,2005,8.3
NPL,2006,8.3
NPL,2007,8.3
NPL,2008,8.3
NPL,2009,8.3
NPL,2010,8.3
NPL,2011,8.3
NPL,2012,8.3
NPL,2013,8.3
NPL,2014,8.3
NPL,2015,8.31
NPL,2016,8.31
NPL,2017,8.31
NPL,2018,8.31
NPL,2019,8.31
NRU,2000,0.0
NRU,2001,0.0
NRU,2002,0.0
NRU,2003,0.0
NRU,2004,0.0
NRU,2005,0.0
NRU,2006,0.0
NRU,2007,0.0
NRU,2008,0.0
NRU,2009,0.0
NRU,2010,0.0
NRU,2011,0.0
NRU,2012,0.0
NRU,2013,0.0
NRU,2014,0.0
NRU,2015,0.0
NRU,2016,0.0
NRU,2017,0.0
NRU,2018,0.0
NRU,2019,0.0
NZL,2000,2.8
NZL,2001,3.0
NZL,2002,3.2
NZL,2003,3.4
NZL,2004,3.6
NZL,2005,3.8
NZL,2006,4.0
NZL,2007,4.1
NZL,2008,4.1
NZL,2009,4.2
NZL,2010,4.2
NZL,2011,5.2
NZL,2012,6.1
NZL,2013,7.1
NZL,2014,8.0
NZL,2015,8.05
NZL,2016,8.05
NZL,2017,8.05
NZL,2018,8.05
NZL,2019,8.05
OMN,2000,91.8
OMN,2001,90.8
OMN,2002,89.8
OMN,2003,84.7
OMN,2004,87.9
OMN,2005,91.1
OMN,2006,94.3
OMN,2007,97.5
OMN,2008,100.7
OMN,2009,103.9
OMN,2010,107.1
OMN,2011,110.3
OMN,2012,113.5
OMN,2013,116.7
OMN,2014,116.7
OMN,2015,116.71
OMN,2016,116.71
OMN,2017,116.71
OMN,2018,116.71
OMN,2019,116.71
PAK,2000,105.9
PAK,2001,106.6
PAK,2002,107.4
PAK,2003,108.2
PAK,2004,109.0
PAK,2005,109.8
PAK,2006,110.7
PAK,2007,111.6
PAK,2008,112.6
PAK,2009,112.3
PAK,2010,113.7
PAK,2011,110.1
PAK,2012,115.3
PAK,2013,112.6
PAK,2014,119.5
PAK,2015,120.79
PAK,2016,122.51
PAK,2017,122.69
PAK,2018,118.24
PAK,2019,118.24
PAN,2000,0.2
PAN,2001,0.2
PAN,2002,0.2
PAN,2003,0.2
PAN,2004,0.2
PAN,2005,0.2
PAN,2006,0.3
PAN,2007,0.3
PAN,2008,0.3
PAN,2009,0.4
PAN,2010,0.8
PAN,2011,0.8
PAN,2012,0.9
PAN,2013,0.9
PAN,2014,0.9
PAN,2015,0.93
PAN,2016,0.9
PAN,2017,0.9
PAN,2018,0.9
PAN,2019,0.9
PER,2000,2.5
PER,2001,2.5
PER,2002,2.5
PER,2003,2.5
PER,2004,2.5
PER,2005,2.5
PER,2006,2.5
PER,2007,2.5
PER,2008,2.5
PER,2009,2.6
PER,2010,2.6
PER,2011,2.7
PER,2012,2.8
PER,2013,2.8
PER,2014,2.9
PER,2015,2.94
PER,2016,3.0
PER,2017,4.77
PER,2018,6.54
PER,2019,6.54
PHL,2000,24.12
PHL,2001,24.12
PHL,2002,24.12
PHL,2003,24.12
PHL,2004,24.12
PHL,2005,24.12
PHL,2006,24.12
PHL,2007,24.67
PHL,2008,25.22
PHL,2009,24.93
PHL,2010,25.46
PHL,2011,25.7
PHL,2012,25.76
PHL,2013,25.82
PHL,2014,25.81
PHL,2015,26.41
PHL,2016,26.63
PHL,2017,28.36
PHL,2018,28.66
PHL,2019,28.66
PLW,2000,0.0
PLW,2001,0.0
PLW,2002,0.0
PLW,2003,0.0
PLW,2004,0.0
PLW,2005,0.0
PLW,2006,0.0
PLW,2007,0.0
PLW,2008,0.0
PLW,2009,0.0
PLW,2010,0.0
PLW,2011,0.0
PLW,2012,0.0
PLW,2013,0.0
PLW,2014,0.0
PLW,2015,0.0
PLW,2016,0.0
PLW,2017,0.0
PLW,2018,0.0
PLW,2019,0.0
PNG,2000,0.1
PNG,2001,0.1
PNG,2002,0.1
PNG,2003,0.1
PNG,2004,0.1
PNG,2005,0.1
PNG,2006,0.1
PNG,2007,0.1
PNG,2008,0.1
PNG,2009,0.1
PNG,2010,0.1
PNG,2011,0.1
PNG,2012,0.1
PNG,2013,0.1
PNG,2014,0.1
PNG,2015,0.13
PNG,2016,0.13
PNG,2017,0.13
PNG,2018,0.13
PNG,2019,0.13
POL,2000,42.1
POL,2001,41.3
POL,2002,40.6
POL,2003,40.8
POL,2004,41.0
POL,2005,41.2
POL,2006,41.4
POL,2007,41.6
POL,2008,39.3
POL,2009,39.8
POL,2010,37.6
POL,2011,41.2
POL,2012,39.7
POL,2013,38.9
POL,2014,36.8
POL,2015,36.16
POL,2016,35.61
POL,2017,34.89
POL,2018,33.22
POL,2019,33.22
PRI,2000,19.1
PRI,2001,19.8
PRI,2002,20.4
PRI,2003,21.0
PRI,2004,21.7
PRI,2005,22.3
PRI,2006,22.4
PRI,2007,22.5
PRI,2008,22.5
PRI,2009,22.6
PRI,2010,22.7
PRI,2011,22.1
PRI,2012,21.4
PRI,2013,20.8
PRI,2014,20.2
PRI,2015,19.54
PRI,2016,19.54
PRI,2017,19.54
PRI,2018,19.54
PRI,2019,19.54
PRK,2000,27.4
PRK,2001,27.5
PRK,2002,27.5
PRK,2003,27.6
PRK,2004,27.7
PRK,2005,27.7
PRK,2006,27.7
PRK,2007,27.7
PRK,2008,27.7
PRK,2009,27.7
PRK,2010,27.7
PRK,2011,27.7
PRK,2012,27.7
PRK,2013,27.7
PRK,2014,27.7
PRK,2015,27.74
PRK,2016,27.74
PRK,2017,27.74
PRK,2018,27.74
PRK,2019,27.74
PRT,2000,21.5
PRT,2001,21.0
PRT,2002,20.6
PRT,2003,20.2
PRT,2004,19.7
PRT,2005,19.3
PRT,2006,18.8
PRT,2007,18.4
PRT,2008,18.4
PRT,2009,18.4
PRT,2010,18.4
PRT,2011,18.4
PRT,2012,18.4
PRT,2013,18.4
PRT,2014,18.4
PRT,2015,17.3
PRT,2016,17.17
PRT,2017,12.38
PRT,2018,12.32
PRT,2019,12.32
PRY,2000,0.4
PRY,2001,0.5
PRY,2002,0.6
PRY,2003,0.8
PRY,2004,0.9
PRY,2005,1.0
PRY,2006,1.1
PRY,2007,1.3
PRY,2008,1.4
PRY,2009,1.5
PRY,2010,1.6
PRY,2011,1.7
PRY,2012,1.8
PRY,2013,1.8
PRY,2014,1.8
PRY,2015,1.84
PRY,2016,1.84
PRY,2017,1.84
PRY,2018,1.84
PRY,2019,1.84
PSE,2000,40.1
PSE,2001,38.6
PSE,2002,46.2
PSE,2003,50.0
PSE,2004,54.3
PSE,2005,58.7
PSE,2006,58.0
PSE,2007,57.3
PSE,2008,56.6
PSE,2009,55.9
PSE,2010,55.3
PSE,2011,54.6
PSE,2012,53.9
PSE,2013,53.2
PSE,2014,39.1
PSE,2015,51.29
PSE,2016,51.12
PSE,2017,41.08
PSE,2018,62.76
PSE,2019,62.76
PYF,2000,0.0
PYF,2001,0.0
PYF,2002,0.0
PYF,2003,0.0
PYF,2004,0.0
PYF,2005,0.0
PYF,2006,0.0
PYF,2007,0.0
PYF,2008,0.0
PYF,2009,0.0
PYF,2010,0.0
PYF,2011,0.0
PYF,2012,0.0
PYF,2013,0.0
PYF,2014,0.0
PYF,2015,0.0
PYF,2016,0.0
PYF,2017,0.0
PYF,2018,0.0
PYF,2019,0.0
QAT,2000,282.6
QAT,2001,302.3
QAT,2002,322.0
QAT,2003,341.7
QAT,2004,361.3
QAT,2005,374.1
QAT,2006,381.3
QAT,2007,388.4
QAT,2008,395.6
QAT,2009,402.8
QAT,2010,409.9
QAT,2011,417.1
QAT,2012,424.2
QAT,2013,431.4
QAT,2014,434.7
QAT,2015,431.03
QAT,2016,432.41
QAT,2017,431.72
QAT,2018,431.03
QAT,2019,431.03
ROU,2000,9.0
ROU,2001,8.5
ROU,2002,8.6
ROU,2003,8.0
ROU,2004,6.7
ROU,2005,5.7
ROU,2006,5.0
ROU,2007,6.4
ROU,2008,6.8
ROU,2009,6.4
ROU,2010,5.8
ROU,2011,6.2
ROU,2012,6.1
ROU,2013,6.0
ROU,2014,5.9
ROU,2015,6.05
ROU,2016,5.97
ROU,2017,6.34
ROU,2018,6.01
ROU,2019,6.01
RWA,2000,5.0
RWA,2001,5.2
RWA,2002,5.4
RWA,2003,5.6
RWA,2004,5.9
RWA,2005,6.1
RWA,2006,6.1
RWA,2007,6.1
RWA,2008,6.1
RWA,2009,6.1
RWA,2010,6.1
RWA,2011,6.1
RWA,2012,6.1
RWA,2013,6.1
RWA,2014,6.1
RWA,2015,6.09
RWA,2016,6.09
RWA,2017,6.09
RWA,2018,6.09
RWA,2019,6.09
SAU,2000,819.8
SAU,2001,832.6
SAU,2002,847.8
SAU,2003,858.2
SAU,2004,870.1
SAU,2005,894.8
SAU,2006,943.3
SAU,2007,936.1
SAU,2008,928.9
SAU,2009,921.7
SAU,2010,914.5
SAU,2011,907.3
SAU,2012,900.1
SAU,2013,894.2
SAU,2014,894.7
SAU,2015,948.88
SAU,2016,906.88
SAU,2017,883.33
SAU,2018,992.83
SAU,2019,992.83
SDN,2000,118.6
SDN,2001,118.6
SDN,2002,118.6
SDN,2003,118.6
SDN,2004,118.6
SDN,2005,118.6
SDN,2006,118.6
SDN,2007,118.6
SDN,2008,118.6
SDN,2009,118.6
SDN,2010,118.6
SDN,2011,118.6
SDN,2012,118.6
SDN,2013,118.6
SDN,2014,118.6
SDN,2015,118.66
SDN,2016,118.66
SDN,2017,118.66
SDN,2018,118.66
SDN,2019,118.66
SEN,2000,8.5
SEN,2001,10.1
SEN,2002,11.8
SEN,2003,11.8
SEN,2004,11.8
SEN,2005,11.8
SEN,2006,11.8
SEN,2007,11.8
SEN,2008,11.8
SEN,2009,11.8
SEN,2010,11.8
SEN,2011,11.8
SEN,2012,11.8
SEN,2013,11.8
SEN,2014,11.8
SEN,2015,11.81
SEN,2016,11.81
SEN,2017,11.81
SEN,2018,11.81
SEN,2019,11.81
SGP,2000,62.4
SGP,2001,63.6
SGP,2002,64.8
SGP,2003,66.0
SGP,2004,67.3
SGP,2005,68.5
SGP,2006,69.7
SGP,2007,70.9
SGP,2008,72.2
SGP,2009,73.4
SGP,2010,74.6
SGP,2011,75.9
SGP,2012,77.1
SGP,2013,78.3
SGP,2014,79.5
SGP,2015,84.58
SGP,2016,84.97
SGP,2017,82.02
SGP,2018,82.02
SGP,2019,82.02
SLB,2000,0.0
SLB,2001,0.0
SLB,2002,0.0
SLB,2003,0.0
SLB,2004,0.0
SLB,2005,0.0
SLB,2006,0.0
SLB,2007,0.0
SLB,2008,0.0
SLB,2009,0.0
SLB,2010,0.0
SLB,2011,0.0
SLB,2012,0.0
SLB,2013,0.0
SLB,2014,0.0
SLB,2015,0.0
SLB,2016,0.0
SLB,2017,0.0
SLB,2018,0.0
SLB,2019,0.0
SLE,2000,0.4
SLE,2001,0.5
SLE,2002,0.5
SLE,2003,0.5
SLE,2004,0.5
SLE,2005,0.5
SLE,2006,0.5
SLE,2007,0.5
SLE,2008,0.5
SLE,2009,0.5
SLE,2010,0.5
SLE,2011,0.5
SLE,2012,0.5
SLE,2013,0.5
SLE,2014,0.5
SLE,2015,0.5
SLE,2016,0.5
SLE,2017,0.5
SLE,2018,0.5
SLE,2019,0.5
SLV,2000,8.6
SLV,2001,9.5
SLV,2002,10.4
SLV,2003,11.4
SLV,2004,12.3
SLV,2005,13.2
SLV,2006,13.2
SLV,2007,13.2
SLV,2008,13.2
SLV,2009,13.2
SLV,2010,13.2
SLV,2011,13.2
SLV,2012,13.2
SLV,2013,13.2
SLV,2014,13.2
SLV,2015,13.21
SLV,2016,13.21
SLV,2017,13.21
SLV,2018,13.21
SLV,2019,13.21
SMR,2000,0.0
SMR,2001,0.0
SMR,2002,0.0
SMR,2003,0.0
SMR,2004,0.0
SMR,2005,0.0
SMR,2006,0.0
SMR,2007,0.0
SMR,2008,0.0
SMR,2009,0.0
SMR,2010,0.0
SMR,2011,0.0
SMR,2012,0.0
SMR,2013,0.0
SMR,2014,0.0
SMR,2015,0.0
SMR,2016,0.0
SMR,2017,0.0
SMR,2018,0.0
SMR,2019,0.0
SOM,2000,24.5
SOM,2001,24.5
SOM,2002,24.5
SOM,2003,24.5
SOM,2004,24.5
SOM,2005,24.5
SOM,2006,24.5
SOM,2007,24.5
SOM,2008,24.5
SOM,2009,24.5
SOM,2010,24.5
SOM,2011,24.5
SOM,2012,24.5
SOM,2013,24.5
SOM,2014,24.5
SOM,2015,24.53
SOM,2016,24.53
SOM,2017,24.53
SOM,2018,24.53
SOM,2019,24.53
SRB,2000,2.3
SRB,2001,2.3
SRB,2002,2.3
SRB,2003,2.3
SRB,2004,2.3
SRB,2005,2.3
SRB,2006,2.4
SRB,2007,4.5
SRB,2008,4.5
SRB,2009,4.6
SRB,2010,5.0
SRB,2011,5.4
SRB,2012,5.0
SRB,2013,5.3
SRB,2014,4.4
SRB,2015,5.28
SRB,2016,5.3
SRB,2017,6.06
SRB,2018,6.26
SRB,2019,6.26
SSD,2000,4.2
SSD,2001,4.2
SSD,2002,4.2
SSD,2003,4.2
SSD,2004,4.2
SSD,2005,4.2
SSD,2006,4.2
SSD,2007,4.2
SSD,2008,4.2
SSD,2009,4.2
SSD,2010,4.2
SSD,2011,4.2
SSD,2012,4.2
SSD,2013,4.2
SSD,2014,4.2
SSD,2015,4.23
SSD,2016,4.23
SSD,2017,4.23
SSD,2018,4.23
SSD,2019,4.23
STP,2000,0.8
STP,2001,0.9
STP,2002,0.9
STP,2003,1.0
STP,2004,1.1
STP,2005,1.1
STP,2006,1.2
STP,2007,1.3
STP,2008,1.3
STP,2009,1.4
STP,2010,1.5
STP,2011,1.5
STP,2012,1.6
STP,2013,1.7
STP,2014,0.7
STP,2015,1.81
STP,2016,1.88
STP,2017,1.88
STP,2018,1.88
STP,2019,1.88
SUR,2000,4.3
SUR,2001,4.24
SUR,2002,4.18
SUR,2003,4.12
SUR,2004,4.07
SUR,2005,4.01
SUR,2006,3.95
SUR,2007,3.95
SUR,2008,3.95
SUR,2009,3.95
SUR,2010,3.95
SUR,2011,3.95
SUR,2012,3.95
SUR,2013,3.95
SUR,2014,3.95
SUR,2015,3.95
SUR,2016,3.95
SUR,2017,3.95
SUR,2018,3.95
SUR,2019,3.95
SVK,2000,5.0
SVK,2001,4.9
SVK,2002,4.7
SVK,2003,4.4
SVK,2004,4.2
SVK,2005,3.9
SVK,2006,3.4
SVK,2007,3.0
SVK,2008,2.9
SVK,2009,2.7
SVK,2010,2.6
SVK,2011,2.6
SVK,2012,2.9
SVK,2013,2.7
SVK,2014,2.4
SVK,2015,2.47
SVK,2016,2.39
SVK,2017,2.39
SVK,2018,2.39
SVK,2019,2.39
SVN,2000,6.1
SVN,2001,6.1
SVN,2002,6.1
SVN,2003,6.1
SVN,2004,6.2
SVN,2005,6.2
SVN,2006,6.3
SVN,2007,6.3
SVN,2008,7.0
SVN,2009,6.4
SVN,2010,6.3
SVN,2011,5.7
SVN,2012,6.3
SVN,2013,7.8
SVN,2014,6.6
SVN,2015,6.07
SVN,2016,6.0
SVN,2017,6.3
SVN,2018,6.5
SVN,2019,6.5
SWE,2000,3.9
SWE,2001,3.9
SWE,2002,3.9
SWE,2003,3.8
SWE,2004,3.8
SWE,2005,3.8
SWE,2006,3.8
SWE,2007,3.8
SWE,2008,3.8
SWE,2009,3.9
SWE,2010,3.9
SWE,2011,3.8
SWE,2012,3.7
SWE,2013,3.6
SWE,2014,3.5
SWE,2015,3.43
SWE,2016,3.43
SWE,2017,3.43
SWE,2018,3.43
SWE,2019,3.43
SWZ,2000,75.7
SWZ,2001,76.0
SWZ,2002,76.4
SWZ,2003,76.8
SWZ,2004,77.2
SWZ,2005,77.6
SWZ,2006,77.6
SWZ,2007,77.6
SWZ,2008,77.6
SWZ,2009,77.6
SWZ,2010,77.6
SWZ,2011,77.6
SWZ,2012,77.6
SWZ,2013,77.6
SWZ,2014,77.6
SWZ,2015,77.56
SWZ,2016,77.56
SWZ,2017,77.56
SWZ,2018,77.56
SWZ,2019,77.56
SYC,2000,0.0
SYC,2001,0.0
SYC,2002,0.0
SYC,2003,0.0
SYC,2004,0.0
SYC,2005,0.0
SYC,2006,0.0
SYC,2007,0.0
SYC,2008,0.0
SYC,2009,0.0
SYC,2010,0.0
SYC,2011,0.0
SYC,2012,0.0
SYC,2013,0.0
SYC,2014,0.0
SYC,2015,0.0
SYC,2016,0.0
SYC,2017,0.0
SYC,2018,0.0
SYC,2019,0.0
SYR,2000,134.2
SYR,2001,138.5
SYR,2002,145.7
SYR,2003,128.6
SYR,2004,125.7
SYR,2005,126.0
SYR,2006,126.0
SYR,2007,126.0
SYR,2008,126.0
SYR,2009,126.0
SYR,2010,126.0
SYR,2011,126.0
SYR,2012,126.0
SYR,2013,126.0
SYR,2014,126.0
SYR,2015,124.36
SYR,2016,124.36
SYR,2017,124.36
SYR,2018,124.36
SYR,2019,124.36
TCA,2000,0.0
TCA,2001,0.0
TCA,2002,0.0
TCA,2003,0.0
TCA,2004,0.0
TCA,2005,0.0
TCA,2006,0.0
TCA,2007,0.0
TCA,2008,0.0
TCA,2009,0.0
TCA,2010,0.0
TCA,2011,0.0
TCA,2012,0.0
TCA,2013,0.0
TCA,2014,0.0
TCA,2015,0.0
TCA,2016,0.0
TCA,2017,0.0
TCA,2018,0.0
TCA,2019,0.0
TCD,2000,3.8
TCD,2001,4.0
TCD,2002,4.2
TCD,2003,4.2
TCD,2004,4.3
TCD,2005,4.3
TCD,2006,4.3
TCD,2007,4.3
TCD,2008,4.3
TCD,2009,4.3
TCD,2010,4.3
TCD,2011,4.3
TCD,2012,4.3
TCD,2013,4.3
TCD,2014,4.3
TCD,2015,4.29
TCD,2016,4.29
TCD,2017,4.29
TCD,2018,4.29
TCD,2019,4.29
TGO,2000,2.6
TGO,2001,2.6
TGO,2002,2.6
TGO,2003,2.8
TGO,2004,3.1
TGO,2005,3.4
TGO,2006,3.4
TGO,2007,3.4
TGO,2008,3.4
TGO,2009,3.4
TGO,2010,3.4
TGO,2011,3.4
TGO,2012,3.4
TGO,2013,3.4
TGO,2014,3.4
TGO,2015,3.39
TGO,2016,3.39
TGO,2017,3.39
TGO,2018,3.39
TGO,2019,3.39
THA,2000,23.0
THA,2001,23.0
THA,2002,23.0
THA,2003,23.0
THA,2004,23.0
THA,2005,23.0
THA,2006,23.0
THA,2007,23.0
THA,2008,23.0
THA,2009,23.0
THA,2010,23.0
THA,2011,23.0
THA,2012,23.0
THA,2013,23.0
THA,2014,23.0
THA,2015,23.01
THA,2016,23.01
THA,2017,23.01
THA,2018,23.01
THA,2019,23.01
TJK,2000,74.9
TJK,2001,74.7
TJK,2002,74.6
TJK,2003,74.4
TJK,2004,74.2
TJK,2005,74.0
TJK,2006,73.9
TJK,2007,73.3
TJK,2008,72.7
TJK,2009,72.1
TJK,2010,71.6
TJK,2011,71.0
TJK,2012,70.4
TJK,2013,69.9
TJK,2014,69.3
TJK,2015,68.74
TJK,2016,66.33
TJK,2017,63.92
TJK,2018,61.51
TJK,2019,61.51
TKL,2000,0.0
TKL,2001,0.0
TKL,2002,0.0
TKL,2003,0.0
TKL,2004,0.0
TKL,2005,0.0
TKL,2006,0.0
TKL,2007,0.0
TKL,2008,0.0
TKL,2009,0.0
TKL,2010,0.0
TKL,2011,0.0
TKL,2012,0.0
TKL,2013,0.0
TKL,2014,0.0
TKL,2015,0.0
TKL,2016,0.0
TKL,2017,0.0
TKL,2018,0.0
TKL,2019,0.0
TKM,2000,127.9
TKM,2001,131.8
TKM,2002,135.8
TKM,2003,137.0
TKM,2004,143.6
TKM,2005,143.6
TKM,2006,143.6
TKM,2007,143.6
TKM,2008,143.6
TKM,2009,143.6
TKM,2010,143.6
TKM,2011,143.6
TKM,2012,143.6
TKM,2013,143.6
TKM,2014,143.6
TKM,2015,143.56
TKM,2016,143.56
TKM,2017,143.56
TKM,2018,143.56
TKM,2019,143.56
TLS,2000,28.3
TLS,2001,28.3
TLS,2002,28.3
TLS,2003,28.3
TLS,2004,28.3
TLS,2005,28.3
TLS,2006,28.3
TLS,2007,28.3
TLS,2008,28.3
TLS,2009,28.3
TLS,2010,28.3
TLS,2011,28.3
TLS,2012,28.3
TLS,2013,28.3
TLS,2014,28.3
TLS,2015,28.27
TLS,2016,28.27
TLS,2017,28.27
TLS,2018,28.27
TLS,2019,28.27
TON,2000,0.0
TON,2001,0.0
TON,2002,0.0
TON,2003,0.0
TON,2004,0.0
TON,2005,0.0
TON,2006,0.0
TON,2007,0.0
TON,2008,0.0
TON,2009,0.0
TON,2010,0.0
TON,2011,0.0
TON,2012,0.0
TON,2013,0.0
TON,2014,0.0
TON,2015,0.0
TON,2016,0.0
TON,2017,0.0
TON,2018,0.0
TON,2019,0.0
TTO,2000,19.0
TTO,2001,19.4
