ISO,Year,GW
FSM,2000,0.0
FSM,2001,0.0
FSM,2002,0.0
FSM,2003,0.0
FSM,2004,0.0
FSM,2005,0.0
FSM,2006,0.0
FSM,2007,0.0
FSM,2008,0.0
FSM,2009,0.0
FSM,2010,0.0
FSM,2011,0.0
FSM,2012,0.0
FSM,2013,0.0
FSM,2014,0.0
FSM,2015,0.0
FSM,2016,0.0
FSM,2017,0.0
FSM,2018,0.0
FSM,2019,0.0
GAB,2000,62.0
GAB,2001,62.0
GAB,2002,62.0
GAB,2003,62.0
GAB,2004,62.0
GAB,2005,62.0
GAB,2006,62.0
GAB,2007,62.0
GAB,2008,62.0
GAB,2009,62.0
GAB,2010,62.0
GAB,2011,62.0
GAB,2012,62.0
GAB,2013,62.0
GAB,2014,62.0
GAB,2015,62.0
GAB,2016,62.0
GAB,2017,62.0
GAB,2018,62.0
GAB,2019,62.0
GBR,2000,9.8
GBR,2001,9.8
GBR,2002,9.8
GBR,2003,9.8
GBR,2004,9.8
GBR,2005,9.8
GBR,2006,9.8
GBR,2007,9.8
GBR,2008,9.8
GBR,2009,9.8
GBR,2010,9.8
GBR,2011,9.8
GBR,2012,9.8
GBR,2013,9.8
GBR,2014,9.8
GBR,2015,9.8
GBR,2016,9.8
GBR,2017,9.8
GBR,2018,9.8
GBR,2019,9.8
GEO,2000,17.23
GEO,2001,17.23
GEO,2002,17.23
GEO,2003,17.23
GEO,2004,17.23
GEO,2005,17.23
GEO,2006,17.23
GEO,2007,17.23
GEO,2008,17.23
GEO,2009,17.23
GEO,2010,17.23
GEO,2011,17.23
GEO,2012,17.23
GEO,2013,17.23
GEO,2014,17.23
GEO,2015,17.23
GEO,2016,17.23
GEO,2017,17.23
GEO,2018,17.23
GEO,2019,17.23
GHA,2000,26.3
GHA,2001,26.3
GHA,2002,26.3
GHA,2003,26.3
GHA,2004,26.3
GHA,2005,26.3
GHA,2006,26.3
GHA,2007,26.3
GHA,2008,26.3
GHA,2009,26.3
GHA,2010,26.3
GHA,2011,26.3
GHA,2012,26.3
GHA,2013,26.3
GHA,2014,26.3
GHA,2015,26.3
GHA,2016,26.3
GHA,2017,26.3
GHA,2018,26.3
GHA,2019,26.3
GIB,2000,0.0
GIB,2001,0.0
GIB,2002,0.0
GIB,2003,0.0
GIB,2004,0.0
GIB,2005,0.0
GIB,2006,0.0
GIB,2007,0.0
GIB,2008,0.0
GIB,2009,0.0
GIB,2010,0.0
GIB,2011,0.0
GIB,2012,0.0
GIB,2013,0.0
GIB,2014,0.0
GIB,2015,0.0
GIB,2016,0.0
GIB,2017,0.0
GIB,2018,0.0
GIB,2019,0.0
GIN,2000,38.0
GIN,2001,38.0
GIN,2002,38.0
GIN,2003,38.0
GIN,2004,38.0
GIN,2005,38.0
GIN,2006,38.0
GIN,2007,38.0
GIN,2008,38.0
GIN,2009,38.0
GIN,2010,38.0
GIN,2011,38.0
GIN,2012,38.0
GIN,2013,38.0
GIN,2014,38.0
GIN,2015,38.0
GIN,2016,38.0
GIN,2017,38.0
GIN,2018,38.0
GIN,2019,38.0
GMB,2000,0.5
GMB,2001,0.5
GMB,2002,0.5
GMB,2003,0.5
GMB,2004,0.5
GMB,2005,0.5
GMB,2006,0.5
GMB,2007,0.5
GMB,2008,0.5
GMB,2009,0.5
GMB,2010,0.5
GMB,2011,0.5
GMB,2012,0.5
GMB,2013,0.5
GMB,2014,0.5
GMB,2015,0.5
GMB,2016,0.5
GMB,2017,0.5
GMB,2018,0.5
GMB,2019,0.5
GNB,2000,14.0
GNB,2001,14.0
GNB,2002,14.0
GNB,2003,14.0
GNB,2004,14.0
GNB,2005,14.0
GNB,2006,14.0
GNB,2007,14.0
GNB,2008,14.0
GNB,2009,14.0
GNB,2010,14.0
GNB,2011,14.0
GNB,2012,14.0
GNB,2013,14.0
GNB,2014,14.0
GNB,2015,14.0
GNB,2016,14.0
GNB,2017,14.0
GNB,2018,14.0
GNB,2019,14.0
GNQ,2000,10.0
GNQ,2001,10.0
GNQ,2002,10.0
GNQ,2003,10.0
GNQ,2004,10.0
GNQ,2005,10.0
GNQ,2006,10.0
GNQ,2007,10.0
GNQ,2008,10.0
GNQ,2009,10.0
GNQ,2010,10.0
GNQ,2011,10.0
GNQ,2012,10.0
GNQ,2013,10.0
GNQ,2014,10.0
GNQ,2015,10.0
GNQ,2016,10.0
GNQ,2017,10.0
GNQ,2018,10.0
GNQ,2019,10.0
GRC,2000,10.3
GRC,2001,10.3
GRC,2002,10.3
GRC,2003,10.3
GRC,2004,10.3
GRC,2005,10.3
GRC,2006,10.3
GRC,2007,10.3
GRC,2008,10.3
GRC,2009,10.3
GRC,2010,10.3
GRC,2011,10.3
GRC,2012,10.3
GRC,2013,10.3
GRC,2014,10.3
GRC,2015,10.3
GRC,2016,10.3
GRC,2017,10.3
GRC,2018,10.3
GRC,2019,10.3
GRD,2000,0.0
GRD,2001,0.0
GRD,2002,0.0
GRD,2003,0.0
GRD,2004,0.0
GRD,2005,0.0
GRD,2006,0.0
GRD,2007,0.0
GRD,2008,0.0
GRD,2009,0.0
GRD,2010,0.0
GRD,2011,0.0
GRD,2012,0.0
GRD,2013,0.0
GRD,2014,0.0
GRD,2015,0.0
GRD,2016,0.0
GRD,2017,0.0
GRD,2018,0.0
GRD,2019,0.0
GRL,2000,0.0
GRL,2001,0.0
GRL,2002,0.0
GRL,2003,0.0
GRL,2004,0.0
GRL,2005,0.0
GRL,2006,0.0
GRL,2007,0.0
GRL,2008,0.0
GRL,2009,0.0
GRL,2010,0.0
GRL,2011,0.0
GRL,2012,0.0
GRL,2013,0.0
GRL,2014,0.0
GRL,2015,0.0
GRL,2016,0.0
GRL,2017,0.0
GRL,2018,0.0
GRL,2019,0.0
GTM,2000,33.7
GTM,2001,33.7
GTM,2002,33.7
GTM,2003,33.7
GTM,2004,33.7
GTM,2005,33.7
GTM,2006,33.7
GTM,2007,33.7
GTM,2008,33.7
GTM,2009,33.7
GTM,2010,33.7
GTM,2011,33.7
GTM,2012,33.7
GTM,2013,33.7
GTM,2014,33.7
GTM,2015,33.7
GTM,2016,33.7
GTM,2017,33.7
GTM,2018,33.7
GTM,2019,33.7
GUM,2000,0.0
GUM,2001,0.0
GUM,2002,0.0
GUM,2003,0.0
GUM,2004,0.0
GUM,2005,0.0
GUM,2006,0.0
GUM,2007,0.0
GUM,2008,0.0
GUM,2009,0.0
GUM,2010,0.0
GUM,2011,0.0
GUM,2012,0.0
GUM,2013,0.0
GUM,2014,0.0
GUM,2015,0.0
GUM,2016,0.0
GUM,2017,0.0
GUM,2018,0.0
GUM,2019,0.0
GUY,2000,103.0
GUY,2001,103.0
GUY,2002,103.0
GUY,2003,103.0
GUY,2004,103.0
GUY,2005,103.0
GUY,2006,103.0
GUY,2007,103.0
GUY,2008,103.0
GUY,2009,103.0
GUY,2010,103.0
GUY,2011,103.0
GUY,2012,103.0
GUY,2013,103.0
GUY,2014,103.0
GUY,2015,103.0
GUY,2016,103.0
GUY,2017,103.0
GUY,2018,103.0
GUY,2019,103.0
HKG,2000,0.0
HKG,2001,0.0
HKG,2002,0.0
HKG,2003,0.0
HKG,2004,0.0
HKG,2005,0.0
HKG,2006,0.0
HKG,2007,0.0
HKG,2008,0.0
HKG,2009,0.0
HKG,2010,0.0
HKG,2011,0.0
HKG,2012,0.0
HKG,2013,0.0
HKG,2014,0.0
HKG,2015,0.0
HKG,2016,0.0
HKG,2017,0.0
HKG,2018,0.0
HKG,2019,0.0
HND,2000,39.0
HND,2001,39.0
HND,2002,39.0
HND,2003,39.0
HND,2004,39.0
HND,2005,39.0
HND,2006,39.0
HND,2007,39.0
HND,2008,39.0
HND,2009,39.0
HND,2010,39.0
HND,2011,39.0
HND,2012,39.0
HND,2013,39.0
HND,2014,39.0
HND,2015,39.0
HND,2016,39.0
HND,2017,39.0
HND,2018,39.0
HND,2019,39.0
HRV,2000,11.0
HRV,2001,11.0
HRV,2002,11.0
HRV,2003,11.0
HRV,2004,11.0
HRV,2005,11.0
HRV,2006,11.0
HRV,2007,11.0
HRV,2008,11.0
HRV,2009,11.0
HRV,2010,11.0
HRV,2011,11.0
HRV,2012,11.0
HRV,2013,11.0
HRV,2014,11.0
HRV,2015,11.0
HRV,2016,11.0
HRV,2017,11.0
HRV,2018,11.0
HRV,2019,11.0
HTI,2000,2.157
HTI,2001,2.157
HTI,2002,2.157
HTI,2003,2.157
HTI,2004,2.157
HTI,2005,2.157
HTI,2006,2.157
HTI,2007,2.157
HTI,2008,2.157
HTI,2009,2.157
HTI,2010,2.157
HTI,2011,2.157
HTI,2012,2.157
HTI,2013,2.157
HTI,2014,2.157
HTI,2015,2.157
HTI,2016,2.157
HTI,2017,2.157
HTI,2018,2.157
HTI,2019,2.157
HUN,2000,6.0
HUN,2001,6.0
HUN,2002,6.0
HUN,2003,6.0
HUN,2004,6.0
HUN,2005,6.0
HUN,2006,6.0
HUN,2007,6.0
HUN,2008,6.0
HUN,2009,6.0
HUN,2010,6.0
HUN,2011,6.0
HUN,2012,6.0
HUN,2013,6.0
HUN,2014,6.0
HUN,2015,6.0
HUN,2016,6.0
HUN,2017,6.0
HUN,2018,6.0
HUN,2019,6.0
IDN,2000,457.4
IDN,2001,457.4
IDN,2002,457.4
IDN,2003,457.4
IDN,2004,457.4
IDN,2005,457.4
IDN,2006,457.4
IDN,2007,457.4
IDN,2008,457.4
IDN,2009,457.4
IDN,2010,457.4
IDN,2011,457.4
IDN,2012,457.4
IDN,2013,457.4
IDN,2014,457.4
IDN,2015,457.4
IDN,2016,457.4
IDN,2017,457.4
IDN,2018,457.4
IDN,2019,457.4
IMN,2000,0.0
IMN,2001,0.0
IMN,2002,0.0
IMN,2003,0.0
IMN,2004,0.0
IMN,2005,0.0
IMN,2006,0.0
IMN,2007,0.0
IMN,2008,0.0
IMN,2009,0.0
IMN,2010,0.0
IMN,2011,0.0
IMN,2012,0.0
IMN,2013,0.0
IMN,2014,0.0
IMN,2015,0.0
IMN,2016,0.0
IMN,2017,0.0
IMN,2018,0.0
IMN,2019,0.0
IRL,2000,10.8
IRL,2001,10.8
IRL,2002,10.8
IRL,2003,10.8
IRL,2004,10.8
IRL,2005,10.8
IRL,2006,10.8
IRL,2007,10.8
IRL,2008,10.8
IRL,2009,10.8
IRL,2010,10.8
IRL,2011,10.8
IRL,2012,10.8
IRL,2013,10.8
IRL,2014,10.8
IRL,2015,10.8
IRL,2016,10.8
IRL,2017,10.8
IRL,2018,10.8
IRL,2019,10.8
IRN,2000,49.3
IRN,2001,49.3
IRN,2002,49.3
IRN,2003,49.3
IRN,2004,49.3
IRN,2005,49.3
IRN,2006,49.3
IRN,2007,49.3
IRN,2008,49.3
IRN,2009,49.3
IRN,2010,49.3
IRN,2011,49.3
IRN,2012,49.3
IRN,2013,49.3
IRN,2014,49.3
IRN,2015,49.3
IRN,2016,49.3
IRN,2017,49.3
IRN,2018,49.3
IRN,2019,49.3
IRQ,2000,3.2
IRQ,2001,3.2
IRQ,2002,3.2
IRQ,2003,3.2
IRQ,2004,3.2
IRQ,2005,3.2
IRQ,2006,3.2
IRQ,2007,3.2
IRQ,2008,3.2
IRQ,2009,3.2
IRQ,2010,3.2
IRQ,2011,3.2
IRQ,2012,3.2
IRQ,2013,3.2
IRQ,2014,3.2
IRQ,2015,3.2
IRQ,2016,3.2
IRQ,2017,3.2
IRQ,2018,3.2
IRQ,2019,3.2
ISL,2000,24.0
ISL,2001,24.0
ISL,2002,24.0
ISL,2003,24.0
ISL,2004,24.0
ISL,2005,24.0
ISL,2006,24.0
ISL,2007,24.0
ISL,2008,24.0
ISL,2009,24.0
ISL,2010,24.0
ISL,2011,24.0
ISL,2012,24.0
ISL,2013,24.0
ISL,2014,24.0
ISL,2015,24.0
ISL,2016,24.0
ISL,2017,24.0
ISL,2018,24.0
ISL,2019,24.0
ISR,2000,0.5
ISR,2001,0.5
ISR,2002,0.5
ISR,2003,0.5
ISR,2004,0.5
ISR,2005,0.5
ISR,2006,0.5
ISR,2007,0.5
ISR,2008,0.5
ISR,2009,0.5
ISR,2010,0.5
ISR,2011,0.5
ISR,2012,0.5
ISR,2013,0.5
ISR,2014,0.5
ISR,2015,0.5
ISR,2016,0.5
ISR,2017,0.5
ISR,2018,0.5
ISR,2019,0.5
ITA,2000,43.0
ITA,2001,43.0
ITA,2002,43.0
ITA,2003,43.0
ITA,2004,43.0
ITA,2005,43.0
ITA,2006,43.0
ITA,2007,43.0
ITA,2008,43.0
ITA,2009,43.0
ITA,2010,43.0
ITA,2011,43.0
ITA,2012,43.0
ITA,2013,43.0
ITA,2014,43.0
ITA,2015,43.0
ITA,2016,43.0
ITA,2017,43.0
ITA,2018,43.0
ITA,2019,43.0
JAM,2000,5.472
JAM,2001,5.472
JAM,2002,5.472
JAM,2003,5.472
JAM,2004,5.472
JAM,2005,5.472
JAM,2006,5.472
JAM,2007,5.472
JAM,2008,5.472
JAM,2009,5.472
JAM,2010,5.472
JAM,2011,5.472
JAM,2012,5.472
JAM,2013,5.472
JAM,2014,5.472
JAM,2015,5.472
JAM,2016,5.472
JAM,2017,5.472
JAM,2018,5.472
JAM,2019,5.472
JOR,2000,0.45
JOR,2001,0.45
JOR,2002,0.45
JOR,2003,0.45
JOR,2004,0.45
JOR,2005,0.45
JOR,2006,0.45
JOR,2007,0.45
JOR,2008,0.45
JOR,2009,0.45
JOR,2010,0.45
JOR,2011,0.45
JOR,2012,0.45
JOR,2013,0.45
JOR,2014,0.45
JOR,2015,0.45
JOR,2016,0.45
JOR,2017,0.45
JOR,2018,0.45
JOR,2019,0.45
JPN,2000,27.0
JPN,2001,27.0
JPN,2002,27.0
JPN,2003,27.0
JPN,2004,27.0
JPN,2005,27.0
JPN,2006,27.0
JPN,2007,27.0
JPN,2008,27.0
JPN,2009,27.0
JPN,2010,27.0
JPN,2011,27.0
JPN,2012,27.0
JPN,2013,27.0
JPN,2014,27.0
JPN,2015,27.0
JPN,2016,27.0
JPN,2017,27.0
JPN,2018,27.0
JPN,2019,27.0
KAZ,2000,33.85
KAZ,2001,33.85
KAZ,2002,33.85
KAZ,2003,33.85
KAZ,2004,33.85
KAZ,2005,33.85
KAZ,2006,33.85
KAZ,2007,33.85
KAZ,2008,33.85
KAZ,2009,33.85
KAZ,2010,33.85
KAZ,2011,33.85
KAZ,2012,33.85
KAZ,2013,33.85
KAZ,2014,33.85
KAZ,2015,33.85
KAZ,2016,33.85
KAZ,2017,33.85
KAZ,2018,33.85
KAZ,2019,33.85
KEN,2000,3.5
KEN,2001,3.5
KEN,2002,3.5
KEN,2003,3.5
KEN,2004,3.5
KEN,2005,3.5
KEN,2006,3.5
KEN,2007,3.5
KEN,2008,3.5
KEN,2009,3.5
KEN,2010,3.5
KEN,2011,3.5
KEN,2012,3.5
KEN,2013,3.5
KEN,2014,3.5
KEN,2015,3.5
KEN,2016,3.5
KEN,2017,3.5
KEN,2018,3.5
KEN,2019,3.5
KGZ,2000,13.69
KGZ,2001,13.69
KGZ,2002,13.69
KGZ,2003,13.69
KGZ,2004,13.69
KGZ,2005,13.69
KGZ,2006,13.69
KGZ,2007,13.69
KGZ,2008,13.69
KGZ,2009,13.69
KGZ,2010,13.69
KGZ,2011,13.69
KGZ,2012,13.69
KGZ,2013,13.69
KGZ,2014,13.69
KGZ,2015,13.69
KGZ,2016,13.69
KGZ,2017,13.69
KGZ,2018,13.69
KGZ,2019,13.69
KHM,2000,17.6
KHM,2001,17.6
KHM,2002,17.6
KHM,2003,17.6
KHM,2004,17.6
KHM,2005,17.6
KHM,2006,17.6
KHM,2007,17.6
KHM,2008,17.6
KHM,2009,17.6
KHM,2010,17.6
KHM,2011,17.6
KHM,2012,17.6
KHM,2013,17.6
KHM,2014,17.6
KHM,2015,17.6
KHM,2016,17.6
KHM,2017,17.6
KHM,2018,17.6
KHM,2019,17.6
KIR,2000,0.0
KIR,2001,0.0
KIR,2002,0.0
KIR,2003,0.0
KIR,2004,0.0
KIR,2005,0.0
KIR,2006,0.0
KIR,2007,0.0
KIR,2008,0.0
KIR,2009,0.0
KIR,2010,0.0
KIR,2011,0.0
KIR,2012,0.0
KIR,2013,0.0
KIR,2014,0.0
KIR,2015,0.0
KIR,2016,0.0
KIR,2017,0.0
KIR,2018,0.0
KIR,2019,0.0
KNA,2000,0.02
KNA,2001,0.02
KNA,2002,0.02
KNA,2003,0.02
KNA,2004,0.02
KNA,2005,0.02
KNA,2006,0.02
KNA,2007,0.02
KNA,2008,0.02
KNA,2009,0.02
KNA,2010,0.02
KNA,2011,0.02
KNA,2012,0.02
KNA,2013,0.02
KNA,2014,0.02
KNA,2015,0.02
KNA,2016,0.02
KNA,2017,0.02
KNA,2018,0.02
KNA,2019,0.02
KOR,2000,13.3
KOR,2001,13.3
KOR,2002,13.3
KOR,2003,13.3
KOR,2004,13.3
KOR,2005,13.3
KOR,2006,13.3
KOR,2007,13.3
KOR,2008,13.3
KOR,2009,13.3
KOR,2010,13.3
KOR,2011,13.3
KOR,2012,13.3
KOR,2013,13.3
KOR,2014,13.3
KOR,2015,13.3
KOR,2016,13.3
KOR,2017,13.3
KOR,2018,13.3
KOR,2019,13.3
KWT,2000,0.0
KWT,2001,0.0
KWT,2002,0.0
KWT,2003,0.0
KWT,2004,0.0
KWT,2005,0.0
KWT,2006,0.0
KWT,2007,0.0
KWT,2008,0.0
KWT,2009,0.0
KWT,2010,0.0
KWT,2011,0.0
KWT,2012,0.0
KWT,2013,0.0
KWT,2014,0.0
KWT,2015,0.0
KWT,2016,0.0
KWT,2017,0.0
KWT,2018,0.0
KWT,2019,0.0
LAO,2000,37.9
LAO,2001,37.9
LAO,2002,37.9
LAO,2003,37.9
LAO,2004,37.9
LAO,2005,37.9
LAO,2006,37.9
LAO,2007,37.9
LAO,2008,37.9
LAO,2009,37.9
LAO,2010,37.9
LAO,2011,37.9
LAO,2012,37.9
LAO,2013,37.9
LAO,2014,37.9
LAO,2015,37.9
LAO,2016,37.9
LAO,2017,37.9
LAO,2018,37.9
LAO,2019,37.9
LBN,2000,3.2
LBN,2001,3.2
LBN,2002,3.2
LBN,2003,3.2
LBN,2004,3.2
LBN,2005,3.2
LBN,2006,3.2
LBN,2007,3.2
LBN,2008,3.2
LBN,2009,3.2
LBN,2010,3.2
LBN,2011,3.2
LBN,2012,3.2
LBN,2013,3.2
LBN,2014,3.2
LBN,2015,3.2
LBN,2016,3.2
LBN,2017,3.2
LBN,2018,3.2
LBN,2019,3.2
LBR,2000,45.0
LBR,2001,45.0
LBR,2002,45.0
LBR,2003,45.0
LBR,2004,45.0
LBR,2005,45.0
LBR,2006,45.0
LBR,2007,45.0
LBR,2008,45.0
LBR,2009,45.0
LBR,2010,45.0
LBR,2011,45.0
LBR,2012,45.0
LBR,2013,45.0
LBR,2014,45.0
LBR,2015,45.0
LBR,2016,45.0
LBR,2017,45.0
LBR,2018,45.0
LBR,2019,45.0
LBY,2000,0.6
LBY,2001,0.6
LBY,2002,0.6
LBY,2003,0.6
LBY,2004,0.6
LBY,2005,0.6
LBY,2006,0.6
LBY,2007,0.6
LBY,2008,0.6
LBY,2009,0.6
LBY,2010,0.6
LBY,2011,0.6
LBY,2012,0.6
LBY,2013,0.6
LBY,2014,0.6
LBY,2015,0.6
LBY,2016,0.6
LBY,2017,0.6
LBY,2018,0.6
LBY,2019,0.6
LCA,2000,0.0
LCA,2001,0.0
LCA,2002,0.0
LCA,2003,0.0
LCA,2004,0.0
LCA,2005,0.0
LCA,2006,0.0
LCA,2007,0.0
LCA,2008,0.0
LCA,2009,0.0
LCA,2010,0.0
LCA,2011,0.0
LCA,2012,0.0
LCA,2013,0.0
LCA,2014,0.0
LCA,2015,0.0
LCA,2016,0.0
LCA,2017,0.0
LCA,2018,0.0
LCA,2019,0.0
LIE,2000,0.0
LIE,2001,0.0
LIE,2002,0.0
LIE,2003,0.0
LIE,2004,0.0
LIE,2005,0.0
LIE,2006,0.0
LIE,2007,0.0
LIE,2008,0.0
LIE,2009,0.0
LIE,2010,0.0
LIE,2011,0.0
LIE,2012,0.0
LIE,2013,0.0
LIE,2014,0.0
LIE,2015,0.0
LIE,2016,0.0
LIE,2017,0.0
LIE,2018,0.0
LIE,2019,0.0
LKA,2000,7.8
LKA,2001,7.8
LKA,2002,7.8
LKA,2003,7.8
LKA,2004,7.8
LKA,2005,7.8
LKA,2006,7.8
LKA,2007,7.8
LKA,2008,7.8
LKA,2009,7.8
LKA,2010,7.8
LKA,2011,7.8
LKA,2012,7.8
LKA,2013,7.8
LKA,2014,7.8
LKA,2015,7.8
LKA,2016,7.8
LKA,2017,7.8
LKA,2018,7.8
LKA,2019,7.8
LSO,2000,0.5
LSO,2001,0.5
LSO,2002,0.5
LSO,2003,0.5
LSO,2004,0.5
LSO,2005,0.5
LSO,2006,0.5
LSO,2007,0.5
LSO,2008,0.5
LSO,2009,0.5
LSO,2010,0.5
LSO,2011,0.5
LSO,2012,0.5
LSO,2013,0.5
LSO,2014,0.5
LSO,2015,0.5
LSO,2016,0.5
LSO,2017,0.5
LSO,2018,0.5
LSO,2019,0.5
LTU,2000,1.1
LTU,2001,1.1
LTU,2002,1.1
LTU,2003,1.1
LTU,2004,1.1
LTU,2005,1.1
LTU,2006,1.1
LTU,2007,1.1
LTU,2008,1.1
LTU,2009,1.1
LTU,2010,1.1
LTU,2011,1.1
LTU,2012,1.1
LTU,2013,1.1
LTU,2014,1.1
LTU,2015,1.1
LTU,2016,1.1
LTU,2017,1.1
LTU,2018,1.1
LTU,2019,1.1
LUX,2000,0.08
LUX,2001,0.08
LUX,2002,0.08
LUX,2003,0.08
LUX,2004,0.08
LUX,2005,0.08
LUX,2006,0.08
LUX,2007,0.08
LUX,2008,0.08
LUX,2009,0.08
LUX,2010,0.08
LUX,2011,0.08
LUX,2012,0.08
LUX,2013,0.08
LUX,2014,0.08
LUX,2015,0.08
LUX,2016,0.08
LUX,2017,0.08
LUX,2018,0.08
LUX,2019,0.08
LVA,2000,4.7
LVA,2001,4.7
LVA,2002,4.7
LVA,2003,4.7
LVA,2004,4.7
LVA,2005,4.7
LVA,2006,4.7
LVA,2007,4.7
LVA,2008,4.7
LVA,2009,4.7
LVA,2010,4.7
LVA,2011,4.7
LVA,2012,4.7
LVA,2013,4.7
LVA,2014,4.7
LVA,2015,4.7
LVA,2016,4.7
LVA,2017,4.7
LVA,2018,4.7
LVA,2019,4.7
MAC,2000,0.0
MAC,2001,0.0
MAC,2002,0.0
MAC,2003,0.0
MAC,2004,0.0
MAC,2005,0.0
MAC,2006,0.0
MAC,2007,0.0
MAC,2008,0.0
MAC,2009,0.0
MAC,2010,0.0
MAC,2011,0.0
MAC,2012,0.0
MAC,2013,0.0
MAC,2014,0.0
MAC,2015,0.0
MAC,2016,0.0
MAC,2017,0.0
MAC,2018,0.0
MAC,2019,0.0
MAR,2000,10.0
MAR,2001,10.0
MAR,2002,10.0
MAR,2003,10.0
MAR,2004,10.0
MAR,2005,10.0
MAR,2006,10.0
MAR,2007,10.0
MAR,2008,10.0
MAR,2009,10.0
MAR,2010,10.0
MAR,2011,10.0
MAR,2012,10.0
MAR,2013,10.0
MAR,2014,10.0
MAR,2015,10.0
MAR,2016,10.0
MAR,2017,10.0
MAR,2018,10.0
MAR,2019,10.0
MCO,2000,0.0
MCO,2001,0.0
MCO,2002,0.0
MCO,2003,0.0
MCO,2004,0.0
MCO,2005,0.0
MCO,2006,0.0
MCO,2007,0.0
MCO,2008,0.0
MCO,2009,0.0
MCO,2010,0.0
MCO,2011,0.0
MCO,2012,0.0
MCO,2013,0.0
MCO,2014,0.0
MCO,2015,0.0
MCO,2016,0.0
MCO,2017,0.0
MCO,2018,0.0
MCO,2019,0.0
MDA,2000,1.3
MDA,2001,1.3
MDA,2002,1.3
MDA,2003,1.3
MDA,2004,1.3
MDA,2005,1.3
MDA,2006,1.3
MDA,2007,1.3
MDA,2008,1.3
MDA,2009,1.3
MDA,2010,1.3
MDA,2011,1.3
MDA,2012,1.3
MDA,2013,1.3
MDA,2014,1.3
MDA,2015,1.3
MDA,2016,1.3
MDA,2017,1.3
MDA,2018,1.3
MDA,2019,1.3
MDG,2000,55.0
MDG,2001,55.0
MDG,2002,55.0
MDG,2003,55.0
MDG,2004,55.0
MDG,2005,55.0
MDG,2006,55.0
MDG,2007,55.0
MDG,2008,55.0
MDG,2009,55.0
MDG,2010,55.0
MDG,2011,55.0
MDG,2012,55.0
MDG,2013,55.0
MDG,2014,55.0
MDG,2015,55.0
MDG,2016,55.0
MDG,2017,55.0
MDG,2018,55.0
MDG,2019,55.0
MDV,2000,0.03
MDV,2001,0.03
MDV,2002,0.03
MDV,2003,0.03
MDV,2004,0.03
MDV,2005,0.03
MDV,2006,0.03
MDV,2007,0.03
MDV,2008,0.03
MDV,2009,0.03
MDV,2010,0.03
MDV,2011,0.03
MDV,2012,0.03
MDV,2013,0.03
MDV,2014,0.03
MDV,2015,0.03
MDV,2016,0.03
MDV,2017,0.03
MDV,2018,0.03
MDV,2019,0.03
MEX,2000,150.0
MEX,2001,150.0
MEX,2002,150.0
MEX,2003,150.0
MEX,2004,150.0
MEX,2005,150.0
MEX,2006,150.0
MEX,2007,150.0
MEX,2008,150.0
MEX,2009,150.0
MEX,2010,150.0
MEX,2011,150.0
MEX,2012,150.0
MEX,2013,150.0
MEX,2014,150.0
MEX,2015,150.0
MEX,2016,150.0
MEX,2017,150.0
MEX,2018,150.0
MEX,2019,150.0
MHL,2000,0.0
MHL,2001,0.0
MHL,2002,0.0
MHL,2003,0.0
MHL,2004,0.0
MHL,2005,0.0
MHL,2006,0.0
MHL,2007,0.0
MHL,2008,0.0
MHL,2009,0.0
MHL,2010,0.0
MHL,2011,0.0
MHL,2012,0.0
MHL,2013,0.0
MHL,2014,0.0
MHL,2015,0.0
MHL,2016,0.0
MHL,2017,0.0
MHL,2018,0.0
MHL,2019,0.0
MKD,2000,0.0
MKD,2001,0.0
MKD,2002,0.0
MKD,2003,0.0
MKD,2004,0.0
MKD,2005,0.0
MKD,2006,0.0
MKD,2007,0.0
MKD,2008,0.0
MKD,2009,0.0
MKD,2010,0.0
MKD,2011,0.0
MKD,2012,0.0
MKD,2013,0.0
MKD,2014,0.0
MKD,2015,0.0
MKD,2016,0.0
MKD,2017,0.0
MKD,2018,0.0
MKD,2019,0.0
MLI,2000,20.0
MLI,2001,20.0
MLI,2002,20.0
MLI,2003,20.0
MLI,2004,20.0
MLI,2005,20.0
MLI,2006,20.0
MLI,2007,20.0
MLI,2008,20.0
MLI,2009,20.0
MLI,2010,20.0
MLI,2011,20.0
MLI,2012,20.0
MLI,2013,20.0
MLI,2014,20.0
MLI,2015,20.0
MLI,2016,20.0
MLI,2017,20.0
MLI,2018,20.0
MLI,2019,20.0
MLT,2000,0.05
MLT,2001,0.05
MLT,2002,0.05
MLT,2003,0.05
MLT,2004,0.05
MLT,2005,0.05
MLT,2006,0.05
MLT,2007,0.05
MLT,2008,0.05
MLT,2009,0.05
MLT,2010,0.05
MLT,2011,0.05
MLT,2012,0.05
MLT,2013,0.05
MLT,2014,0.05
MLT,2015,0.05
MLT,2016,0.05
MLT,2017,0.05
MLT,2018,0.05
MLT,2019,0.05
MMR,2000,453.7
MMR,2001,453.7
MMR,2002,453.7
MMR,2003,453.7
MMR,2004,453.7
MMR,2005,453.7
MMR,2006,453.7
MMR,2007,453.7
MMR,2008,453.7
MMR,2009,453.7
MMR,2010,453.7
MMR,2011,453.7
MMR,2012,453.7
MMR,2013,453.7
MMR,2014,453.7
MMR,2015,453.7
MMR,2016,453.7
MMR,2017,453.7
MMR,2018,453.7
MMR,2019,453.7
MNE,2000,0.0
MNE,2001,0.0
MNE,2002,0.0
MNE,2003,0.0
MNE,2004,0.0
MNE,2005,0.0
