ISO,Year,CL
COM,2018,116.0
COM,2019,116.0
CPV,2000,46.0
CPV,2001,48.0
CPV,2002,49.0
CPV,2003,49.0
CPV,2004,50.0
CPV,2005,50.0
CPV,2006,51.0
CPV,2007,51.0
CPV,2008,53.0
CPV,2009,53.0
CPV,2010,53.0
CPV,2011,53.0
CPV,2012,59.0
CPV,2013,59.0
CPV,2014,54.0
CPV,2015,54.0
CPV,2016,54.0
CPV,2017,54.0
CPV,2018,54.0
CPV,2019,54.0
CRI,2000,490.0
CRI,2001,490.0
CRI,2002,490.0
CRI,2003,500.0
CRI,2004,500.0
CRI,2005,490.0
CRI,2006,505.0
CRI,2007,500.0
CRI,2008,500.0
CRI,2009,530.0
CRI,2010,540.0
CRI,2011,547.0
CRI,2012,547.0
CRI,2013,551.0
CRI,2014,544.0
CRI,2015,558.5
CRI,2016,577.5
CRI,2017,579.5
CRI,2018,582.5
CRI,2019,582.5
CUB,2000,4054.0
CUB,2001,4251.0
CUB,2002,4237.0
CUB,2003,4182.0
CUB,2004,4134.0
CUB,2005,4097.0
CUB,2006,4061.0
CUB,2007,3991.0
CUB,2008,3928.6
CUB,2009,3866.0
CUB,2010,3804.0
CUB,2011,3741.2
CUB,2012,3554.9
CUB,2013,3576.9
CUB,2014,3514.67
CUB,2015,3517.3
CUB,2016,3472.0
CUB,2017,3561.6
CUB,2018,3561.6
CUB,2019,3561.6
CYM,2000,0.7
CYM,2001,0.7
CYM,2002,0.7
CYM,2003,0.7
CYM,2004,0.7
CYM,2005,0.7
CYM,2006,0.7
CYM,2007,0.7
CYM,2008,0.7
CYM,2009,0.7
CYM,2010,0.7
CYM,2011,0.7
CYM,2012,0.7
CYM,2013,0.7
CYM,2014,0.7
CYM,2015,0.7
CYM,2016,0.7
CYM,2017,0.7
CYM,2018,0.7
CYM,2019,0.7
CYP,2000,140.4
CYP,2001,139.0
CYP,2002,139.0
CYP,2003,153.0
CYP,2004,155.0
CYP,2005,166.0
CYP,2006,156.0
CYP,2007,145.3
CYP,2008,114.2
CYP,2009,123.3
CYP,2010,112.5
CYP,2011,113.9
CYP,2012,114.3
CYP,2013,107.03
CYP,2014,107.18
CYP,2015,124.78
CYP,2016,108.01
CYP,2017,119.77
CYP,2018,129.355
CYP,2019,129.355
CZE,2000,3319.0
CZE,2001,3312.0
CZE,2002,3304.0
CZE,2003,3298.0
CZE,2004,3293.0
CZE,2005,3286.0
CZE,2006,3278.0
CZE,2007,3271.0
CZE,2008,3264.0
CZE,2009,3256.0
CZE,2010,3248.0
CZE,2011,3240.0
CZE,2012,3233.0
CZE,2013,2547.0
CZE,2014,2535.0
CZE,2015,2536.0
CZE,2016,2539.0
CZE,2017,2543.0
CZE,2018,2533.0
CZE,2019,2533.0
DEU,2000,12020.0
DEU,2001,12021.0
DEU,2002,11997.0
DEU,2003,12033.0
DEU,2004,12100.0
DEU,2005,12102.0
DEU,2006,12064.0
DEU,2007,12075.0
DEU,2008,12132.0
DEU,2009,12145.0
DEU,2010,12045.0
DEU,2011,12075.0
DEU,2012,12034.0
DEU,2013,12076.0
DEU,2014,12072.0
DEU,2015,12051.0
DEU,2016,11962.0
DEU,2017,11971.0
DEU,2018,11930.0
DEU,2019,11930.0
DJI,2000,1.0
DJI,2001,1.0
DJI,2002,1.0
DJI,2003,1.0
DJI,2004,1.0
DJI,2005,1.0
DJI,2006,1.3
DJI,2007,1.5
DJI,2008,1.2
DJI,2009,1.3
DJI,2010,1.6
DJI,2011,2.0
DJI,2012,2.0
DJI,2013,2.0
DJI,2014,2.0
DJI,2015,2.0
DJI,2016,2.0
DJI,2017,2.0
DJI,2018,2.0
DJI,2019,2.0
DMA,2000,19.0
DMA,2001,20.0
DMA,2002,20.0
DMA,2003,20.0
DMA,2004,20.0
DMA,2005,20.0
DMA,2006,20.0
DMA,2007,20.0
DMA,2008,20.0
DMA,2009,21.0
DMA,2010,23.0
DMA,2011,23.0
DMA,2012,23.0
DMA,2013,23.0
DMA,2014,23.0
DMA,2015,23.0
DMA,2016,23.0
DMA,2017,23.0
DMA,2018,23.0
DMA,2019,23.0
DNK,2000,2289.0
DNK,2001,2300.0
DNK,2002,2283.0
DNK,2003,2274.0
DNK,2004,2276.0
DNK,2005,2339.0
DNK,2006,2353.0
DNK,2007,2313.0
DNK,2008,2407.0
DNK,2009,2437.0
DNK,2010,2426.0
DNK,2011,2503.0
DNK,2012,2424.0
DNK,2013,2433.0
DNK,2014,2459.631
DNK,2015,2378.899
DNK,2016,2399.63
DNK,2017,2396.609
DNK,2018,2420.0
DNK,2019,2420.0
DOM,2000,1318.0
DOM,2001,1318.0
DOM,2002,1318.0
DOM,2003,1238.0
DOM,2004,1220.0
DOM,2005,1220.0
DOM,2006,1220.0
DOM,2007,1220.0
DOM,2008,1200.0
DOM,2009,1200.0
DOM,2010,1200.0
DOM,2011,1200.0
DOM,2012,1155.0
DOM,2013,1155.0
DOM,2014,1155.0
DOM,2015,1232.0
DOM,2016,1232.0
DOM,2017,1232.0
DOM,2018,1232.0
DOM,2019,1232.0
DZA,2000,8192.0
DZA,2001,8163.0
DZA,2002,8206.0
DZA,2003,8244.7
DZA,2004,8296.0
DZA,2005,8363.0
DZA,2006,8378.0
DZA,2007,8390.0
DZA,2008,8400.0
DZA,2009,8399.0
DZA,2010,8411.0
DZA,2011,8421.0
DZA,2012,8430.5
DZA,2013,8435.2
DZA,2014,8439.2
DZA,2015,8462.4
DZA,2016,8417.6
DZA,2017,8483.4261
DZA,2018,8517.017
DZA,2019,8517.017
ECU,2000,2979.0
ECU,2001,2800.0
ECU,2002,2600.0
ECU,2003,2487.0
ECU,2004,2523.0
ECU,2005,2510.0
ECU,2006,2446.0
ECU,2007,2415.0
ECU,2008,2500.0
ECU,2009,2548.4
ECU,2010,2577.8
ECU,2011,2535.2
ECU,2012,2530.9
ECU,2013,2663.0
ECU,2014,2387.0
ECU,2015,2551.0
ECU,2016,2415.0
ECU,2017,2464.0
ECU,2018,2354.0
ECU,2019,2354.0
EGY,2000,3291.0
EGY,2001,3338.0
EGY,2002,3424.0
EGY,2003,3409.0
EGY,2004,3478.0
EGY,2005,3523.0
EGY,2006,3533.0
EGY,2007,3538.0
EGY,2008,3542.0
EGY,2009,3689.0
EGY,2010,3671.0
EGY,2011,3620.0
EGY,2012,3696.0
EGY,2013,3730.97
EGY,2014,3715.19
EGY,2015,3789.8771
EGY,2016,3733.7654
EGY,2017,3835.9688
EGY,2018,3835.9688
EGY,2019,3835.9688
ERI,2000,563.0
ERI,2001,565.0
ERI,2002,565.0
ERI,2003,600.0
ERI,2004,600.0
ERI,2005,622.0
ERI,2006,672.0
ERI,2007,672.0
ERI,2008,672.0
ERI,2009,692.0
ERI,2010,692.0
ERI,2011,692.0
ERI,2012,692.0
ERI,2013,692.0
ERI,2014,692.0
ERI,2015,692.0
ERI,2016,692.0
ERI,2017,692.0
ERI,2018,692.0
ERI,2019,692.0
ESP,2000,18304.0
ESP,2001,18044.0
ESP,2002,17886.0
ESP,2003,17981.0
ESP,2004,17957.0
ESP,2005,17844.0
ESP,2006,17578.0
ESP,2007,17396.0
ESP,2008,17272.0
ESP,2009,17216.0
ESP,2010,17221.0
ESP,2011,16992.0
ESP,2012,17539.0
ESP,2013,17133.0
ESP,2014,17188.0
ESP,2015,17187.89
ESP,2016,17033.01
ESP,2017,16985.167
ESP,2018,16770.3639
ESP,2019,16770.3639
EST,2000,855.0
EST,2001,696.0
EST,2002,631.2
EST,2003,560.7
EST,2004,534.1
EST,2005,602.9
EST,2006,568.0
EST,2007,607.6
EST,2008,605.8
EST,2009,604.5
EST,2010,652.1
EST,2011,639.4
EST,2012,627.3
EST,2013,641.0
EST,2014,657.0
EST,2015,678.0
EST,2016,699.0
EST,2017,688.0
EST,2018,692.0
EST,2019,692.0
ETH,2000,10662.0
ETH,2001,10605.4
ETH,2002,10498.0
ETH,2003,11607.0
ETH,2004,13101.0
ETH,2005,13591.0
ETH,2006,14219.0
ETH,2007,15077.0
ETH,2008,14513.0
ETH,2009,14985.0
ETH,2010,15683.0
ETH,2011,16325.2
ETH,2012,16488.0
ETH,2013,16699.0
ETH,2014,16910.0
ETH,2015,17121.0
ETH,2016,17332.0
ETH,2017,17540.1
ETH,2018,17903.0
ETH,2019,17903.0
FIN,2000,2192.0
FIN,2001,2197.0
FIN,2002,2209.0
FIN,2003,2218.0
FIN,2004,2225.0
FIN,2005,2240.8
FIN,2006,2264.8
FIN,2007,2260.9
FIN,2008,2263.4
FIN,2009,2262.5
FIN,2010,2258.9
FIN,2011,2254.6
FIN,2012,2253.1
FIN,2013,2227.5
FIN,2014,2234.1
FIN,2015,2245.6
FIN,2016,2249.0
FIN,2017,2245.0
